trainer,7Day_Runs,7Day_Wins,7Day_Places,7Day_Win_Strike,7Day_Place_Strike,7Day_SP_ProfitLoss,14Day_Runs,14Day_Wins,14Day_Places,14Day_Win_Strike,14Day_Place_Strike,14Day_SP_ProfitLoss,2YR_Runs,2YR_Wins,2YR_Places,2YR_Win_Strike,2YR_Place_Strike,2YR_SP_ProfitLoss,DaysSinceWin,RunsSinceWin,1YR_Runs,1YR_Wins,1YR_Places,1YR_Win_Strike,1YR_Place_Strike,1YR_SP_ProfitLoss,2yr_fav_Runs,2yr_fav_Wins,2yr_fav_Places,2yr_fav_Win_Strike,2yr_fav_Place_Strike,2yr_fav_SP_ProfitLoss,2yr_hcap_Runs,2yr_hcap_Wins,2yr_hcap_Places,2yr_hcap_Win_Strike,2yr_hcap_Place_Strike,2yr_hcap_SP_ProfitLoss,
"Appleby, Charlie","5","3","4","60","80","8.33","7","3","5","42.86","71.43","6.33","896","274","504","30.58","56.25","-0.63","1","1","467","148","267","31.69","57.17","21.13","415","188","296","45.3","45.3","2.22","233","61","111","26.18","26.18","-7.68",
"Appleby, M","9","2","5","22.22","55.56","1.5","16","3","7","18.75","43.75","3","1836","233","567","12.69","30.88","-151.32","1","1","916","117","302","12.77","32.97","-145.95","275","89","165","32.36","32.36","-14.44","1583","202","500","12.76","12.76","-72.17",
"Attwater, M J","8","0","1","0","12.5","-8","14","1","3","7.14","21.43","-12.2","658","36","132","5.47","20.06","-261.96","9","11","307","17","67","5.54","21.82","-148.82","26","8","13","30.77","30.77","-2.34","528","29","105","5.49","5.49","-200.92",
"Baker, George","4","0","1","0","25","-4","7","0","2","0","28.57","-7","404","39","100","9.65","24.75","-78.74","78","21","212","15","46","7.08","21.7","-110.63","42","9","20","21.43","21.43","-14.37","312","33","83","10.58","10.58","-46.12",
"Balding, A M","18","4","8","22.22","44.44","-5.99","20","4","8","20","40","-7.99","1867","290","685","15.53","36.69","-127.81","2","3","942","140","341","14.86","36.2","-177.97","315","103","192","32.7","32.7","-41.26","848","129","306","15.21","15.21","-61.08",
"Barr, Brian","0","0","0","0","0","0","0","0","0","0","0","0","190","12","36","6.32","18.95","-98.75","148","31","81","5","17","6.17","20.99","-25","6","2","3","33.33","33.33","0.25","136","9","25","6.62","6.62","-56.75",
"Beckett, R M","3","0","0","0","0","-3","4","1","1","25","25","-1.5","1099","177","406","16.11","36.94","-167.33","11","4","596","93","215","15.6","36.07","-120.09","236","77","134","32.63","32.63","-21.78","521","81","176","15.55","15.55","-140.59",
"Bell, M L W","7","2","4","28.57","57.14","8.5","8","2","4","25","50","7.5","675","94","222","13.93","32.89","-214.64","1","1","346","46","127","13.29","36.71","-142.32","113","39","61","34.51","34.51","-3.63","400","53","132","13.25","13.25","-148.44",
"Best, Jim/Suzi","1","0","1","0","100","-1","3","0","1","0","33.33","-3","106","8","25","7.55","23.58","-39.67","44","15","52","4","12","7.69","23.08","-1.75","7","2","4","28.57","28.57","-1","71","7","20","9.86","9.86","-9",
"Best, John & Jewell, Karen","1","0","0","0","0","-1","2","0","0","0","0","-2","193","16","46","8.29","23.83","-67.74","88","28","121","5","19","4.13","15.7","-90.5","13","2","6","15.38","15.38","-7.49","140","15","41","10.71","10.71","-40.74",
