trainer,7Day_Runs,7Day_Wins,7Day_Places,7Day_Win_Strike,7Day_Place_Strike,7Day_SP_ProfitLoss,14Day_Runs,14Day_Wins,14Day_Places,14Day_Win_Strike,14Day_Place_Strike,14Day_SP_ProfitLoss,2YR_Runs,2YR_Wins,2YR_Places,2YR_Win_Strike,2YR_Place_Strike,2YR_SP_ProfitLoss,DaysSinceWin,RunsSinceWin,1YR_Runs,1YR_Wins,1YR_Places,1YR_Win_Strike,1YR_Place_Strike,1YR_SP_ProfitLoss,2yr_fav_Runs,2yr_fav_Wins,2yr_fav_Places,2yr_fav_Win_Strike,2yr_fav_Place_Strike,2yr_fav_SP_ProfitLoss,2yr_hcap_Runs,2yr_hcap_Wins,2yr_hcap_Places,2yr_hcap_Win_Strike,2yr_hcap_Place_Strike,2yr_hcap_SP_ProfitLoss,
"Allen, C N","2","0","1","0","50","-2","6","1","4","16.67","66.67","-1.67","216","23","67","10.65","31.02","-36.83","10","4","99","12","30","12.12","30.3","-11.46","20","8","12","40","40","7.34","171","21","56","12.28","12.28","-25.16",
"Appleby, M","15","0","3","0","20","-15","31","1","6","3.23","19.35","-28","1756","202","568","11.5","32.35","-412.54","9","19","861","92","264","10.69","30.66","-219.55","275","76","149","27.64","27.64","-55.78","1504","163","480","10.84","10.84","-364.3",
"Aprahamian, Billy","2","0","1","0","50","-2","4","0","2","0","50","-4","91","5","20","5.49","21.98","-9.8","20","7","64","4","15","6.25","23.44","-33.8","6","2","4","33.33","33.33","0.2","69","5","17","7.25","7.25","12.2",
"Bailey, Liam","1","0","1","0","100","-1","7","0","1","0","14.29","-7","305","19","59","6.23","19.34","-185.63","55","33","147","14","31","9.52","21.09","-68.38","13","4","9","30.77","30.77","-1.13","234","14","41","5.98","5.98","-144.63",
"Baker, George","8","0","0","0","0","-8","14","0","0","0","0","-14","364","33","102","9.07","28.02","-113.38","67","37","168","13","49","7.74","29.17","-50.67","40","9","15","22.5","22.5","-14.13","304","33","92","10.86","10.86","-53.38",
"Balding, A M","26","4","12","15.38","46.15","-10.17","54","11","22","20.37","40.74","-12.5","1933","290","709","15","36.68","-347.61","1","2","1030","152","399","14.76","38.74","-190.69","348","117","218","33.62","33.62","-41.42","829","121","273","14.6","14.6","-107.3",
"Beckett, R M","19","6","11","31.58","57.89","-2.33","40","8","19","20","47.5","-6.83","1259","232","514","18.43","40.83","-191.9","2","3","654","128","284","19.57","43.43","-116.03","296","110","194","37.16","37.16","-9.68","524","99","202","18.89","18.89","-64.3",
"Berry, John","4","0","0","0","0","-4","8","0","3","0","37.5","-8","168","16","53","9.52","31.55","-35.31","15","9","86","10","23","11.63","26.74","-12.07","17","5","9","29.41","29.41","-2.14","137","15","46","10.95","10.95","-8.64",
"Bethell, Ed","8","3","5","37.5","62.5","1.79","14","4","9","28.57","64.29","-1.58","464","78","182","16.81","39.22","-79.82","2","1","244","39","102","15.98","41.8","-86.47","107","37","60","34.58","34.58","-12.28","265","50","106","18.87","18.87","-8.21",
"Bolger, J S","14","1","4","7.14","28.57","-11.62","19","2","5","10.53","26.32","-4.62","678","51","163","7.52","24.04","-259.57","6","8","325","25","82","7.69","25.23","-130.21","49","15","28","30.61","30.61","-9.2","266","20","69","7.52","7.52","-21.42",
"Botti, M","9","0","4","0","44.44","-9","20","3","8","15","40","-0.62","836","96","271","11.48","32.42","-22.37","9","14","460","54","150","11.74","32.61","-49.45","87","15","44","17.24","17.24","-44.94","526","61","164","11.6","11.6","-29.32",
"Boughey, George","14","5","9","35.71","64.29","16.73","34","8","17","23.53","50","5.84","1471","231","535","15.7","36.37","-359.97","2","6","653","97","230","14.85","35.22","-150.55","292","109","191","37.33","37.33","-23.25","818","135","303","16.5","16.5","-93.96",
"Bourke, D F","3","0","1","0","33.33","-3","9","0","3","0","33.33","-9","193","16","52","8.29","26.94","-65.5","26","11","104","10","28","9.62","26.92","-38.25","17","2","8","11.76","11.76","-11.25","160","14","43","8.75","8.75","-48.75",
"Bowen, Peter / Michael","5","2","3","40","60","8.5","15","3","6","20","40","0.88","463","64","140","13.82","30.24","-137.95","3","2","230","32","72","13.91","31.3","-47.21","81","32","52","39.51","39.51","1.34","365","53","116","14.52","14.52","-68.47",
"Boyle, J R","2","0","1","0","50","-2","7","0","2","0","28.57","-7","438","41","116","9.36","26.48","-165.33","15","8","191","18","56","9.42","29.32","-80.54","41","11","21","26.83","26.83","-5.24","372","40","107","10.75","10.75","-107.83",
"Breen, Leanne","1","0","0","0","0","-1","2","1","1","50","50","11","120","7","23","5.83","19.17","-62.75","10","2","58","4","15","6.9","25.86","-27.25","5","2","5","40","40","2","104","7","22","6.73","6.73","-46.75",
"Brown, G","3","0","1","0","33.33","-3","4","0","1","0","25","-4","143","20","47","13.99","32.87","13.07","34","11","94","11","29","11.7","30.85","-8.06","15","5","11","33.33","33.33","-2.64","105","15","36","14.29","14.29","33.51",
"Brown, Miss Harriet","0","0","0","0","0","0","1","0","0","0","0","-1","67","2","9","2.99","13.43","-51.75","119","18","42","1","6","2.38","14.29","-39.75","2","1","2","50","50","0.25","45","2","9","4.44","4.44","-29.75",
"Browne, W P","3","0","1","0","33.33","-3","4","0","1","0","25","-4","115","16","40","13.91","34.78","5.02","44","9","60","9","20","15","33.33","15.89","8","6","8","75","75","6.44","39","5","10","12.82","12.82","24.13",
"Burke, John M","1","0","0","0","0","-1","4","1","1","25","25","8","105","3","18","2.86","17.14","-78","11","3","49","2","7","4.08","14.29","-29.5","3","0","2","0","0","-3","54","3","13","5.56","5.56","-27",
"Burke, K R","19","3","6","15.79","31.58","-10.5","43","8","15","18.6","34.88","-14.97","1531","239","579","15.61","37.82","-95.04","4","3","784","139","306","17.73","39.03","-26.94","266","92","162","34.59","34.59","-22.45","704","91","230","12.93","12.93","-110.92",
"Burke, Kieran","3","0","1","0","33.33","-3","4","0","1","0","25","-4","237","30","68","12.66","28.69","-14.25","17","5","131","14","36","10.69","27.48","24.29","34","14","21","41.18","41.18","9.09","175","28","58","16","16","3.75",
"Burrows, Owen","2","0","0","0","0","-2","4","0","0","0","0","-4","209","45","88","21.53","42.11","-5.46","18","8","122","24","48","19.67","39.34","-8.32","50","21","31","42","42","6.13","70","12","26","17.14","17.14","-12.88",
"Butler, John","8","0","2","0","25","-8","18","0","3","0","16.67","-18","1020","73","232","7.16","22.75","-460.78","21","26","542","25","109","4.61","20.11","-306.03","84","25","54","29.76","29.76","-3.6","792","65","199","8.21","8.21","-280.14",
"Butler, P","0","0","0","0","0","0","1","0","0","0","0","-1","79","3","6","3.8","7.59","30.25","100","15","45","2","4","4.44","8.89","-36.75","0","0","0","0","0","0","59","3","6","5.08","5.08","50.25",
"Byrnes, C","7","3","4","42.86","57.14","5.5","13","6","8","46.15","61.54","11.88","510","61","140","11.96","27.45","-150.99","1","1","283","29","65","10.25","22.97","-87.35","75","30","45","40","40","18.93","246","34","66","13.82","13.82","-43.74",
"Camacho, Miss J A","9","0","0","0","0","-9","20","2","3","10","15","21","608","67","165","11.02","27.14","-29.73","13","18","302","23","72","7.62","23.84","-86.22","60","16","28","26.67","26.67","1.28","475","51","136","10.74","10.74","-21.66",
"Carr, Mrs R A","15","2","4","13.33","26.67","7.5","31","2","6","6.45","19.35","-8.5","820","89","242","10.85","29.51","-124.57","1","2","426","40","120","9.39","28.17","-148.67","81","24","36","29.63","29.63","4.6","771","84","231","10.89","10.89","-107.57",
"Charlton, Roger/Harry","10","0","2","0","20","-10","14","0","4","0","28.57","-14","508","83","193","16.34","37.99","-72.64","25","23","241","43","95","17.84","39.42","-3.64","117","40","73","34.19","34.19","-13.47","293","52","110","17.75","17.75","-34.8",
"Cleary, Michael G","0","0","0","0","0","0","0","0","0","0","0","0","37","0","5","0","13.51","-37","2894","172","17","0","5","0","29.41","-17","0","0","0","0","0","0","17","0","3","0","0","-17",
