trainer,7Day_Runs,7Day_Wins,7Day_Places,7Day_Win_Strike,7Day_Place_Strike,7Day_SP_ProfitLoss,14Day_Runs,14Day_Wins,14Day_Places,14Day_Win_Strike,14Day_Place_Strike,14Day_SP_ProfitLoss,2YR_Runs,2YR_Wins,2YR_Places,2YR_Win_Strike,2YR_Place_Strike,2YR_SP_ProfitLoss,DaysSinceWin,RunsSinceWin,1YR_Runs,1YR_Wins,1YR_Places,1YR_Win_Strike,1YR_Place_Strike,1YR_SP_ProfitLoss,2yr_fav_Runs,2yr_fav_Wins,2yr_fav_Places,2yr_fav_Win_Strike,2yr_fav_Place_Strike,2yr_fav_SP_ProfitLoss,2yr_hcap_Runs,2yr_hcap_Wins,2yr_hcap_Places,2yr_hcap_Win_Strike,2yr_hcap_Place_Strike,2yr_hcap_SP_ProfitLoss,
"Appleby, Charlie","22","5","9","22.73","40.91","28.23","42","10","19","23.81","45.24","22.08","814","244","459","29.98","56.39","-2.09","5","4","453","140","246","30.91","54.3","2.77","366","158","262","43.17","43.17","-7.41","190","46","87","24.21","24.21","-40.57",
"Appleby, M","9","0","1","0","11.11","-9","28","0","4","0","14.29","-28","2035","220","581","10.81","28.55","-249.76","20","43","898","113","252","12.58","28.06","-69.91","254","73","148","28.74","28.74","-32.13","1750","196","522","11.2","11.2","-179.58",
"Attwater, M J","8","1","4","12.5","50","1.5","14","2","6","14.29","42.86","-0.75","634","36","126","5.68","19.87","-212.64","3","4","343","19","69","5.54","20.12","-145.89","21","7","11","33.33","33.33","1.61","510","32","110","6.27","6.27","-148.55",
"Baker, George","10","2","2","20","20","7","16","2","4","12.5","25","1","453","58","141","12.8","31.13","-1.99","5","4","224","26","65","11.61","29.02","-44.12","44","13","26","29.55","29.55","-4.25","340","45","107","13.24","13.24","10",
"Balding, A M","29","1","8","3.45","27.59","-20","65","4","16","6.15","24.62","-34.25","1888","291","700","15.41","37.08","-69.67","6","18","972","147","363","15.12","37.35","-54.56","304","99","185","32.57","32.57","-51.25","880","133","317","15.11","15.11","-89.26",
"Barclay, Stella","3","0","0","0","0","-3","12","3","4","25","33.33","11.41","420","27","81","6.43","19.29","-98.38","8","5","210","16","42","7.62","20","31.29","15","7","9","46.67","46.67","6.87","334","24","69","7.19","7.19","-24.88",
"Beckett, R M","15","2","5","13.33","33.33","-9.99","39","5","12","12.82","30.77","-17.24","1101","192","425","17.44","38.6","-92.51","1","1","524","79","187","15.08","35.69","-121.02","257","98","165","38.13","38.13","21.04","538","97","205","18.03","18.03","-58.2",
"Bell, M L W","9","1","1","11.11","11.11","-6.75","24","1","6","4.17","25","-21.75","693","91","228","13.13","32.9","-198.73","3","3","336","44","104","13.1","30.95","-118.17","115","34","64","29.57","29.57","-22.89","398","57","127","14.32","14.32","-70.24",
"Berry, John","1","0","0","0","0","-1","4","0","1","0","25","-4","155","7","34","4.52","21.94","-62.5","73","21","87","3","20","3.45","22.99","-62.5","8","1","4","12.5","12.5","-4","116","7","30","6.03","6.03","-23.5",
"Bethell, Ed","6","1","2","16.67","33.33","1","11","2","3","18.18","27.27","2","219","30","82","13.7","37.44","-31.76","5","4","160","21","62","13.13","38.75","-24.94","39","8","23","20.51","20.51","-19.34","140","22","51","15.71","15.71","6.55",
"Botti, M","16","1","3","6.25","18.75","-8.5","21","4","6","19.05","28.57","50.5","793","98","254","12.36","32.03","24.79","7","16","387","57","128","14.73","33.07","133.35","101","28","53","27.72","27.72","-21.59","497","67","156","13.48","13.48","-14.21",
"Boughey, George","25","6","9","24","36","0.92","43","9","16","20.93","37.21","-1.78","868","157","346","18.09","39.86","-142.13","1","3","576","93","217","16.15","37.67","-163.4","208","86","142","41.35","41.35","10.87","464","85","191","18.32","18.32","-45.84",
"Brisland, Robyn","4","0","0","0","0","-4","8","0","0","0","0","-8","768","60","168","7.81","21.88","-288.85","23","18","349","30","79","8.6","22.64","-108.9","50","15","22","30","30","-10.17","578","49","133","8.48","8.48","-206.42",
"Burke, K R","26","6","10","23.08","38.46","54","63","11","23","17.46","36.51","37.62","1516","194","513","12.8","33.84","-237.68","1","3","803","120","289","14.94","35.99","-107.56","201","77","129","38.31","38.31","24.27","819","90","257","10.99","10.99","-74.19",
"Burrows, Owen","4","0","0","0","0","-4","7","0","0","0","0","-7","251","45","103","17.93","41.04","-22.95","20","9","101","20","45","19.8","44.55","6.93","59","18","38","30.51","30.51","1.67","105","19","43","18.1","18.1","1.08",
"Butler, John","12","0","2","0","16.67","-12","16","0","4","0","25","-16","809","80","209","9.89","25.83","-212.26","23","30","440","50","127","11.36","28.86","-31.89","72","25","51","34.72","34.72","3.75","626","65","173","10.38","10.38","-165.62",
"Camacho, Miss J A","10","0","1","0","10","-10","14","1","2","7.14","14.29","3","524","56","166","10.69","31.68","-146.69","9","12","278","28","88","10.07","31.65","-94.68","71","15","35","21.13","21.13","-25.56","402","44","128","10.95","10.95","-92.44",
"Candlish, Jennie","3","0","0","0","0","-3","11","0","1","0","9.09","-11","533","55","167","10.32","31.33","-170.5","37","21","259","23","80","8.88","30.89","-120.87","73","19","40","26.03","26.03","-12.29","458","45","145","9.83","9.83","-170.69",
"Candy, H","2","0","0","0","0","-2","8","0","2","0","25","-8","341","32","92","9.38","26.98","-138.78","19","9","153","16","40","10.46","26.14","-71.91","41","14","24","34.15","34.15","0.22","199","18","55","9.05","9.05","-101.04",
"Carr, Mrs R A","10","0","1","0","10","-10","21","1","5","4.76","23.81","8","775","39","142","5.03","18.32","-295.59","8","11","369","18","70","4.88","18.97","-129.84","27","2","11","7.41","7.41","-18.92","719","36","131","5.01","5.01","-261.92",
"Carroll, A W","23","1","5","4.35","21.74","-19.25","49","5","17","10.2","34.69","-3","1977","178","518","9","26.2","-513.82","2","8","1006","88","275","8.75","27.34","-219.55","147","43","87","29.25","29.25","-8.77","1693","161","470","9.51","9.51","-396.84",
"Carson, Anthony","2","0","0","0","0","-2","4","0","0","0","0","-4","233","7","30","3","12.88","-120.5","23","6","106","2","13","1.89","12.26","-92.5","7","0","3","0","0","-7","158","4","20","2.53","2.53","-97.5",
"Channon, M R","9","2","3","22.22","33.33","-1.5","20","2","5","10","25","-12.5","1073","92","306","8.57","28.52","-449.24","1","2","487","34","128","6.98","26.28","-267.64","115","29","62","25.22","25.22","-18.58","687","60","202","8.73","8.73","-255.84",
"Chapple-Hyam, Jane","6","2","2","33.33","33.33","4.38","13","3","5","23.08","38.46","0.88","481","58","154","12.06","32.02","59.95","6","2","252","34","83","13.49","32.94","-1.55","61","17","31","27.87","27.87","-2.13","340","40","116","11.76","11.76","-33.43",
