trainer,1Day_Runs,1Day_Wins,1Day_Places,1Day_Win_Strike,1Day_Place_Strike,1Day_SP_ProfitLoss,3Day_Runs,3Day_Wins,3Day_Places,3Day_Win_Strike,3Day_Place_Strike,3Day_SP_ProfitLoss,7Day_Runs,7Day_Wins,7Day_Places,7Day_Win_Strike,7Day_Place_Strike,7Day_SP_ProfitLoss,14Day_Runs,14Day_Wins,14Day_Places,14Day_Win_Strike,14Day_Place_Strike,14Day_SP_ProfitLoss,2YR_Runs,2YR_Wins,2YR_Places,2YR_Win_Strike,2YR_Place_Strike,2YR_SP_ProfitLoss,DaysSinceWin,RunsSinceWin,1YR_Runs,1YR_Wins,1YR_Places,1YR_Win_Strike,1YR_Place_Strike,1YR_SP_ProfitLoss,2yr_fav_Runs,2yr_fav_Wins,2yr_fav_Places,2yr_fav_Win_Strike,2yr_fav_Place_Strike,2yr_fav_SP_ProfitLoss,2yr_hcap_Runs,2yr_hcap_Wins,2yr_hcap_Places,2yr_hcap_Win_Strike,2yr_hcap_Place_Strike,2yr_hcap_SP_ProfitLoss,
"Boughey, George","1","1","1","100","100","1","2","1","1","50","50","0","17","4","6","23.53","35.29","20","38","5","12","13.16","31.58","4.5","1457","234","547","16.06","37.54","-274.93","1","1","709","110","266","15.51","37.52","-126.08","295","103","188","34.92","34.92","-41.04","823","135","311","16.4","16.4","-73.56",
"Bowen, Peter / Michael","3","0","2","0","66.67","-3","3","0","2","0","66.67","-3","5","0","2","0","40","-5","7","1","3","14.29","42.86","2.5","488","69","152","14.14","31.15","-111.84","14","7","252","33","79","13.1","31.35","-56.72","89","34","55","38.2","38.2","5.45","371","51","112","13.75","13.75","-56.11",
"Brassil, Martin","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","180","21","47","11.67","26.11","-41.29","119","14","82","10","22","12.2","26.83","-18.5","13","7","8","53.85","53.85","7.13","72","6","18","8.33","8.33","-30.25",
"Bridger, J / Cook, R","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","9","2","2","22.22","22.22","2.33","262","19","55","7.25","20.99","-124.86","12","6","142","12","34","8.45","23.94","-56.24","19","4","9","21.05","21.05","-7.94","207","17","49","8.21","8.21","-79.61",
"Bromhead, Henry De","2","0","0","0","0","-2","5","0","2","0","40","-5","15","0","6","0","40","-15","22","2","11","9.09","50","-14.87","1394","201","508","14.42","36.44","-217.88","12","18","754","111","278","14.72","36.87","-141.97","230","75","152","32.61","32.61","-36.14","543","57","163","10.5","10.5","-54.29",
"Brookhouse, B","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","-1","5","0","0","0","0","-5","321","44","103","13.71","32.09","-4.6","26","9","211","28","62","13.27","29.38","-7.78","51","16","29","31.37","31.37","-2.23","200","23","62","11.5","11.5","19.41",
"Burke, K R","3","1","3","33.33","100","-1.56","4","1","3","25","75","-2.56","21","2","8","9.52","38.1","1.44","48","4","15","8.33","31.25","-21.38","1548","240","598","15.5","38.63","-243.43","1","2","793","126","312","15.89","39.34","-102.36","256","96","161","37.5","37.5","-20.27","708","84","236","11.86","11.86","-138.09",
"Burns, Hugh","0","0","0","0","0","0","1","0","0","0","0","-1","1","0","0","0","0","-1","1","0","0","0","0","-1","33","0","5","0","15.15","-33","750","36","19","0","2","0","10.53","-19","1","0","0","0","0","-1","27","0","4","0","0","-27",
"Butler, John","0","0","0","0","0","0","3","1","2","33.33","66.67","0.75","11","2","4","18.18","36.36","-3.25","25","3","7","12","28","-15.25","995","72","228","7.24","22.91","-442.81","2","3","501","31","112","6.19","22.36","-256.33","87","28","57","32.18","32.18","3.64","763","61","190","7.99","7.99","-322.07",
"Byrne, Sean","0","0","0","0","0","0","1","0","0","0","0","-1","1","0","0","0","0","-1","1","0","0","0","0","-1","31","2","8","6.45","25.81","-1","188","14","21","1","5","4.76","23.81","-6","4","0","1","0","0","-4","15","1","4","6.67","6.67","0",
"Byrnes, C","0","0","0","0","0","0","2","0","0","0","0","-2","2","0","0","0","0","-2","3","0","0","0","0","-3","515","57","131","11.07","25.44","-184.83","46","19","271","28","61","10.33","22.51","-79.52","68","27","42","39.71","39.71","11.59","248","29","58","11.69","11.69","-72.59",
"Camacho, Miss J A","3","1","1","33.33","33.33","1.33","4","1","1","25","25","0.33","11","3","5","27.27","45.45","2.83","28","4","8","14.29","28.57","-10.67","637","63","172","9.89","27","-94.81","1","2","371","34","97","9.16","26.15","-54.32","59","15","31","25.42","25.42","-0.05","517","52","146","10.06","10.06","-65.99",
"Candlish, Jennie","0","0","0","0","0","0","2","1","1","50","50","6.5","2","1","1","50","50","6.5","6","1","4","16.67","66.67","2.5","467","55","142","11.78","30.41","-118.32","2","2","223","29","69","13","30.94","-49.84","54","20","37","37.04","37.04","-4.48","347","44","112","12.68","12.68","-44.98",
"Candy, H","0","0","0","0","0","0","0","0","0","0","0","0","1","0","1","0","100","-1","7","0","3","0","42.86","-7","226","21","61","9.29","26.99","-27.25","42","23","104","4","24","3.85","23.08","-36","18","4","12","22.22","22.22","-5.25","134","12","39","8.96","8.96","-72.25",
"Carroll, D","2","1","2","50","100","4.5","2","1","2","50","100","4.5","5","1","3","20","60","1.5","19","2","5","10.53","26.32","-8.17","474","35","112","7.38","23.63","-271.08","1","2","236","10","52","4.24","22.03","-172.79","44","8","15","18.18","18.18","-13.29","375","30","96","8","8","-190.34",
"Channon, Jack","0","0","0","0","0","0","0","0","0","0","0","0","10","1","2","10","20","-5.5","24","3","5","12.5","20.83","2.13","656","100","262","15.24","39.94","9.85","4","2","370","63","148","17.03","40","37.36","109","37","72","33.94","33.94","-10.18","448","69","190","15.4","15.4","22.53",
"Chapple-Hyam, P W","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2","0","0","0","0","-2","140","22","47","15.71","33.57","16.9","27","8","80","9","23","11.25","28.75","12.46","21","8","15","38.1","38.1","0.9","79","17","30","21.52","21.52","28.44",
"Charlton, Roger/Harry","1","0","0","0","0","-1","1","0","0","0","0","-1","10","2","5","20","50","3.5","16","4","8","25","50","2.55","504","75","188","14.88","37.3","-139.46","4","3","239","35","89","14.64","37.24","-101.55","111","40","71","36.04","36.04","-5.26","277","45","108","16.25","16.25","-71.33",
"Clover, Tom","0","0","0","0","0","0","0","0","0","0","0","0","3","1","2","33.33","66.67","5","9","3","5","33.33","55.56","12.83","416","53","161","12.74","38.7","-105.25","5","1","230","35","94","15.22","40.87","-17.17","57","24","39","42.11","42.11","8.17","214","26","77","12.15","12.15","-11.16",
"Coakley, D J","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","-1","7","0","2","0","28.57","-7","186","15","47","8.06","25.27","-94.37","25","15","95","9","27","9.47","28.42","-42.5","17","4","9","23.53","23.53","-5.62","146","14","43","9.59","9.59","-57.62",
"Cole, P F I","0","0","0","0","0","0","0","0","0","0","0","0","3","0","0","0","0","-3","8","1","1","12.5","12.5","11","348","45","128","12.93","36.78","-74.44","9","4","176","27","61","15.34","34.66","-20.47","46","17","30","36.96","36.96","-0.03","213","19","70","8.92","8.92","-92.37",
"Collins, C M","0","0","0","0","0","0","3","0","0","0","0","-3","6","0","0","0","0","-6","10","0","0","0","0","-10","393","30","86","7.63","21.88","-116.71","21","21","243","17","52","7","21.4","-73.97","24","3","12","12.5","12.5","-17.54","182","17","48","9.34","9.34","-20.42",
"Collins, P E","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","13","1","2","7.69","15.38","-4.5","359","8","8","1","2","12.5","25","0.5","0","0","0","0","0","0","2","0","0","0","0","-2",
"Collins, Tracey / Halford, Mick","1","0","0","0","0","-1","5","0","1","0","20","-5","8","1","2","12.5","25","2","13","1","3","7.69","23.08","-3","387","42","116","10.85","29.97","-8.99","5","8","229","29","78","12.66","34.06","-14.07","45","11","22","24.44","24.44","-12.82","251","29","82","11.55","11.55","-42.3",
"Coltherd, W S","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","-1","1","0","0","0","0","-1","358","31","86","8.66","24.02","-72.24","102","11","192","14","41","7.29","21.35","-61.41","36","6","20","16.67","16.67","-22.28","294","25","73","8.5","8.5","-100.62",
"Cooper, Thomas","0","0","0","0","0","0","2","0","0","0","0","-2","2","0","0","0","0","-2","2","0","0","0","0","-2","150","7","38","4.67","25.33","-118.96","185","34","68","5","23","7.35","33.82","-48.96","13","3","11","23.08","23.08","-3.04","64","0","13","0","0","-64",
"Cox, C G","0","0","0","0","0","0","3","1","3","33.33","100","-1.64","16","6","8","37.5","50","29.11","28","7","11","25","39.29","34.11","841","112","301","13.32","35.79","-147.68","2","2","365","57","139","15.62","38.08","-11.55","117","41","73","35.04","35.04","-10.38","478","53","152","11.09","11.09","-112.49",
"Coyle, Thomas","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","86","6","22","6.98","25.58","0.5","63","9","41","5","15","12.2","36.59","32.5","3","1","1","33.33","33.33","2.5","71","5","21","7.04","7.04","-10.5",
"Coyle, Tony","1","0","0","0","0","-1","1","0","0","0","0","-1","2","0","0","0","0","-2","5","0","0","0","0","-5","213","21","55","9.86","25.82","-66.75","50","15","110","10","30","9.09","27.27","-44.5","31","7","15","22.58","22.58","-7.75","169","19","50","11.24","11.24","-34.75",
"Crisford, Simon","0","0","0","0","0","0","0","0","0","0","0","0","10","2","5","20","50","-2.37","24","5","10","20.83","41.67","8.63","723","142","321","19.64","44.4","-115.03","4","1","371","71","161","19.14","43.4","-42.88","170","65","112","38.24","38.24","-19.44","323","72","141","22.29","22.29","32.08",
"Cromwell, Gavin Patrick","0","0","0","0","0","0","10","1","4","10","40","3","18","3","8","16.67","44.44","8","27","4","11","14.81","40.74","12","1771","211","561","11.91","31.68","-480.37","3","9","929","124","321","13.35","34.55","-169.64","246","84","161","34.15","34.15","-14.44","907","98","277","10.8","10.8","-176.19",
"Dempsey, J P","0","0","0","0","0","0","0","0","0","0","0","0","1","1","1","100","100","20","1","1","1","100","100","20","180","18","47","10","26.11","-33.9","7","1","104","10","28","9.62","26.92","-23.36","26","7","14","26.92","26.92","3.51","91","10","27","10.99","10.99","12.25",
"Dixon, J E","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","36","2","5","5.56","13.89","-15.5","137","6","15","1","3","6.67","20","0","0","0","0","0","0","0","30","2","5","6.67","6.67","-9.5",
"Dods, M","3","0","1","0","33.33","-3","6","0","2","0","33.33","-6","25","1","3","4","12","-2","41","4","6","9.76","14.63","6","1107","109","317","9.85","28.64","-266.01","6","23","563","56","158","9.95","28.06","-97.53","114","31","59","27.19","27.19","-6.88","916","82","263","8.95","8.95","-280.04",
"Dow, S","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","7","0","3","0","42.86","-7","326","33","82","10.12","25.15","-5.71","25","15","188","20","48","10.64","25.53","44.71","20","3","10","15","15","-11.62","285","31","77","10.88","10.88","21.29",
"Doyle, P M J","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","56","4","22","7.14","39.29","-36.35","62","6","32","4","13","12.5","40.63","-12.35","9","2","6","22.22","22.22","-5.85","8","2","5","25","25","8.5",
"Dunlop, E A L","2","0","1","0","50","-2","4","0","1","0","25","-4","13","0","4","0","30.77","-13","21","2","8","9.52","38.1","-11","988","127","308","12.85","31.17","-108.54","8","14","502","60","145","11.95","28.88","-0.78","105","36","71","34.29","34.29","2.67","734","108","254","14.71","14.71","47.03",
"Dunne, M","0","0","0","0","0","0","0","0","0","0","0","0","1","0","1","0","100","-1","3","0","1","0","33.33","-3","109","5","23","4.59","21.1","-61","26","5","91","3","18","3.3","19.78","-77","4","0","1","0","0","-4","72","3","16","4.17","4.17","-58",
"Easterby, M W","1","0","1","0","100","-1","1","0","1","0","100","-1","19","2","4","10.53","21.05","2.5","28","3","7","10.71","25","0","962","97","294","10.08","30.56","-180.81","5","6","476","44","147","9.24","30.88","-81.15","107","19","52","17.76","17.76","-48.62","758","80","246","10.55","10.55","-170.33",
"Easterby, T D","9","1","2","11.11","22.22","8","16","2","6","12.5","37.5","4.25","48","4","17","8.33","35.42","12.75","90","6","27","6.67","30","-16.25","2666","208","697","7.8","26.14","-1029.13","1","5","1248","93","338","7.45","27.08","-498.71","200","45","115","22.5","22.5","-46.5","2192","188","612","8.58","8.58","-731.54",
"Elliott, Gordon","0","0","0","0","0","0","6","1","1","16.67","16.67","-3","16","3","5","18.75","31.25","-3","27","3","7","11.11","25.93","-14","2945","428","1048","14.53","35.59","-857.19","3","6","1439","201","486","13.97","33.77","-316.3","494","196","325","39.68","39.68","-67.1","1146","100","301","8.73","8.73","-371.23",
"Ellison, B","3","0","0","0","0","-3","5","0","0","0","0","-5","9","0","2","0","22.22","-9","20","0","5","0","25","-20","839","96","251","11.44","29.92","-22.55","15","25","442","50","134","11.31","30.32","97.8","73","25","44","34.25","34.25","2.83","631","76","197","12.04","12.04","-93.31",
"England, Sam","1","0","0","0","0","-1","3","0","0","0","0","-3","5","0","0","0","0","-5","9","0","1","0","11.11","-9","507","60","152","11.83","29.98","-172.97","16","11","287","33","79","11.5","27.53","-96.08","88","22","49","25","25","-21.76","421","53","138","12.59","12.59","-142.92",
"Eustace, Harry","0","0","0","0","0","0","0","0","0","0","0","0","11","2","7","18.18","63.64","-3.75","19","2","8","10.53","42.11","-11.75","445","50","152","11.24","34.16","-112.34","4","4","264","23","88","8.71","33.33","-78.16","71","24","47","33.8","33.8","4.12","260","37","99","14.23","14.23","11.25",
"Fahey, James","0","0","0","0","0","0","2","0","0","0","0","-2","2","0","0","0","0","-2","2","0","0","0","0","-2","154","9","36","5.84","23.38","-4.17","61","17","79","4","17","5.06","21.52","-45.5","3","0","1","0","0","-3","68","4","16","5.88","5.88","-34.5",
"Fahey, P G","0","0","0","0","0","0","1","1","1","100","100","0.8","3","1","1","33.33","33.33","-1.2","5","1","1","20","20","-3.2","85","3","19","3.53","22.35","-64.2","2","1","35","1","8","2.86","22.86","-33.2","4","1","2","25","25","-2.2","23","2","4","8.7","8.7","-4",
"Fahey, R A","5","0","0","0","0","-5","9","0","0","0","0","-9","43","2","8","4.65","18.6","-35","70","4","19","5.71","27.14","-47.5","1831","207","557","11.31","30.42","-432.28","4","11","949","90","252","9.48","26.55","-260.57","190","59","104","31.05","31.05","-3.66","1315","141","385","10.72","10.72","-252.67",
"Fanshawe, J R","0","0","0","0","0","0","0","0","0","0","0","0","11","1","3","9.09","27.27","10","23","3","7","13.04","30.43","5.25","673","101","260","15.01","38.63","-150.31","5","3","373","60","149","16.09","39.95","-42.53","140","48","88","34.29","34.29","-8.97","447","75","188","16.78","16.78","-100.46",
"Faulkner, T","0","0","0","0","0","0","2","2","2","100","100","19.33","5","2","2","40","40","16.33","10","2","3","20","30","11.33","24","2","5","8.33","20.83","-2.67","2","1","24","2","5","8.33","20.83","-2.67","1","0","1","0","0","-1","24","2","5","8.33","8.33","-2.67",
"Fell, R / Murray, S","4","0","0","0","0","-4","6","1","2","16.67","33.33","1","14","1","5","7.14","35.71","-7","25","2","8","8","32","-12","931","77","240","8.27","25.78","-326.62","2","5","428","28","103","6.54","24.07","-134.54","68","23","44","33.82","33.82","10.47","760","68","204","8.95","8.95","-203.2",
"Fellowes, Charlie","0","0","0","0","0","0","0","0","0","0","0","0","11","1","4","9.09","36.36","-4","17","1","5","5.88","29.41","-10","606","65","188","10.73","31.02","-166.13","4","2","308","34","104","11.04","33.77","-75.51","76","22","42","28.95","28.95","-10.59","380","43","122","11.32","11.32","-64.91",
"Fitzgerald, D E","0","0","0","0","0","0","1","0","0","0","0","-1","2","0","0","0","0","-2","3","0","0","0","0","-3","81","7","23","8.64","28.4","-37.25","49","8","32","3","10","9.38","31.25","-16.5","6","3","4","50","50","7.25","45","6","18","13.33","13.33","-4",
"Flannery, M","0","0","0","0","0","0","1","0","0","0","0","-1","3","0","0","0","0","-3","4","0","0","0","0","-4","79","0","10","0","12.66","-79","874","104","40","0","2","0","5","-40","3","0","1","0","0","-3","39","0","3","0","0","-39",
"Fox, J C","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2","1","2","50","100","4.5","57","5","21","8.77","36.84","13","11","2","31","4","13","12.9","41.94","20","3","1","2","33.33","33.33","0.5","54","5","21","9.26","9.26","16",
"Foy, Kevin","0","0","0","0","0","0","1","1","1","100","100","4","3","1","2","33.33","66.67","2","11","2","4","18.18","36.36","6","788","95","262","12.06","33.25","-213.26","2","1","339","29","94","8.55","27.73","-184.32","120","37","71","30.83","30.83","-18.05","512","68","179","13.28","13.28","-92.4",
"Freire, Raphael","0","0","0","0","0","0","0","0","0","0","0","0","2","0","0","0","0","-2","4","1","1","25","25","4","33","4","10","12.12","30.3","-6.75","12","3","33","4","10","12.12","30.3","-6.75","4","1","2","25","25","-0.75","4","0","2","0","0","-4",
"Frost, Kevin","2","0","0","0","0","-2","2","0","0","0","0","-2","7","0","1","0","14.29","-7","19","2","5","10.53","26.32","-9.25","611","41","137","6.71","22.42","-262.68","9","14","357","23","84","6.44","23.53","-175.09","56","12","29","21.43","21.43","-15.09","510","38","127","7.45","7.45","-211.68",
"Fry, Harry","1","0","1","0","100","-1","1","0","1","0","100","-1","1","0","1","0","100","-1","2","0","1","0","50","-2","357","60","153","16.81","42.86","-126.34","128","14","151","22","63","14.57","41.72","-71.07","91","39","62","42.86","42.86","4.41","227","27","84","11.89","11.89","-97.14",
"Furtado, Ivan","1","0","1","0","100","-1","2","0","1","0","50","-2","8","1","2","12.5","25","13","12","1","2","8.33","16.67","9","602","56","152","9.3","25.25","-125.85","4","3","270","28","60","10.37","22.22","-9.69","60","19","36","31.67","31.67","1.57","452","51","131","11.28","11.28","-91.85",
"Gansera-Leveque, Mrs Ilka","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","-1","2","0","0","0","0","-2","98","12","33","12.24","33.67","43.25","200","23","56","7","21","12.5","37.5","19","3","1","1","33.33","33.33","1.5","87","11","31","12.64","12.64","37.25",
"Gilligan, Paul John","0","0","0","0","0","0","1","0","0","0","0","-1","1","0","0","0","0","-1","2","0","0","0","0","-2","247","12","38","4.86","15.38","-163.85","16","6","129","9","21","6.98","16.28","-76.85","9","4","6","44.44","44.44","4.65","91","6","23","6.59","6.59","-51.42",
"Gosden, John and Thady","0","0","0","0","0","0","0","0","0","0","0","0","16","0","3","0","18.75","-16","31","3","8","9.68","25.81","-23.8","1190","242","515","20.34","43.28","-159.19","9","17","615","117","274","19.02","44.55","-110.4","305","121","200","39.67","39.67","-36.69","296","51","110","17.23","17.23","-59.45",
"Greatrex, W J","0","0","0","0","0","0","3","2","3","66.67","100","8.5","7","2","4","28.57","57.14","4.5","13","3","6","23.08","46.15","4.5","430","57","156","13.26","36.28","52.25","2","2","236","33","89","13.98","37.71","113.91","60","20","38","33.33","33.33","0.17","242","43","94","17.77","17.77","-16.33",
"Griffin, Eoin","0","0","0","0","0","0","1","0","0","0","0","-1","2","0","0","0","0","-2","4","0","1","0","25","-4","168","16","51","9.52","30.36","-35.17","21","6","85","7","21","8.24","24.71","-23.5","22","6","14","27.27","27.27","-0.17","108","14","40","12.96","12.96","6.83",
"Guest, Rae","0","0","0","0","0","0","0","0","0","0","0","0","4","1","2","25","50","3","8","1","3","12.5","37.5","-1","266","29","77","10.9","28.95","-102.06","7","4","120","8","35","6.67","29.17","-57","26","12","14","46.15","46.15","4.94","156","20","54","12.82","12.82","-36.7",
"Haggas, W J","1","0","1","0","100","-1","1","0","1","0","100","-1","23","5","10","21.74","43.48","9.33","45","9","18","20","40","34.33","1356","282","592","20.8","43.66","-37.13","4","5","696","135","290","19.4","41.67","21.85","411","150","266","36.5","36.5","-53.51","536","112","233","20.9","20.9","-4.48",
"Hammond, Micky","1","0","0","0","0","-1","5","0","0","0","0","-5","6","0","0","0","0","-6","10","0","1","0","10","-10","934","74","213","7.92","22.81","-280.36","50","33","466","43","121","9.23","25.97","-131.22","44","12","28","27.27","27.27","-10.22","777","67","180","8.62","8.62","-219.02",
"Hannon (Jnr), Richard","0","0","0","0","0","0","0","0","0","0","0","0","18","2","6","11.11","33.33","-9","46","4","13","8.7","28.26","-23","1904","202","599","10.61","31.46","-409.62","4","5","895","84","258","9.39","28.83","-259.11","194","53","117","27.32","27.32","-49.93","1085","116","348","10.69","10.69","-107.77",
"Harker, G A","1","0","0","0","0","-1","1","0","0","0","0","-1","1","0","0","0","0","-1","6","0","0","0","0","-6","128","13","32","10.16","25","7.63","82","33","80","7","17","8.75","21.25","-18.87","7","2","3","28.57","28.57","0.13","120","12","30","10","10","4.63",
"Harris, R A","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","3","0","1","0","33.33","-3","177","13","41","7.34","23.16","-62.62","86","16","67","7","15","10.45","22.39","-8.62","13","3","6","23.08","23.08","-3.87","150","12","36","8","8","-41.62",
"Harrison, Miss L","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","-1","1","0","0","0","0","-1","102","10","33","9.8","32.35","-30.75","16","4","53","6","19","11.32","35.85","-4.25","4","1","2","25","25","-0.75","94","10","32","10.64","10.64","-22.75",
"Hayes, Patrick Joseph","1","0","0","0","0","-1","3","0","0","0","0","-3","5","0","0","0","0","-5","5","0","0","0","0","-5","6","0","0","0","0","-6","1057","29","6","0","0","0","0","-6","0","0","0","0","0","0","1","0","0","0","0","-1",
"Haynes, Alice","1","0","1","0","100","-1","3","0","2","0","66.67","-3","7","0","2","0","28.57","-7","25","0","5","0","20","-25","1042","109","279","10.46","26.78","-312.19","15","30","578","53","148","9.17","25.61","-204.26","83","33","59","39.76","39.76","8.4","710","70","182","9.86","9.86","-176.33",
"Hearne, Jayne","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","29","1","2","3.45","6.9","-24.5","675","26","14","0","0","0","0","-14","0","0","0","0","0","0","12","0","0","0","0","-12",
"Herrington,M ","1","0","1","0","100","-1","1","0","1","0","100","-1","4","0","1","0","25","-4","10","0","4","0","40","-10","445","53","147","11.91","33.03","-19.63","18","13","225","29","73","12.89","32.44","36.41","44","20","30","45.45","45.45","19.21","411","53","142","12.9","12.9","14.37",
"Hills, Charles","0","0","0","0","0","0","1","0","0","0","0","-1","11","0","1","0","9.09","-11","23","0","2","0","8.7","-23","758","92","218","12.14","28.76","-19.1","18","26","331","32","84","9.67","25.38","-72.23","95","29","53","30.53","30.53","-16.2","375","47","112","12.53","12.53","4.65",
"Hogan, Denis Gerard","0","0","0","0","0","0","4","0","1","0","25","-4","12","0","2","0","16.67","-12","20","1","6","5","30","-14","963","59","219","6.13","22.74","-398.55","12","17","404","19","95","4.7","23.51","-263.14","55","14","36","25.45","25.45","-8.05","605","37","134","6.12","6.12","-200.54",
"Holland, Darryll","0","0","0","0","0","0","1","0","1","0","100","-1","10","1","2","10","20","-1","21","5","8","23.81","38.1","5.38","479","48","128","10.02","26.72","-181.64","6","7","260","24","65","9.23","25","-127.49","51","18","31","35.29","35.29","4.28","377","37","106","9.81","9.81","-128.29",
"Houghton, Eve Johnson","0","0","0","0","0","0","0","0","0","0","0","0","13","2","8","15.38","61.54","-1","28","3","16","10.71","57.14","-10.5","843","102","288","12.1","34.16","-125.98","5","4","473","56","154","11.84","32.56","-65.03","105","29","63","27.62","27.62","-22.07","518","65","173","12.55","12.55","-58.74",
