trainer,7Day_Runs,7Day_Wins,7Day_Places,7Day_Win_Strike,7Day_Place_Strike,7Day_SP_ProfitLoss,14Day_Runs,14Day_Wins,14Day_Places,14Day_Win_Strike,14Day_Place_Strike,14Day_SP_ProfitLoss,2YR_Runs,2YR_Wins,2YR_Places,2YR_Win_Strike,2YR_Place_Strike,2YR_SP_ProfitLoss,DaysSinceWin,RunsSinceWin,1YR_Runs,1YR_Wins,1YR_Places,1YR_Win_Strike,1YR_Place_Strike,1YR_SP_ProfitLoss,2yr_fav_Runs,2yr_fav_Wins,2yr_fav_Places,2yr_fav_Win_Strike,2yr_fav_Place_Strike,2yr_fav_SP_ProfitLoss,2yr_hcap_Runs,2yr_hcap_Wins,2yr_hcap_Places,2yr_hcap_Win_Strike,2yr_hcap_Place_Strike,2yr_hcap_SP_ProfitLoss,
"Allwood, S","3","0","0","0","0","-3","4","1","1","25","25","-1.25","158","10","35","6.33","22.15","-115.02","10","4","75","6","16","8","21.33","-53.65","13","5","8","38.46","38.46","2.23","112","10","35","8.93","8.93","-69.02",
"Appleby, Charlie","12","3","9","25","75","-2.99","28","7","15","25","53.57","12.14","881","268","491","30.42","55.73","-14.58","7","8","495","149","263","30.1","53.13","-7.99","405","186","288","45.93","45.93","10.58","227","59","108","25.99","25.99","-12.62",
"Appleby, M","18","1","4","5.56","22.22","-14.25","23","1","4","4.35","17.39","-19.25","1933","235","572","12.16","29.59","-191.19","7","18","899","114","272","12.68","30.26","-180.88","258","77","147","29.84","29.84","-21.47","1674","204","512","12.19","12.19","-114.33",
"Attwater, M J","6","0","0","0","0","-6","11","0","2","0","18.18","-11","638","34","125","5.33","19.59","-263.01","40","27","309","19","70","6.15","22.65","-142.92","23","7","13","30.43","30.43","-1.14","512","30","105","5.86","5.86","-196.92",
"Bailey, K C","3","0","2","0","66.67","-3","6","1","3","16.67","50","2.5","580","91","206","15.69","35.52","-111.42","9","4","253","34","94","13.44","37.15","-53.24","107","38","67","35.51","35.51","-6.67","328","39","98","11.89","11.89","-90.06",
"Balding, A M","27","3","9","11.11","33.33","-8.5","50","5","18","10","36","-26.75","1883","289","691","15.35","36.7","-179.73","2","9","953","144","357","15.11","37.46","-66.57","308","98","188","31.82","31.82","-52.44","879","134","314","15.24","15.24","-82.43",
"Bandey, R J","0","0","0","0","0","0","2","1","1","50","50","5","160","26","64","16.25","40","64.47","12","1","91","23","44","25.27","48.35","20.97","32","13","24","40.63","40.63","-5.03","95","19","46","20","20","94.38",
"Barclay, Stella","6","0","0","0","0","-6","11","0","1","0","9.09","-11","432","28","89","6.48","20.6","25.12","19","21","231","12","45","5.19","19.48","72.41","18","6","10","33.33","33.33","0.37","351","25","77","7.12","7.12","93.62",
"Beckett, R M","19","3","6","15.79","31.58","5","37","4","12","10.81","32.43","-3","1078","191","418","17.72","38.78","-75.99","1","4","564","93","214","16.49","37.94","-100.38","252","86","147","34.13","34.13","-10.19","519","88","189","16.96","16.96","-111.97",
"Best, John & Jewell, Karen","0","0","0","0","0","0","1","0","0","0","0","-1","133","14","36","10.53","27.07","-21.74","61","17","133","14","36","10.53","27.07","-21.74","12","2","6","16.67","16.67","-6.49","107","13","33","12.15","12.15","-21.74",
"Bethell, Ed","3","1","2","33.33","66.67","-0.8","9","1","3","11.11","33.33","-6.8","325","43","118","13.23","36.31","-38.56","1","2","196","21","63","10.71","32.14","-49.1","57","11","31","19.3","19.3","-29.64","194","29","69","14.95","14.95","13.55",
"Bolger, J S","8","0","0","0","0","-8","14","0","0","0","0","-14","807","65","170","8.05","21.07","-296.35","28","37","318","23","65","7.23","20.44","-172.93","47","14","26","29.79","29.79","-3.31","357","22","75","6.16","6.16","-144.67",
"Botti, M","10","1","5","10","50","-3","19","1","5","5.26","26.32","-12","810","100","261","12.35","32.22","53.79","3","3","391","51","127","13.04","32.48","134.76","105","26","52","24.76","24.76","-30.17","518","71","165","13.71","13.71","17.49",
"Boughey, George","31","9","13","29.03","41.94","10.46","52","11","23","21.15","44.23","-0.71","1131","189","432","16.71","38.2","-290.05","1","1","710","112","262","15.77","36.9","-218.34","248","105","171","42.34","42.34","16.71","606","103","233","17","17","-108.99",
"Boultbee-brooks, Clive","0","0","0","0","0","0","0","0","0","0","0","0","17","6","7","35.29","41.18","21.67","169","4","15","4","5","26.67","33.33","17.42","3","3","3","100","100","4.92","5","1","2","20","20","3",
"Brisland, Robyn","6","1","1","16.67","16.67","-0.5","18","1","4","5.56","22.22","-12.5","769","60","168","7.8","21.85","-302.13","3","4","321","25","69","7.79","21.5","-163.77","46","16","23","34.78","34.78","-2.95","572","48","130","8.39","8.39","-218.88",
"Brown, G","0","0","0","0","0","0","1","0","0","0","0","-1","95","2","13","2.11","13.68","-86.25","58","8","42","2","5","4.76","11.9","-33.25","1","1","1","100","100","1.75","45","0","5","0","0","-45",
"Bunyan, Darren","1","0","0","0","0","-1","5","0","1","0","20","-5","206","10","38","4.85","18.45","-112.62","95","26","92","7","15","7.61","16.3","-17.5","11","3","5","27.27","27.27","-0.62","143","7","28","4.9","4.9","-80.62",
"Burke, K R","21","2","8","9.52","38.1","-6.5","48","5","17","10.42","35.42","-19.37","1578","218","557","13.81","35.3","-98.67","3","6","820","119","294","14.51","35.85","-33.2","221","81","140","36.65","36.65","21.79","836","101","275","12.08","12.08","-63.99",
"Burke, Kieran","1","0","0","0","0","-1","3","0","0","0","0","-3","132","18","43","13.64","32.58","17.58","15","4","83","14","33","16.87","39.76","-22.92","17","10","13","58.82","58.82","11.25","91","17","35","18.68","18.68","56.96",
"Burrows, Owen","2","2","2","100","100","4.38","4","2","2","50","50","2.38","196","43","86","21.94","43.88","18.04","3","1","63","20","33","31.75","52.38","42.87","45","16","28","35.56","35.56","10.46","82","20","35","24.39","24.39","25.62",
"Candy, H","0","0","0","0","0","0","5","0","1","0","20","-5","296","29","78","9.8","26.35","-126.66","17","6","131","14","33","10.69","25.19","-49.67","41","16","24","39.02","39.02","4.34","169","16","47","9.47","9.47","-96.54",
"Cantillon, D E","0","0","0","0","0","0","0","0","0","0","0","0","5","0","1","0","20","-5","1571","43","3","0","1","0","33.33","-3","1","0","1","0","0","-1","0","0","0","0","0","0",
"Carroll, A W","21","4","7","19.05","33.33","1.5","44","7","12","15.91","27.27","3.5","1968","188","531","9.55","26.98","-403.84","2","1","948","87","261","9.18","27.53","-116.79","146","42","83","28.77","28.77","-12.45","1685","169","477","10.03","10.03","-300.56",
"Carroll, D","6","1","2","16.67","33.33","0.5","11","1","2","9.09","18.18","-4.5","398","39","96","9.8","24.12","-56.92","1","1","202","26","54","12.87","26.73","48.66","37","11","18","29.73","29.73","-0.75","309","32","81","10.36","10.36","-45.34",
