trainer,7Day_Runs,7Day_Wins,7Day_Places,7Day_Win_Strike,7Day_Place_Strike,7Day_SP_ProfitLoss,14Day_Runs,14Day_Wins,14Day_Places,14Day_Win_Strike,14Day_Place_Strike,14Day_SP_ProfitLoss,2YR_Runs,2YR_Wins,2YR_Places,2YR_Win_Strike,2YR_Place_Strike,2YR_SP_ProfitLoss,DaysSinceWin,RunsSinceWin,1YR_Runs,1YR_Wins,1YR_Places,1YR_Win_Strike,1YR_Place_Strike,1YR_SP_ProfitLoss,2yr_fav_Runs,2yr_fav_Wins,2yr_fav_Places,2yr_fav_Win_Strike,2yr_fav_Place_Strike,2yr_fav_SP_ProfitLoss,2yr_hcap_Runs,2yr_hcap_Wins,2yr_hcap_Places,2yr_hcap_Win_Strike,2yr_hcap_Place_Strike,2yr_hcap_SP_ProfitLoss,
"Allan, Miss Louise","1","0","0","0","0","-1","2","0","0","0","0","-2","58","3","11","5.17","18.97","-22.62","75","7","19","1","4","5.26","21.05","10","4","2","4","50","50","2.38","38","2","8","5.26","5.26","-6.62",
"Appleby, M","21","1","6","4.76","28.57","-16.5","38","4","11","10.53","28.95","-22.79","1759","199","560","11.31","31.84","-419.41","7","20","839","87","261","10.37","31.11","-202.64","273","75","149","27.47","27.47","-57.9","1502","161","473","10.72","10.72","-360.67",
"Bailey, K C","3","1","2","33.33","66.67","-1.64","4","1","2","25","50","-2.64","481","68","155","14.14","32.22","-105.22","1","1","216","30","65","13.89","30.09","-53.87","77","24","46","31.17","31.17","-11.77","317","48","103","15.14","15.14","-29.4",
"Baker, George","8","1","3","12.5","37.5","59","10","1","3","10","30","57","369","34","105","9.21","28.46","-81.5","4","6","184","18","51","9.78","27.72","22.21","36","10","16","27.78","27.78","-9","314","33","95","10.51","10.51","-28.88",
"Balding, A M","22","3","10","13.64","45.45","0.41","46","7","22","15.22","47.83","-2.06","1952","296","739","15.16","37.86","-339.78","3","6","1062","158","432","14.88","40.68","-178.77","373","123","234","32.98","32.98","-56.22","839","123","282","14.66","14.66","-112.5",
"Banham, Chelsea","3","0","0","0","0","-3","9","1","1","11.11","11.11","2","241","23","58","9.54","24.07","-81.95","13","9","144","15","35","10.42","24.31","-31.66","17","7","8","41.18","41.18","7.72","170","18","47","10.59","10.59","-40.53",
"Barclay, Stella","3","0","1","0","33.33","-3","5","0","2","0","40","-5","561","41","135","7.31","24.06","-49.61","46","27","243","18","62","7.41","25.51","-64.19","29","6","15","20.69","20.69","-9.44","462","37","113","8.01","8.01","21.31",
"Barron, T D","9","1","1","11.11","11.11","0","19","1","3","5.26","15.79","-10","476","48","143","10.08","30.04","-143.89","6","9","236","27","69","11.44","29.24","-31.93","51","13","28","25.49","25.49","-11.55","394","43","126","10.91","10.91","-78.77",
"Beckett, R M","14","3","7","21.43","50","13.5","32","5","12","15.63","37.5","9","1292","235","523","18.19","40.48","-208.71","2","1","670","127","274","18.96","40.9","-126.29","309","112","198","36.25","36.25","-19.16","533","101","204","18.95","18.95","-44.69",
"Bell, M L W","12","0","1","0","8.33","-12","21","1","4","4.76","19.05","-17.75","758","94","253","12.4","33.38","-202.64","9","14","408","55","135","13.48","33.09","-65.28","113","37","59","32.74","32.74","-6.01","465","60","156","12.9","12.9","-75.97",
"Best, Jim/Suzi","3","0","0","0","0","-3","3","0","0","0","0","-3","157","10","30","6.37","19.11","-59.75","140","48","96","5","18","5.21","18.75","-54","7","2","3","28.57","28.57","-2.25","102","9","23","8.82","8.82","-10.25",
"Bolger, J S","4","0","1","0","25","-4","11","0","3","0","27.27","-11","651","47","162","7.22","24.88","-250.2","42","32","297","20","77","6.73","25.93","-138.08","49","14","29","28.57","28.57","-12.08","263","18","73","6.84","6.84","-28.92",
"Botti, M","8","2","2","25","25","-0.67","17","2","2","11.76","11.76","-9.67","840","92","262","10.95","31.19","-130.12","4","4","480","57","150","11.88","31.25","-71.95","90","19","48","21.11","21.11","-39.27","527","55","159","10.44","10.44","-119.69",
"Boughey, George","20","4","10","20","50","11.91","36","9","17","25","47.22","14.74","1476","240","552","16.26","37.4","-308.85","3","6","688","110","256","15.99","37.21","-140.47","302","111","197","36.75","36.75","-28.46","830","140","319","16.87","16.87","-67.11",
"Bridger, J / Cook, R","8","1","3","12.5","37.5","-1","9","2","4","22.22","44.44","4","253","15","45","5.93","17.79","-137.77","6","7","129","10","28","7.75","21.71","-61.77","12","2","6","16.67","16.67","-7.52","198","13","40","6.57","6.57","-92.52",
"Burke, K R","13","4","6","30.77","46.15","11.01","47","8","17","17.02","36.17","-11.14","1545","242","589","15.66","38.12","-170.63","1","2","791","134","306","16.94","38.69","-53.57","259","95","158","36.68","36.68","-16.21","715","85","228","11.89","11.89","-180.51",
"Butler, John","7","0","3","0","42.86","-7","16","2","7","12.5","43.75","14","1011","71","234","7.02","23.15","-433.76","10","10","516","26","109","5.04","21.12","-295.03","83","23","53","27.71","27.71","-8.98","780","61","194","7.82","7.82","-295.02",
"Byrnes, C","5","1","1","20","20","0","10","2","2","20","20","-3.17","518","62","137","11.97","26.45","-163.66","6","4","286","31","64","10.84","22.38","-82.52","76","31","45","40.79","40.79","19.76","246","34","62","13.82","13.82","-48.74",
"Camacho, Miss J A","10","1","3","10","30","-2.5","25","2","6","8","24","-8","629","64","168","10.17","26.71","-88.98","1","1","345","22","80","6.38","23.19","-107.65","58","14","28","24.14","24.14","-4.97","506","49","140","9.68","9.68","-78.91",
"Candlish, Jennie","5","1","2","20","40","1","8","2","3","25","37.5","4.5","453","51","133","11.26","29.36","-132.57","7","4","214","26","63","12.15","29.44","-73.59","54","19","37","35.19","35.19","-7.48","339","41","104","12.09","12.09","-52.23",
"Carr, Mrs R A","14","2","3","14.29","21.43","-4.5","29","4","7","13.79","24.14","-12.25","836","94","248","11.24","29.67","-154.32","2","4","442","46","121","10.41","27.38","-107.42","82","25","37","30.49","30.49","5.35","791","90","239","11.38","11.38","-136.32",
"Carroll, A W","23","1","8","4.35","34.78","-10","44","3","13","6.82","29.55","-23.3","1953","180","496","9.22","25.4","-419.65","5","10","948","97","250","10.23","26.37","-90.46","168","53","108","31.55","31.55","-11.97","1621","155","418","9.56","9.56","-274.39",
"Carson, Anthony","0","0","0","0","0","0","0","0","0","0","0","0","145","8","33","5.52","22.76","-65.25","168","23","59","7","20","11.86","33.9","14.75","12","3","7","25","25","-0.75","113","7","31","6.19","6.19","-59.25",
"Channon, Jack","12","1","5","8.33","41.67","14","25","2","11","8","44","5","563","85","226","15.1","40.14","39.02","4","4","368","59","145","16.03","39.4","60.41","87","26","56","29.89","29.89","-17.51","384","59","166","15.36","15.36","33.3",
"Chapple-Hyam, Jane","2","0","1","0","50","-2","11","0","3","0","27.27","-11","462","46","136","9.96","29.44","-102.37","16","12","239","30","76","12.55","31.8","-30.52","44","12","24","27.27","27.27","-11.2","216","24","77","11.11","11.11","-24.09",
"Charlton, Roger/Harry","6","2","4","33.33","66.67","0","17","3","9","17.65","52.94","-7.75","512","81","200","15.82","39.06","-114.78","2","2","241","40","99","16.6","41.08","-47.75","119","44","78","36.97","36.97","-2.78","290","51","114","17.59","17.59","-60.39",
"Clover, Tom","5","2","3","40","60","4","8","3","4","37.5","50","10.5","407","47","147","11.55","36.12","-165.45","4","4","229","27","87","11.79","37.99","-86.97","54","22","36","40.74","40.74","5.3","218","23","72","10.55","10.55","-72.57",
"Collins, C M","6","0","0","0","0","-6","15","1","1","6.67","6.67","-8","351","27","73","7.69","20.8","-112.71","14","14","222","16","45","7.21","20.27","-63.97","23","3","11","13.04","13.04","-16.54","162","16","40","9.88","9.88","-8.42",
"Collins, Darren","1","0","0","0","0","-1","1","0","0","0","0","-1","46","1","9","2.17","19.57","-38.5","301","31","41","1","8","2.44","19.51","-33.5","2","0","0","0","0","-2","31","1","9","3.23","3.23","-23.5",
