trainer,7Day_Runs,7Day_Wins,7Day_Places,7Day_Win_Strike,7Day_Place_Strike,7Day_SP_ProfitLoss,14Day_Runs,14Day_Wins,14Day_Places,14Day_Win_Strike,14Day_Place_Strike,14Day_SP_ProfitLoss,2YR_Runs,2YR_Wins,2YR_Places,2YR_Win_Strike,2YR_Place_Strike,2YR_SP_ProfitLoss,DaysSinceWin,RunsSinceWin,1YR_Runs,1YR_Wins,1YR_Places,1YR_Win_Strike,1YR_Place_Strike,1YR_SP_ProfitLoss,2yr_fav_Runs,2yr_fav_Wins,2yr_fav_Places,2yr_fav_Win_Strike,2yr_fav_Place_Strike,2yr_fav_SP_ProfitLoss,2yr_hcap_Runs,2yr_hcap_Wins,2yr_hcap_Places,2yr_hcap_Win_Strike,2yr_hcap_Place_Strike,2yr_hcap_SP_ProfitLoss,
"Alexander, N W","2","1","2","50","100","2","10","3","6","30","60","14","415","55","142","13.25","34.22","-59.58","6","1","228","35","81","15.35","35.53","-4.32","42","14","27","33.33","33.33","8.35","303","47","119","15.51","15.51","-14.16",
"Appleby, Charlie","2","2","2","100","100","1.07","6","3","5","50","83.33","5.07","829","247","440","29.79","53.08","-38.94","7","1","368","103","178","27.99","48.37","-54.56","398","173","267","43.47","43.47","-26.02","198","49","91","24.75","24.75","17.6",
"Appleby, M","14","2","6","14.29","42.86","1.5","18","3","8","16.67","44.44","16.5","1805","207","573","11.47","31.75","-418.98","2","5","883","93","272","10.53","30.8","-249.7","280","77","148","27.5","27.5","-57.05","1537","167","483","10.87","10.87","-364",
"Attwater, M J","4","0","1","0","25","-4","9","0","3","0","33.33","-9","618","42","137","6.8","22.17","-307.12","29","16","308","25","68","8.12","22.08","-155.3","34","9","18","26.47","26.47","-8.66","522","36","112","6.9","6.9","-242.17",
"Bailey, K C","3","0","0","0","0","-3","7","1","1","14.29","14.29","-2","469","67","157","14.29","33.48","-100.33","12","6","206","32","68","15.53","33.01","-20.98","80","25","48","31.25","31.25","-13.01","303","47","102","15.51","15.51","-18.27",
"Balding, A M","19","3","7","15.79","36.84","-7.37","28","5","11","17.86","39.29","-10.96","1947","288","716","14.79","36.77","-383.75","1","1","999","143","373","14.31","37.34","-226.21","343","112","212","32.65","32.65","-47.97","856","127","291","14.84","14.84","-112.67",
"Bandey, R J","2","1","1","50","50","-0.38","2","1","1","50","50","-0.38","175","25","59","14.29","33.71","-45.29","6","2","90","9","26","10","28.89","-60.85","36","10","17","27.78","27.78","-13.2","131","15","41","11.45","11.45","-57.84",
"Banham, Chelsea","3","2","3","66.67","100","12.63","6","3","5","50","83.33","17.13","236","21","53","8.9","22.46","-70.95","3","1","131","14","32","10.69","24.43","-28.33","15","6","6","40","40","4.72","169","16","42","9.47","9.47","-33.53",
"Barclay, Stella","7","1","1","14.29","14.29","-1.5","9","1","1","11.11","11.11","-3.5","561","41","131","7.31","23.35","-67.2","3","4","273","27","70","9.89","25.64","-40.61","28","7","15","25","25","-6.53","466","37","112","7.94","7.94","-0.28",
"Beckett, R M","4","1","3","25","75","-2.27","6","1","3","16.67","50","-4.27","1242","226","497","18.2","40.02","-200","3","1","646","133","282","20.59","43.65","-87.71","288","107","186","37.15","37.15","-9.36","527","100","194","18.98","18.98","-69.81",
