Date,RaceTime,Track,RaceName,Distance,Dist_Furlongs,Class,Going,PrizeMoney,Runners,Direction,CardNo,Horse,HorseAge,Jockey,JClaim,Trainer,Stall,OfficialRating,Weight_Pounds,Odds,Form,Days,Headgear,Stallion,Dam,HorseType,CD,numfences,
"2022-05-09","13:30:00","Catterick","Racing To School Apprentice Handicap","7f ","7","Class 5","Good To Firm","3996","5","Left Handed","1","Parys Mountain (IRE)","8","Wilkie, Brandon","10","Easterby, T D","5","75","140","2.00","5847184","15","Hood TT","Dark Angel (IRE)","Muzdaan (IRE)","Gelding","CD","0",
"2022-05-09","13:30:00","Catterick","Racing To School Apprentice Handicap","7f ","7","Class 5","Good To Firm","3996","5","Left Handed","2","Mudlahhim (IRE)","6","Fisher, Jonathan","0","Dixon, Scott","1","73","138","8.50","4750905","20","Vsor","Tamayuz","So Sweet (IRE)","Gelding","D","0",
"2022-05-09","13:30:00","Catterick","Racing To School Apprentice Handicap","7f ","7","Class 5","Good To Firm","3996","5","Left Handed","3","Chookie Dunedin","7","Sexton, Ryan","3","Dalgleish, Keith","3","72","137","2.25","6731124","13",,"Epaulette (AUS)","Lady Of Windsor (IRE)","Gelding","D","0",
"2022-05-09","13:30:00","Catterick","Racing To School Apprentice Handicap","7f ","7","Class 5","Good To Firm","3996","5","Left Handed","4","Tromso (FR)","4","Wheatley, Zak","3","Carr, Mrs R A","4","65","130","18.00","3282008","10","Blnk","Twilight Son","Soar","Gelding",,"0",
"2022-05-09","13:30:00","Catterick","Racing To School Apprentice Handicap","7f ","7","Class 5","Good To Firm","3996","5","Left Handed","5","Langholm (IRE)","6","Heard, Tyler","0","Dods, M","2","63","128","2.00","3451031","14"," TT","Dark Angel (IRE)","Pindrop","Gelding","CD","0",
"2022-05-09","13:40:00","Wolverhampton","Download The At The Races App Handicap","6f ","6","Class 6","Standard","2970","12","Left Handed","1","Prince Of Flight","3","Dawson, R","0","Cowell, R M H","12","65","135","20.00","966","166",,"Prince Of Lir (IRE)","Falsify","Gelding",,"0",
"2022-05-09","13:40:00","Wolverhampton","Download The At The Races App Handicap","6f ","6","Class 6","Standard","2970","12","Left Handed","2","Bang On The Bell","3","Dobbs, Pat","0","Jenkins, J R","4","64","134","5.50","5343132","18","Blnk","Heeraat (IRE)","Bella Beguine","Gelding","CD","0",
"2022-05-09","13:40:00","Wolverhampton","Download The At The Races App Handicap","6f ","6","Class 6","Standard","2970","12","Left Handed","3","Fristel (IRE)","3","Cherchi, Stefano","3","Loughnane, Daniel Mark","9","63","133","9.00","734742","25",,"Holy Roman Emperor (IRE)","Kyanight (IRE)","Gelding",,"0",
"2022-05-09","13:40:00","Wolverhampton","Download The At The Races App Handicap","6f ","6","Class 6","Standard","2970","12","Left Handed","4","Ringo Starlight","3","Sousa, Silvestre De","0","Murphy, Amy","1","63","133","5.00","'0125349","14","Blnk TT","Twilight Son","Ring Of Love","Gelding","D","0",
"2022-05-09","13:40:00","Wolverhampton","Download The At The Races App Handicap","6f ","6","Class 6","Standard","2970","12","Left Handed","5","Accelerando (IRE)","3","McDonald, P J","0","Williams, S C","3","63","133","12.00","3652734","40",,"No Nay Never (USA)","Keystone Gulch (USA)","Filly",,"0",
