Date,RaceTime,Track,RaceName,Distance,Dist_Furlongs,Class,Going,PrizeMoney,Runners,Direction,CardNo,Horse,HorseAge,Jockey,JClaim,Trainer,Stall,OfficialRating,Weight_Pounds,Odds,Form,Days,Headgear,Stallion,Dam,HorseType,CD,numfences,
"2022-05-03","13:15:00","Lingfield","Download The At The Races App Apprentice Handicap","1m4f ","12","Class 6","Standard","2970","10","Left Handed","1","Amsby","5","Jamin, Pierre-Louis","0","Eustace, Harry","8","58","135","3.33","6465778","21",,"Sir Percy","Astrodiva","Gelding",,"0",
"2022-05-03","13:15:00","Lingfield","Download The At The Races App Apprentice Handicap","1m4f ","12","Class 6","Standard","2970","10","Left Handed","2","Taqseemaat","4","Sexton, Ryan","5","Perrett, Mrs A J","6","58","135","5.00","6775","10","CkPc","Nayef (USA)","Mooakada (IRE)","Filly",,"0",
"2022-05-03","13:15:00","Lingfield","Download The At The Races App Apprentice Handicap","1m4f ","12","Class 6","Standard","2970","10","Left Handed","3","Central City (IRE)","7","Furniss, Bradley","7","Kelleway, Miss Gay","2","54","131","9.00","5399490","10","CkPc","Kodiac","She Basic (IRE)","Gelding","D","0",
"2022-05-03","13:15:00","Lingfield","Download The At The Races App Apprentice Handicap","1m4f ","12","Class 6","Standard","2970","10","Left Handed","4","Blue Beret","4","Keeley, Aidan","5","Dow, S","10","52","129","16.00","5533980","55",,"Helmet (AUS)","Vivid Blue","Filly",,"0",
"2022-05-03","13:15:00","Lingfield","Download The At The Races App Apprentice Handicap","1m4f ","12","Class 6","Standard","2970","10","Left Handed","5","Savoy Brown","6","Carver, William","0","Attwater, M J","4","51","128","3.50","7813165","8",,"Epaulette (AUS)","Kindia (IRE)","Gelding","CD","0",
"2022-05-03","13:15:00","Lingfield","Download The At The Races App Apprentice Handicap","1m4f ","12","Class 6","Standard","2970","10","Left Handed","6","Devorgilla","4","Clutterbuck, Rhys","0","Baker, George","3","50","127","10.00","5566","171"," TT","Mukhadram","Sweetheart Abbey","Filly",,"0",
"2022-05-03","13:15:00","Lingfield","Download The At The Races App Apprentice Handicap","1m4f ","12","Class 6","Standard","2970","10","Left Handed","7","Enchantee (IRE)","5","Bass, George","3","Deacon, Geoffrey","5","46","123","33.00","303000U","104",,"Gale Force Ten","Love Valentine (IRE)","Mare",,"0",
"2022-05-03","13:15:00","Lingfield","Download The At The Races App Apprentice Handicap","1m4f ","12","Class 6","Standard","2970","10","Left Handed","8","London (GER)","5","Phillips, Mollie","3","Vaughan, Tim","7","45","122","3.50","'0360074","31","Hood","Lord Of England (GER)","La Reine Noir (GER)","Mare",,"0",
"2022-05-03","13:15:00","Lingfield","Download The At The Races App Apprentice Handicap","1m4f ","12","Class 6","Standard","2970","10","Left Handed","9","Miss Pollyanna (IRE)","6","Ingram, Rhiain B","0","Ingram, R","1","45","122","22.00","6463988","31","Hood","Helmet (AUS)","Ivy Batty (IRE)","Mare",,"0",
"2022-05-03","13:15:00","Lingfield","Download The At The Races App Apprentice Handicap","1m4f ","12","Class 6","Standard","2970","10","Left Handed","10","Dark Icon","5","Cole, Morgan","5","Butler, John","9","45","122","18.00","4989","24",,"Sixties Icon","Dark Raider (IRE)","Mare",,"0",
"2022-05-03","13:45:00","Lingfield","Download The At The Races App Restricted Novice Stakes (GBB Race)","5f ","5","Class 5","Standard","3510","5","Left Handed","1","Estehwadh (IRE)","2","Cox, Georgia","3","Boughey, George","1","0","133","10.00","5","8",,"Profitable (IRE)","Packed House","Colt",,"0",
"2022-05-03","13:45:00","Lingfield","Download The At The Races App Restricted Novice Stakes (GBB Race)","5f ","5","Class 5","Standard","3510","5","Left Handed","2","Garner","2","Moore, Ryan","0","Charlton, Roger/Harry","5","0","133","3.33","none",,,"Recorder","Dawn Glory","Colt",,"0",
"2022-05-03","13:45:00","Lingfield","Download The At The Races App Restricted Novice Stakes (GBB Race)","5f ","5","Class 5","Standard","3510","5","Left Handed","3","The Full Bronte","2","Shoemark, Kieran","0","Watson, Archie","3","0","133","2.75","7","17","Hood","Brazen Beau (AUS)","Wind Storm","Colt",,"0",
"2022-05-03","13:45:00","Lingfield","Download The At The Races App Restricted Novice Stakes (GBB Race)","5f ","5","Class 5","Standard","3510","5","Left Handed","4","Dazzling Gem (IRE)","2",,"0","Hannon (Jnr), Richard","2","0","128","0.00","635","7",,"Dandy Man (IRE)","Looks Great","Filly",,"0",
"2022-05-03","13:45:00","Lingfield","Download The At The Races App Restricted Novice Stakes (GBB Race)","5f ","5","Class 5","Standard","3510","5","Left Handed","5","Lucy Lightfoot (IRE)","2","Muscutt, D","0","Williams, S C","6","0","128","3.50","84","7",,"Fast Company (IRE)","Redoutable (IRE)","Filly",,"0",
"2022-05-03","13:45:00","Lingfield","Download The At The Races App Restricted Novice Stakes (GBB Race)","5f ","5","Class 5","Standard","3510","5","Left Handed","6","Rock Girl (IRE)","2","Ryan, Rossa","0","Boughey, George","4","0","128","2.50","2","17",,"Profitable (IRE)","Asking Price (USA)","Filly",,"0",
"2022-05-03","14:00:00","Fakenham","RacingTV Proud To Welcome Fakenham Racecourse Selling Handicap Hurdle","2m.5f ","16.5","Class 5","Good","5065","8","Left Handed","1","The Flying Sofa (FR)","9","Moore, Jamie","0","Moore, G L","0","110","168","4.50","4324532","15","Blnk","Sholokhov (IRE)","La Julie (IRE)","Gelding","CD","9",
"2022-05-03","14:00:00","Fakenham","RacingTV Proud To Welcome Fakenham Racecourse Selling Handicap Hurdle","2m.5f ","16.5","Class 5","Good","5065","8","Left Handed","2","Balleticon (IRE)","8","Bass, David","0","Bailey, K C","0","100","158","3.50","3363453","17",,"Arakan (USA)","Miss Garbo (IRE)","Gelding",,"9",
"2022-05-03","14:00:00","Fakenham","RacingTV Proud To Welcome Fakenham Racecourse Selling Handicap Hurdle","2m.5f ","16.5","Class 5","Good","5065","8","Left Handed","3","Grand Revival (USA)","4",,"0","King, N B","0","105","157","0.00","6830637","42","Vsor","American Pharoah (USA)","Rather Special (IRE)","Gelding",,"9",
"2022-05-03","14:00:00","Fakenham","RacingTV Proud To Welcome Fakenham Racecourse Selling Handicap Hurdle","2m.5f ","16.5","Class 5","Good","5065","8","Left Handed","4","Bagan","8","Sansom, Daniel","3","Mullins, J W","0","94","152","3.33","'U416883","39",,"Sulamani (IRE)","Aunt Rita (IRE)","Gelding",,"9",
