Date,RaceTime,Track,RaceName,Distance,Dist_Furlongs,Class,Going,PrizeMoney,Runners,Direction,CardNo,Horse,HorseAge,Jockey,JClaim,Trainer,Stall,OfficialRating,Weight_Pounds,Odds,Form,Days,Headgear,Stallion,Dam,HorseType,CD,numfences,
"2022-05-15","13:45:00","Naas","Coolmore Stud Calyx Race","5f ","5",,"Good","21239","4","Straight","1","The Antarctic (IRE)","2","Heffernan, J A","0","OBrien, A P","2","0","134","0.44","1","24",,"Dark Angel (IRE)","Anna Law (IRE)","Colt","D","0",
"2022-05-15","13:45:00","Naas","Coolmore Stud Calyx Race","5f ","5",,"Good","21239","4","Straight","2","Mehmar (IRE)","2","Roche, L F","0","OCallaghan, M D","4","0","131","6.50","none",,,"Mehmas (IRE)","Shes Different (IRE)","Colt",,"0",
"2022-05-15","13:45:00","Naas","Coolmore Stud Calyx Race","5f ","5",,"Good","21239","4","Straight","3","Wodao (FR)","2","Ryan, Gavin","0","Obrien, Donnacha","1","0","131","3.33","52","24",,"Showcasing","Dadao","Colt",,"0",
"2022-05-15","13:45:00","Naas","Coolmore Stud Calyx Race","5f ","5",,"Good","21239","4","Straight","4","Little Keilee (IRE)","2","Keane, C T","0","OConnell, Eamon","3","0","126","22.00","5","20",,"Sioux Nation (USA)","Bayan Kasirga (IRE)","Filly",,"0",
"2022-05-15","13:52:00","Stratford","Riverside Stratford Restaurant Open To All Maiden Hurdle (GBB Race)","2m6.5f ","22.5","Class 4","Good","4738","5","Left Handed","1","Armchair Farmer (IRE)","6","Brace, Connor","0","OBrien, Fergal","0","0","158","6.00","66","157"," TT","Brian Boru","Cobajay Lady (IRE)","Gelding",,"11",
"2022-05-15","13:52:00","Stratford","Riverside Stratford Restaurant Open To All Maiden Hurdle (GBB Race)","2m6.5f ","22.5","Class 4","Good","4738","5","Left Handed","2","Give Me A Cuddle (IRE)","6","Quinlan, Jack","0","King, N B","0","0","158","2.00","621","27",,"Court Cave (IRE)","Social Society (IRE)","Gelding",,"11",
"2022-05-15","13:52:00","Stratford","Riverside Stratford Restaurant Open To All Maiden Hurdle (GBB Race)","2m6.5f ","22.5","Class 4","Good","4738","5","Left Handed","3","Glengeever (IRE)","6","Dingle, Rex","0","Lund, B V","0","108","158","2.50","56322","28","CkPc","Scorpion (IRE)","Anns Island (IRE)","Gelding",,"11",
"2022-05-15","13:52:00","Stratford","Riverside Stratford Restaurant Open To All Maiden Hurdle (GBB Race)","2m6.5f ","22.5","Class 4","Good","4738","5","Left Handed","4","Hoochygoochyman","6","Ring, C V","3","Lampard, N M","0","0","158","300.00","500663","26",,"Gentlewave (IRE)","Goochypoochyprader","Gelding",,"11",
"2022-05-15","13:52:00","Stratford","Riverside Stratford Restaurant Open To All Maiden Hurdle (GBB Race)","2m6.5f ","22.5","Class 4","Good","4738","5","Left Handed","5","Royal Lake (IRE)","6","Burke, Jonathan","0","Sherwood, O","0","110","158","2.00","972","45",,"Fame And Glory","Gran Chis (IRE)","Gelding",,"11",
"2022-05-15","14:00:00","Killarney","Killarney Towers Hotel Maiden Hurdle","2m1f ","17",,"Good","5575","15","Left Handed","1","Tammany Hall (IRE)","4","McInerney, Donal J","0","OBrien, Joseph Patrick","0","0","161","50.00","2175400","205",,"No Nay Never (USA)","Anna David","Gelding",,"10",
