Date,RaceTime,Track,RaceName,Distance,Dist_Furlongs,Class,Going,PrizeMoney,Runners,Direction,CardNo,Horse,HorseAge,Jockey,JClaim,Trainer,Stall,OfficialRating,Weight_Pounds,Odds,Form,Days,Headgear,Stallion,Dam,HorseType,CD,numfences,
"2022-05-11","13:00:00","Newton Abbot","newtonabbotracing.com Maiden Hurdle (GBB Race)","2m6f ","22","Class 4","Good","5010","6","Left Handed","1","By Jove","5","Quinlan, S M","5","Brown, Miss Harriet","0","0","158","40.00","5714427","20",,"Nathaniel (IRE)","Calima Breeze","Gelding",,"10",
"2022-05-11","13:00:00","Newton Abbot","newtonabbotracing.com Maiden Hurdle (GBB Race)","2m6f ","22","Class 4","Good","5010","6","Left Handed","2","Gaulois (FR)","6","Buckley, Tom","3","Nicholls, P F","0","105","158","0.80","323P0","81","CkPc","Samum (GER)","Pail Mel (FR)","Gelding",,"10",
"2022-05-11","13:00:00","Newton Abbot","newtonabbotracing.com Maiden Hurdle (GBB Race)","2m6f ","22","Class 4","Good","5010","6","Left Handed","3","Global Mystery (IRE)","5","Poste, Ben J","0","Lund, B V","0","0","158","25.00","none",,,"Doyen (IRE)","Artic Palm (IRE)","Gelding",,"10",
"2022-05-11","13:00:00","Newton Abbot","newtonabbotracing.com Maiden Hurdle (GBB Race)","2m6f ","22","Class 4","Good","5010","6","Left Handed","4","Jean Genie (FR)","6","Johns, Alan","0","Vaughan, Tim","0","105","158","1.20","3833632","9","Vsor TT","Turgeon (USA)","Lady Koko","Gelding",,"10",
"2022-05-11","13:00:00","Newton Abbot","newtonabbotracing.com Maiden Hurdle (GBB Race)","2m6f ","22","Class 4","Good","5010","6","Left Handed","5","Kentford Drake","6","Sansom, Daniel","3","Mullins, J W","0","0","158","100.00","806","42",,"Norse Dancer (IRE)","Kentford Dabchick","Gelding",,"10",
"2022-05-11","13:00:00","Newton Abbot","newtonabbotracing.com Maiden Hurdle (GBB Race)","2m6f ","22","Class 4","Good","5010","6","Left Handed","6","Menapian (IRE)","11","Obrien, P V","0","Nelmes, Mrs H R J","0","74","158","40.00","650PP42","34","CkPc","Touch Of Land (FR)","Mannequin (IRE)","Gelding",,"10",
"2022-05-11","13:10:00","Worcester","Cazoo Novices Handicap Chase (GBB Race)","2m4.5f ","20.5","Class 4","Good To Soft","5010","5","Left Handed","1","Samtara","8","Cowley, Patrick","3","Keighley, M","0","115","166","3.00","2928262","121",,"Kayf Tara","Aunt Harriet","Gelding",,"13",
"2022-05-11","13:10:00","Worcester","Cazoo Novices Handicap Chase (GBB Race)","2m4.5f ","20.5","Class 4","Good To Soft","5010","5","Left Handed","2","Getaway Luv (IRE)","7",,"3","Boultbee-brooks, Clive","0","114","165","0.00","745P132","19","CkPc","Getaway (GER)","Ut Love (FR)","Gelding",,"13",
"2022-05-11","13:10:00","Worcester","Cazoo Novices Handicap Chase (GBB Race)","2m4.5f ","20.5","Class 4","Good To Soft","5010","5","Left Handed","3","Duc De Bourbon (FR)","6","Williams, Lorcan","0","Nicholls, P F","0","113","164","2.75","'F4F4614","252"," TT","Bucks Boum (FR)","Astre Eria (FR)","Gelding","CD","13",
"2022-05-11","13:10:00","Worcester","Cazoo Novices Handicap Chase (GBB Race)","2m4.5f ","20.5","Class 4","Good To Soft","5010","5","Left Handed","4","Translink","7","Twiston-Davies, Sam","0","Mulholland, N P","0","112","163","4.00","556F112","199"," TT","Rail Link","Ocean Transit (IRE)","Gelding","CD","13",
