Date,RaceTime,Track,RaceName,Distance,Dist_Furlongs,Class,Going,PrizeMoney,Runners,Direction,CardNo,Horse,HorseAge,Jockey,JClaim,Trainer,Stall,OfficialRating,Weight_Pounds,Odds,Form,Days,Headgear,Stallion,Dam,HorseType,CD,numfences,
"2022-05-14","13:05:00","Bangor","Wrexham Lager Welsh Liquid Gold Trophy National Hunt Maiden Hurdle (GBB Race)","2m1f ","17","Class 4","Good","4084","9","Left Handed","1","Call Me Jezza (IRE)","7","Quinlan, Sean","0","Collier, Tjade","0","0","158","150.00","'0U94","8",,"Jeremy (USA)","Fair Astronomer (IRE)","Gelding",,"9",
"2022-05-14","13:05:00","Bangor","Wrexham Lager Welsh Liquid Gold Trophy National Hunt Maiden Hurdle (GBB Race)","2m1f ","17","Class 4","Good","4084","9","Left Handed","2","Copper Fox","5","Kavanagh, Peter J","5","McCain Jnr, D","0","0","158","9.00","none",,,"Black Sam Bellamy (IRE)","Princess Oriane (IRE)","Gelding",,"9",
"2022-05-14","13:05:00","Bangor","Wrexham Lager Welsh Liquid Gold Trophy National Hunt Maiden Hurdle (GBB Race)","2m1f ","17","Class 4","Good","4084","9","Left Handed","3","Kerosine Light (IRE)","5","Hughes, Brian","0","McCain Jnr, D","0","0","158","0.50","82","63","CkPc","Ask","Quadrennial (IRE)","Gelding",,"9",
"2022-05-14","13:05:00","Bangor","Wrexham Lager Welsh Liquid Gold Trophy National Hunt Maiden Hurdle (GBB Race)","2m1f ","17","Class 4","Good","4084","9","Left Handed","4","Kracquer","8","Edwards, Alex","3","Ralph, Alastair","0","0","158","18.00","963","52",,"Schiaparelli (GER)","Norma Hill","Gelding",,"9",
"2022-05-14","13:05:00","Bangor","Wrexham Lager Welsh Liquid Gold Trophy National Hunt Maiden Hurdle (GBB Race)","2m1f ","17","Class 4","Good","4084","9","Left Handed","5","Larusso (IRE)","5","Gethings, Ciaran","0","Edmunds, Stuart","0","0","158","7.00","'02367","31",,"Doyen (IRE)","Muckle Flugga (IRE)","Gelding",,"9",
"2022-05-14","13:05:00","Bangor","Wrexham Lager Welsh Liquid Gold Trophy National Hunt Maiden Hurdle (GBB Race)","2m1f ","17","Class 4","Good","4084","9","Left Handed","6","Mr Biggs","5","ONeill, Jonjo (Jr)","0","ONeill, Jonjo","0","0","158","7.00","none",,,"Telescope (IRE)","Linagram","Gelding",,"9",
"2022-05-14","13:05:00","Bangor","Wrexham Lager Welsh Liquid Gold Trophy National Hunt Maiden Hurdle (GBB Race)","2m1f ","17","Class 4","Good","4084","9","Left Handed","7","Waterloo Quay (IRE)","6",,"0","Dennis, David","0","0","158","0.00","22523","1",,"Camelot","Princess Caetani (IRE)","Gelding",,"9",
"2022-05-14","13:05:00","Bangor","Wrexham Lager Welsh Liquid Gold Trophy National Hunt Maiden Hurdle (GBB Race)","2m1f ","17","Class 4","Good","4084","9","Left Handed","8","Dee Eire","5","Brogan, Kevin","0","Hanmer, G D","0","0","151","14.00","7568","89"," TT","Gentlewave (IRE)","Kahipiroska (FR)","Mare",,"9",
"2022-05-14","13:05:00","Bangor","Wrexham Lager Welsh Liquid Gold Trophy National Hunt Maiden Hurdle (GBB Race)","2m1f ","17","Class 4","Good","4084","9","Left Handed","9","Queenhill","5","Burke, Jonathan","0","Ralph, Alastair","0","0","151","18.00","259","46",,"Mountain High (IRE)","Pickersleigh (IRE)","Mare",,"9",
"2022-05-14","13:05:00","Bangor","Wrexham Lager Welsh Liquid Gold Trophy National Hunt Maiden Hurdle (GBB Race)","2m1f ","17","Class 4","Good","4084","9","Left Handed","10","Well Done Dani","5","Nichol, Craig","0","Greenall, Oliver","0","0","151","100.00","'P9","24",,"Multiplex","Do It On Dani","Mare",,"9",
"2022-05-14","13:35:00","Newbury","BetVictor Carnarvon Stakes (Listed)","6f ","6","Listed Race","Good","25520","9","Straight","1","Cadamosto (IRE)","3","Moore, Ryan","0","OBrien, A P","9","104","128","7.00","1473","21",,"No Nay Never (USA)","Saucy Spirit","Colt",,"0",
"2022-05-14","13:35:00","Newbury","BetVictor Carnarvon Stakes (Listed)","6f ","6","Listed Race","Good","25520","9","Straight","2","Ehraz","3","Crowley, Jim","0","Hannon (Jnr), Richard","8","102","128","4.00","2153","17",,"Showcasing","Exrating","Colt","D","0",
"2022-05-14","13:35:00","Newbury","BetVictor Carnarvon Stakes (Listed)","6f ","6","Listed Race","Good","25520","9","Straight","3","Hierarchy (IRE)","3","Fallon, Cieren","0","Palmer, Hugo","2","108","128","4.50","11322","17"," TT","Mehmas (IRE)","Cheworee","Colt","D","0",
"2022-05-14","13:35:00","Newbury","BetVictor Carnarvon Stakes (Listed)","6f ","6","Listed Race","Good","25520","9","Straight","4","Mohi","3","Keniry, L P","0","Cox, C G","3","97","128","22.00","6521133","38","CkPc","Acclamation","Minalisa","Colt","D","0",
"2022-05-14","13:35:00","Newbury","BetVictor Carnarvon Stakes (Listed)","6f ","6","Listed Race","Good","25520","9","Straight","5","Ribhi (IRE)","3","ONeill, Dane","0","Tregoning, M P","4","100","128","12.00","15135","15",,"Dark Angel (IRE)","Rihaam (IRE)","Colt","D","0",
"2022-05-14","13:35:00","Newbury","BetVictor Carnarvon Stakes (Listed)","6f ","6","Listed Race","Good","25520","9","Straight","6","Rizg","3","Doyle, Hollie","0","Varian, Roger","7","85","128","14.00","12","22",,"No Nay Never (USA)","Azenzar","Colt","D","0",
"2022-05-14","13:35:00","Newbury","BetVictor Carnarvon Stakes (Listed)","6f ","6","Listed Race","Good","25520","9","Straight","7","Sam Maximus","3","McDonald, P J","0","Horton, James","1","105","128","10.00","13354","207",,"Showcasing","Daring Day","Colt","D","0",
"2022-05-14","13:35:00","Newbury","BetVictor Carnarvon Stakes (Listed)","6f ","6","Listed Race","Good","25520","9","Straight","8","The Organiser","3","Shoemark, Kieran","0","Tuite, Joseph","6","97","128","22.00","10620","246",,"Coach House (IRE)","Poudretteite","Gelding","D","0",
"2022-05-14","13:35:00","Newbury","BetVictor Carnarvon Stakes (Listed)","6f ","6","Listed Race","Good","25520","9","Straight","9","Tiber Flow (IRE)","3","Marquand, Tom","0","Haggas, W J","5","106","128","1.88","1112","29",,"Caravaggio (USA)","Malabar","Colt","D","0",
"2022-05-14","13:40:00","Bangor","Wrexham Lager Export Challenge Handicap Chase","3m ","24","Class 4","Good","3594","4","Left Handed","1","Dawn Raider (IRE)","10","Brogan, Kevin","0","Hanmer, G D","0","109","168","3.33","4P61123","35","CkPc TT","Mahler","Woodview Dawn (IRE)","Gelding",,"18",
"2022-05-14","13:40:00","Bangor","Wrexham Lager Export Challenge Handicap Chase","3m ","24","Class 4","Good","3594","4","Left Handed","2","Glendruid (IRE)","8",,"0","Mulholland, N P","0","104","163","2.50","808741","288",,"Beneficial","Carrigeen Diamond (IRE)","Gelding","C","18",
"2022-05-14","13:40:00","Bangor","Wrexham Lager Export Challenge Handicap Chase","3m ","24","Class 4","Good","3594","4","Left Handed","3","Go On Chez","6","Nichol, Craig","0","Greenall, Oliver","0","100","159","1.25","'P00P111","35",,"Malinas (GER)","Whos Afraid","Gelding","D","18",
"2022-05-14","13:40:00","Bangor","Wrexham Lager Export Challenge Handicap Chase","3m ","24","Class 4","Good","3594","4","Left Handed","4","Paseo","6","Bannister, Harry A A","0","Williams, Miss Venetia","0","91","150","2.00","5432483","22","Blnk","Champs Elysees","Posteritas (USA)","Gelding",,"18",
