Date,RaceTime,Track,RaceName,Distance,Dist_Furlongs,Class,Going,PrizeMoney,Runners,Direction,CardNo,Horse,HorseAge,Jockey,JClaim,Trainer,Stall,OfficialRating,Weight_Pounds,Odds,Form,Days,Headgear,Stallion,Dam,HorseType,CD,numfences,
"2022-05-08","13:40:00","Plumpton","Knocknanuss Memorial Maiden Hurdle (GBB Race)","2m ","16","Class 4","Good","4357","9","Left Handed","1","Alioski","5","McLernon, R P","0","Brown, G","0","100","158","2.25","4475423","29"," TT","Kodiac","Luluti (IRE)","Gelding",,"9",
"2022-05-08","13:40:00","Plumpton","Knocknanuss Memorial Maiden Hurdle (GBB Race)","2m ","16","Class 4","Good","4357","9","Left Handed","2","Blood Eagle (IRE)","6","Woods, K K","0","Jeffreys, D J","0","82","158","12.00","'0328U55","202"," TT","Sea The Stars (IRE)","Directa Princess (GER)","Gelding",,"9",
"2022-05-08","13:40:00","Plumpton","Knocknanuss Memorial Maiden Hurdle (GBB Race)","2m ","16","Class 4","Good","4357","9","Left Handed","3","Haraz (IRE)","9","Kimber, Harry","5","Butler, P","0","0","158","150.00","9697800","99",,"Acclamation","Hanakiyya (IRE)","Gelding",,"9",
"2022-05-08","13:40:00","Plumpton","Knocknanuss Memorial Maiden Hurdle (GBB Race)","2m ","16","Class 4","Good","4357","9","Left Handed","4","Psyche","5","Cannon, Tom J","0","Gordon, C","0","0","158","6.50","6268622","13",,"Lope De Vega (IRE)","Ode To Psyche (IRE)","Gelding",,"9",
"2022-05-08","13:40:00","Plumpton","Knocknanuss Memorial Maiden Hurdle (GBB Race)","2m ","16","Class 4","Good","4357","9","Left Handed","5","Save Face (FR)","6","Jacob, Daryl","0","Whittington, H","0","0","158","28.00","5","50",,"Planteur (IRE)","Queen Dream (FR)","Gelding",,"9",
"2022-05-08","13:40:00","Plumpton","Knocknanuss Memorial Maiden Hurdle (GBB Race)","2m ","16","Class 4","Good","4357","9","Left Handed","6","Sophosc (IRE)","6","Todd, C J","0","Williams, Ian","0","0","158","2.50","1214233","15",,"Society Rock (IRE)","Ichiuma (USA)","Gelding",,"9",
"2022-05-08","13:40:00","Plumpton","Knocknanuss Memorial Maiden Hurdle (GBB Race)","2m ","16","Class 4","Good","4357","9","Left Handed","7","Tip Top Tonto (IRE)","6","Twiston-Davies, Sam","0","Newland, Dr R D P","0","0","158","5.00","856F","31",,"Milan","Sarahs Quay (IRE)","Gelding",,"9",
"2022-05-08","13:40:00","Plumpton","Knocknanuss Memorial Maiden Hurdle (GBB Race)","2m ","16","Class 4","Good","4357","9","Left Handed","8","Pure Bubbles (GER)","4","Moore, Jamie","0","Moore, G L","0","0","152","5.50","2056506","22",,"Protectionist (GER)","Peace Society (USA)","Gelding",,"9",
"2022-05-08","13:40:00","Plumpton","Knocknanuss Memorial Maiden Hurdle (GBB Race)","2m ","16","Class 4","Good","4357","9","Left Handed","9","Springar","4","Sansom, Daniel","3","Mullins, J W","0","0","145","40.00","684","19",,"Norse Dancer (IRE)","Samba Sound (IRE)","Filly",,"9",
"2022-05-08","13:50:00","Leopardstown","John R Fitzpatrick Agricultural Contractor Maiden","7f ","7",,"Good","7168","14","Left Handed","1","Aconcagua Mountain (IRE)","4","Colgan, R C","0","Broad, D","7","0","146","100.00","97","7",,"Requinto (IRE)","My Rules (IRE)","Gelding",,"0",
"2022-05-08","13:50:00","Leopardstown","John R Fitzpatrick Agricultural Contractor Maiden","7f ","7",,"Good","7168","14","Left Handed","2","Ballycallan King (IRE)","5","McAteer, L T","3","Fitzgerald, B J","9","0","146","66.00","46","25",,"Getaway (GER)","Rehearsed (IRE)","Gelding",,"0",
"2022-05-08","13:50:00","Leopardstown","John R Fitzpatrick Agricultural Contractor Maiden","7f ","7",,"Good","7168","14","Left Handed","3","Yester (IRE)","6","Coen, J","7","Murray, Adrian","14","78","146","25.00","4425386","15","Blnk","Kodiac","Constellation","Gelding",,"0",
"2022-05-08","13:50:00","Leopardstown","John R Fitzpatrick Agricultural Contractor Maiden","7f ","7",,"Good","7168","14","Left Handed","4","Ms Eagleton (IRE)","4","Leonard, Killian","0","McLoughlin, Hilary","13","0","141","66.00","none",,,"Free Eagle (IRE)","Holy Norma","Filly",,"0",
"2022-05-08","13:50:00","Leopardstown","John R Fitzpatrick Agricultural Contractor Maiden","7f ","7",,"Good","7168","14","Left Handed","5","All In The Mind (IRE)","3","Hoban, Connor","0","Flynn, Patrick J","6","77","134","4.00","'0532445","15",,"Alhebayeb (IRE)","Goldthroat (IRE)","Gelding",,"0",
"2022-05-08","13:50:00","Leopardstown","John R Fitzpatrick Agricultural Contractor Maiden","7f ","7",,"Good","7168","14","Left Handed","6","Observing (IRE)","3","Coen, Ben M","0","Cody, Patrick","3","0","134","33.00","30","15",,"Footstepsinthesand","Myrtie (IRE)","Gelding",,"0",
"2022-05-08","13:50:00","Leopardstown","John R Fitzpatrick Agricultural Contractor Maiden","7f ","7",,"Good","7168","14","Left Handed","7","Our Dickie (IRE)","3","Ryan, J J G","7","OConnell, Ms Claire","11","0","134","100.00","'0","18",,"Clodovil (IRE)","Lilys Rainbow (IRE)","Gelding",,"0",
"2022-05-08","13:50:00","Leopardstown","John R Fitzpatrick Agricultural Contractor Maiden","7f ","7",,"Good","7168","14","Left Handed","8","Schiele (IRE)","3","McDonogh, D P","0","OBrien, Joseph Patrick","12","82","134","2.00","333","15","Blnk","Dark Angel (IRE)","The Hermitage (IRE)","Colt",,"0",
"2022-05-08","13:50:00","Leopardstown","John R Fitzpatrick Agricultural Contractor Maiden","7f ","7",,"Good","7168","14","Left Handed","9","Zonik (IRE)","3","McConnell, Cillian","7","McConnell, John C","1","0","134","28.00","'08","198",,"Gutaifan (IRE)","Strait Power (IRE)","Gelding",,"0",
"2022-05-08","13:50:00","Leopardstown","John R Fitzpatrick Agricultural Contractor Maiden","7f ","7",,"Good","7168","14","Left Handed","10","Corporal Violette (IRE)","3","Keane, C T","0","Lyons, G M","5","86","129","0.73","22","203",,"Starspangledbanner (AUS)","Diptych (USA)","Filly",,"0",
"2022-05-08","13:50:00","Leopardstown","John R Fitzpatrick Agricultural Contractor Maiden","7f ","7",,"Good","7168","14","Left Handed","11","Im Polly (IRE)","3","Rutledge, Siobhan","5","McConnell, John C","4","0","129","50.00","none",,,"Coulsty (IRE)","Polly Adler","Filly",,"0",
"2022-05-08","13:50:00","Leopardstown","John R Fitzpatrick Agricultural Contractor Maiden","7f ","7",,"Good","7168","14","Left Handed","12","Lightly Spiced (IRE)","3","Van Buuren, Kyanna","10","McConnell, John C","8","0","129","100.00","'00","36"," TT","Mehmas (IRE)","Light Of Day (IRE)","Filly",,"0",
"2022-05-08","13:50:00","Leopardstown","John R Fitzpatrick Agricultural Contractor Maiden","7f ","7",,"Good","7168","14","Left Handed","13","Short N Sweet (IRE)","3","Foley, Shane","0","Harrington, Mrs John","10","0","129","66.00","70","35",,"Exceed And Excel (AUS)","Carte De Visite (USA)","Filly",,"0",
"2022-05-08","13:50:00","Leopardstown","John R Fitzpatrick Agricultural Contractor Maiden","7f ","7",,"Good","7168","14","Left Handed","14","Wiggle Room (IRE)","3","Hayes, C D","0","Farrell, W T","2","0","129","100.00","8","32",,"Lawman (FR)","Twisting (USA)","Filly",,"0",
