Jockey,14Day_Runs,14Day_Wins,14Day_Places,14Day_Win_Strike,14Day_Place_Strike,14Day_SP_ProfitLoss,2YR_Runs,2YR_Wins,2YR_Places,2YR_Win_Strike,2YR_Place_Strike,2YR_SP_ProfitLoss,DaysSinceWin,RunsSinceWin,1YR_Runs,1YR_Wins,1YR_Places,1YR_Win_Strike,1YR_Place_Strike,1YR_SP_ProfitLoss,2yr_fav_Runs,2yr_fav_Wins,2yr_fav_Places,2yr_fav_Win_Strike,2yr_fav_Place_Strike,2yr_fav_SP_ProfitLoss,2yr_hcap_Runs,2yr_hcap_Wins,2yr_hcap_Places,2yr_hcap_Win_Strike,2yr_hcap_Place_Strike,2yr_hcap_SP_ProfitLoss,
"Allan, David","41","1","8","2.44","19.51","-35.5","1281","127","386","9.91","30.13","-393.35","5","10","685","59","198","8.61","28.91","-240.36","172","55","102","31.98","31.98","7.45","992","110","323","11.09","11.09","-218.71",
"Anderson, Mr A","3","0","2","0","66.67","-3","231","11","38","4.76","16.45","-135.75","112","37","153","8","28","5.23","18.3","-82.5","6","1","2","16.67","16.67","-2.25","172","9","33","5.23","5.23","-89.25",
"Armson, Philip","7","2","3","28.57","42.86","2.33","485","40","121","8.25","24.95","-134.84","2","1","207","12","33","5.8","15.94","3.41","46","7","25","15.22","15.22","-23.21","413","38","113","9.2","9.2","-193.17",
"Bannister, Harry A A","1","0","0","0","0","-1","497","62","168","12.47","33.8","-103.38","46","8","177","17","56","9.6","31.64","-53.8","88","24","49","27.27","27.27","-27.97","319","42","111","13.17","13.17","-32.58",
"Barry, Mr J C","2","0","1","0","50","-2","162","8","31","4.94","19.14","-36.17","131","25","68","3","13","4.41","19.12","-34","3","1","1","33.33","33.33","1.33","32","1","2","3.13","3.13","-27.67",
"Barton, Miss Violet","0","0","0","0","0","0","9","0","1","0","11.11","-9","790","13","1","0","1","0","100","-1","0","0","0","0","0","0","9","0","1","0","0","-9",
"Bass, George","6","0","2","0","33.33","-6","380","34","100","8.95","26.32","-69.4","46","31","178","13","51","7.3","28.65","-90.04","24","9","13","37.5","37.5","3.27","287","30","84","10.45","10.45","-42.9",
"Beasley, Connor","41","5","18","12.2","43.9","-15.67","1466","169","497","11.53","33.9","-229.47","2","4","738","83","254","11.25","34.42","-139.12","205","50","121","24.39","24.39","-50.65","1059","123","367","11.61","11.61","-113.85",
"Bellamy, Tom","9","0","2","0","22.22","-9","875","99","274","11.31","31.31","-297.59","42","21","465","45","131","9.68","28.17","-156.54","86","35","51","40.7","40.7","2.96","536","62","171","11.57","11.57","-190.4",
"Best, J A","10","0","3","0","30","-10","707","38","129","5.37","18.25","-288.06","15","11","339","13","58","3.83","17.11","-122.87","36","11","15","30.56","30.56","1.03","447","33","107","7.38","7.38","-60.71",
