Jockey,14Day_Runs,14Day_Wins,14Day_Places,14Day_Win_Strike,14Day_Place_Strike,14Day_SP_ProfitLoss,2YR_Runs,2YR_Wins,2YR_Places,2YR_Win_Strike,2YR_Place_Strike,2YR_SP_ProfitLoss,DaysSinceWin,RunsSinceWin,1YR_Runs,1YR_Wins,1YR_Places,1YR_Win_Strike,1YR_Place_Strike,1YR_SP_ProfitLoss,2yr_fav_Runs,2yr_fav_Wins,2yr_fav_Places,2yr_fav_Win_Strike,2yr_fav_Place_Strike,2yr_fav_SP_ProfitLoss,2yr_hcap_Runs,2yr_hcap_Wins,2yr_hcap_Places,2yr_hcap_Win_Strike,2yr_hcap_Place_Strike,2yr_hcap_SP_ProfitLoss,
"Allan, David","46","7","11","15.22","23.91","-7","1266","125","377","9.87","29.78","-376.85","4","16","691","64","197","9.26","28.51","-228.86","163","51","96","31.29","31.29","5.2","982","107","315","10.9","10.9","-211.46",
"Atkins, Mr Harry","0","0","0","0","0","0","30","3","8","10","26.67","-7.62","84","5","27","3","8","11.11","29.63","-4.62","4","1","2","25","25","-1.12","24","3","6","12.5","12.5","-1.62",
"Bannister, Harry A A","5","1","2","20","40","14","497","62","169","12.47","34","-92.38","11","3","178","18","58","10.11","32.58","-35.8","88","24","49","27.27","27.27","-27.97","319","41","111","12.85","12.85","-40.58",
"Best, J A","4","0","2","0","50","-4","708","38","130","5.37","18.36","-289.06","27","13","337","13","59","3.86","17.51","-120.87","36","11","15","30.56","30.56","1.03","449","33","108","7.35","7.35","-62.71",
"Blackmore, Rachael","27","5","8","18.52","29.63","2.17","866","127","322","14.67","37.18","-253.85","1","2","445","64","170","14.38","38.2","-113.03","196","65","124","33.16","33.16","-42.64","347","26","95","7.49","7.49","-126.21",
"Bowen, James C","1","0","0","0","0","-1","543","79","183","14.55","33.7","-36.72","232","33","214","20","60","9.35","28.04","-75.87","90","30","58","33.33","33.33","-4.64","336","53","112","15.77","15.77","53.24",
"Bowen, Sean P","18","0","5","0","27.78","-18","1291","261","502","20.22","38.88","112.52","19","24","735","143","275","19.46","37.41","141.48","317","136","201","42.9","42.9","8.02","835","150","303","17.96","17.96","4.61",
"Breslin, Andrew","17","1","3","5.88","17.65","-13.75","262","15","43","5.73","16.41","-120.62","7","13","118","3","15","2.54","12.71","-85.75","11","3","4","27.27","27.27","-3.12","231","15","39","6.49","6.49","-89.62",
"Bromley, Ben","2","0","0","0","0","-2","138","20","45","14.49","32.61","-40.86","17","3","96","16","35","16.67","36.46","-22.11","19","6","13","31.58","31.58","-3.61","101","14","32","13.86","13.86","-30.21",
"Carroll, G F","30","2","7","6.67","23.33","-15","1029","103","265","10.01","25.75","-293.51","3","9","535","58","136","10.84","25.42","-123.39","108","36","68","33.33","33.33","17.11","538","60","152","11.15","11.15","-100.88",
"Clarke, Conor","4","0","1","0","25","-4","53","6","14","11.32","26.42","13.67","49","7","27","3","7","11.11","25.93","-4","6","2","3","33.33","33.33","-2.66","30","3","5","10","10","-3.66",
"Cleary, R P","14","1","3","7.14","21.43","-11.75","807","34","137","4.21","16.98","-414.09","11","5","452","20","87","4.42","19.25","-253.09","27","8","14","29.63","29.63","-0.09","450","22","78","4.89","4.89","-154.75",
"Cobden, Harry","9","2","3","22.22","33.33","-2.25","996","239","442","24","44.38","-109.41","2","1","581","147","274","25.3","47.16","-32.55","304","141","194","46.38","46.38","10.17","567","106","217","18.69","18.69","-76.83",
"Coen, Ben M","39","2","10","5.13","25.64","-25.5","1123","109","305","9.71","27.16","-433.13","6","21","585","56","144","9.57","24.62","-267.31","125","43","80","34.4","34.4","11.79","586","56","153","9.56","9.56","-236.24",
