Jockey,14Day_Runs,14Day_Wins,14Day_Places,14Day_Win_Strike,14Day_Place_Strike,14Day_SP_ProfitLoss,2YR_Runs,2YR_Wins,2YR_Places,2YR_Win_Strike,2YR_Place_Strike,2YR_SP_ProfitLoss,DaysSinceWin,RunsSinceWin,1YR_Runs,1YR_Wins,1YR_Places,1YR_Win_Strike,1YR_Place_Strike,1YR_SP_ProfitLoss,2yr_fav_Runs,2yr_fav_Wins,2yr_fav_Places,2yr_fav_Win_Strike,2yr_fav_Place_Strike,2yr_fav_SP_ProfitLoss,2yr_hcap_Runs,2yr_hcap_Wins,2yr_hcap_Places,2yr_hcap_Win_Strike,2yr_hcap_Place_Strike,2yr_hcap_SP_ProfitLoss,
"Anderson, Joe","5","2","4","40","80","11","134","16","40","11.94","29.85","-39.92","3","1","51","7","17","13.73","33.33","-9.29","11","3","7","27.27","27.27","-3.5","111","13","34","11.71","11.71","-39.92",
"Andrews, Gina","0","0","0","0","0","0","58","16","27","27.59","46.55","3.2","45","5","26","7","11","26.92","42.31","-3.26","16","7","12","43.75","43.75","2.45","28","7","12","25","25","4.25",
"Andrews, Jack","1","0","1","0","100","-1","186","23","60","12.37","32.26","-64.63","36","4","63","8","22","12.7","34.92","-18.25","25","6","13","24","24","-14.46","130","16","46","12.31","12.31","-24.47",
"Andrews, Mr D I J","3","0","1","0","33.33","-3","42","6","13","14.29","30.95","5.88","18","5","24","3","6","12.5","25","-13.12","3","1","1","33.33","33.33","-0.62","5","0","1","0","0","-5",
"Atzeni, Andrea","23","2","8","8.7","34.78","-15.75","877","146","334","16.65","38.08","-59.07","8","13","431","86","172","19.95","39.91","35.4","174","58","106","33.33","33.33","-20.52","471","78","169","16.56","16.56","-29.94",
"Bament, Mr J J","0","0","0","0","0","0","3","0","0","0","0","-3","9999","9999","2","0","0","0","0","-2","0","0","0","0","0","0","0","0","0","0","0","0",
"Bass, David","13","2","4","15.38","30.77","-5.67","497","65","163","13.08","32.8","-117.5","11","10","220","29","68","13.18","30.91","-51.6","78","18","45","23.08","23.08","-34.64","281","32","87","11.39","11.39","-59.03",
"Beasley, Connor","32","1","7","3.13","21.88","-29.12","1386","164","470","11.83","33.91","-235.94","13","29","746","79","244","10.59","32.71","-201.48","202","56","116","27.72","27.72","-14.75","985","123","347","12.49","12.49","-96.08",
"Bellamy, Tom","20","3","7","15","35","-4","844","98","266","11.61","31.52","-237.21","2","3","424","45","129","10.61","30.42","-115.11","85","35","52","41.18","41.18","7.58","510","61","163","11.96","11.96","-142.44",
"Best, J A","19","1","6","5.26","31.58","-7","726","47","144","6.47","19.83","-260.28","2","2","270","11","37","4.07","13.7","-152.37","36","14","17","38.89","38.89","7.06","460","38","112","8.26","8.26","-92.18",
"Bevan, Miss Megan","1","0","0","0","0","-1","9","1","2","11.11","22.22","-7.83","337","5","5","1","2","20","40","-3.83","1","1","1","100","100","0.17","1","0","0","0","0","-1",
"Biddick, Mr W","1","0","0","0","0","-1","31","9","13","29.03","41.94","-5.87","54","4","14","4","5","28.57","35.71","-5.4","16","7","8","43.75","43.75","-1.12","5","1","1","20","20","-2.62",
"Bishop, Charles","10","0","3","0","30","-10","696","64","170","9.2","24.43","-218.11","17","15","376","40","99","10.64","26.33","-150.77","56","21","35","37.5","37.5","-0.43","417","33","95","7.91","7.91","-118.4",
"Blackmore, Rachael","21","1","4","4.76","19.05","-17","850","128","328","15.06","38.59","-270.2","14","20","476","63","166","13.24","34.87","-149.03","200","64","126","32","32","-52.7","332","24","96","7.23","7.23","-132.59",
"Boinville, Nico","12","2","3","16.67","25","-2.5","610","135","232","22.13","38.03","-14.52","2","1","247","59","96","23.89","38.87","24.92","197","82","118","41.62","41.62","-11.68","296","56","98","18.92","18.92","83.73",
"Bowen, Sean P","25","4","6","16","24","-6.74","1140","220","428","19.3","37.54","50.68","3","6","637","131","249","20.57","39.09","186.94","278","115","175","41.37","41.37","-3.49","740","131","259","17.7","17.7","-40.57",
"Brace, Connor","5","1","2","20","40","3.5","342","48","97","14.04","28.36","44.24","4","2","166","25","46","15.06","27.71","-23.09","35","15","21","42.86","42.86","11.11","198","32","60","16.16","16.16","49.27",
"Bradstock, Miss L","0","0","0","0","0","0","16","1","5","6.25","31.25","-13.62","432","10","7","0","2","0","28.57","-7","0","0","0","0","0","0","10","0","2","0","0","-10",
"Brennan, P J","10","2","3","20","30","-3.87","696","163","325","23.42","46.7","-110.94","1","1","294","79","136","26.87","46.26","-1.92","214","96","143","44.86","44.86","14.76","349","73","141","20.92","20.92","-74.39",
"Brookes, Aiden","12","2","5","16.67","41.67","3.75","279","32","73","11.47","26.16","48.71","1","1","176","22","45","12.5","25.57","54.71","23","8","15","34.78","34.78","2.71","239","32","69","13.39","13.39","88.71",
"Broughton, Mr T P","2","1","1","50","50","4","30","5","14","16.67","46.67","-5.79","5","2","24","3","11","12.5","45.83","-12.62","6","3","5","50","50","3.71","22","4","10","18.18","18.18","-2.12",
"Buckley, Tom","10","1","2","10","20","-5","300","35","98","11.67","32.67","-107.49","11","8","171","20","56","11.7","32.75","-69.57","45","18","32","40","40","7.66","220","27","80","12.27","12.27","-51.89",
"Burke, Jonathan","15","3","6","20","40","0","883","121","287","13.7","32.5","-208.35","3","7","421","58","144","13.78","34.2","-111.92","116","47","75","40.52","40.52","9.73","542","72","169","13.28","13.28","-135.88",
"Burns, Harry","5","0","1","0","20","-5","379","47","106","12.4","27.97","-99.71","15","6","185","24","56","12.97","30.27","-51.16","41","9","22","21.95","21.95","-17.04","307","38","86","12.38","12.38","-61.45",
"Callan, N","12","3","6","25","50","7.5","621","84","212","13.53","34.14","88.41","1","1","489","68","171","13.91","34.97","61.87","94","28","53","29.79","29.79","-9.06","405","59","142","14.57","14.57","65.9",
"Cannon, Tom J","21","4","5","19.05","23.81","-1.75","834","144","290","17.27","34.77","-142.15","3","4","416","73","141","17.55","33.89","-38.91","150","68","99","45.33","45.33","15.52","462","71","133","15.37","15.37","-85.89",
"Carver, Bryan","4","0","0","0","0","-4","260","35","81","13.46","31.15","-42.01","34","7","146","17","37","11.64","25.34","-51.62","33","15","22","45.45","45.45","10.28","196","26","63","13.27","13.27","-12.16",
"Cheleda, Angus","6","2","4","33.33","66.67","52.5","158","17","44","10.76","27.85","-24.9","4","1","86","8","25","9.3","29.07","-2.4","17","5","11","29.41","29.41","-0.4","129","15","39","11.63","11.63","-4.4",
"Cherriman, Mr D","0","0","0","0","0","0","5","1","2","20","40","-2","680","3","2","0","1","0","50","-2","2","1","2","50","50","1","0","0","0","0","0","0",
"Cobden, Harry","14","1","4","7.14","28.57","-9.5","828","208","367","25.12","44.32","-74.79","11","8","423","121","210","28.61","49.65","-12.92","256","121","163","47.27","47.27","2.91","443","85","167","19.19","19.19","-53.12",
"Codd, Mr J J","4","3","3","75","75","14.33","247","53","129","21.46","52.23","-65.71","3","1","96","22","51","22.92","53.13","-26.28","86","32","61","37.21","37.21","-20.98","20","1","8","5","5","-11",
"Coleman, A","9","1","2","11.11","22.22","1","572","109","234","19.06","40.91","-153.21","12","8","211","36","69","17.06","32.7","-76.72","147","56","94","38.1","38.1","-24.59","260","35","78","13.46","13.46","-65.06",
"Connor, Mr S","2","0","0","0","0","-2","52","2","8","3.85","15.38","-23.5","135","14","37","1","7","2.7","18.92","-31.5","0","0","0","0","0","0","11","0","0","0","0","-11",
"Cox, William","9","0","0","0","0","-9","423","27","89","6.38","21.04","-213.2","238","82","203","14","46","6.9","22.66","-64.29","25","10","17","40","40","7.22","314","24","75","7.64","7.64","-120.08",
"Crawford,Mr B G ","0","0","0","0","0","0","57","2","18","3.51","31.58","-12.75","160","14","21","1","5","4.76","23.81","-17.75","3","0","1","0","0","-3","4","0","2","0","0","-4",
"Davies, Harry","7","2","2","28.57","28.57","14.33","467","71","166","15.2","35.55","-109.1","1","1","419","64","156","15.27","37.23","-97.34","83","27","49","32.53","32.53","-12.09","391","50","126","12.79","12.79","-128.44",
"Davies, James","14","2","2","14.29","14.29","-4.5","524","42","98","8.02","18.7","-99.42","4","6","270","22","54","8.15","20","-39.25","22","6","14","27.27","27.27","-4.75","328","31","70","9.45","9.45","-10.92",
