Jockey,14Day_Runs,14Day_Wins,14Day_Places,14Day_Win_Strike,14Day_Place_Strike,14Day_SP_ProfitLoss,2YR_Runs,2YR_Wins,2YR_Places,2YR_Win_Strike,2YR_Place_Strike,2YR_SP_ProfitLoss,DaysSinceWin,RunsSinceWin,1YR_Runs,1YR_Wins,1YR_Places,1YR_Win_Strike,1YR_Place_Strike,1YR_SP_ProfitLoss,2yr_fav_Runs,2yr_fav_Wins,2yr_fav_Places,2yr_fav_Win_Strike,2yr_fav_Place_Strike,2yr_fav_SP_ProfitLoss,2yr_hcap_Runs,2yr_hcap_Wins,2yr_hcap_Places,2yr_hcap_Win_Strike,2yr_hcap_Place_Strike,2yr_hcap_SP_ProfitLoss,
"Anderson, Joe","5","0","0","0","0","-5","182","23","61","12.64","33.52","-47.54","39","14","110","18","42","16.36","38.18","-0.67","16","5","11","31.25","31.25","0.13","147","19","53","12.93","12.93","-39.29",
"Armson, Philip","2","0","0","0","0","-2","457","39","118","8.53","25.82","-106.84","48","9","146","9","26","6.16","17.81","-71.92","48","6","26","12.5","12.5","-28.96","387","37","110","9.56","9.56","-167.17",
"Bannister, Harry A A","6","2","4","33.33","66.67","6.83","458","57","153","12.45","33.41","-63.26","3","2","254","24","81","9.45","31.89","-83.48","83","21","41","25.3","25.3","-30","315","43","110","13.65","13.65","-22.01",
"Best, J A","11","1","1","9.09","9.09","-2.5","662","30","119","4.53","17.98","-337.16","1","1","358","17","71","4.75","19.83","-155.95","31","10","14","32.26","32.26","4.68","425","27","100","6.35","6.35","-126.41",
"Bishop, Charles","5","1","2","20","40","3.5","755","75","200","9.93","26.49","-251.16","4","3","401","40","106","9.98","26.43","-112.35","76","26","45","34.21","34.21","-9.78","442","38","106","8.6","8.6","-151.35",
"Blackmore, Rachael","22","4","6","18.18","27.27","-5.25","901","131","331","14.54","36.74","-282.25","6","2","439","68","170","15.49","38.72","-113.33","200","64","122","32","32","-41.62","365","30","101","8.22","8.22","-136.59",
"Bowen, James C","28","9","12","32.14","42.86","7.02","588","82","212","13.95","36.05","-124.2","3","8","240","25","89","10.42","37.08","-119.06","96","34","66","35.42","35.42","-3","350","54","129","15.43","15.43","13.86",
"Brassil, C","5","1","3","20","60","0","187","11","43","5.88","22.99","-95.7","10","3","87","4","16","4.6","18.39","-49.4","9","3","5","33.33","33.33","-1.7","106","4","23","3.77","3.77","-77",
"Bromley, Ben","6","0","2","0","33.33","-6","159","21","53","13.21","33.33","-58.28","26","11","103","13","36","12.62","34.95","-45.53","19","7","14","36.84","36.84","-1.03","115","15","39","13.04","13.04","-40.63",
"Brouder, Gavin","13","2","2","15.38","15.38","-2","307","16","57","5.21","18.57","-72.42","9","2","179","10","37","5.59","20.67","-87.62","16","5","9","31.25","31.25","7.2","195","13","40","6.67","6.67","-34.8",
"Buckley, Tom","3","0","0","0","0","-3","250","33","88","13.2","35.2","-83.06","29","8","87","14","32","16.09","36.78","-17.94","42","17","32","40.48","40.48","6.26","180","26","71","14.44","14.44","-33.96",
"Byrnes, Mr P","2","0","0","0","0","-2","257","27","65","10.51","25.29","-117.42","58","14","162","15","36","9.26","22.22","-73.1","31","13","20","41.94","41.94","3.83","142","14","32","9.86","9.86","-58",
"Cannon, Tom J","10","1","3","10","30","-6.5","786","132","263","16.79","33.46","-149.42","9","7","382","52","114","13.61","29.84","-73.67","121","62","77","51.24","51.24","35.83","444","69","135","15.54","15.54","-83.18",
"Carver, Bryan","13","2","3","15.38","23.08","-0.5","337","41","94","12.17","27.89","-59.21","6","3","196","25","53","12.76","27.04","-35.42","39","15","26","38.46","38.46","0.83","235","31","71","13.19","13.19","3.12",
"Catton, Luke","3","1","1","33.33","33.33","6","291","29","70","9.97","24.05","-38.66","1","1","172","16","40","9.3","23.26","-44.55","20","5","9","25","25","-6.66","255","28","61","10.98","10.98","-53.66",
"Cobden, Harry","21","2","11","9.52","52.38","-10","1059","247","466","23.32","44","-129.76","8","5","641","140","281","21.84","43.84","-99.02","329","145","213","44.07","44.07","4.94","599","111","219","18.53","18.53","-88",
"Condon, R J","8","0","0","0","0","-8","345","16","71","4.64","20.58","-185.55","47","23","137","4","22","2.92","16.06","-94.8","18","4","11","22.22","22.22","-7.05","193","8","40","4.15","4.15","-107.75",
