Jockey,14Day_Runs,14Day_Wins,14Day_Places,14Day_Win_Strike,14Day_Place_Strike,14Day_SP_ProfitLoss,2YR_Runs,2YR_Wins,2YR_Places,2YR_Win_Strike,2YR_Place_Strike,2YR_SP_ProfitLoss,DaysSinceWin,RunsSinceWin,1YR_Runs,1YR_Wins,1YR_Places,1YR_Win_Strike,1YR_Place_Strike,1YR_SP_ProfitLoss,2yr_fav_Runs,2yr_fav_Wins,2yr_fav_Places,2yr_fav_Win_Strike,2yr_fav_Place_Strike,2yr_fav_SP_ProfitLoss,2yr_hcap_Runs,2yr_hcap_Wins,2yr_hcap_Places,2yr_hcap_Win_Strike,2yr_hcap_Place_Strike,2yr_hcap_SP_ProfitLoss,
"Anderson, Joe","9","0","2","0","22.22","-9","189","23","62","12.17","32.8","-53.54","26","16","123","19","46","15.45","37.4","-8.17","16","5","11","31.25","31.25","0.13","151","19","54","12.58","12.58","-42.29",
"Atkins, Mr Harry","5","1","2","20","40","36","55","4","12","7.27","21.82","8.38","8","4","52","3","10","5.77","19.23","0.38","4","1","2","25","25","-1.12","45","4","9","8.89","8.89","18.38",
"Austin, Edward","3","0","1","0","33.33","-3","157","13","29","8.28","18.47","-45.47","19","5","79","4","12","5.06","15.19","-45.47","12","7","9","58.33","58.33","8.53","119","11","25","9.24","9.24","-28.97",
"Bannister, Harry A A","20","1","5","5","25","-14","463","53","148","11.45","31.97","-133.09","11","17","285","25","85","8.77","29.82","-108.48","81","21","40","25.93","25.93","-28","324","41","108","12.65","12.65","-81.34",
"Bass, David","18","1","3","5.56","16.67","-9.5","460","65","150","14.13","32.61","-78.42","12","18","234","33","74","14.1","31.62","-34.42","80","21","42","26.25","26.25","-31.65","257","35","81","13.62","13.62","-21.11",
"Bass, George","4","0","0","0","0","-4","384","36","102","9.38","26.56","-123.87","38","11","152","15","51","9.87","33.55","-71.38","22","7","10","31.82","31.82","-2.36","293","33","87","11.26","11.26","-48.37",
"Bellamy, Tom","36","6","12","16.67","33.33","24.67","867","100","273","11.53","31.49","-252.25","1","2","462","54","138","11.69","29.87","-113.81","92","35","54","38.04","38.04","-9.46","527","59","161","11.2","11.2","-201.07",
"Best, J A","18","1","2","5.56","11.11","-15.75","644","30","119","4.66","18.48","-316.24","4","8","370","18","75","4.86","20.27","-167.2","31","10","15","32.26","32.26","2.43","422","27","103","6.4","6.4","-120.49",
"Bewley, Callum","1","0","1","0","100","-1","267","15","48","5.62","17.98","-141.79","32","7","53","6","10","11.32","18.87","11.83","11","3","5","27.27","27.27","-3","152","12","37","7.89","7.89","-50.67",
"Bowen, James C","39","6","17","15.38","43.59","-5.37","595","84","217","14.12","36.47","-130.98","1","2","264","35","106","13.26","40.15","-102.5","103","37","69","35.92","35.92","-5.58","347","54","122","15.56","15.56","18.36",
"Bradley, Paddy","11","2","2","18.18","18.18","-0.75","409","35","105","8.56","25.67","-129.96","4","1","308","28","78","9.09","25.32","-88.79","27","5","13","18.52","18.52","-11.12","319","34","95","10.66","10.66","-43.46",
"Brennan, P J","13","2","5","15.38","38.46","-3.39","512","120","226","23.44","44.14","-51.62","5","3","197","42","79","21.32","40.1","-38.16","160","69","101","43.13","43.13","-6.31","249","56","94","22.49","22.49","-30.31",
"Brogan, Kevin","4","1","2","25","50","1","443","45","118","10.16","26.64","-127.46","5","3","185","12","37","6.49","20","-132.87","43","15","29","34.88","34.88","-5.29","333","37","93","11.11","11.11","-125.1",
"Brooke, Henry","15","2","8","13.33","53.33","10.5","583","88","193","15.09","33.1","-90.12","5","5","355","53","113","14.93","31.83","-40.42","87","27","51","31.03","31.03","-8.81","392","67","141","17.09","17.09","-35.83",
"Brookes, Aiden","6","1","2","16.67","33.33","-0.5","383","36","85","9.4","22.19","48.71","2","1","216","14","43","6.48","19.91","0.25","26","9","18","34.62","34.62","3.46","334","35","79","10.48","10.48","91.71",
"Brotherton, Miss S","1","0","1","0","100","-1","75","6","23","8","30.67","-52.49","214","22","33","2","9","6.06","27.27","-28.37","16","4","10","25","25","-5.49","75","6","23","8","8","-52.49",
"Broughton, Mr T P","3","0","1","0","33.33","-3","62","15","28","24.19","45.16","28.29","78","7","41","12","17","29.27","41.46","39.58","14","8","10","57.14","57.14","6.79","39","12","18","30.77","30.77","9.96",
"Brown, Mr M W","0","0","0","0","0","0","14","1","3","7.14","21.43","15","503","10","6","0","0","0","0","-6","2","0","0","0","0","-2","14","1","3","7.14","7.14","15",
"Bryan, Joshua","6","0","3","0","50","-6","390","38","109","9.74","27.95","-155.82","18","7","209","19","58","9.09","27.75","-79.8","23","9","16","39.13","39.13","3.68","253","23","75","9.09","9.09","-101.17",
"Caffrey, Adam","4","1","1","25","25","0.33","515","54","142","10.49","27.57","-71.72","2","2","315","32","87","10.16","27.62","-70.55","53","15","34","28.3","28.3","-0.21","421","45","115","10.69","10.69","-30.55",
