Jockey,14Day_Runs,14Day_Wins,14Day_Places,14Day_Win_Strike,14Day_Place_Strike,14Day_SP_ProfitLoss,2YR_Runs,2YR_Wins,2YR_Places,2YR_Win_Strike,2YR_Place_Strike,2YR_SP_ProfitLoss,DaysSinceWin,RunsSinceWin,1YR_Runs,1YR_Wins,1YR_Places,1YR_Win_Strike,1YR_Place_Strike,1YR_SP_ProfitLoss,2yr_fav_Runs,2yr_fav_Wins,2yr_fav_Places,2yr_fav_Win_Strike,2yr_fav_Place_Strike,2yr_fav_SP_ProfitLoss,2yr_hcap_Runs,2yr_hcap_Wins,2yr_hcap_Places,2yr_hcap_Win_Strike,2yr_hcap_Place_Strike,2yr_hcap_SP_ProfitLoss,
"Allan, David","20","3","7","15","35","47","1292","128","385","9.91","29.8","-348.07","7","5","666","63","193","9.46","28.98","-211.44","167","51","98","30.54","30.54","0.98","1005","107","320","10.65","10.65","-242.63",
"Allen, Mr D","0","0","0","0","0","0","54","4","15","7.41","27.78","-8.87","559","35","26","0","6","0","23.08","-26","2","1","2","50","50","0.38","10","0","2","0","0","-10",
"Armson, Philip","1","0","0","0","0","-1","486","40","121","8.23","24.9","-135.84","48","11","184","10","28","5.43","15.22","12.91","48","7","26","14.58","14.58","-25.21","413","38","113","9.2","9.2","-193.17",
"Balfe, A","0","0","0","0","0","0","1","0","0","0","0","-1","9999","9999","1","0","0","0","0","-1","0","0","0","0","0","0","0","0","0","0","0","0",
"Bass, David","7","1","3","14.29","42.86","-3.75","470","71","167","15.11","35.53","-38.92","6","5","232","38","80","16.38","34.48","6.64","77","21","44","27.27","27.27","-24.9","254","35","85","13.78","13.78","-11.36",
"Bass, George","4","2","3","50","75","5","386","37","106","9.59","27.46","-62.07","7","1","149","12","49","8.05","32.89","-82.21","22","9","12","40.91","40.91","5.27","291","33","89","11.34","11.34","-33.57",
"Bellamy, Tom","16","4","6","25","37.5","1.46","872","100","274","11.47","31.42","-275.88","4","5","456","48","131","10.53","28.73","-117.34","89","33","50","37.08","37.08","-10.04","535","60","168","11.21","11.21","-199.56",
"Bewley, Callum","0","0","0","0","0","0","350","20","61","5.71","17.43","-194.99","300","4","52","3","9","5.77","17.31","-38.79","14","5","7","35.71","35.71","1","206","15","44","7.28","7.28","-105.87",
"Blackmore, Rachael","11","2","4","18.18","36.36","-7.43","893","131","330","14.67","36.95","-272.78","6","4","437","65","169","14.87","38.67","-113.8","206","69","128","33.5","33.5","-44.57","359","27","101","7.52","7.52","-136.59",
"Boinville, Nico","7","1","2","14.29","28.57","-2.67","581","129","223","22.2","38.38","-19.34","6","4","281","68","116","24.2","41.28","-11.9","196","84","115","42.86","42.86","-1.12","289","56","97","19.38","19.38","66.35",
"Bond, Alice","0","0","0","0","0","0","57","1","13","1.75","22.81","-54.5","602","51","33","0","6","0","18.18","-33","1","1","1","100","100","1.5","43","1","12","2.33","2.33","-40.5",
"Bowen, James C","10","1","6","10","60","3","542","75","187","13.84","34.5","-78.22","4","2","205","17","63","8.29","30.73","-64.21","90","30","59","33.33","33.33","-4.64","336","52","116","15.48","15.48","45.74",
"Bowen, Sean P","20","1","4","5","20","-14.5","1312","268","509","20.43","38.8","115.14","11","12","763","152","288","19.92","37.75","150.27","322","139","204","43.17","43.17","8.31","845","154","307","18.22","18.22","12.07",
"Brennan, P J","6","1","2","16.67","33.33","2.5","587","128","261","21.81","44.46","-87.73","2","4","216","44","92","20.37","42.59","-48.4","171","74","111","43.27","43.27","1.12","293","58","112","19.8","19.8","-60.85",
"Brouder, Gavin","7","0","1","0","14.29","-7","302","16","59","5.3","19.54","-41.42","36","21","183","9","39","4.92","21.31","-81.12","12","3","7","25","25","0.2","192","12","39","6.25","6.25","-22.8",
"Buick, William","25","7","11","28","44","-0.71","1486","367","695","24.7","46.77","-96.23","3","4","775","173","340","22.32","43.87","-55.16","548","229","358","41.79","41.79","15.98","778","178","339","22.88","22.88","-11.51",
"Burke, Jonathan","19","3","9","15.79","47.37","-8.95","749","104","251","13.89","33.51","-172.47","4","5","309","40","108","12.94","34.95","-118.92","101","43","69","42.57","42.57","14.02","442","57","132","12.9","12.9","-124.67",
"Byrnes, Mr P","9","0","1","0","11.11","-9","229","26","62","11.35","27.07","-108.42","22","15","181","18","42","9.94","23.2","-93.52","30","13","19","43.33","43.33","4.83","124","13","29","10.48","10.48","-59",
"Carberry, Peter","4","0","0","0","0","-4","305","10","45","3.28","14.75","-230.5","78","23","152","6","26","3.95","17.11","-104","14","2","6","14.29","14.29","-5","144","8","35","5.56","5.56","-86",
"Carson, William","18","2","5","11.11","27.78","3.88","828","47","154","5.68","18.6","-357.09","1","1","483","26","84","5.38","17.39","-232.09","44","17","26","38.64","38.64","7.66","628","43","132","6.85","6.85","-184.94",
"Cawley, Paul J","0","0","0","0","0","0","42","1","3","2.38","7.14","-36.5","666","32","12","0","0","0","0","-12","1","0","0","0","0","-1","24","1","3","4.17","4.17","-18.5",
"Chapman, Ross","15","2","2","13.33","13.33","16.5","247","19","45","7.69","18.22","-76.29","2","3","224","19","45","8.48","20.09","-53.29","16","5","10","31.25","31.25","0.63","170","17","34","10","10","-21.29",
"Cherchi, Stefano","10","0","2","0","20","-10","541","39","140","7.21","25.88","-183.76","43","34","261","12","56","4.6","21.46","-130.29","31","10","18","32.26","32.26","-4.67","358","28","92","7.82","7.82","-127.51",
"Coakley, Ross","16","0","2","0","12.5","-16","756","99","257","13.1","33.99","-150.7","23","29","376","44","122","11.7","32.45","-113.24","102","36","61","35.29","35.29","-3.99","453","60","150","13.25","13.25","-76.05",
"Cobden, Harry","35","7","14","20","40","-17.01","1003","232","437","23.13","43.57","-135.33","6","15","600","145","278","24.17","46.33","-68.56","298","136","191","45.64","45.64","7.67","575","106","216","18.43","18.43","-85.61",
"Coen, J","1","0","0","0","0","-1","541","39","132","7.21","24.4","-237.95","45","10","165","10","41","6.06","24.85","-94.17","46","10","21","21.74","21.74","-10.78","415","26","96","6.27","6.27","-184.01",
"Cole, Morgan","9","0","1","0","11.11","-9","237","21","62","8.86","26.16","-133.49","17","10","141","15","39","10.64","27.66","-67.29","20","6","10","30","30","-2.57","200","19","54","9.5","9.5","-102.79",
"Collier, Ellis","0","0","0","0","0","0","113","6","13","5.31","11.5","-73.45","331","51","63","1","5","1.59","7.94","-50","5","2","2","40","40","0.05","94","5","11","5.32","5.32","-67.45",
"Coltherd, Sam W","12","2","6","16.67","50","-1.87","303","27","70","8.91","23.1","-147.08","14","9","168","12","35","7.14","20.83","-81.87","29","9","14","31.03","31.03","-0.79","215","23","57","10.7","10.7","-78.46",
"Curtis, B A","38","7","16","18.42","42.11","23.5","1195","196","451","16.4","37.74","-99.52","2","4","679","100","253","14.73","37.26","-37.95","232","85","147","36.64","36.64","4.1","861","142","314","16.49","16.49","13.79",
"Davies, Harry","18","2","4","11.11","22.22","-8","812","107","262","13.18","32.27","-191.39","2","3","356","40","100","11.24","28.09","-68.23","120","37","67","30.83","30.83","-15.38","630","75","193","11.9","11.9","-161.73",
"Deegan, R","10","0","1","0","10","-10","499","25","76","5.01","15.23","-257.2","202","58","187","8","26","4.28","13.9","-133","12","4","7","33.33","33.33","1.14","230","16","53","6.96","6.96","-60",
"Dingle, Rex","9","1","2","11.11","22.22","-3.5","467","69","149","14.78","31.91","-16.54","7","6","242","36","76","14.88","31.4","-42.15","80","31","45","38.75","38.75","-3.33","248","44","84","17.74","17.74","117.21",
"Dobb, Lewis","1","0","0","0","0","-1","120","11","24","9.17","20","-66.75","225","31","77","4","15","5.19","19.48","-54.5","10","3","3","30","30","-1.25","104","10","23","9.62","9.62","-53.75",
"Donoghue, K M","13","6","7","46.15","53.85","9.15","793","106","244","13.37","30.77","-262.86","1","3","454","64","146","14.1","32.16","-170.83","118","47","77","39.83","39.83","2.42","348","42","102","12.07","12.07","-78.39",
"Doyle, Hollie","55","9","17","16.36","30.91","-7.17","1969","285","660","14.47","33.52","-409.05","1","2","798","118","242","14.79","30.33","-134.83","353","112","199","31.73","31.73","-52.17","1326","196","442","14.78","14.78","-161.57",
"Doyle, Jack","0","0","0","0","0","0","23","4","13","17.39","56.52","-12.05","502","17","15","0","7","0","46.67","-15","7","3","6","42.86","42.86","-0.55","0","0","0","0","0","0",
"Doyle, James","25","5","9","20","36","10.66","953","188","416","19.73","43.65","-167.88","3","5","494","98","207","19.84","41.9","-96.87","289","112","196","38.75","38.75","-38.09","495","80","190","16.16","16.16","-133.84",
"Doyle, Mr D","4","0","3","0","75","-4","70","3","20","4.29","28.57","-55","18","7","54","3","17","5.56","31.48","-39","3","2","3","66.67","66.67","5","17","2","8","11.76","11.76","-5.5",
"Doyle, R A","8","1","3","12.5","37.5","-1","445","26","88","5.84","19.78","-176.86","6","4","223","15","50","6.73","22.42","-112.86","14","4","8","28.57","28.57","1.26","190","12","43","6.32","6.32","-26",
