Jockey,1Day_Runs,1Day_Wins,1Day_Places,1Day_Win_Strike,1Day_Place_Strike,1Day_SP_ProfitLoss,3Day_Runs,3Day_Wins,3Day_Places,3Day_Win_Strike,3Day_Place_Strike,3Day_SP_ProfitLoss,7Day_Runs,7Day_Wins,7Day_Places,7Day_Win_Strike,7Day_Place_Strike,7Day_SP_ProfitLoss,14Day_Runs,14Day_Wins,14Day_Places,14Day_Win_Strike,14Day_Place_Strike,14Day_SP_ProfitLoss,2YR_Runs,2YR_Wins,2YR_Places,2YR_Win_Strike,2YR_Place_Strike,2YR_SP_ProfitLoss,DaysSinceWin,RunsSinceWin,1YR_Runs,1YR_Wins,1YR_Places,1YR_Win_Strike,1YR_Place_Strike,1YR_SP_ProfitLoss,2yr_fav_Runs,2yr_fav_Wins,2yr_fav_Places,2yr_fav_Win_Strike,2yr_fav_Place_Strike,2yr_fav_SP_ProfitLoss,2yr_hcap_Runs,2yr_hcap_Wins,2yr_hcap_Places,2yr_hcap_Win_Strike,2yr_hcap_Place_Strike,2yr_hcap_SP_ProfitLoss,
"Coen, J","0","0","0","0","0","0","2","0","0","0","0","-2","2","0","0","0","0","-2","8","0","1","0","12.5","-8","353","21","73","5.95","20.68","-172.17","18","9","154","10","29","6.49","18.83","-52.5","18","4","9","22.22","22.22","-1.67","264","15","55","5.68","5.68","-134.67",
"Collier, Ellis","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1","1","100","100","7.5","124","8","17","6.45","13.71","-50.25","12","1","50","6","10","12","20","-2.25","3","0","0","0","0","-3","108","7","15","6.48","6.48","-47.25",
"Coltherd, Sam W","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","379","27","78","7.12","20.58","-184.05","86","8","206","17","45","8.25","21.84","-78.38","25","5","13","20","20","-15.09","270","20","61","7.41","7.41","-106.13",
"Connor, Mr S","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","49","4","14","8.16","28.57","54.33","419","19","17","0","4","0","23.53","-17","4","1","2","25","25","-2.17","24","2","5","8.33","8.33","-7.17",
"Cosgrave, Pat","0","0","0","0","0","0","4","0","1","0","25","-4","12","0","2","0","16.67","-12","23","0","3","0","13.04","-23","438","52","131","11.87","29.91","-130.19","23","32","209","24","55","11.48","26.32","-42.97","53","26","37","49.06","49.06","19.9","320","38","101","11.88","11.88","-100.93",
"Cotter, Mr S","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","10","0","1","0","10","-10","9999","9999","7","0","0","0","0","-7","0","0","0","0","0","0","1","0","0","0","0","-1",
"Coughlan, Laura","0","0","0","0","0","0","2","0","0","0","0","-2","7","0","1","0","14.29","-7","9","0","1","0","11.11","-9","217","17","46","7.83","21.2","-25.17","44","20","103","6","17","5.83","16.5","-28.5","15","4","8","26.67","26.67","-3.67","177","14","37","7.91","7.91","-16.17",
"Cox, William","0","0","0","0","0","0","0","0","0","0","0","0","6","1","1","16.67","16.67","35","11","1","1","9.09","9.09","30","423","14","53","3.31","12.53","-161.5","5","4","247","9","32","3.64","12.96","-18.5","7","0","2","0","0","-7","285","10","41","3.51","3.51","-61.5",
"Da Silva, Raul","0","0","0","0","0","0","1","0","0","0","0","-1","4","0","0","0","0","-4","6","0","0","0","0","-6","113","7","25","6.19","22.12","-39.22","174","41","70","5","14","7.14","20","-41.55","7","1","4","14.29","14.29","-5.38","65","2","10","3.08","3.08","-19.67",
"Davies, Harry","0","0","0","0","0","0","10","0","0","0","0","-10","16","3","3","18.75","18.75","14","17","4","4","23.53","23.53","15.88","916","103","288","11.24","31.44","-173.04","4","11","551","60","176","10.89","31.94","-83.36","109","34","65","31.19","31.19","-8.5","606","58","175","9.57","9.57","-195.66",
"Dawson, R","0","0","0","0","0","0","3","1","2","33.33","66.67","-0.12","19","3","6","15.79","31.58","53.63","29","5","9","17.24","31.03","54.13","564","60","168","10.64","29.79","-42.43","3","3","201","17","54","8.46","26.87","-40.81","81","19","45","23.46","23.46","-25.93","373","40","112","10.72","10.72","-45.97",
"Deegan, R","0","0","0","0","0","0","1","0","1","0","100","-1","1","0","1","0","100","-1","6","0","1","0","16.67","-6","403","16","57","3.97","14.14","-282","47","23","206","6","28","2.91","13.59","-155","12","3","8","25","25","-1.5","189","10","41","5.29","5.29","-103",
"Dingle, Rex","2","0","0","0","0","-2","2","0","0","0","0","-2","2","0","0","0","0","-2","4","0","1","0","25","-4","534","71","164","13.3","30.71","-104.49","100","24","298","34","89","11.41","29.87","-89.47","72","23","39","31.94","31.94","-11.66","329","51","105","15.5","15.5","17.56",
"Dixon, John","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","37","2","5","5.41","13.51","-16.5","121","5","14","1","3","7.14","21.43","1","0","0","0","0","0","0","31","2","5","6.45","6.45","-10.5",
"Dobie, Georgia","0","0","0","0","0","0","2","0","1","0","50","-2","7","0","1","0","14.29","-7","13","1","4","7.69","30.77","-8","445","23","82","5.17","18.43","-231.75","12","11","241","15","43","6.22","17.84","-103.5","18","3","8","16.67","16.67","-8.75","342","18","69","5.26","5.26","-172.25",
"Donovan, Philip","0","0","0","0","0","0","1","0","1","0","100","-1","2","0","1","0","50","-2","4","0","1","0","25","-4","278","15","46","5.4","16.55","-31.54","19","8","150","10","29","6.67","19.33","-36.04","7","3","5","42.86","42.86","3.63","136","8","24","5.88","5.88","-17",
"Doughty, Jack","0","0","0","0","0","0","5","0","0","0","0","-5","15","3","4","20","26.67","7.83","15","3","4","20","26.67","7.83","269","37","84","13.75","31.23","-32.31","4","7","269","37","84","13.75","31.23","-32.31","43","15","31","34.88","34.88","0.94","231","33","70","14.29","14.29","-15.81",
"Doyle, Hollie","0","0","0","0","0","0","11","1","3","9.09","27.27","-8.37","30","4","9","13.33","30","-3.37","46","6","15","13.04","32.61","-14.94","1762","237","563","13.45","31.95","-449.04","3","9","1001","127","334","12.69","33.37","-329.56","283","92","162","32.51","32.51","-33.27","1213","159","369","13.11","13.11","-293.09",
"Doyle, Mr D","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","-1","3","0","0","0","0","-3","168","6","44","3.57","26.19","-121.25","66","26","128","5","34","3.91","26.56","-84.75","7","3","5","42.86","42.86","4.25","57","4","20","7.02","7.02","-36.75",
"Doyle, R A","0","0","0","0","0","0","2","0","0","0","0","-2","3","0","0","0","0","-3","10","1","3","10","30","11","440","22","77","5","17.5","-248.98","10","5","225","10","34","4.44","15.11","-115.62","21","5","13","23.81","23.81","-2.86","188","11","39","5.85","5.85","-71.12",
"Dunne, R T","0","0","0","0","0","0","4","0","2","0","50","-4","4","0","2","0","50","-4","7","1","4","14.29","57.14","-4.12","515","35","122","6.8","23.69","-234.42","13","5","265","17","65","6.42","24.53","-148.05","37","8","19","21.62","21.62","-9.33","338","26","87","7.69","7.69","-165.08",
"Edmunds, Lewis","0","0","0","0","0","0","7","1","1","14.29","14.29","-3.75","18","2","3","11.11","16.67","-1.75","28","3","8","10.71","28.57","-6.25","941","106","280","11.26","29.76","-159.43","2","2","523","63","174","12.05","33.27","-138.58","105","35","64","33.33","33.33","8.99","726","96","240","13.22","13.22","-8.67",
"Egan, David","3","1","1","33.33","33.33","2","12","1","3","8.33","25","-7","25","4","12","16","48","-10","47","8","22","17.02","46.81","-10","1577","188","507","11.92","32.15","-354.98","1","3","758","97","244","12.8","32.19","-68.13","168","56","107","33.33","33.33","-7.22","946","108","284","11.42","11.42","-130.47",
"Egan, John","0","0","0","0","0","0","3","0","0","0","0","-3","5","0","1","0","20","-5","9","0","1","0","11.11","-9","407","29","91","7.13","22.36","-222.65","33","24","180","9","38","5","21.11","-103.67","28","9","19","32.14","32.14","-0.65","298","25","78","8.39","8.39","-128.98",
"Enright, P T","0","0","0","0","0","0","0","0","0","0","0","0","2","0","0","0","0","-2","15","0","3","0","20","-15","1010","62","204","6.14","20.2","-363.61","17","17","510","31","108","6.08","21.18","-203.5","61","14","39","22.95","22.95","-11.45","524","44","141","8.4","8.4","-75.38",
"Ewing, Sam","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","-1","11","0","3","0","27.27","-11","667","51","165","7.65","24.74","-225.97","29","29","373","36","93","9.65","24.93","-43.75","46","11","25","23.91","23.91","-20.88","316","23","66","7.28","7.28","-46.71",
"Farragher, Adam J","1","0","0","0","0","-1","2","0","0","0","0","-2","7","0","0","0","0","-7","16","1","2","6.25","12.5","-10","842","88","208","10.45","24.7","-229.55","13","15","482","45","110","9.34","22.82","-121.4","84","32","56","38.1","38.1","7.87","585","67","155","11.45","11.45","-133",
"Fenelon, S","0","0","0","0","0","0","2","0","1","0","50","-2","2","0","1","0","50","-2","7","0","2","0","28.57","-7","267","7","32","2.62","11.99","-148","119","47","142","5","19","3.52","13.38","-48","7","1","3","14.29","14.29","-3","138","4","20","2.9","2.9","-66",
"Fisher, Taylor","0","0","0","0","0","0","1","0","0","0","0","-1","8","0","2","0","25","-8","15","1","6","6.67","40","-7","508","61","165","12.01","32.48","-161.9","9","9","169","17","50","10.06","29.59","-70.88","58","22","36","37.93","37.93","11.86","428","48","139","11.21","11.21","-170.62",
"Fitzgerald, S","0","0","0","0","0","0","0","0","0","0","0","0","2","0","0","0","0","-2","7","0","3","0","42.86","-7","390","24","86","6.15","22.05","-171.54","48","26","178","16","53","8.99","29.78","-5.12","19","7","10","36.84","36.84","2.46","190","16","51","8.42","8.42","-36.54",
"Flanagan, S W","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","9","0","1","0","11.11","-9","711","63","193","8.86","27.14","-283.63","66","24","355","38","108","10.7","30.42","-88.47","52","20","35","38.46","38.46","1.51","332","22","85","6.63","6.63","-157.86",
"Fox, Derek R","0","0","0","0","0","0","1","0","0","0","0","-1","1","0","0","0","0","-1","3","0","0","0","0","-3","499","68","173","13.63","34.67","-37.16","51","14","293","35","100","11.95","34.13","-125.02","79","26","44","32.91","32.91","-1.49","321","38","101","11.84","11.84","-53.95",
"Fraser, Kaiya","0","0","0","0","0","0","2","0","0","0","0","-2","9","2","3","22.22","33.33","10","18","2","3","11.11","16.67","1","269","34","93","12.64","34.57","-60.53","4","4","140","14","45","10","32.14","-50.92","48","13","26","27.08","27.08","-9.61","236","32","85","13.56","13.56","-50.53",
"Gainford, Mr J C","0","0","0","0","0","0","0","0","0","0","0","0","4","1","2","25","50","11","11","2","4","18.18","36.36","7.25","518","46","126","8.88","24.32","-135.55","5","4","272","20","63","7.35","23.16","-98.55","34","12","20","35.29","35.29","0.74","228","16","48","7.02","7.02","-22.75",
"Garritty, Jack","1","0","1","0","100","-1","3","0","2","0","66.67","-3","8","0","2","0","25","-8","12","1","4","8.33","33.33","11","439","40","136","9.11","30.98","-151.74","11","11","211","16","64","7.58","30.33","-82.62","49","12","30","24.49","24.49","-8.24","312","33","103","10.58","10.58","-60.12",
"Geoghegan, Mr R P","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","-1","116","7","24","6.03","20.69","1","104","23","62","4","11","6.45","17.74","24","3","0","2","0","0","-3","62","4","17","6.45","6.45","-20.5",
"Ghiani, Marco","2","1","2","50","100","0.5","3","1","2","33.33","66.67","-0.5","17","2","6","11.76","35.29","-9.5","26","3","8","11.54","30.77","-12.5","781","98","254","12.55","32.52","-91.15","1","1","540","67","170","12.41","31.48","-201.7","120","42","72","35","35","3.12","540","75","187","13.89","13.89","-108.28",
"Gilligan, Jack G","0","0","0","0","0","0","3","0","0","0","0","-3","5","0","1","0","20","-5","5","0","1","0","20","-5","249","11","46","4.42","18.47","-164.35","16","7","162","8","34","4.94","20.99","-125.35","12","5","8","41.67","41.67","6.65","119","7","30","5.88","5.88","-54.92",
"Gilligan, Mr O T","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","3","0","0","0","0","-3","9999","9999","3","0","0","0","0","-3","0","0","0","0","0","0","0","0","0","0","0","0",
"Gingell, Mr Frederick","1","1","1","100","100","7","1","1","1","100","100","7","1","1","1","100","100","7","5","5","5","100","100","11.61","271","47","109","17.34","40.22","-29.56","1","1","190","35","69","18.42","36.32","-3.79","61","20","34","32.79","32.79","-12.81","232","36","90","15.52","15.52","-36.17",
"Gleeson, Mr J L","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","4","0","3","0","75","-4","228","33","94","14.47","41.23","-30.27","18","7","134","14","52","10.45","38.81","-86.86","39","15","25","38.46","38.46","-8.35","31","0","4","0","0","-31",
"Godfrey, Ben","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","279","34","91","12.19","32.62","-86.55","102","20","156","20","55","12.82","35.26","-33.42","36","10","23","27.78","27.78","-9.84","201","29","76","14.43","14.43","-32.93",
"Gordon, Josephine","0","0","0","0","0","0","2","1","2","50","100","10","6","1","2","16.67","33.33","6","13","1","2","7.69","15.38","-1","526","40","119","7.6","22.62","-156.63","2","2","274","22","62","8.03","22.63","-51.26","30","8","16","26.67","26.67","4.29","436","36","105","8.26","8.26","-89.88",
"Hamilton, Jamie","0","0","0","0","0","0","2","0","0","0","0","-2","2","0","0","0","0","-2","2","0","0","0","0","-2","594","56","163","9.43","27.44","-168.23","54","11","306","25","76","8.17","24.84","-61.55","63","18","37","28.57","28.57","-18.47","382","35","107","9.16","9.16","-145.01",
"Hanlon, Mr P","0","0","0","0","0","0","7","0","0","0","0","-7","10","0","0","0","0","-10","25","3","6","12","24","-6.62","180","11","43","6.11","23.89","-74.95","8","12","158","10","40","6.33","25.32","-54.62","11","2","5","18.18","18.18","-6.95","88","6","20","6.82","6.82","-22.5",
"Hardie, Cameron","2","0","0","0","0","-2","6","0","0","0","0","-6","14","0","1","0","7.14","-14","32","0","2","0","6.25","-32","1601","58","264","3.62","16.49","-918.88","25","60","786","25","114","3.18","14.5","-404.67","46","6","22","13.04","13.04","-30.71","1275","46","219","3.61","3.61","-810.87",
"Harney, Gearoid","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","-1","117","11","40","9.4","34.19","-31.79","275","36","78","6","27","7.69","34.62","-49.12","13","3","8","23.08","23.08","-1.87","90","9","33","10","10","-12.37",
"Harney, T P","0","0","0","0","0","0","1","0","1","0","100","-1","1","0","1","0","100","-1","6","1","2","16.67","33.33","-0.5","194","10","37","5.15","19.07","-111.79","14","6","131","8","22","6.11","16.79","-61.29","10","2","5","20","20","-2.12","93","4","20","4.3","4.3","-59.17",
"Harris, Bradley","0","0","0","0","0","0","1","0","0","0","0","-1","1","0","0","0","0","-1","4","0","2","0","50","-4","258","40","96","15.5","37.21","14.66","115","33","145","17","54","11.72","37.24","23.39","47","17","28","36.17","36.17","-3.84","188","27","65","14.36","14.36","19.5",
"Harvey, A","0","0","0","0","0","0","3","0","2","0","66.67","-3","4","1","3","25","75","-1.12","16","4","8","25","50","2.05","248","29","84","11.69","33.87","-62.76","5","4","174","20","57","11.49","32.76","-40.21","26","11","17","42.31","42.31","5.03","109","11","34","10.09","10.09","-26.52",
"Harvey, Mr B W","0","0","0","0","0","0","0","0","0","0","0","0","3","1","3","33.33","100","-0.12","10","1","4","10","40","-7.12","528","52","150","9.85","28.41","-131.35","5","3","236","17","41","7.2","17.37","-150.82","63","15","34","23.81","23.81","-25.31","285","25","75","8.77","8.77","-75.54",
"Hayes, Brian","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","6","1","3","16.67","50","6","545","42","133","7.71","24.4","-150.27","14","5","255","22","63","8.63","24.71","17.39","44","14","24","31.82","31.82","-8.16","248","15","63","6.05","6.05","-86.59",
"Hendrick, Mr J W","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","59","3","16","5.08","27.12","-39.43","137","9","25","2","6","8","24","-7","7","1","2","14.29","14.29","-5.43","17","1","5","5.88","5.88","-9",
"Hogan, D E","0","0","0","0","0","0","5","1","1","20","20","4","9","2","2","22.22","22.22","8","20","2","3","10","15","-3","818","82","241","10.02","29.46","0.24","2","2","457","49","134","10.72","29.32","-18.06","64","19","38","29.69","29.69","-3.83","576","65","182","11.28","11.28","8.3",
"Hornby, Rob","0","0","0","0","0","0","6","1","3","16.67","50","-3.25","15","2","5","13.33","33.33","-6.75","29","4","9","13.79","31.03","-3.25","1303","125","346","9.59","26.55","-319.34","2","1","634","57","157","8.99","24.76","-211.54","135","31","77","22.96","22.96","-51.71","792","78","212","9.85","9.85","-138.06",
"Houlihan, Sean M","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","4","0","0","0","0","-4","489","23","90","4.7","18.4","-274.3","89","23","238","7","41","2.94","17.23","-146.93","16","4","8","25","25","-7.3","294","19","66","6.46","6.46","-92.62",
"Howarth, Christian","0","0","0","0","0","0","2","0","0","0","0","-2","7","0","1","0","14.29","-7","11","0","2","0","18.18","-11","487","31","103","6.37","21.15","-105.34","16","13","271","12","47","4.43","17.34","-193.92","25","5","10","20","20","-11.67","399","25","89","6.27","6.27","-98.17",
"Hughes, Brian","0","0","0","0","0","0","8","2","4","25","50","-2.63","8","2","4","25","50","-2.63","17","4","7","23.53","41.18","-0.13","1538","238","559","15.47","36.35","-342.84","2","1","684","94","230","13.74","33.63","-147.4","302","97","169","32.12","32.12","-71.88","1041","147","347","14.12","14.12","-272.05",
"Hutchinson, Callum","0","0","0","0","0","0","2","0","0","0","0","-2","10","3","3","30","30","9","17","3","4","17.65","23.53","2","537","52","130","9.68","24.21","-131.35","4","3","321","29","79","9.03","24.61","-82.97","33","9","17","27.27","27.27","-0.19","431","46","110","10.67","10.67","-95.18",
"Jamin, Pierre-Louis","0","0","0","0","0","0","4","0","1","0","25","-4","5","0","1","0","20","-5","10","1","2","10","20","-8.96","405","49","123","12.1","30.37","-92.15","12","8","208","25","60","12.02","28.85","-29.04","41","15","30","36.59","36.59","-0.48","249","25","78","10.04","10.04","-64.46",
"Jones, Ben R","0","0","0","0","0","0","1","0","0","0","0","-1","1","0","0","0","0","-1","6","1","1","16.67","16.67","1","610","90","219","14.75","35.9","-27.4","10","3","387","58","147","14.99","37.98","3.85","94","31","59","32.98","32.98","-17.23","385","61","146","15.84","15.84","-12.64",
"Kavanagh, Peter J","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","4","0","1","0","25","-4","304","23","69","7.57","22.7","-153.47","16","5","151","12","38","7.95","25.17","-80.35","21","5","12","23.81","23.81","-6.05","234","18","55","7.69","7.69","-102.1",
