Jockey,14Day_Runs,14Day_Wins,14Day_Places,14Day_Win_Strike,14Day_Place_Strike,14Day_SP_ProfitLoss,2YR_Runs,2YR_Wins,2YR_Places,2YR_Win_Strike,2YR_Place_Strike,2YR_SP_ProfitLoss,DaysSinceWin,RunsSinceWin,1YR_Runs,1YR_Wins,1YR_Places,1YR_Win_Strike,1YR_Place_Strike,1YR_SP_ProfitLoss,2yr_fav_Runs,2yr_fav_Wins,2yr_fav_Places,2yr_fav_Win_Strike,2yr_fav_Place_Strike,2yr_fav_SP_ProfitLoss,2yr_hcap_Runs,2yr_hcap_Wins,2yr_hcap_Places,2yr_hcap_Win_Strike,2yr_hcap_Place_Strike,2yr_hcap_SP_ProfitLoss,
"Allan, David","43","5","14","11.63","32.56","12.08","1296","147","415","11.34","32.02","-115.39","1","3","691","75","216","10.85","31.26","-93.59","187","62","114","33.16","33.16","8.57","982","129","335","13.14","13.14","-108.82",
"Anderson, Joe","8","1","4","12.5","50","-1.5","148","20","49","13.51","33.11","-31.17","13","8","60","10","23","16.67","38.33","1.83","12","4","9","33.33","33.33","-0.75","121","16","42","13.22","13.22","-30.92",
"Andrews, Bridget","12","3","4","25","33.33","12","258","31","64","12.02","24.81","-58.48","1","3","139","14","34","10.07","24.46","-34.41","27","12","17","44.44","44.44","3.27","145","12","28","8.28","8.28","-8.8",
"Bannister, Harry A A","16","2","7","12.5","43.75","16","510","67","176","13.14","34.51","-77.25","3","7","167","19","57","11.38","34.13","-28.16","91","26","52","28.57","28.57","-22.17","320","47","117","14.69","14.69","5.55",
"Barron, Mr R W","5","0","0","0","0","-5","95","4","25","4.21","26.32","-43","16","7","61","3","19","4.92","31.15","-35","5","0","3","0","0","-5","14","1","5","7.14","7.14","-6",
"Bass, David","7","2","5","28.57","71.43","10","490","65","164","13.27","33.47","-106.75","1","1","231","33","74","14.29","32.03","-37.81","75","19","43","25.33","25.33","-30.1","274","32","87","11.68","11.68","-52.36",
"Beasley, Connor","46","11","16","23.91","34.78","32.79","1416","174","479","12.29","33.83","-137.48","2","6","752","81","247","10.77","32.85","-157.35","209","59","120","28.23","28.23","-11.79","1008","129","351","12.8","12.8","-37.87",
"Bellamy, Tom","17","2","4","11.76","23.53","-9.17","844","95","266","11.26","31.52","-269.38","5","7","444","46","135","10.36","30.41","-144.53","82","33","49","40.24","40.24","3.58","509","57","160","11.2","11.2","-177.69",
"Blackmore, Rachael","14","4","11","28.57","78.57","2.32","822","129","321","15.69","39.05","-216.53","3","4","484","70","181","14.46","37.4","-120.59","190","64","121","33.68","33.68","-40.9","320","26","97","8.13","8.13","-101.96",
"Boinville, Nico","17","3","4","17.65","23.53","-11.01","611","137","234","22.42","38.3","-12.23","2","5","270","64","106","23.7","39.26","9.67","203","85","119","41.87","41.87","-8.39","299","55","98","18.39","18.39","75.17",
"Bowen, Sean P","28","5","11","17.86","39.29","11.5","1160","221","434","19.05","37.41","56.53","1","1","651","124","246","19.05","37.79","146.65","277","111","173","40.07","40.07","-13.09","749","127","261","16.96","16.96","-49.77",
"Brace, Connor","8","3","3","37.5","37.5","10","358","52","101","14.53","28.21","50.74","4","2","177","28","50","15.82","28.25","-16.59","35","16","22","45.71","45.71","12.61","201","33","60","16.42","16.42","58.27",
"Brassil, C","0","0","0","0","0","0","137","9","38","6.57","27.74","-71.2","103","24","123","8","33","6.5","26.83","-67.2","9","3","5","33.33","33.33","-1.7","80","4","20","5","5","-50.5",
"Brennan, P J","7","2","2","28.57","28.57","10.38","683","158","311","23.13","45.53","-100.39","1","2","282","73","126","25.89","44.68","-1.54","209","94","139","44.98","44.98","13.19","337","72","132","21.36","21.36","-60.21",
"Brooke, Henry","10","0","2","0","20","-10","670","83","208","12.39","31.04","-222.01","16","11","363","58","126","15.98","34.71","-70.79","85","29","52","34.12","34.12","0.3","440","65","151","14.77","14.77","-126.21",
"Buckley, Kieran","8","0","0","0","0","-8","370","34","107","9.19","28.92","-139.93","57","48","274","21","77","7.66","28.1","-125.75","42","14","29","33.33","33.33","4.57","230","25","70","10.87","10.87","-36.24",
"Buckley, Tom","2","0","0","0","0","-2","311","36","102","11.58","32.8","-114.16","16","5","165","20","55","12.12","33.33","-61.04","47","18","33","38.3","38.3","5.66","231","28","84","12.12","12.12","-58.56",
