Jockey,7Day_Runs,7Day_Wins,7Day_Places,7Day_Win_Strike,7Day_Place_Strike,7Day_SP_ProfitLoss,14Day_Runs,14Day_Wins,14Day_Places,14Day_Win_Strike,14Day_Place_Strike,14Day_SP_ProfitLoss,2YR_Runs,2YR_Wins,2YR_Places,2YR_Win_Strike,2YR_Place_Strike,2YR_SP_ProfitLoss,DaysSinceWin,RunsSinceWin,1YR_Runs,1YR_Wins,1YR_Places,1YR_Win_Strike,1YR_Place_Strike,1YR_SP_ProfitLoss,2yr_fav_Runs,2yr_fav_Wins,2yr_fav_Places,2yr_fav_Win_Strike,2yr_fav_Place_Strike,2yr_fav_SP_ProfitLoss,2yr_hcap_Runs,2yr_hcap_Wins,2yr_hcap_Places,2yr_hcap_Win_Strike,2yr_hcap_Place_Strike,2yr_hcap_SP_ProfitLoss,
"Cox, William","3","0","0","0","0","-3","8","0","0","0","0","-8","421","13","54","3.09","12.83","-200.5","48","37","244","8","31","3.28","12.7","-56.5","8","0","2","0","0","-8","284","9","41","3.17","3.17","-101.5",
"Crouch, Hector","22","5","9","22.73","40.91","1.13","43","10","16","23.26","37.21","30.71","967","151","334","15.62","34.54","-101.66","1","2","505","74","180","14.65","35.64","-93.73","176","57","103","32.39","32.39","-17.07","547","87","191","15.9","15.9","-7.24",
"Crowley, Jim","16","0","3","0","18.75","-16","30","2","6","6.67","20","-25","759","130","265","17.13","34.91","-71.04","11","24","392","53","121","13.52","30.87","-105.77","159","64","102","40.25","40.25","3.14","397","52","129","13.1","13.1","-49.48",
"Da Silva, Raul","3","0","0","0","0","-3","5","0","0","0","0","-5","109","7","25","6.42","22.94","-35.22","162","35","66","5","14","7.58","21.21","-37.55","8","1","4","12.5","12.5","-6.38","63","2","10","3.17","3.17","-17.67",
"Dobie, Georgia","4","0","1","0","25","-4","14","0","2","0","14.29","-14","439","22","79","5.01","18","-230.75","26","27","250","14","42","5.6","16.8","-117.5","18","3","8","16.67","16.67","-8.75","337","17","66","5.04","5.04","-172.25",
"Dodd, Murray","1","0","0","0","0","-1","1","0","0","0","0","-1","39","6","9","15.38","23.08","72.83","89","6","24","6","8","25","33.33","87.83","2","2","2","100","100","6.83","24","4","5","16.67","16.67","62.83",
"Donoghue, K M","8","0","2","0","25","-8","12","0","4","0","33.33","-12","873","128","308","14.66","35.28","-299.79","26","24","431","66","164","15.31","38.05","-155.21","175","66","117","37.71","37.71","-2.62","424","52","137","12.26","12.26","-139.49",
"Downing, George","4","0","0","0","0","-4","8","1","2","12.5","25","-6.2","255","22","75","8.63","29.41","-94.49","14","8","123","14","42","11.38","34.15","-36.12","25","5","16","20","20","-9.62","159","16","44","10.06","10.06","-40.92",
"Doyle, Hollie","17","3","9","17.65","52.94","-8.82","48","8","19","16.67","39.58","-17.74","1763","239","566","13.56","32.1","-457.66","1","1","988","124","329","12.55","33.3","-337.69","291","96","168","32.99","32.99","-34.76","1213","158","368","13.03","13.03","-303.97",
"Doyle, James","18","2","7","11.11","38.89","-9.17","28","3","12","10.71","42.86","-18.04","856","162","359","18.93","41.94","-206.26","2","3","433","79","178","18.24","41.11","-120.65","273","102","177","37.36","37.36","-40.02","378","65","139","17.2","17.2","-63.52",
"Doyle, Miss S M","0","0","0","0","0","0","0","0","0","0","0","0","18","3","8","16.67","44.44","-3.47","41","1","14","3","7","21.43","50","0.53","2","1","2","50","50","-0.47","8","1","3","12.5","12.5","0",
"Doyle, R A","3","1","1","33.33","33.33","18","3","1","1","33.33","33.33","18","438","22","75","5.02","17.12","-258.98","5","3","226","9","33","3.98","14.6","-137.62","20","5","13","25","25","-1.86","186","10","37","5.38","5.38","-90.12",
"Eaves, Tom","14","1","3","7.14","21.43","-4.5","29","2","5","6.9","17.24","-7.5","1333","106","325","7.95","24.38","-359.86","6","11","699","57","173","8.15","24.75","-154.49","73","23","48","31.51","31.51","-9.45","956","72","241","7.53","7.53","-312.79",
"Edmunds, Lewis","8","0","2","0","25","-8","27","1","7","3.7","25.93","-22.5","929","104","278","11.19","29.92","-165.43","12","20","512","61","172","11.91","33.59","-142.33","107","36","66","33.64","33.64","10.74","718","94","239","13.09","13.09","-18.67",
"Egan, David","22","2","6","9.09","27.27","-12","47","5","11","10.64","23.4","-18.12","1549","183","491","11.81","31.7","-350.73","5","15","760","95","240","12.5","31.58","-80.46","166","56","105","33.73","33.73","-5.22","923","103","269","11.16","11.16","-131.47",
"Egan, John","5","0","0","0","0","-5","13","0","0","0","0","-13","412","30","95","7.28","23.06","-215.65","21","16","179","9","38","5.03","21.23","-102.67","28","9","19","32.14","32.14","-0.65","306","26","82","8.5","8.5","-124.98",
"Elliott, Andrew","1","0","0","0","0","-1","1","0","0","0","0","-1","69","4","16","5.8","23.19","25.88","404","37","27","0","7","0","25.93","-27","3","0","1","0","0","-3","53","1","10","1.89","1.89","-36",
"Elliott, Rhys","11","0","1","0","9.09","-11","20","1","5","5","25","-11.5","103","11","32","10.68","31.07","-15.42","11","15","101","11","32","10.89","31.68","-13.42","11","3","4","27.27","27.27","0.08","94","10","28","10.64","10.64","-11.42",
"Elvin, Miss P","1","0","0","0","0","-1","4","0","0","0","0","-4","67","6","14","8.96","20.9","-6.79","74","6","33","5","9","15.15","27.27","24.33","4","2","3","50","50","3.21","28","5","10","17.86","17.86","3.21",
"England, Jonathan","4","0","0","0","0","-4","6","0","0","0","0","-6","309","49","115","15.86","37.22","-49.84","31","7","170","23","52","13.53","30.59","-36.08","69","23","45","33.33","33.33","-2.63","241","44","105","18.26","18.26","-23.29",
"Enright, P T","14","1","5","7.14","35.71","-9.67","25","2","8","8","32","-15.17","1000","62","203","6.2","20.3","-353.61","5","7","508","32","110","6.3","21.65","-186.5","61","14","39","22.95","22.95","-11.45","517","44","141","8.51","8.51","-68.38",
"Ewing, Sam","13","0","3","0","23.08","-13","16","0","3","0","18.75","-16","673","53","169","7.88","25.11","-221.47","17","22","366","36","92","9.84","25.14","-36.75","48","11","26","22.92","22.92","-22.88","321","25","70","7.79","7.79","-41.21",
"Eyston, Miss T","0","0","0","0","0","0","0","0","0","0","0","0","71","7","19","9.86","26.76","-10.35","179","17","39","3","12","7.69","30.77","-3.5","4","1","1","25","25","-2.6","57","7","19","12.28","12.28","3.65",
"Fallon, Cieren","23","3","8","13.04","34.78","-12.25","39","4","13","10.26","33.33","-13.25","878","116","274","13.21","31.21","-212.95","4","7","378","59","118","15.61","31.22","-70.69","113","38","60","33.63","33.63","-11.48","540","68","160","12.59","12.59","-130.01",
"Fanning, Joe","27","2","6","7.41","22.22","-8.5","37","5","11","13.51","29.73","-7.67","948","144","324","15.19","34.18","-37.79","3","13","555","80","191","14.41","34.41","-44.2","141","50","88","35.46","35.46","-0.95","742","110","249","14.82","14.82","-45.95",
"Featherstone, Mr William","0","0","0","0","0","0","0","0","0","0","0","0","44","5","14","11.36","31.82","-3.15","39","2","28","2","9","7.14","32.14","-8","5","1","3","20","20","-2.9","40","5","14","12.5","12.5","0.85",
"Feilden, Sam","4","1","1","25","25","4","10","1","2","10","20","-2","153","12","41","7.84","26.8","-59.25","6","3","78","5","18","6.41","23.08","-39.75","8","2","6","25","25","-2.25","134","11","37","8.21","8.21","-53.25",
"Fentiman, Duran","14","0","2","0","14.29","-14","20","0","2","0","10","-20","621","29","110","4.67","17.71","-244.56","15","21","296","21","65","7.09","21.96","-29.09","22","3","9","13.64","13.64","-15.22","507","27","95","5.33","5.33","-138.09",
"Fisher, Taylor","2","0","0","0","0","-2","9","1","1","11.11","11.11","2","504","61","160","12.1","31.75","-155.9","8","3","170","18","51","10.59","30","-70.63","59","22","36","37.29","37.29","10.86","427","48","137","11.24","11.24","-167.62",
"Fitzgerald, S","5","0","2","0","40","-5","8","0","2","0","25","-8","384","24","83","6.25","21.61","-165.54","36","20","177","16","51","9.04","28.81","-4.12","19","7","10","36.84","36.84","2.46","185","16","48","8.65","8.65","-31.54",
"Flanagan, S W","3","0","1","0","33.33","-3","3","0","1","0","33.33","-3","719","65","199","9.04","27.68","-277.75","54","18","357","39","111","10.92","31.09","-85.97","53","20","36","37.74","37.74","0.51","338","23","89","6.8","6.8","-152.86",
"Gainford, Mr J C","0","0","0","0","0","0","8","1","1","12.5","12.5","-4","508","44","122","8.66","24.02","-143.8","10","3","271","19","62","7.01","22.88","-106.8","33","12","19","36.36","36.36","1.74","221","16","46","7.24","7.24","-15.75",
"Garritty, Billy","7","1","3","14.29","42.86","2","19","1","6","5.26","31.58","-10","883","103","265","11.66","30.01","44.78","3","4","448","52","127","11.61","28.35","50.66","87","28","51","32.18","32.18","-5.75","654","75","191","11.47","11.47","-131.97",
"Gray, S A","11","1","3","9.09","27.27","-9.67","16","1","5","6.25","31.25","-14.67","717","63","181","8.79","25.24","-109.07","4","7","337","34","92","10.09","27.3","-55.9","45","15","29","33.33","33.33","-0.85","498","39","120","7.83","7.83","-75.84",
"Greatrex, Edward","5","0","1","0","20","-5","19","4","7","21.05","36.84","2","124","23","44","18.55","35.48","173.83","8","7","124","23","44","18.55","35.48","173.83","17","6","10","35.29","35.29","0.83","75","17","32","22.67","22.67","165.33",
"Greatrex, Thomas","2","0","0","0","0","-2","5","0","0","0","0","-5","114","8","24","7.02","21.05","-13.75","67","24","50","2","7","4","14","-10","6","1","5","16.67","16.67","-3.25","72","4","16","5.56","5.56","-50.25",
"Hammond, Charlie","4","1","1","25","25","-0.25","7","1","3","14.29","42.86","-3.25","567","71","163","12.52","28.75","-136.71","6","2","283","41","91","14.49","32.16","-70.79","48","19","32","39.58","39.58","4.5","406","49","118","12.07","12.07","-83.81",
"Hanlon, Mr P","14","2","5","14.29","35.71","2","18","2","8","11.11","44.44","-2","159","10","41","6.29","25.79","-56.33","2","3","141","9","38","6.38","26.95","-40","8","1","4","12.5","12.5","-6.33","76","6","19","7.89","7.89","-10.5",
"Hardie, Cameron","24","0","2","0","8.33","-24","39","1","4","2.56","10.26","-10","1597","58","267","3.63","16.72","-914.88","13","36","799","26","117","3.25","14.64","-404.67","46","6","22","13.04","13.04","-30.71","1273","46","222","3.61","3.61","-808.87",
"Harney, T P","4","1","1","25","25","1.5","5","1","1","20","20","0.5","189","10","36","5.29","19.05","-106.79","2","1","127","9","22","7.09","17.32","-51.79","10","2","5","20","20","-2.12","91","4","20","4.4","4.4","-57.17",
"Harrison, Liam","0","0","0","0","0","0","1","0","1","0","100","-1","364","44","110","12.09","30.22","-55.33","125","45","185","23","53","12.43","28.65","-45.86","64","22","38","34.38","34.38","-4.46","255","38","80","14.9","14.9","31.84",
"Hart, Jason","28","2","8","7.14","28.57","-12","49","2","13","4.08","26.53","-33","1902","221","628","11.62","33.02","-448.95","3","12","969","103","310","10.63","31.99","-276.63","283","83","168","29.33","29.33","-33.52","1397","157","457","11.24","11.24","-310.47",
"Harvey, A","14","1","2","7.14","14.29","-12.33","21","1","4","4.76","19.05","-19.33","235","26","77","11.06","32.77","-66.14","2","3","167","17","53","10.18","31.74","-49.59","24","10","16","41.67","41.67","4.15","102","10","30","9.8","9.8","-30.52",
"Harvey, Mr B W","5","0","0","0","0","-5","9","1","1","11.11","11.11","-4.5","524","53","149","10.11","28.44","-103.73","13","9","243","18","46","7.41","18.93","-130.34","60","14","33","23.33","23.33","-25.19","282","25","74","8.87","8.87","-56.42",
"Hayes, Brian","4","1","1","25","25","8","10","1","2","10","20","2","546","43","132","7.88","24.18","-147.77","2","1","254","22","61","8.66","24.02","18.39","44","14","24","31.82","31.82","-8.16","248","15","63","6.05","6.05","-86.59",
"Hogan, D E","7","1","1","14.29","14.29","8","22","1","2","4.55","9.09","-7","810","81","241","10","29.75","4.24","3","3","461","49","137","10.63","29.72","-1.81","64","19","38","29.69","29.69","-3.83","568","64","182","11.27","11.27","12.3",
"Hornby, Rob","21","0","3","0","14.29","-21","34","1","5","2.94","14.71","-17","1305","122","344","9.35","26.36","-341.59","12","26","645","55","161","8.53","24.96","-241.41","134","31","79","23.13","23.13","-47.96","790","74","209","9.37","9.37","-161.81",
"Houlihan, Sean M","2","0","0","0","0","-2","3","0","0","0","0","-3","491","24","92","4.89","18.74","-273.05","77","20","239","8","43","3.35","17.99","-141.43","16","4","8","25","25","-7.3","292","19","66","6.51","6.51","-90.62",
"Howarth, Christian","5","1","3","20","60","3.5","10","1","4","10","40","-1.5","486","32","106","6.58","21.81","-99.84","4","3","277","13","50","4.69","18.05","-195.92","26","6","11","23.08","23.08","-8.17","396","26","91","6.57","6.57","-90.67",
"Hughes, Brian","11","1","3","9.09","27.27","-4","18","2","4","11.11","22.22","-7.75","1550","241","564","15.55","36.39","-352.19","2","5","695","95","231","13.67","33.24","-140.27","312","100","174","32.05","32.05","-77.23","1051","150","351","14.27","14.27","-279.51",
"Iles, Cameron","0","0","0","0","0","0","0","0","0","0","0","0","57","15","27","26.32","47.37","-7.01","116","7","39","11","19","28.21","48.72","-0.27","23","11","17","47.83","47.83","4.99","53","15","26","28.3","28.3","-3.01",
"James, S H","16","2","5","12.5","31.25","-6.3","31","3","9","9.68","29.03","-18.05","1184","122","323","10.3","27.28","-297.82","1","1","540","50","142","9.26","26.3","-118.68","110","32","52","29.09","29.09","-18.23","823","79","227","9.6","9.6","-186.62",
"Jamin, Pierre-Louis","6","0","1","0","16.67","-6","11","0","2","0","18.18","-11","405","49","125","12.1","30.86","-88.69","19","14","209","25","60","11.96","28.71","-21.08","43","14","31","32.56","32.56","-3.52","251","26","80","10.36","10.36","-61.96",
"Jary, Alex","5","2","2","40","40","2.7","10","3","4","30","40","8.7","354","26","79","7.34","22.32","-146.97","2","1","213","16","43","7.51","20.19","-77.55","20","4","10","20","20","-8.05","304","23","70","7.57","7.57","-112.5",
"Johnston, Dylan","2","0","1","0","50","-2","5","0","1","0","20","-5","281","31","98","11.03","34.88","-86.6","39","9","139","20","55","14.39","39.57","-29.35","29","8","18","27.59","27.59","-11.18","233","26","85","11.16","11.16","-69.43",
"Jones, Ben R","6","0","2","0","33.33","-6","8","1","4","12.5","50","-3.67","609","89","218","14.61","35.8","-33.4","11","8","391","58","148","14.83","37.85","3.85","96","31","59","32.29","32.29","-19.23","385","60","145","15.58","15.58","-19.64",
"Kavanagh, Peter J","2","1","2","50","100","5","4","1","3","25","75","3","308","24","72","7.79","23.38","-154.59","4","2","150","12","38","8","25.33","-79.35","21","5","12","23.81","23.81","-6.05","237","19","58","8.02","8.02","-102.22",
"Keenan, Darragh","8","2","2","25","25","3.5","26","3","5","11.54","19.23","-11.62","876","64","178","7.31","20.32","-235.86","2","1","408","33","94","8.09","23.04","-179.03","45","17","25","37.78","37.78","3.43","582","48","136","8.25","8.25","-94.45",
"Kennedy, B P","1","0","0","0","0","-1","1","0","0","0","0","-1","123","1","9","0.81","7.32","-108","541","96","57","0","5","0","8.77","-57","1","0","0","0","0","-1","65","1","8","1.54","1.54","-50",
"Kennedy, J W","15","2","3","13.33","20","-4.67","26","2","4","7.69","15.38","-15.67","841","180","383","21.4","45.54","-150.08","4","4","576","123","261","21.35","45.31","-103.64","209","99","151","47.37","47.37","3.29","279","34","95","12.19","12.19","-99.24",
"Kidd, D A","2","0","1","0","50","-2","2","0","1","0","50","-2","44","2","6","4.55","13.64","-34.5","39","8","36","2","6","5.56","16.67","-26.5","4","1","2","25","25","0","28","1","5","3.57","3.57","-22.5",
"King, Alan","1","0","0","0","0","-1","3","0","0","0","0","-3","55","1","2","1.82","3.64","96","129","15","24","1","1","4.17","4.17","127","1","0","0","0","0","-1","35","1","1","2.86","2.86","116",
"King, D","14","1","6","7.14","42.86","-6","17","2","8","11.76","47.06","4","638","53","174","8.31","27.27","-181.23","6","11","329","20","88","6.08","26.75","-180.85","51","16","34","31.37","31.37","3.44","416","37","118","8.89","8.89","-76.76",
"Kingscote, Richard","12","0","5","0","41.67","-12","37","0","14","0","37.84","-37","1238","140","423","11.31","34.17","-443.45","16","40","606","60","198","9.9","32.67","-253.43","204","61","123","29.9","29.9","-44.48","745","82","247","11.01","11.01","-250.36",
"Kirrane, Sean","13","1","4","7.69","30.77","-3","21","1","5","4.76","23.81","-11","588","62","165","10.54","28.06","-30.26","3","4","308","32","84","10.39","27.27","0.38","43","10","20","23.26","23.26","-7.51","490","58","152","11.84","11.84","28.54",
"Leavy, Mr Joe","18","2","7","11.11","38.89","-9.5","37","6","16","16.22","43.24","9.5","409","45","140","11","34.23","-11.21","4","7","332","40","118","12.05","35.54","-29.21","35","9","20","25.71","25.71","-5.37","354","36","123","10.17","10.17","-25.67",
"Loughnane, Mr Billy","30","4","10","13.33","33.33","17","60","12","23","20","38.33","57.83","1748","247","600","14.13","34.32","-201.4","4","16","1184","156","397","13.18","33.53","-114.03","284","94","162","33.1","33.1","-13.1","1327","186","457","14.02","14.02","-158.24",
"Mangan, Gina","12","2","2","16.67","16.67","1.5","29","4","7","13.79","24.14","-9.5","544","59","145","10.85","26.65","-81.27","2","4","323","37","93","11.46","28.79","-57.11","50","16","32","32","32","4.73","423","51","126","12.06","12.06","-21.27",
"Marquand, Tom","19","3","3","15.79","15.79","0.5","43","8","15","18.6","34.88","9.58","1597","236","555","14.78","34.75","-202.13","4","1","801","120","288","14.98","35.96","-99.71","294","101","172","34.35","34.35","-27.86","935","125","308","13.37","13.37","-128.98",
"Marshall, Tom Kiely","3","0","0","0","0","-3","8","0","0","0","0","-8","157","8","31","5.1","19.75","-3.17","18","12","91","5","19","5.49","20.88","-42.17","4","0","2","0","0","-4","147","8","29","5.44","5.44","6.83",
"Martin, James","1","0","0","0","0","-1","2","0","0","0","0","-2","72","8","18","11.11","25","-19.12","33","4","45","5","10","11.11","22.22","-8","8","2","5","25","25","-1.12","47","8","17","17.02","17.02","5.88",
"Mason, Joanna","19","1","4","5.26","21.05","-14","34","3","8","8.82","23.53","-13","971","110","305","11.33","31.41","-149.29","2","5","593","73","194","12.31","32.72","-27.36","105","23","56","21.9","21.9","-30.2","821","95","271","11.57","11.57","-126.11",
"McDonald, P J","19","1","5","5.26","26.32","-13.5","34","2","9","5.88","26.47","-21","951","112","319","11.78","33.54","-174.32","3","6","407","52","146","12.78","35.87","17.8","115","35","67","30.43","30.43","-20.48","638","74","197","11.6","11.6","-60.85",
"McElligott, Miss M M","0","0","0","0","0","0","0","0","0","0","0","0","15","0","4","0","26.67","-15","4004","52","9","0","0","0","0","-9","0","0","0","0","0","0","3","0","1","0","0","-3",
"McGuinness, Miss A","0","0","0","0","0","0","0","0","0","0","0","0","60","2","5","3.33","8.33","117","164","6","26","1","1","3.85","3.85","0","0","0","0","0","0","0","44","1","3","2.27","2.27","-18",
"McLernon, R P","9","1","2","11.11","22.22","-0.5","11","1","2","9.09","18.18","-2.5","596","65","141","10.91","23.66","-213.28","4","7","354","41","83","11.58","23.45","-139.19","61","29","44","47.54","47.54","15.46","420","51","106","12.14","12.14","-111.55",
"McManoman, Faye","5","0","0","0","0","-5","12","0","1","0","8.33","-12","468","29","92","6.2","19.66","-164.37","27","26","202","11","38","5.45","18.81","-121.87","18","3","9","16.67","16.67","-8","371","26","82","7.01","7.01","-80.17",
"McSweeney, O","7","2","2","28.57","28.57","27","13","3","5","23.08","38.46","31","345","34","89","9.86","25.8","-48.38","7","6","202","21","54","10.4","26.73","-4.37","25","7","15","28","28","4.16","245","24","70","9.8","9.8","-41.34",
"Meyler, D","10","0","3","0","30","-10","16","1","5","6.25","31.25","-8","539","42","133","7.79","24.68","-171.25","12","13","274","21","81","7.66","29.56","-75.54","53","14","33","26.42","26.42","-18.33","275","23","75","8.36","8.36","-1.42",
"Millar, Mr C P","11","2","5","18.18","45.45","8.5","15","2","5","13.33","33.33","4.5","209","21","59","10.05","28.23","28","2","2","168","20","52","11.9","30.95","57","17","3","8","17.65","17.65","-6.25","123","15","37","12.2","12.2","74",
"Morris, Luke","24","0","6","0","25","-24","46","2","13","4.35","28.26","-30.75","2121","189","565","8.91","26.64","-603.94","8","25","951","86","245","9.04","25.76","-308.88","193","58","113","30.05","30.05","-32.09","1557","144","415","9.25","9.25","-393.52",
"Muir, Paula","3","0","1","0","33.33","-3","4","0","1","0","25","-4","208","15","46","7.21","22.12","-18.75","67","28","93","9","22","9.68","23.66","30.25","8","0","2","0","0","-8","181","13","38","7.18","7.18","-18.75",
"Mullen, Andrew","21","2","6","9.52","28.57","-5.5","28","2","7","7.14","25","-12.5","1129","99","283","8.77","25.07","-337.95","5","9","575","48","135","8.35","23.48","-151.73","83","22","52","26.51","26.51","-20.07","887","82","225","9.24","9.24","-213.4",
"Mullins, D E","13","1","3","7.69","23.08","-7","24","1","6","4.17","25","-18","887","86","255","9.7","28.75","-302.46","1","1","423","46","129","10.87","30.5","-96.93","93","27","47","29.03","29.03","-17.29","402","30","108","7.46","7.46","-172.24",
"Mulrennan, Paul","24","4","9","16.67","37.5","-4","38","5","12","13.16","31.58","-16.43","1542","189","488","12.26","31.65","-296.94","1","2","730","91","231","12.47","31.64","-190.36","260","77","156","29.62","29.62","-22.5","1208","153","389","12.67","12.67","-202.44",
"Murphy, Oisin","42","10","23","23.81","54.76","7.26","68","14","35","20.59","51.47","-0.36","1787","341","805","19.08","45.05","-205.51","1","2","1101","226","538","20.53","48.86","-64.77","518","172","329","33.2","33.2","-38.39","1082","183","435","16.91","16.91","-226.66",
"Murtagh, Connor","7","1","1","14.29","14.29","3","15","1","5","6.67","33.33","-5","298","18","62","6.04","20.81","-131.54","7","7","137","13","40","9.49","29.2","-12.54","10","2","6","20","20","-1.62","198","15","52","7.58","7.58","-49.79",
"Muscutt, D","18","3","8","16.67","44.44","9.5","49","9","16","18.37","32.65","15.37","1715","212","577","12.36","33.64","-514.43","4","8","796","89","250","11.18","31.41","-262.91","291","91","179","31.27","31.27","-25.01","1152","150","416","13.02","13.02","-278.74",
"Nolan, D","21","1","9","4.76","42.86","-18.25","30","5","14","16.67","46.67","-8","788","95","254","12.06","32.23","-144.16","1","1","533","67","169","12.57","31.71","-98.92","98","23","50","23.47","23.47","-22.45","624","79","205","12.66","12.66","-70.78",
"Noonan, David G","3","0","1","0","33.33","-3","8","0","1","0","12.5","-8","764","61","156","7.98","20.42","-135.46","31","10","409","33","82","8.07","20.05","-55.03","44","15","29","34.09","34.09","-3.22","505","36","100","7.13","7.13","-123.93",
"Noonan, G B","6","2","2","33.33","33.33","14.5","8","2","2","25","25","12.5","304","23","59","7.57","19.41","-61.5","2","1","149","12","28","8.05","18.79","-12.5","11","4","7","36.36","36.36","5.5","198","20","48","10.1","10.1","9",
"OBrien, P M","7","0","3","0","42.86","-7","7","0","3","0","42.86","-7","183","8","42","4.37","22.95","18.5","110","49","99","4","29","4.04","29.29","-42.5","7","0","2","0","0","-7","113","7","35","6.19","6.19","-12.5",
"Obrien, P V","1","0","0","0","0","-1","2","0","0","0","0","-2","475","71","172","14.95","36.21","-88.5","68","12","262","41","104","15.65","39.69","-70.23","74","27","46","36.49","36.49","-1.27","275","50","111","18.18","18.18","-26.77",
"OCallaghan, Shane","1","0","1","0","100","-1","1","0","1","0","100","-1","332","20","82","6.02","24.7","-110.74","53","7","134","8","33","5.97","24.63","-60","13","3","6","23.08","23.08","-3.74","216","17","59","7.87","7.87","-38.24",
"OConnor, Miss A B","2","1","1","50","50","7","4","2","2","50","50","7.25","133","15","33","11.28","24.81","197.96","1","1","70","10","20","14.29","28.57","181.26","13","5","8","38.46","38.46","-0.87","41","4","10","9.76","9.76","-17.62",
"OHanlon, P J","5","0","2","0","40","-5","7","0","2","0","28.57","-7","479","24","85","5.01","17.75","-254.12","22","15","188","10","31","5.32","16.49","-114.12","16","4","5","25","25","-0.12","308","21","68","6.82","6.82","-108.62",
"OKeeffe, Darragh","16","0","6","0","37.5","-16","25","0","6","0","24","-25","1129","91","293","8.06","25.95","-361.44","16","26","540","48","136","8.89","25.19","-106.99","88","23","50","26.14","26.14","-20.1","616","48","156","7.79","7.79","-140.72",
"OKeeffe, Sean F","6","0","0","0","0","-6","13","1","2","7.69","15.38","-4.5","730","53","159","7.26","21.78","-210.27","10","7","322","28","81","8.7","25.16","-145.33","47","20","33","42.55","42.55","5.27","361","25","82","6.93","6.93","-49.26",
"ONeill, Jonjo (Jr)","5","1","2","20","40","-1.5","5","1","2","20","40","-1.5","821","117","274","14.25","33.37","-310.17","7","4","402","54","130","13.43","32.34","-148.15","155","58","95","37.42","37.42","-25.83","470","58","129","12.34","12.34","-163.13",
