Jockey,1Day_Runs,1Day_Wins,1Day_Places,1Day_Win_Strike,1Day_Place_Strike,1Day_SP_ProfitLoss,3Day_Runs,3Day_Wins,3Day_Places,3Day_Win_Strike,3Day_Place_Strike,3Day_SP_ProfitLoss,7Day_Runs,7Day_Wins,7Day_Places,7Day_Win_Strike,7Day_Place_Strike,7Day_SP_ProfitLoss,14Day_Runs,14Day_Wins,14Day_Places,14Day_Win_Strike,14Day_Place_Strike,14Day_SP_ProfitLoss,2YR_Runs,2YR_Wins,2YR_Places,2YR_Win_Strike,2YR_Place_Strike,2YR_SP_ProfitLoss,DaysSinceWin,RunsSinceWin,1YR_Runs,1YR_Wins,1YR_Places,1YR_Win_Strike,1YR_Place_Strike,1YR_SP_ProfitLoss,2yr_fav_Runs,2yr_fav_Wins,2yr_fav_Places,2yr_fav_Win_Strike,2yr_fav_Place_Strike,2yr_fav_SP_ProfitLoss,2yr_hcap_Runs,2yr_hcap_Wins,2yr_hcap_Places,2yr_hcap_Win_Strike,2yr_hcap_Place_Strike,2yr_hcap_SP_ProfitLoss,
"Allan, David","4","2","2","50","50","4","9","3","4","33.33","44.44","5.5","9","3","4","33.33","44.44","5.5","21","3","7","14.29","33.33","-6.5","1311","123","396","9.38","30.21","-394.94","1","2","622","62","197","9.97","31.67","-164.58","143","34","78","23.78","23.78","-26.72","1017","102","324","10.03","10.03","-292.34",
"Barron, Mr R W","0","0","0","0","0","0","0","0","0","0","0","0","2","0","0","0","0","-2","3","1","1","33.33","33.33","-0.12","131","19","51","14.5","38.93","-1.73","14","3","70","13","30","18.57","42.86","9.27","12","3","8","25","25","-2.24","19","4","9","21.05","21.05","16",
"Beasley, Connor","2","0","0","0","0","-2","12","1","1","8.33","8.33","-8","21","1","3","4.76","14.29","-17","21","1","3","4.76","14.29","-17","1272","141","431","11.08","33.88","-291.94","3","7","536","60","179","11.19","33.4","-149.32","168","43","103","25.6","25.6","-34.76","965","101","320","10.47","10.47","-277.93",
"Benson, Miss G","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","46","4","13","8.7","28.26","21","16","1","31","3","7","9.68","22.58","2","1","0","0","0","0","-1","16","2","6","12.5","12.5","24.5",
"Bishop, Charles","1","0","0","0","0","-1","6","0","1","0","16.67","-6","9","0","2","0","22.22","-9","26","1","7","3.85","26.92","-23.5","861","87","245","10.1","28.46","-231.85","8","12","452","47","127","10.4","28.1","-90.14","83","32","52","38.55","38.55","1.07","528","53","143","10.04","10.04","-77.77",
"Blackmore, Rachael","0","0","0","0","0","0","0","0","0","0","0","0","2","0","0","0","0","-2","10","1","2","10","20","-6.75","892","128","329","14.35","36.88","-289.69","14","8","446","67","162","15.02","36.32","-153.2","179","56","110","31.28","31.28","-32.24","361","29","103","8.03","8.03","-163.62",
"Bowen, S D","1","0","1","0","100","-1","5","0","3","0","60","-5","12","0","6","0","50","-12","36","2","10","5.56","27.78","-26.75","612","58","169","9.48","27.61","-122.95","9","22","365","34","105","9.32","28.77","-118.41","63","18","40","28.57","28.57","-6.28","512","46","146","8.98","8.98","-89.28",
"Bradley, Paddy","3","0","0","0","0","-3","6","1","2","16.67","33.33","6","11","1","5","9.09","45.45","1","23","4","10","17.39","43.48","-1.25","595","51","150","8.57","25.21","-158.55","3","5","346","30","89","8.67","25.72","-83.71","35","8","16","22.86","22.86","-9.54","451","46","130","10.2","10.2","-38.05",
"Breslin, Andrew","0","0","0","0","0","0","4","0","0","0","0","-4","5","0","0","0","0","-5","9","0","1","0","11.11","-9","375","17","70","4.53","18.67","-172","17","12","266","15","58","5.64","21.8","-92","11","1","4","9.09","9.09","-7.75","319","15","60","4.7","4.7","-150",
"Brouder, Gavin","0","0","0","0","0","0","0","0","0","0","0","0","3","0","0","0","0","-3","9","1","2","11.11","22.22","0","339","19","64","5.6","18.88","-163.87","9","4","162","10","27","6.17","16.67","-91.75","23","6","12","26.09","26.09","5.25","216","17","47","7.87","7.87","-48.25",
