Jockey,14Day_Runs,14Day_Wins,14Day_Places,14Day_Win_Strike,14Day_Place_Strike,14Day_SP_ProfitLoss,2YR_Runs,2YR_Wins,2YR_Places,2YR_Win_Strike,2YR_Place_Strike,2YR_SP_ProfitLoss,DaysSinceWin,RunsSinceWin,1YR_Runs,1YR_Wins,1YR_Places,1YR_Win_Strike,1YR_Place_Strike,1YR_SP_ProfitLoss,2yr_fav_Runs,2yr_fav_Wins,2yr_fav_Places,2yr_fav_Win_Strike,2yr_fav_Place_Strike,2yr_fav_SP_ProfitLoss,2yr_hcap_Runs,2yr_hcap_Wins,2yr_hcap_Places,2yr_hcap_Win_Strike,2yr_hcap_Place_Strike,2yr_hcap_SP_ProfitLoss,
"Anderson, Joe","12","1","2","8.33","16.67","5","180","26","63","14.44","35","-22.29","10","12","94","17","37","18.09","39.36","10.33","18","6","12","33.33","33.33","1.38","146","22","55","15.07","15.07","-15.04",
"Armson, Philip","5","0","1","0","20","-5","485","40","121","8.25","24.95","-134.84","65","18","174","9","28","5.17","16.09","18.58","49","7","27","14.29","14.29","-26.21","411","38","113","9.25","9.25","-191.17",
"Bannister, Harry A A","18","1","8","5.56","44.44","-13.67","489","61","166","12.47","33.95","-83.93","2","4","201","18","64","8.96","31.84","-57.97","87","23","46","26.44","26.44","-30.47","324","42","113","12.96","12.96","-36.75",
"Bass, David","21","1","5","4.76","23.81","-19","468","71","165","15.17","35.26","-43.92","9","16","242","36","82","14.88","33.88","-17.16","79","22","45","27.85","27.85","-24.9","256","34","86","13.28","13.28","-24.86",
"Bass, George","2","0","0","0","0","-2","384","37","106","9.64","27.6","-74.74","17","3","142","13","49","9.15","34.51","-70.88","22","9","12","40.91","40.91","5.27","290","33","89","11.38","11.38","-47.24",
"Bellamy, Tom","25","4","14","16","56","-6","868","102","284","11.75","32.72","-270.9","5","8","452","49","136","10.84","30.09","-131.11","94","36","54","38.3","38.3","-9.31","529","63","173","11.91","11.91","-181.95",
"Best, J A","26","1","5","3.85","19.23","-24.2","691","40","135","5.79","19.54","-289.26","12","26","343","16","67","4.66","19.53","-113.45","38","13","18","34.21","34.21","3.83","439","35","113","7.97","7.97","-69.91",
"Bishop, Charles","22","2","3","9.09","13.64","-14.25","729","71","192","9.74","26.34","-276.66","8","9","398","37","105","9.3","26.38","-158.94","73","25","43","34.25","34.25","-10.78","425","35","99","8.24","8.24","-181.85",
"Boinville, Nico","19","6","13","31.58","68.42","-6.61","577","132","227","22.88","39.34","-2.2","1","1","286","69","119","24.13","41.61","-11.25","199","88","121","44.22","44.22","5.65","286","57","99","19.93","19.93","79.35",
"Bowen, James C","30","2","12","6.67","40","-19.43","549","71","186","12.93","33.88","-118.4","5","8","221","17","70","7.69","31.67","-124.97","88","30","58","34.09","34.09","-4.32","334","49","112","14.67","14.67","21.49",
"Bowen, Sean P","29","5","10","17.24","34.48","-9.01","1317","269","510","20.43","38.72","98.88","6","10","759","153","287","20.16","37.81","165.61","322","139","204","43.17","43.17","4.92","847","152","308","17.95","17.95","-9.18",
"Brace, Connor","10","2","4","20","40","0.5","352","54","109","15.34","30.97","-36.84","3","3","166","31","58","18.67","34.94","-3.73","47","22","33","46.81","46.81","16.25","196","32","64","16.33","16.33","19.98",
"Bradnam, Joe","0","0","0","0","0","0","64","2","12","3.13","18.75","-48.25","228","20","29","1","7","3.45","24.14","-17","3","1","1","33.33","33.33","0.75","52","2","11","3.85","3.85","-36.25",
"Brennan, P J","11","2","3","18.18","27.27","-2.62","563","125","249","22.2","44.23","-77.73","8","5","208","42","84","20.19","40.38","-44.19","165","73","109","44.24","44.24","4.12","281","58","107","20.64","20.64","-47.35",
"Breslin, Andrew","6","0","2","0","33.33","-6","274","15","46","5.47","16.79","-124.12","33","17","138","5","22","3.62","15.94","-87.5","14","4","5","28.57","28.57","-2.87","246","15","43","6.1","6.1","-96.12",
"Bromley, Ben","2","0","1","0","50","-2","147","20","48","13.61","32.65","-51.28","42","10","96","14","36","14.58","37.5","-35.03","18","6","12","33.33","33.33","-4.03","109","14","35","12.84","12.84","-39.63",
"Brooke, Henry","14","4","5","28.57","35.71","21.33","606","84","192","13.86","31.68","-114.37","3","2","307","51","96","16.61","31.27","-34.91","82","26","48","31.71","31.71","-5.98","401","64","140","15.96","15.96","-75",
"Brookes, Aiden","4","0","0","0","0","-4","363","35","78","9.64","21.49","65.21","67","38","207","14","39","6.76","18.84","69.25","24","9","15","37.5","37.5","5.46","316","34","72","10.76","10.76","106.21",
"Bryan, Joshua","11","1","1","9.09","9.09","0","376","37","99","9.84","26.33","-82.77","8","5","199","20","50","10.05","25.13","-52.25","21","8","14","38.1","38.1","3.48","234","22","65","9.4","9.4","-60.87",
"Burke, Jonathan","33","4","14","12.12","42.42","-13.88","743","105","256","14.13","34.45","-161.95","1","3","314","40","112","12.74","35.67","-137.05","102","44","72","43.14","43.14","17.04","439","58","135","13.21","13.21","-116.67",
"Cannon, Tom J","37","4","14","10.81","37.84","-7.09","814","137","280","16.83","34.4","-143.58","1","4","397","51","118","12.85","29.72","-77.48","128","64","85","50","50","29.17","462","72","137","15.58","15.58","-74.05",
"Carson, William","14","0","5","0","35.71","-14","820","46","156","5.61","19.02","-352.34","18","16","478","25","86","5.23","17.99","-278.09","45","16","27","35.56","35.56","3.41","624","42","134","6.73","6.73","-184.19",
"Carver, Bryan","14","0","3","0","21.43","-14","275","37","82","13.45","29.82","-22.96","33","23","183","26","54","14.21","29.51","-19.04","33","14","23","42.42","42.42","4.58","198","29","63","14.65","14.65","24.62",
"Cherchi, Stefano","9","1","2","11.11","22.22","-5.5","534","39","135","7.3","25.28","-176.51","7","6","258","13","56","5.04","21.71","-123.79","29","9","16","31.03","31.03","-5.92","350","28","88","8","8","-119.26",
"Cheyne, Greg","0","0","0","0","0","0","49","7","13","14.29","26.53","15.13","81","16","49","7","13","14.29","26.53","15.13","4","2","3","50","50","1.63","26","6","8","23.08","23.08","35.13",
"Clutterbuck, Rhys","18","1","3","5.56","16.67","3","739","76","196","10.28","26.52","-171.17","7","7","334","27","81","8.08","24.25","-116.07","84","23","46","27.38","27.38","-16.75","523","63","160","12.05","12.05","-62.72",
"Coakley, Ross","18","4","8","22.22","44.44","1.5","767","102","264","13.3","34.42","-145.95","4","3","378","48","128","12.7","33.86","-95.74","106","36","63","33.96","33.96","-9.74","456","62","152","13.6","13.6","-68.3",
