Jockey,14Day_Runs,14Day_Wins,14Day_Places,14Day_Win_Strike,14Day_Place_Strike,14Day_SP_ProfitLoss,2YR_Runs,2YR_Wins,2YR_Places,2YR_Win_Strike,2YR_Place_Strike,2YR_SP_ProfitLoss,DaysSinceWin,RunsSinceWin,1YR_Runs,1YR_Wins,1YR_Places,1YR_Win_Strike,1YR_Place_Strike,1YR_SP_ProfitLoss,2yr_fav_Runs,2yr_fav_Wins,2yr_fav_Places,2yr_fav_Win_Strike,2yr_fav_Place_Strike,2yr_fav_SP_ProfitLoss,2yr_hcap_Runs,2yr_hcap_Wins,2yr_hcap_Places,2yr_hcap_Win_Strike,2yr_hcap_Place_Strike,2yr_hcap_SP_ProfitLoss,
"Allan, David","34","1","7","2.94","20.59","-29.67","1291","146","413","11.31","31.99","-114.89","7","18","691","74","211","10.71","30.54","-96.22","186","61","114","32.8","32.8","5.07","981","128","332","13.05","13.05","-112.32",
"Anderson, Joe","14","0","7","0","50","-14","155","20","53","12.9","34.19","-38.17","19","15","66","10","26","15.15","39.39","-4.17","16","4","11","25","25","-4.75","127","16","46","12.6","12.6","-36.92",
"Andrews, Bridget","16","5","6","31.25","37.5","55","265","34","67","12.83","25.28","-7.48","1","2","148","17","37","11.49","25","14.59","29","13","18","44.83","44.83","5.27","150","14","30","9.33","9.33","3.2",
"Atzeni, Andrea","29","1","5","3.45","17.24","-14","865","144","326","16.65","37.69","-95.22","1","2","447","86","173","19.24","38.7","32.85","173","58","103","33.53","33.53","-13.42","473","78","167","16.49","16.49","-39.34",
"Bannister, Harry A A","20","2","8","10","40","12","513","67","177","13.06","34.5","-80.25","9","12","168","19","57","11.31","33.93","-29.16","92","26","53","28.26","28.26","-23.17","323","47","118","14.55","14.55","2.55",
"Barron, Mr R W","2","0","0","0","0","-2","97","4","25","4.12","25.77","-45","22","9","60","3","18","5","30","-34","5","0","3","0","0","-5","14","1","5","7.14","7.14","-6",
"Bass, David","9","3","6","33.33","66.67","14","487","66","164","13.55","33.68","-97.75","3","1","230","34","76","14.78","33.04","-30.81","74","19","42","25.68","25.68","-29.1","271","32","86","11.81","11.81","-49.36",
"Beasley, Connor","42","8","19","19.05","45.24","3.58","1421","174","482","12.24","33.92","-134.64","1","2","754","81","250","10.74","33.16","-151.76","209","58","119","27.75","27.75","-17.95","1013","130","356","12.83","12.83","-29.03",
"Bellamy, Tom","23","4","6","17.39","26.09","-7.67","848","96","267","11.32","31.49","-275.38","3","5","449","48","136","10.69","30.29","-142.03","83","34","50","40.96","40.96","5.58","513","59","162","11.5","11.5","-174.19",
"Best, J A","7","0","1","0","14.29","-7","698","45","136","6.45","19.48","-262.28","30","16","278","11","41","3.96","14.75","-153.87","37","14","18","37.84","37.84","6.06","441","37","108","8.39","8.39","-90.18",
