Jockey,14Day_Runs,14Day_Wins,14Day_Places,14Day_Win_Strike,14Day_Place_Strike,14Day_SP_ProfitLoss,2YR_Runs,2YR_Wins,2YR_Places,2YR_Win_Strike,2YR_Place_Strike,2YR_SP_ProfitLoss,DaysSinceWin,RunsSinceWin,1YR_Runs,1YR_Wins,1YR_Places,1YR_Win_Strike,1YR_Place_Strike,1YR_SP_ProfitLoss,2yr_fav_Runs,2yr_fav_Wins,2yr_fav_Places,2yr_fav_Win_Strike,2yr_fav_Place_Strike,2yr_fav_SP_ProfitLoss,2yr_hcap_Runs,2yr_hcap_Wins,2yr_hcap_Places,2yr_hcap_Win_Strike,2yr_hcap_Place_Strike,2yr_hcap_SP_ProfitLoss,
"Anderson, Mr A","6","0","0","0","0","-6","184","8","29","4.35","15.76","-113.5","276","44","87","2","16","2.3","18.39","-62","5","0","1","0","0","-5","137","6","24","4.38","4.38","-79",
"Best, J A","17","1","3","5.88","17.65","-10","643","30","117","4.67","18.2","-311.82","4","3","376","20","78","5.32","20.74","-153.95","29","9","14","31.03","31.03","1.18","418","28","103","6.7","6.7","-108.82",
"Bewley, Callum","5","1","1","20","20","-1.25","262","15","47","5.73","17.94","-134.71","4","1","70","7","13","10","18.57","-1.42","9","3","5","33.33","33.33","1.08","143","12","36","8.39","8.39","-39.59",
"Bishop, Charles","8","1","2","12.5","25","0.5","779","80","207","10.27","26.57","-236.53","2","3","406","43","109","10.59","26.85","-82.43","78","27","46","34.62","34.62","-9.15","461","43","112","9.33","9.33","-131.72",
"Bowen, Sean P","23","2","8","8.7","34.78","-18","1285","272","519","21.17","40.39","266.5","10","14","704","145","279","20.6","39.63","34.75","326","138","201","42.33","42.33","-4.41","821","155","310","18.88","18.88","28.01",
"Bradley, Paddy","15","1","1","6.67","6.67","-11","431","37","109","8.58","25.29","-143.96","1","1","317","28","78","8.83","24.61","-99.79","27","5","13","18.52","18.52","-11.12","334","35","97","10.48","10.48","-54.46",
"Breslin, Andrew","6","0","1","0","16.67","-6","296","14","49","4.73","16.55","-142.37","46","16","175","7","30","4","17.14","-94.5","12","2","5","16.67","16.67","-6.12","261","13","43","4.98","4.98","-126.37",
"Brookes, Aiden","8","0","1","0","12.5","-8","388","35","83","9.02","21.39","34.21","23","12","215","13","42","6.05","19.53","-27.75","26","9","18","34.62","34.62","3.46","338","34","77","10.06","10.06","78.21",
"Bryan, Joshua","2","0","1","0","50","-2","387","36","108","9.3","27.91","-157.92","39","12","202","18","60","8.91","29.7","-77.8","22","8","15","36.36","36.36","3.58","254","23","77","9.06","9.06","-102.17",
"Caffrey, Adam","2","1","1","50","50","5.5","516","55","143","10.66","27.71","-65.22","14","1","317","33","87","10.41","27.44","-65.05","54","15","34","27.78","27.78","-1.21","421","46","116","10.93","10.93","-23.05",
"Carroll, G F","1","0","0","0","0","-1","1013","101","262","9.97","25.86","-264.89","91","11","537","58","138","10.8","25.7","-114.43","102","31","64","30.39","30.39","7.57","520","56","151","10.77","10.77","-99.3",
"Carson, William","13","2","4","15.38","30.77","-5","848","55","173","6.49","20.4","-318.92","11","10","471","34","101","7.22","21.44","-226.42","54","22","34","40.74","40.74","11.83","658","51","154","7.75","7.75","-156.77",
"Carver, Bryan","9","1","4","11.11","44.44","-6.62","373","43","98","11.53","26.27","-90.2","11","7","205","22","51","10.73","24.88","-71.58","40","17","27","42.5","42.5","4.84","257","33","74","12.84","12.84","-13.87",
"Carver, William","6","0","0","0","0","-6","301","26","72","8.64","23.92","-103.96","54","26","124","10","27","8.06","21.77","-47.5","27","4","13","14.81","14.81","-14.79","216","20","52","9.26","9.26","-65.46",
"Chapman, Ross","13","4","5","30.77","38.46","4.87","347","33","70","9.51","20.17","-74.47","2","1","220","25","48","11.36","21.82","-1.8","28","11","18","39.29","39.29","4.45","239","30","55","12.55","12.55","8.03",
"Cleary, Jack","8","0","3","0","37.5","-8","237","13","44","5.49","18.57","-120.42","21","9","121","5","26","4.13","21.49","-67.5","16","4","8","25","25","-0.42","164","10","29","6.1","6.1","-67.92",
"Cleary, R P","11","0","1","0","9.09","-11","764","37","134","4.84","17.54","-324.09","65","33","431","23","85","5.34","19.72","-182.59","35","9","20","25.71","25.71","-4.59","411","23","75","5.6","5.6","-87.25",
"Cobden, Harry","37","8","16","21.62","43.24","-9.4","1114","272","508","24.42","45.6","-121.91","2","3","684","155","305","22.66","44.59","-89.28","365","160","241","43.84","43.84","11.5","628","117","232","18.63","18.63","-113.42",
"Colgan, R C","6","0","0","0","0","-6","646","29","91","4.49","14.09","-304.96","63","32","320","18","51","5.63","15.94","-60.79","17","4","8","23.53","23.53","-4.79","361","14","56","3.88","3.88","-176",
"Coltherd, Sam W","11","0","0","0","0","-11","313","27","64","8.63","20.45","-144.5","17","16","181","16","38","8.84","20.99","-70.29","27","8","14","29.63","29.63","-7.71","221","20","50","9.05","9.05","-83.58",
"Costello, Dougie","8","1","3","12.5","37.5","21","736","69","173","9.38","23.51","-228.3","6","5","378","29","81","7.67","21.43","-141.62","58","14","33","24.14","24.14","-21.55","565","61","141","10.8","10.8","-104.29",
"Cox, William","6","0","2","0","33.33","-6","424","23","77","5.42","18.16","-185.29","62","28","223","8","29","3.59","13","-135","13","3","6","23.08","23.08","-4.12","320","20","64","6.25","6.25","-95.29",
"Crosse, Nathan","11","0","1","0","9.09","-11","791","44","135","5.56","17.07","-86.54","35","16","405","24","70","5.93","17.28","22.66","31","7","19","22.58","22.58","-6.87","466","28","87","6.01","6.01","-3",
"Davies, Harry","10","0","5","0","50","-10","963","120","325","12.46","33.75","-235.88","18","14","529","58","168","10.96","31.76","-112.48","135","38","78","28.15","28.15","-24.54","714","82","229","11.48","11.48","-186.56",
"Davis, D P","0","0","0","0","0","0","66","9","18","13.64","27.27","-31.34","72","10","30","5","7","16.67","23.33","-12.27","12","4","6","33.33","33.33","-3.84","49","5","13","10.2","10.2","-25.62",
"Dingle, Rex","12","4","6","33.33","50","5.55","491","73","154","14.87","31.36","-59.17","1","1","275","37","89","13.45","32.36","-41.53","71","26","38","36.62","36.62","-6.84","290","50","92","17.24","17.24","62.34",
"Doyle, Hollie","50","6","16","12","32","-25.71","1788","258","598","14.43","33.45","-394.77","6","15","906","125","285","13.8","31.46","-224.27","317","100","183","31.55","31.55","-51.47","1214","178","404","14.66","14.66","-186.09",
"Durrell, Mr T","7","0","0","0","0","-7","273","37","88","13.55","32.23","-81.41","18","8","152","19","50","12.5","32.89","-19.57","36","17","22","47.22","47.22","6.78","181","23","58","12.71","12.71","-20.34",
"Eaves, Tom","19","2","6","10.53","31.58","12.88","1246","86","293","6.9","23.52","-403.2","3","3","683","49","169","7.17","24.74","-175.59","65","18","45","27.69","27.69","-15.25","897","61","220","6.8","6.8","-282.67",
"England, Jonathan","1","0","0","0","0","-1","273","45","104","16.48","38.1","-29.72","16","3","143","19","56","13.29","39.16","-39.57","65","25","44","38.46","38.46","6.95","217","41","97","18.89","18.89","-6.75",
"Enright, Jack","4","0","1","0","25","-4","74","4","16","5.41","21.62","-56.25","17","7","44","4","11","9.09","25","-26.25","5","2","3","40","40","4.25","66","3","12","4.55","4.55","-53.25",
"Fahy, Cian","0","0","0","0","0","0","8","0","0","0","0","-8","9999","9999","8","0","0","0","0","-8","0","0","0","0","0","0","8","0","0","0","0","-8",
"Fanning, Joe","16","4","6","25","37.5","2.25","823","128","281","15.55","34.14","-65.62","12","10","593","98","207","16.53","34.91","-0.6","121","46","72","38.02","38.02","9.39","625","95","213","15.2","15.2","-65.77",
"Farragher, Adam J","11","0","3","0","27.27","-11","606","66","157","10.89","25.91","-142.8","15","13","422","42","101","9.95","23.93","-88.27","68","28","45","41.18","41.18","9.45","437","52","118","11.9","11.9","-89.37",
"Foley, Shane","5","0","1","0","20","-5","1208","117","362","9.69","29.97","-375.83","63","18","547","53","162","9.69","29.62","-121.78","125","21","65","16.8","16.8","-61.78","575","46","164","8","8","-199.75",
"Fox, Derek R","17","1","5","5.88","29.41","-7.5","486","68","166","13.99","34.16","13.12","10","15","203","28","76","13.79","37.44","-17.97","73","21","43","28.77","28.77","-6.83","318","42","101","13.21","13.21","-20.93",
"Fox, Ned","4","0","0","0","0","-4","146","27","48","18.49","32.88","55.43","46","18","94","19","31","20.21","32.98","30.18","29","8","14","27.59","27.59","-9.65","118","21","37","17.8","17.8","38.2",
"Frost, Bryony","8","1","1","12.5","12.5","-3","351","49","116","13.96","33.05","-47.56","5","1","219","32","79","14.61","36.07","1.71","43","23","32","53.49","53.49","17.94","203","29","60","14.29","14.29","6.52",
"Gardner, Lucy","3","0","1","0","33.33","-3","71","1","15","1.41","21.13","-66.67","53","8","32","1","9","3.13","28.13","-27.67","2","0","1","0","0","-2","38","0","12","0","0","-38",
"Garritty, Billy","12","1","2","8.33","16.67","0","827","95","258","11.49","31.2","-31.8","6","7","461","58","141","12.58","30.59","-39.83","79","23","50","29.11","29.11","-14.37","627","74","194","11.8","11.8","-96.67",
"Gillard, Fergus","4","0","1","0","25","-4","266","32","79","12.03","29.7","-113.2","26","10","129","14","41","10.85","31.78","-42.78","36","17","25","47.22","47.22","12.55","198","28","65","14.14","14.14","-62.52",
"Gillard, Mr T","8","1","1","12.5","12.5","-3.67","412","47","103","11.41","25","4.26","8","6","194","23","46","11.86","23.71","72.5","27","13","15","48.15","48.15","8.73","309","39","81","12.62","12.62","28.58",
"Gilligan, Jack","6","1","1","16.67","16.67","-1","48","8","15","16.67","31.25","57","1","1","48","8","15","16.67","31.25","57","5","2","4","40","40","0","31","7","9","22.58","22.58","71.25",
"Godfrey, Ben","7","0","3","0","42.86","-7","227","22","68","9.69","29.96","-111.88","27","18","126","15","45","11.9","35.71","-49.04","28","7","18","25","25","-10.67","161","18","56","11.18","11.18","-64.76",
"Gordon, Josephine","9","0","2","0","22.22","-9","487","30","101","6.16","20.74","-211.37","90","57","266","19","57","7.14","21.43","-69.62","26","8","15","30.77","30.77","5.88","378","23","84","6.08","6.08","-137.87",
"Gunn, Molly","6","0","1","0","16.67","-6","123","6","21","4.88","17.07","-4","40","15","79","4","15","5.06","18.99","15","3","0","1","0","0","-3","97","4","18","4.12","4.12","-3",
"Hamilton, Jamie","23","2","4","8.7","17.39","-12.67","545","61","161","11.19","29.54","-126.15","2","4","317","36","88","11.36","27.76","-25.01","69","22","41","31.88","31.88","-10.22","352","40","105","11.36","11.36","-93.35",
"Harnett, P A","1","0","0","0","0","-1","220","14","42","6.36","19.09","81.08","35","4","127","8","24","6.3","18.9","126.5","11","2","6","18.18","18.18","-3","149","10","32","6.71","6.71","-84.17",
"Harney, Gearoid","4","0","1","0","25","-4","111","11","40","9.91","36.04","-25.79","76","20","74","7","32","9.46","43.24","-37.12","11","3","7","27.27","27.27","0.13","82","9","32","10.98","10.98","-4.37",
"Harrison, Liam","5","1","3","20","60","-3.27","358","47","118","13.13","32.96","-5.33","8","4","193","32","70","16.58","36.27","51.12","60","21","36","35","35","-4","253","37","84","14.62","14.62","63.72",
"Hart, Jason","30","8","13","26.67","43.33","-4.23","1818","229","602","12.6","33.11","-311.11","1","2","915","115","310","12.57","33.88","-173.38","271","85","171","31.37","31.37","-15.01","1330","171","438","12.86","12.86","-196.75",
"Havlin, Robert","14","1","5","7.14","35.71","-12.17","1171","178","442","15.2","37.75","-281.34","1","1","657","108","255","16.44","38.81","-108.16","183","72","126","39.34","39.34","-9.41","679","99","242","14.58","14.58","-142.8",
"Heard, Tyler","1","0","0","0","0","-1","305","14","55","4.59","18.03","-199.54","34","12","55","4","16","7.27","29.09","-31.54","13","4","7","30.77","30.77","0.63","240","12","42","5","5","-146.17",
"Hogan, D E","13","2","3","15.38","23.08","-2.5","734","78","223","10.63","30.38","-11.3","14","11","433","46","135","10.62","31.18","-19.25","57","19","32","33.33","33.33","1.92","515","59","170","11.46","11.46","14.22",
"Hogan, Mr J","3","0","0","0","0","-3","320","41","92","12.81","28.75","-130.88","53","19","160","18","42","11.25","26.25","-55.24","56","21","32","37.5","37.5","-3.97","232","25","59","10.78","10.78","-92.31",
"Horgan, C","4","0","1","0","25","-4","296","13","40","4.39","13.51","-117.42","23","7","172","10","25","5.81","14.53","-27.92","15","3","9","20","20","-3.25","208","11","32","5.29","5.29","-99.17",
"Hornby, Rob","8","1","1","12.5","12.5","-5.75","1344","134","371","9.97","27.6","-234.9","4","3","646","70","188","10.84","29.1","-80.45","146","35","78","23.97","23.97","-48.89","793","77","210","9.71","9.71","-184.72",
"Houlihan, Sean M","14","0","3","0","21.43","-14","491","29","100","5.91","20.37","-231.62","20","20","270","12","51","4.44","18.89","-128.75","22","6","12","27.27","27.27","-4.87","291","22","73","7.56","7.56","-94.12",
"Hughes, Brian","32","7","11","21.88","34.38","10.63","1690","298","650","17.63","38.46","-326.94","2","1","776","117","280","15.08","36.08","-198.76","391","131","212","33.5","33.5","-71.16","1153","186","413","16.13","16.13","-241.23",
"Hutchinson, Callum","7","1","1","14.29","14.29","1.5","515","52","136","10.1","26.41","-132.78","12","5","296","29","72","9.8","24.32","-46.26","39","13","21","33.33","33.33","4.8","424","45","112","10.61","10.61","-111.59",
"Ingram, Rhiain B","2","0","0","0","0","-2","131","14","31","10.69","23.66","9.63","64","15","79","7","19","8.86","24.05","-4.62","6","4","5","66.67","66.67","6.13","109","10","27","9.17","9.17","-11.62",
"Jakes, Tommie","19","2","6","10.53","31.58","-3.5","131","20","41","15.27","31.3","63.31","1","1","126","20","39","15.87","30.95","68.31","15","5","9","33.33","33.33","2.68","114","20","39","17.54","17.54","80.31",
"Jamin, Pierre-Louis","2","1","1","50","50","2.5","392","47","117","11.99","29.85","-82.06","4","1","183","21","56","11.48","30.6","-49.22","48","15","34","31.25","31.25","-10.26","252","31","78","12.3","12.3","-10.25",
"Johns, Alan","9","0","3","0","33.33","-9","356","37","95","10.39","26.69","-47.3","24","13","171","13","37","7.6","21.64","-55.92","31","9","16","29.03","29.03","-2.01","250","33","80","13.2","13.2","19.7",
"Jones, Ben R","15","6","10","40","66.67","20.67","483","78","175","16.15","36.23","15.89","2","2","291","52","117","17.87","40.21","49.63","67","31","45","46.27","46.27","10.55","315","54","121","17.14","17.14","-2.91",
"Keane, C T","5","1","3","20","60","-2.37","1665","223","584","13.39","35.08","-514.59","14","4","788","111","294","14.09","37.31","-180.35","346","107","202","30.92","30.92","-42.02","839","95","262","11.32","11.32","-236.46",
"Kearney, J","7","2","2","28.57","28.57","68","512","34","107","6.64","20.9","6.73","7","1","304","18","61","5.92","20.07","-63.87","35","8","24","22.86","22.86","-11.27","372","23","81","6.18","6.18","-99.2",
"Keenan, Darragh","11","1","1","9.09","9.09","-6","895","68","187","7.6","20.89","-149.07","8","6","406","32","88","7.88","21.67","-153.28","55","19","30","34.55","34.55","-4.31","599","53","143","8.85","8.85","10.86",
"Kelly, S B","2","0","1","0","50","-2","231","8","35","3.46","15.15","-156.25","112","24","104","2","11","1.92","10.58","-92","13","2","8","15.38","15.38","-6.25","104","7","21","6.73","6.73","-34.75",
"Keniry, L P","9","0","1","0","11.11","-9","616","39","122","6.33","19.81","-219.37","65","48","339","18","60","5.31","17.7","-136.07","26","10","13","38.46","38.46","3.22","386","26","86","6.74","6.74","-140.84",
"Kennedy, K G","7","2","3","28.57","42.86","23","46","7","13","15.22","28.26","46.41","9","3","46","7","13","15.22","28.26","46.41","3","2","3","66.67","66.67","4.41","43","7","13","16.28","16.28","49.41",
