Jockey,14Day_Runs,14Day_Wins,14Day_Places,14Day_Win_Strike,14Day_Place_Strike,14Day_SP_ProfitLoss,2YR_Runs,2YR_Wins,2YR_Places,2YR_Win_Strike,2YR_Place_Strike,2YR_SP_ProfitLoss,DaysSinceWin,RunsSinceWin,1YR_Runs,1YR_Wins,1YR_Places,1YR_Win_Strike,1YR_Place_Strike,1YR_SP_ProfitLoss,2yr_fav_Runs,2yr_fav_Wins,2yr_fav_Places,2yr_fav_Win_Strike,2yr_fav_Place_Strike,2yr_fav_SP_ProfitLoss,2yr_hcap_Runs,2yr_hcap_Wins,2yr_hcap_Places,2yr_hcap_Win_Strike,2yr_hcap_Place_Strike,2yr_hcap_SP_ProfitLoss,
"Allan, David","38","2","7","5.26","18.42","-32.56","1288","145","408","11.26","31.68","-117.16","3","5","691","70","205","10.13","29.67","-125.99","187","62","114","33.16","33.16","6.01","977","126","327","12.9","12.9","-115.03",
"Armson, Philip","10","1","2","10","20","-4","477","39","118","8.18","24.74","-126.17","1","1","271","23","64","8.49","23.62","-3.8","43","7","24","16.28","16.28","-20.21","411","37","110","9","9","-190.5",
"Austin, Edward","6","0","1","0","16.67","-6","150","13","27","8.67","18","-51.87","101","36","78","6","10","7.69","12.82","-29.87","12","6","10","50","50","7.13","113","9","21","7.96","7.96","-50.37",
"Bament, Mr J J","0","0","0","0","0","0","8","1","1","12.5","12.5","-5.12","46","4","5","1","1","20","20","-2.12","2","1","1","50","50","0.88","3","1","1","33.33","33.33","-0.12",
"Barron, Mr R W","3","0","0","0","0","-3","99","4","25","4.04","25.25","-47","31","11","59","3","17","5.08","28.81","-33","5","0","3","0","0","-5","14","1","5","7.14","7.14","-6",
"Bass, David","5","2","4","40","80","18","480","66","162","13.75","33.75","-81.75","3","1","229","34","77","14.85","33.62","-15.44","72","19","40","26.39","26.39","-27.1","268","32","85","11.94","11.94","-37.36",
"Bass, George","8","1","4","12.5","50","-4","387","35","99","9.04","25.58","-56.15","12","7","228","22","65","9.65","28.51","-65.78","21","8","11","38.1","38.1","1.02","291","31","82","10.65","10.65","-26.65",
"Beasley, Connor","44","4","14","9.09","31.82","-19.59","1431","173","484","12.09","33.82","-151.23","7","17","755","80","254","10.6","33.64","-158.23","206","57","119","27.67","27.67","-21.54","1022","129","358","12.62","12.62","-44.62",
"Bellamy, Tom","21","3","5","14.29","23.81","-9.17","857","97","268","11.32","31.27","-280.05","5","8","453","47","135","10.38","29.8","-147.36","82","34","50","41.46","41.46","6.58","521","60","164","11.52","11.52","-177.86",
"Best, J A","17","0","1","0","5.88","-17","698","45","133","6.45","19.05","-262.28","39","26","288","11","41","3.82","14.24","-163.87","37","14","18","37.84","37.84","6.06","440","37","106","8.41","8.41","-89.18",
"Bewley, Jonathon","5","1","2","20","40","-1.25","152","20","50","13.16","32.89","-38.71","2","2","78","14","26","17.95","33.33","-4.71","15","6","8","40","40","3.79","120","19","45","15.83","15.83","-11.21",
"Bishop, Charles","26","1","8","3.85","30.77","-21.5","679","62","179","9.13","26.36","-203.14","13","25","376","42","108","11.17","28.72","-142.52","63","20","40","31.75","31.75","-9.93","407","32","98","7.86","7.86","-104.15",
"Blackmore, Rachael","13","1","4","7.69","30.77","-11.56","810","126","312","15.56","38.52","-219.71","14","13","474","67","173","14.14","36.5","-122.3","184","63","118","34.24","34.24","-37.08","316","24","95","7.59","7.59","-110.96",
"Boinville, Nico","9","3","6","33.33","66.67","1.17","609","133","232","21.84","38.1","-14.6","1","1","272","65","110","23.9","40.44","-9.53","198","82","115","41.41","41.41","-8.26","301","56","100","18.6","18.6","76.05",
