Jockey,1Day_Runs,1Day_Wins,1Day_Places,1Day_Win_Strike,1Day_Place_Strike,1Day_SP_ProfitLoss,3Day_Runs,3Day_Wins,3Day_Places,3Day_Win_Strike,3Day_Place_Strike,3Day_SP_ProfitLoss,7Day_Runs,7Day_Wins,7Day_Places,7Day_Win_Strike,7Day_Place_Strike,7Day_SP_ProfitLoss,14Day_Runs,14Day_Wins,14Day_Places,14Day_Win_Strike,14Day_Place_Strike,14Day_SP_ProfitLoss,2YR_Runs,2YR_Wins,2YR_Places,2YR_Win_Strike,2YR_Place_Strike,2YR_SP_ProfitLoss,DaysSinceWin,RunsSinceWin,1YR_Runs,1YR_Wins,1YR_Places,1YR_Win_Strike,1YR_Place_Strike,1YR_SP_ProfitLoss,2yr_fav_Runs,2yr_fav_Wins,2yr_fav_Places,2yr_fav_Win_Strike,2yr_fav_Place_Strike,2yr_fav_SP_ProfitLoss,2yr_hcap_Runs,2yr_hcap_Wins,2yr_hcap_Places,2yr_hcap_Win_Strike,2yr_hcap_Place_Strike,2yr_hcap_SP_ProfitLoss,
"Bass, George","1","0","1","0","100","-1","4","0","3","0","75","-4","8","0","4","0","50","-8","14","3","8","21.43","57.14","-3.5","338","31","98","9.17","28.99","-159.55","12","10","158","17","47","10.76","29.75","-75.51","24","9","13","37.5","37.5","3.96","250","28","84","11.2","11.2","-86.88",
"Bennett, Charlie","2","0","0","0","0","-2","4","0","2","0","50","-4","8","0","3","0","37.5","-8","11","0","3","0","27.27","-11","385","12","71","3.12","18.44","-273","61","36","115","4","21","3.48","18.26","-57","15","2","5","13.33","13.33","-7.5","281","9","58","3.2","3.2","-185.5",
"Bennett, Miss N","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","-1","3","1","1","33.33","33.33","9","55","8","12","14.55","21.82","50.5","11","2","30","3","4","10","13.33","22","1","0","0","0","0","-1","43","8","11","18.6","18.6","62.5",
"Bishop, Charles","1","0","0","0","0","-1","9","0","1","0","11.11","-9","16","0","5","0","31.25","-16","26","0","6","0","23.08","-26","859","88","247","10.24","28.75","-227.87","16","28","453","48","128","10.6","28.26","-74.54","84","33","54","39.29","39.29","2.05","525","53","144","10.1","10.1","-74.77",
"Blackmore, Rachael","1","0","0","0","0","-1","3","0","0","0","0","-3","7","1","2","14.29","28.57","-3.75","19","5","6","26.32","31.58","-6.15","890","128","329","14.38","36.97","-287.69","6","5","453","67","162","14.79","35.76","-160.2","178","56","110","31.46","31.46","-31.24","360","29","103","8.06","8.06","-162.62",
"Bowen, S D","5","1","1","20","20","1","9","1","1","11.11","11.11","-3","23","2","5","8.7","21.74","-13.75","33","7","12","21.21","36.36","7.13","598","58","162","9.7","27.09","-108.95","1","4","364","36","104","9.89","28.57","-108.66","59","18","36","30.51","30.51","-2.28","500","46","140","9.2","9.2","-77.28",
"Bowman, C A","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","3","0","0","0","0","-3","9999","9999","3","0","0","0","0","-3","0","0","0","0","0","0","1","0","0","0","0","-1",
"Bradley, Paddy","3","1","2","33.33","66.67","-0.75","5","1","3","20","60","-2.75","13","3","5","23.08","38.46","-2.25","25","3","6","12","24","-14.25","588","50","146","8.5","24.83","-155.05","1","3","339","29","85","8.55","25.07","-81.21","34","8","16","23.53","23.53","-8.54","445","45","128","10.11","10.11","-35.55",
"Brookes, Aiden","2","1","1","50","50","9","4","1","1","25","25","7","8","1","2","12.5","25","3","17","1","3","5.88","17.65","-6","455","31","84","6.81","18.46","75.58","1","2","247","17","46","6.88","18.62","115","21","5","14","23.81","23.81","-0.17","403","30","78","7.44","7.44","121.58",
"Bryan, Joshua","0","0","0","0","0","0","2","2","2","100","100","3.2","7","3","3","42.86","42.86","2.2","12","4","4","33.33","33.33","-0.89","417","40","122","9.59","29.26","-169.73","2","1","216","20","68","9.26","31.48","-112.73","29","12","21","41.38","41.38","6.94","271","26","84","9.59","9.59","-116.72",
