Jockey,14Day_Runs,14Day_Wins,14Day_Places,14Day_Win_Strike,14Day_Place_Strike,14Day_SP_ProfitLoss,2YR_Runs,2YR_Wins,2YR_Places,2YR_Win_Strike,2YR_Place_Strike,2YR_SP_ProfitLoss,DaysSinceWin,RunsSinceWin,1YR_Runs,1YR_Wins,1YR_Places,1YR_Win_Strike,1YR_Place_Strike,1YR_SP_ProfitLoss,2yr_fav_Runs,2yr_fav_Wins,2yr_fav_Places,2yr_fav_Win_Strike,2yr_fav_Place_Strike,2yr_fav_SP_ProfitLoss,2yr_hcap_Runs,2yr_hcap_Wins,2yr_hcap_Places,2yr_hcap_Win_Strike,2yr_hcap_Place_Strike,2yr_hcap_SP_ProfitLoss,
"Austin, Edward","2","0","0","0","0","-2","126","13","26","10.32","20.63","-27.87","30","9","72","8","12","11.11","16.67","-8.12","12","6","10","50","50","7.13","91","9","20","9.89","9.89","-28.37",
"Barlow, Patrick","0","0","0","0","0","0","38","1","6","2.63","15.79","-19","107","9","23","1","5","4.35","21.74","-4","2","0","0","0","0","-2","25","1","5","4","4","-6",
"Bass, David","15","1","2","6.67","13.33","-6.5","497","64","160","12.88","32.19","-132.89","1","1","217","28","67","12.9","30.88","-45.76","81","20","49","24.69","24.69","-32.58","278","31","83","11.15","11.15","-71.04",
"Bastyan, Mitchell S","9","0","1","0","11.11","-9","381","47","124","12.34","32.55","-141.42","28","22","154","18","52","11.69","33.77","-80.05","52","19","35","36.54","36.54","-5.58","246","26","83","10.57","10.57","-115.43",
"Bellamy, Tom","17","2","3","11.76","17.65","-1.25","841","98","270","11.65","32.1","-228.47","1","4","418","47","136","11.24","32.54","-104.95","90","36","54","40","40","6.07","507","60","164","11.83","11.83","-138.06",
"Bewley, Jonathon","5","0","2","0","40","-5","128","16","43","12.5","33.59","-41.46","123","20","65","10","24","15.38","36.92","-18.46","10","4","5","40","40","1.54","99","15","38","15.15","15.15","-16.96",
"Bowen, Sean P","33","3","7","9.09","21.21","-15.25","1116","214","415","19.18","37.19","56.44","1","6","620","130","244","20.97","39.35","210.9","265","111","171","41.89","41.89","-1.73","733","130","256","17.74","17.74","-34.3",
"Brace, Mr J","7","0","1","0","14.29","-7","77","10","23","12.99","29.87","1.38","25","11","64","9","18","14.06","28.13","5.38","9","3","5","33.33","33.33","-0.12","71","10","22","14.08","14.08","7.38",
"Bradstock, Miss L","1","0","0","0","0","-1","15","1","4","6.67","26.67","-12.62","407","9","7","0","1","0","14.29","-7","0","0","0","0","0","0","10","0","2","0","0","-10",
"Brennan, P J","16","3","5","18.75","31.25","-6.25","727","167","337","22.97","46.35","-112","2","3","304","79","140","25.99","46.05","-0.64","216","94","143","43.52","43.52","6.95","372","76","147","20.43","20.43","-73.23",
"Brooke, Henry","13","1","3","7.69","23.08","-9","677","79","204","11.67","30.13","-252.69","1","2","290","47","102","16.21","35.17","-70.12","82","30","50","36.59","36.59","6.7","433","61","147","14.09","14.09","-145.29",
"Buckley, Tom","5","2","3","40","60","1.38","288","33","96","11.46","33.33","-109.49","6","2","161","20","57","12.42","35.4","-71.72","43","17","30","39.53","39.53","5.66","215","25","78","11.63","11.63","-60.89",
