Jockey,14Day_Runs,14Day_Wins,14Day_Places,14Day_Win_Strike,14Day_Place_Strike,14Day_SP_ProfitLoss,2YR_Runs,2YR_Wins,2YR_Places,2YR_Win_Strike,2YR_Place_Strike,2YR_SP_ProfitLoss,DaysSinceWin,RunsSinceWin,1YR_Runs,1YR_Wins,1YR_Places,1YR_Win_Strike,1YR_Place_Strike,1YR_SP_ProfitLoss,2yr_fav_Runs,2yr_fav_Wins,2yr_fav_Places,2yr_fav_Win_Strike,2yr_fav_Place_Strike,2yr_fav_SP_ProfitLoss,2yr_hcap_Runs,2yr_hcap_Wins,2yr_hcap_Places,2yr_hcap_Win_Strike,2yr_hcap_Place_Strike,2yr_hcap_SP_ProfitLoss,
"Allan, David","39","7","15","17.95","38.46","-0.69","1273","139","396","10.92","31.11","-282.77","1","1","672","65","200","9.67","29.76","-145.23","174","57","103","32.76","32.76","8.7","970","120","323","12.37","12.37","-101.96",
"Bishop, Charles","23","3","4","13.04","17.39","-0.39","695","65","186","9.35","26.76","-195.13","3","7","406","40","117","9.85","28.82","-152.62","66","21","39","31.82","31.82","-13.75","410","31","96","7.56","7.56","-111.2",
"Blackmore, Rachael","21","0","6","0","28.57","-21","814","120","303","14.74","37.22","-241.02","23","28","441","61","161","13.83","36.51","-131.49","189","62","119","32.8","32.8","-44.31","319","23","90","7.21","7.21","-118.21",
"Bowen, S D","21","1","8","4.76","38.1","-14","342","22","79","6.43","23.1","-97.12","2","3","217","17","53","7.83","24.42","-46.12","21","4","11","19.05","19.05","-10.12","278","17","62","6.12","6.12","-82.12",
"Brookes, Aiden","15","2","4","13.33","26.67","-2.25","335","34","75","10.15","22.39","-7.79","1","2","210","15","40","7.14","19.05","-33.42","24","9","15","37.5","37.5","5.46","291","33","69","11.34","11.34","30.21",
"Brotherton, Miss S","2","0","0","0","0","-2","76","7","22","9.21","28.95","-45.99","41","10","38","4","9","10.53","23.68","-23.37","17","4","9","23.53","23.53","-6.49","76","7","22","9.21","9.21","-45.99",
"Broughton, Mr T P","1","0","0","0","0","-1","49","12","24","24.49","48.98","31.79","34","4","35","9","16","25.71","45.71","30.08","10","6","8","60","60","4.29","31","10","15","32.26","32.26","11.46",
"Bryant, Miss M","0","0","0","0","0","0","7","0","0","0","0","-7","3117","69","5","0","0","0","0","-5","0","0","0","0","0","0","7","0","0","0","0","-7",
"Butler, Miss Charlotte","0","0","0","0","0","0","5","1","1","20","20","4","152","5","5","1","1","20","20","4","0","0","0","0","0","0","3","1","1","33.33","33.33","6",
"Caffrey, Adam","13","0","3","0","23.08","-13","393","36","97","9.16","24.68","-61.76","20","25","298","31","80","10.4","26.85","-28.51","31","9","18","29.03","29.03","1.58","319","28","74","8.78","8.78","-36.59",
