Jockey,14Day_Runs,14Day_Wins,14Day_Places,14Day_Win_Strike,14Day_Place_Strike,14Day_SP_ProfitLoss,2YR_Runs,2YR_Wins,2YR_Places,2YR_Win_Strike,2YR_Place_Strike,2YR_SP_ProfitLoss,DaysSinceWin,RunsSinceWin,1YR_Runs,1YR_Wins,1YR_Places,1YR_Win_Strike,1YR_Place_Strike,1YR_SP_ProfitLoss,2yr_fav_Runs,2yr_fav_Wins,2yr_fav_Places,2yr_fav_Win_Strike,2yr_fav_Place_Strike,2yr_fav_SP_ProfitLoss,2yr_hcap_Runs,2yr_hcap_Wins,2yr_hcap_Places,2yr_hcap_Win_Strike,2yr_hcap_Place_Strike,2yr_hcap_SP_ProfitLoss,
"Allan, David","50","4","19","8","38","-0.5","1303","128","396","9.82","30.39","-324.02","6","25","625","62","195","9.92","31.2","-160.52","153","40","88","26.14","26.14","-21.05","1007","105","327","10.43","10.43","-226.96",
"Andrews, Gina","2","0","0","0","0","-2","56","9","22","16.07","39.29","-24.04","57","9","29","4","13","13.79","44.83","-15.04","9","4","6","44.44","44.44","3.38","29","5","14","17.24","17.24","-11.12",
"Armson, Philip","7","0","1","0","14.29","-7","363","17","54","4.68","14.88","-125.09","106","61","142","5","20","3.52","14.08","-114.17","23","1","9","4.35","4.35","-20","293","15","48","5.12","5.12","-185.42",
"Barfoot-Saunt, Mr G","0","0","0","0","0","0","22","0","0","0","0","-22","6647","169","4","0","0","0","0","-4","0","0","0","0","0","0","0","0","0","0","0","0",
"Bass, David","1","0","0","0","0","-1","470","58","138","12.34","29.36","-113.98","74","30","239","21","59","8.79","24.69","-106.04","71","18","36","25.35","25.35","-28.28","261","33","72","12.64","12.64","-20.5",
"Beasley, Connor","52","6","19","11.54","36.54","-8.37","1298","149","448","11.48","34.51","-256.51","5","22","567","71","203","12.52","35.8","-111.45","171","47","106","27.49","27.49","-27.16","981","107","336","10.91","10.91","-233.85",
"Bellamy, Tom","8","0","2","0","25","-8","895","96","274","10.73","30.61","-298.53","16","9","432","48","140","11.11","32.41","-153.16","92","32","53","34.78","34.78","-11.7","558","57","163","10.22","10.22","-238.87",
"Benson, Miss G","1","0","1","0","100","-1","41","3","12","7.32","29.27","20.5","86","9","26","2","6","7.69","23.08","1.5","1","0","0","0","0","-1","15","2","5","13.33","13.33","25.5",
"Best, J A","8","2","2","25","25","8.5","706","40","136","5.67","19.26","-275.98","4","2","381","29","83","7.61","21.78","-75.11","28","10","15","35.71","35.71","3.36","473","38","123","8.03","8.03","-64.98",
"Bewley, Callum","3","0","1","0","33.33","-3","245","20","50","8.16","20.41","-68.71","16","4","157","12","32","7.64","20.38","-39.42","7","3","5","42.86","42.86","3.08","128","16","40","12.5","12.5","7.41",
"Bishop, Charles","26","1","8","3.85","30.77","-18","855","90","245","10.53","28.65","-243.81","10","19","455","48","127","10.55","27.91","-103.56","84","33","54","39.29","39.29","3.7","513","53","137","10.33","10.33","-106.34",
"Blackmore, Rachael","18","3","6","16.67","33.33","-4.37","904","130","328","14.38","36.28","-252.36","1","2","444","60","158","13.51","35.59","-167.63","175","55","107","31.43","31.43","-30.91","378","35","108","9.26","9.26","-121.84",
"Boinville, Nico","3","2","3","66.67","100","3.25","517","124","214","23.98","41.39","-27.17","4","1","241","56","99","23.24","41.08","-14.91","170","81","107","47.65","47.65","12.83","259","51","92","19.69","19.69","38.73",
"Bowen, James C","7","2","5","28.57","71.43","9","685","92","242","13.43","35.33","-142.35","4","2","444","67","173","15.09","38.96","-61.86","120","38","77","31.67","31.67","-19.9","403","58","136","14.39","14.39","-19.62",
"Bowen, S D","25","4","9","16","36","-1.67","549","50","149","9.11","27.14","-102.83","2","4","353","35","104","9.92","29.46","-62.71","51","14","31","27.45","27.45","-5.16","461","40","129","8.68","8.68","-68.91",
"Bowen, Sean P","23","4","12","17.39","52.17","-7.72","1422","275","542","19.34","38.12","130.88","3","2","708","130","272","18.36","38.42","-21.87","358","146","211","40.78","40.78","1.61","927","160","325","17.26","17.26","-55.71",
"Brace, Connor","5","0","1","0","20","-5","343","52","105","15.16","30.61","-8.32","90","41","171","22","53","12.87","30.99","1.21","39","18","26","46.15","46.15","10.02","191","28","61","14.66","14.66","12.5",
"Breslin, Andrew","14","0","2","0","14.29","-14","343","13","58","3.79","16.91","-192.5","45","42","248","12","48","4.84","19.35","-120.5","11","1","4","9.09","9.09","-7.75","296","12","49","4.05","4.05","-164.5",
"Brewitt, Miss Clara","0","0","0","0","0","0","5","0","0","0","0","-5","9999","9999","4","0","0","0","0","-4","0","0","0","0","0","0","5","0","0","0","0","-5",
"Brooke, Henry","8","1","2","12.5","25","-6.27","749","121","251","16.15","33.51","-118.76","5","6","386","64","129","16.58","33.42","-50.06","126","44","78","34.92","34.92","-0.28","512","86","187","16.8","16.8","-68.46",
"Brotherton, Miss S","2","0","1","0","50","-2","70","5","20","7.14","28.57","-49.87","40","6","28","1","10","3.57","35.71","-22.5","13","4","7","30.77","30.77","0.13","70","5","20","7.14","7.14","-49.87",
"Buckley, Kieran","3","0","0","0","0","-3","507","36","124","7.1","24.46","-265.61","21","8","198","12","44","6.06","22.22","-123.89","47","12","27","25.53","25.53","-13.86","279","22","80","7.89","7.89","-97.62",
"Buick, William","36","10","18","27.78","50","7.95","1385","332","612","23.97","44.19","-95.57","5","4","652","159","279","24.39","42.79","-43.41","497","201","304","40.44","40.44","-10.81","699","153","277","21.89","21.89","17.87",
"Burke, Jonathan","9","4","6","44.44","66.67","39","730","101","264","13.84","36.16","-187.08","5","2","397","56","150","14.11","37.78","-72.4","114","49","81","42.98","42.98","11.25","423","49","137","11.58","11.58","-120.28",
"Burke-Ott, A","2","0","0","0","0","-2","27","1","6","3.7","22.22","-14","518","20","16","0","3","0","18.75","-16","0","0","0","0","0","0","14","1","6","7.14","7.14","-1",
"Butler, Miss Charlotte","0","0","0","0","0","0","20","4","4","20","20","32","17","1","15","3","3","20","20","28","0","0","0","0","0","0","11","3","3","27.27","27.27","20",
"Caffrey, Adam","20","2","6","10","30","-5.5","618","66","174","10.68","28.16","-72.39","13","16","331","34","96","10.27","29","-65.88","66","19","40","28.79","28.79","11.62","513","58","147","11.31","11.31","-16.47",
"Cagney, Eireann","2","0","0","0","0","-2","70","11","30","15.71","42.86","0.26","28","7","44","6","18","13.64","40.91","-18.87","8","6","7","75","75","9.26","70","11","30","15.71","15.71","0.26",
"Callaghan, Mr K","2","0","1","0","50","-2","234","27","59","11.54","25.21","-19.79","40","10","85","8","21","9.41","24.71","-7.83","25","12","19","48","48","2.46","169","15","38","8.88","8.88","17.75",
"Callan, N","13","0","5","0","38.46","-13","979","120","315","12.26","32.18","-122.6","20","24","467","44","138","9.42","29.55","-159.9","143","44","89","30.77","30.77","-16.69","641","80","213","12.48","12.48","-63.68",
"Carroll, G F","30","3","9","10","30","14.5","1030","98","260","9.51","25.24","-240.13","1","4","534","38","130","7.12","24.34","-180.2","95","29","60","30.53","30.53","3.83","521","53","146","10.17","10.17","-111.8",
"Carson, William","19","0","1","0","5.26","-19","840","49","165","5.83","19.64","-423.42","22","26","452","32","105","7.08","23.23","-188.95","51","16","33","31.37","31.37","-2.92","666","45","148","6.76","6.76","-283.97",
"Carter, Sophie","0","0","0","0","0","0","6","1","1","16.67","16.67","9","26","2","5","1","1","20","20","10","1","0","0","0","0","-1","4","1","1","25","25","11",
"Case, Charlie","0","0","0","0","0","0","33","2","8","6.06","24.24","-17","55","1","16","2","4","12.5","25","0","1","0","1","0","0","-1","19","1","5","5.26","5.26","-12.5",
"Catton, Luke","4","0","1","0","25","-4","306","26","68","8.5","22.22","-101.09","30","15","176","13","41","7.39","23.3","-59.17","15","4","7","26.67","26.67","-4.92","261","25","58","9.58","9.58","-60.09",
"Chadwick, Alex","1","0","1","0","100","-1","75","16","32","21.33","42.67","-13.04","51","6","55","13","25","23.64","45.45","-9.54","16","6","10","37.5","37.5","-2.29","60","14","28","23.33","23.33","-3.54",
"Cleary, Jack","14","2","7","14.29","50","13","260","14","51","5.38","19.62","-140.54","3","3","146","8","32","5.48","21.92","-65.62","17","5","9","29.41","29.41","1.46","166","10","30","6.02","6.02","-69.92",
"Cleary, Mr S","0","0","0","0","0","0","17","0","0","0","0","-17","9999","9999","10","0","0","0","0","-10","0","0","0","0","0","0","1","0","0","0","0","-1",
"Cleary, R P","20","0","3","0","15","-20","798","39","145","4.89","18.17","-319.96","38","52","377","21","69","5.57","18.3","-79.71","38","9","20","23.68","23.68","-7.59","412","23","80","5.58","5.58","-56.75",
"Clutterbuck, Rhys","28","5","10","17.86","35.71","1.21","751","68","179","9.05","23.83","-243.01","3","5","393","39","95","9.92","24.17","-100.67","65","20","40","30.77","30.77","-8.51","526","57","143","10.84","10.84","-96.99",
"Coakley, Ross","17","4","9","23.53","52.94","31.88","721","86","230","11.93","31.9","-166.6","7","9","347","38","102","10.95","29.39","-55.15","81","26","47","32.1","32.1","-8.48","431","54","138","12.53","12.53","-83.95",
"Cody, Miss E","0","0","0","0","0","0","30","3","10","10","33.33","42","353","18","18","1","4","5.56","22.22","33","2","0","2","0","0","-2","9","1","4","11.11","11.11","-5",
"Cody, Mr P J","1","0","0","0","0","-1","31","1","9","3.23","29.03","-2","668","27","16","0","3","0","18.75","-16","0","0","0","0","0","0","1","0","0","0","0","-1",
