Jockey,1Day_Runs,1Day_Wins,1Day_Places,1Day_Win_Strike,1Day_Place_Strike,1Day_SP_ProfitLoss,3Day_Runs,3Day_Wins,3Day_Places,3Day_Win_Strike,3Day_Place_Strike,3Day_SP_ProfitLoss,7Day_Runs,7Day_Wins,7Day_Places,7Day_Win_Strike,7Day_Place_Strike,7Day_SP_ProfitLoss,14Day_Runs,14Day_Wins,14Day_Places,14Day_Win_Strike,14Day_Place_Strike,14Day_SP_ProfitLoss,2YR_Runs,2YR_Wins,2YR_Places,2YR_Win_Strike,2YR_Place_Strike,2YR_SP_ProfitLoss,DaysSinceWin,RunsSinceWin,1YR_Runs,1YR_Wins,1YR_Places,1YR_Win_Strike,1YR_Place_Strike,1YR_SP_ProfitLoss,2yr_fav_Runs,2yr_fav_Wins,2yr_fav_Places,2yr_fav_Win_Strike,2yr_fav_Place_Strike,2yr_fav_SP_ProfitLoss,2yr_hcap_Runs,2yr_hcap_Wins,2yr_hcap_Places,2yr_hcap_Win_Strike,2yr_hcap_Place_Strike,2yr_hcap_SP_ProfitLoss,
"Carson, William","0","0","0","0","0","0","0","0","0","0","0","0","9","1","3","11.11","33.33","-5.25","17","1","5","5.88","29.41","-13.25","933","58","197","6.22","21.11","-469.79","5","4","463","37","118","7.99","25.49","-209.32","57","19","38","33.33","33.33","1.21","742","53","175","7.14","7.14","-319.34",
"Catton, Luke","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","-1","4","1","3","25","75","5.5","298","25","69","8.39","23.15","-101.97","13","4","153","12","37","7.84","24.18","-63.92","17","3","7","17.65","17.65","-9.8","253","24","58","9.49","9.49","-60.97",
"Cavanagh, Mr S","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","56","1","5","1.79","8.93","-5","354","18","19","1","4","5.26","21.05","32","0","0","0","0","0","0","9","0","2","0","0","-9",
"Chalkley, Lewis","0","0","0","0","0","0","0","0","0","0","0","0","1","1","1","100","100","16","2","1","1","50","50","15","72","5","15","6.94","20.83","-30.75","5","1","49","4","10","8.16","20.41","-16.25","4","1","1","25","25","0","65","5","14","7.69","7.69","-23.75",
"Chapman, Ross","0","0","0","0","0","0","0","0","0","0","0","0","2","0","1","0","50","-2","2","0","1","0","50","-2","433","42","96","9.7","22.17","-103.53","89","18","227","26","56","11.45","24.67","-33.24","37","14","23","37.84","37.84","2.56","310","38","77","12.26","12.26","-8.13",
"Clutterbuck, Rhys","2","0","0","0","0","-2","3","0","0","0","0","-3","10","2","2","20","20","1","17","3","3","17.65","17.65","-4.75","756","67","178","8.86","23.54","-250.99","6","8","414","38","91","9.18","21.98","-145.92","55","19","37","34.55","34.55","-0.49","529","54","139","10.21","10.21","-110.72",
"Coltherd, Sam W","0","0","0","0","0","0","0","0","0","0","0","0","2","0","0","0","0","-2","2","0","0","0","0","-2","382","27","78","7.07","20.42","-187.05","102","11","209","17","45","8.13","21.53","-81.38","25","5","13","20","20","-15.09","273","20","61","7.33","7.33","-109.13",
"Cosgrave, Pat","0","0","0","0","0","0","1","0","1","0","100","-1","6","1","2","16.67","33.33","-2.25","17","2","6","11.76","35.29","-1.25","421","51","125","12.11","29.69","-113.27","7","6","228","27","62","11.84","27.19","-36.72","51","25","35","49.02","49.02","20.82","310","38","96","12.26","12.26","-78.01",
"Crouch, Hector","0","0","0","0","0","0","0","0","0","0","0","0","19","6","12","31.58","63.16","0.18","35","8","16","22.86","45.71","-10.02","971","147","332","15.14","34.19","-153.32","4","5","497","75","183","15.09","36.82","-87.52","177","59","105","33.33","33.33","-15.81","543","82","185","15.1","15.1","-43",
"Currie, Nicola","0","0","0","0","0","0","3","0","1","0","33.33","-3","5","0","2","0","40","-5","12","0","3","0","25","-12","271","12","37","4.43","13.65","-70.84","36","28","105","4","14","3.81","13.33","-61","4","1","2","25","25","-1","183","10","29","5.46","5.46","2.16",
"Da Silva, Raul","0","0","0","0","0","0","0","0","0","0","0","0","5","0","0","0","0","-5","6","0","0","0","0","-6","115","7","22","6.09","19.13","-41.22","190","48","73","5","14","6.85","19.18","-44.55","6","1","3","16.67","16.67","-4.38","69","2","9","2.9","2.9","-23.67",
"Davies, Harry","0","0","0","0","0","0","0","0","0","0","0","0","10","1","3","10","30","-5","22","3","6","13.64","27.27","1","903","98","280","10.85","31.01","-172.92","6","5","539","61","173","11.32","32.1","-61.61","102","29","59","28.43","28.43","-17.38","590","54","167","9.15","9.15","-189.79",
"Deegan, R","0","0","0","0","0","0","2","1","1","50","50","6.5","3","1","1","33.33","33.33","5.5","3","1","1","33.33","33.33","5.5","392","17","57","4.34","14.54","-262.5","3","1","203","7","30","3.45","14.78","-143.5","13","3","9","23.08","23.08","-2.5","184","10","40","5.43","5.43","-98",
"Dixon, John","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","38","2","5","5.26","13.16","-17.5","137","6","15","1","3","6.67","20","0","0","0","0","0","0","0","32","2","5","6.25","6.25","-11.5",
"Dobie, Georgia","0","0","0","0","0","0","0","0","0","0","0","0","3","2","2","66.67","66.67","14","9","2","4","22.22","44.44","8","445","25","84","5.62","18.88","-214.75","6","2","244","16","47","6.56","19.26","-91.5","18","3","8","16.67","16.67","-8.75","340","20","71","5.88","5.88","-153.25",
"Donoghue, K M","0","0","0","0","0","0","2","1","1","50","50","11","5","1","1","20","20","8","7","1","1","14.29","14.29","6","867","126","300","14.53","34.6","-289.37","3","2","418","64","156","15.31","37.32","-127.13","171","63","113","36.84","36.84","-6.2","423","51","133","12.06","12.06","-133.07",
"Downing, George","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","246","22","72","8.94","29.27","-85.49","42","16","125","12","39","9.6","31.2","-43.37","24","5","16","20.83","20.83","-8.62","154","16","43","10.39","10.39","-35.92",
"Doyle, Alan","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","171","9","33","5.26","19.3","-91.33","197","40","86","2","19","2.33","22.09","-71","6","2","3","33.33","33.33","-1.33","124","7","21","5.65","5.65","-49",
"Doyle, Hollie","5","0","1","0","20","-5","7","0","1","0","14.29","-7","24","2","7","8.33","29.17","-16.12","51","6","21","11.76","41.18","-15.02","1767","240","571","13.58","32.31","-430.44","6","17","1011","125","341","12.36","33.73","-344.33","280","95","163","33.93","33.93","-22.29","1225","161","375","13.14","13.14","-283.21",
"Doyle, Jack","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","28","0","11","0","39.29","-28","835","30","13","0","4","0","30.77","-13","6","0","4","0","0","-6","3","0","2","0","0","-3",
"Doyle, James","0","0","0","0","0","0","0","0","0","0","0","0","15","0","5","0","33.33","-15","27","1","13","3.7","48.15","-22.5","915","173","388","18.91","42.4","-231.67","12","23","440","76","185","17.27","42.05","-136","291","109","191","37.46","37.46","-41.93","407","68","150","16.71","16.71","-84.47",
"Doyle, R A","0","0","0","0","0","0","0","0","0","0","0","0","2","0","0","0","0","-2","2","0","0","0","0","-2","431","21","76","4.87","17.63","-246.98","26","8","221","8","32","3.62","14.48","-131.62","20","5","13","25","25","-1.86","187","11","39","5.88","5.88","-70.12",
"Eaves, Tom","3","2","2","66.67","66.67","10","9","4","4","44.44","44.44","14.1","23","5","8","21.74","34.78","2.35","38","5","11","13.16","28.95","-12.65","1349","111","328","8.23","24.31","-349.01","1","1","702","62","175","8.83","24.93","-126.64","78","26","49","33.33","33.33","-5.1","960","74","239","7.71","7.71","-303.29",
"Edmunds, Lewis","3","0","1","0","33.33","-3","3","0","1","0","33.33","-3","11","0","2","0","18.18","-11","21","0","4","0","19.05","-21","944","105","281","11.12","29.77","-164","18","29","522","58","167","11.11","31.99","-165.41","104","34","62","32.69","32.69","8.42","731","96","241","13.13","13.13","-13.67",
"Egan, David","0","0","0","0","0","0","3","0","1","0","33.33","-3","18","0","2","0","11.11","-18","38","2","5","5.26","13.16","-25","1561","179","492","11.47","31.52","-373.94","12","30","768","94","242","12.24","31.51","-106.63","165","53","106","32.12","32.12","-10.93","943","106","282","11.24","11.24","-138.47",
"Egan, John","0","0","0","0","0","0","0","0","0","0","0","0","6","0","1","0","16.67","-6","10","0","1","0","10","-10","393","29","89","7.38","22.65","-208.65","49","35","182","8","36","4.4","19.78","-110.67","29","9","19","31.03","31.03","-1.65","288","25","77","8.68","8.68","-118.98",
"Elliott, Rhys","2","0","0","0","0","-2","8","0","3","0","37.5","-8","14","0","3","0","21.43","-14","28","2","9","7.14","32.14","-20.5","150","13","44","8.67","29.33","-54.92","8","15","147","13","44","8.84","29.93","-51.92","17","5","8","29.41","29.41","1.58","137","12","38","8.76","8.76","-46.92",
"England, Jonathan","0","0","0","0","0","0","2","0","0","0","0","-2","2","0","0","0","0","-2","4","0","0","0","0","-4","308","47","113","15.26","36.69","-51.97","28","6","172","24","53","13.95","30.81","-30.58","66","20","42","30.3","30.3","-10.26","238","42","103","17.65","17.65","-23.42",
"Ewing, Sam","0","0","0","0","0","0","2","1","1","50","50","1","9","2","3","22.22","33.33","-1.5","12","2","4","16.67","33.33","-4.5","669","53","165","7.92","24.66","-221.3","3","2","388","39","98","10.05","25.26","-47.75","47","12","26","25.53","25.53","-18.88","316","23","64","7.28","7.28","-46.71",
"Fallon, Cieren","0","0","0","0","0","0","0","0","0","0","0","0","12","2","3","16.67","25","11.5","19","3","6","15.79","31.58","38.5","864","113","264","13.08","30.56","-154.85","6","10","377","59","118","15.65","31.3","-12.84","110","36","58","32.73","32.73","-14.98","530","62","151","11.7","11.7","-155.01",
"Fanning, Joe","2","0","0","0","0","-2","8","1","1","12.5","12.5","-5","26","1","5","3.85","19.23","-23","48","4","11","8.33","22.92","-33.37","1031","151","345","14.65","33.46","-92.08","3","8","572","76","187","13.29","32.69","-100.22","149","53","94","35.57","35.57","-0.57","803","114","264","14.2","14.2","-90.99",
"Fenelon, S","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","-1","267","8","33","3","12.36","-145.62","16","2","137","5","19","3.65","13.87","-81.62","7","1","3","14.29","14.29","-3","136","4","20","2.94","2.94","-64",
"Fitzgerald, S","0","0","0","0","0","0","1","0","0","0","0","-1","4","0","0","0","0","-4","6","0","1","0","16.67","-6","399","25","88","6.27","22.06","-171.04","16","7","175","17","52","9.71","29.71","7.38","19","7","10","36.84","36.84","2.46","195","17","53","8.72","8.72","-32.04",
"Fox, Derek R","0","0","0","0","0","0","0","0","0","0","0","0","3","0","0","0","0","-3","3","0","0","0","0","-3","498","67","169","13.45","33.94","-42.66","67","22","293","34","97","11.6","33.11","-127.77","77","26","43","33.77","33.77","0.51","321","38","98","11.84","11.84","-53.95",
"Fraser, Kaiya","3","2","2","66.67","66.67","2.66","9","5","5","55.56","55.56","15.66","20","8","11","40","55","32.91","27","10","14","37.04","51.85","36.41","293","43","105","14.68","35.84","-44.87","1","2","163","25","60","15.34","36.81","-7.26","56","18","32","32.14","32.14","-3.78","257","40","95","15.56","15.56","-52.87",
"Gainford, Mr J C","0","0","0","0","0","0","6","1","1","16.67","16.67","-2.5","10","1","2","10","20","-6.5","14","1","3","7.14","21.43","-10.5","524","47","129","8.97","24.62","-138.05","3","5","264","20","61","7.58","23.11","-93.05","34","12","20","35.29","35.29","0.74","228","16","49","7.02","7.02","-22.75",
"Garcia, Mr Sam","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","-1","5","0","1","0","20","-5","9999","9999","4","0","1","0","25","-4","0","0","0","0","0","0","4","0","1","0","0","-4",
"Garritty, Billy","4","0","1","0","25","-4","5","0","1","0","20","-5","19","0","1","0","5.26","-19","36","0","4","0","11.11","-36","898","100","264","11.14","29.4","16.65","24","50","463","48","126","10.37","27.21","4.41","89","26","50","29.21","29.21","-15.88","659","72","192","10.93","10.93","-147.1",
"Garritty, Jack","1","1","1","100","100","2.75","1","1","1","100","100","2.75","5","2","3","40","60","3.25","12","3","6","25","50","6.25","434","43","139","9.91","32.03","-127.74","1","1","207","18","64","8.7","30.92","-74.87","47","11","29","23.4","23.4","-9.99","308","36","105","11.69","11.69","-37.12",
"Ghiani, Marco","0","0","0","0","0","0","4","0","2","0","50","-4","25","1","10","4","40","-4","41","2","14","4.88","34.15","-11","825","100","268","12.12","32.48","-105.15","4","6","560","66","180","11.79","32.14","-202.7","125","42","75","33.6","33.6","-1.88","574","76","198","13.24","13.24","-121.28",
"Gilligan, D J","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","462","61","158","13.2","34.2","-65.64","44","2","279","32","83","11.47","29.75","-62.72","57","19","39","33.33","33.33","-1.47","296","38","96","12.84","12.84","-2.28",
"Gleeson, Mr J L","0","0","0","0","0","0","1","1","1","100","100","3.5","2","2","2","100","100","3.94","5","3","5","60","100","3.44","229","35","98","15.28","42.79","-23.68","3","1","136","18","55","13.24","40.44","-75.92","42","16","28","38.1","38.1","-9.51","32","0","5","0","0","-32",
"Greatrex, Edward","0","0","0","0","0","0","1","0","1","0","100","-1","14","2","7","14.29","50","-1.67","27","5","13","18.52","48.15","0.03","156","28","59","17.95","37.82","168.86","4","2","156","28","59","17.95","37.82","168.86","22","7","14","31.82","31.82","-1.97","95","21","42","22.11","22.11","166.36",
"Halford, Mr J M","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","26","5","10","19.23","38.46","69","48","4","21","5","9","23.81","42.86","74","1","0","1","0","0","-1","8","3","6","37.5","37.5","20",
"Hardie, Cameron","7","1","1","14.29","14.29","4","11","1","1","9.09","9.09","0","17","1","2","5.88","11.76","-6","36","3","5","8.33","13.89","5","1608","62","267","3.86","16.6","-881.63","1","2","794","28","117","3.53","14.74","-372.92","44","6","22","13.64","13.64","-28.71","1280","50","222","3.91","3.91","-771.62",
"Hart, Jason","4","1","2","25","50","9","10","1","3","10","30","3","32","2","11","6.25","34.38","-15.75","59","6","19","10.17","32.2","-14","1905","212","623","11.13","32.7","-519.35","1","4","979","97","302","9.91","30.85","-321.02","287","80","165","27.87","27.87","-46.92","1405","150","455","10.68","10.68","-386.59",
"Harvey, A","1","0","1","0","100","-1","3","0","1","0","33.33","-3","7","1","3","14.29","42.86","-5.67","11","1","3","9.09","27.27","-9.67","262","30","88","11.45","33.59","-75.43","7","7","180","18","57","10","31.67","-53.32","29","12","19","41.38","41.38","3.36","117","11","36","9.4","9.4","-34.52",
"Havlin, Robert","0","0","0","0","0","0","5","1","2","20","40","-0.67","15","1","3","6.67","20","-10.67","26","4","7","15.38","26.92","-9.17","1199","185","448","15.43","37.36","-248.71","2","3","603","84","212","13.93","35.16","-136.8","188","77","125","40.96","40.96","0.86","711","109","263","15.33","15.33","-104.66",
"Heard, Tyler","0","0","0","0","0","0","1","0","0","0","0","-1","7","1","1","14.29","14.29","19","17","3","4","17.65","23.53","32","324","28","83","8.64","25.62","-40.78","4","2","242","24","69","9.92","28.51","13.22","20","7","12","35","35","2.14","242","20","57","8.26","8.26","-50.66",
"Hitchcott, Sam","0","0","0","0","0","0","0","0","0","0","0","0","1","0","1","0","100","-1","4","0","1","0","25","-4","159","7","33","4.4","20.75","-98.37","20","11","75","3","13","4","17.33","-39.37","5","1","3","20","20","-2.37","93","3","18","3.23","3.23","-55",
"Hogan, D E","0","0","0","0","0","0","1","0","0","0","0","-1","4","0","2","0","50","-4","13","1","6","7.69","46.15","-4.5","805","79","239","9.81","29.69","-81.09","8","6","443","46","133","10.38","30.02","-27.44","62","19","37","30.65","30.65","-1.83","569","64","181","11.25","11.25","10.47",
"Hornby, Rob","0","0","0","0","0","0","2","1","1","50","50","1.25","17","1","3","5.88","17.65","-13.75","39","5","9","12.82","23.08","-12.81","1304","129","348","9.89","26.69","-300.9","2","1","648","63","163","9.72","25.15","-185.35","137","34","79","24.82","24.82","-47.77","801","81","213","10.11","10.11","-116.06",
"Howarth, Christian","0","0","0","0","0","0","0","0","0","0","0","0","5","0","0","0","0","-5","10","0","3","0","30","-10","479","28","100","5.85","20.88","-185.34","32","24","251","12","44","4.78","17.53","-173.92","25","5","10","20","20","-11.67","396","23","88","5.81","5.81","-142.17",
"Hughes, Brian","0","0","0","0","0","0","4","1","2","25","50","2","9","2","3","22.22","33.33","6","12","2","4","16.67","33.33","3","1530","233","554","15.23","36.21","-349.22","2","4","683","93","230","13.62","33.67","-144.52","297","94","165","31.65","31.65","-77.38","1034","142","343","13.73","13.73","-280.43",
"James, Mr R","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","60","4","18","6.67","30","-44.87","350","33","33","1","7","3.03","21.21","-29","11","2","5","18.18","18.18","-4.87","28","2","8","7.14","7.14","-21.12",
"James, S H","6","0","2","0","33.33","-6","6","0","2","0","33.33","-6","6","0","2","0","33.33","-6","6","0","2","0","33.33","-6","1130","115","312","10.18","27.61","-281.57","28","10","473","40","127","8.46","26.85","-117.26","109","30","53","27.52","27.52","-23.9","784","76","222","9.69","9.69","-168.62",
"Jones, Charlotte","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","187","26","55","13.9","29.41","-0.3","65","13","101","13","32","12.87","31.68","-44.93","18","9","13","50","50","8.95","132","13","31","9.85","9.85","-41.75",
"Jones, Ethan","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","8","0","2","0","25","-8","226","22","69","9.73","30.53","-104.85","38","26","209","21","63","10.05","30.14","-96.35","21","8","15","38.1","38.1","0.49","197","19","62","9.64","9.64","-87.05",
"Kavanagh, Peter J","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","-1","1","0","0","0","0","-1","305","22","68","7.21","22.3","-161.47","32","10","152","10","38","6.58","25","-91.35","20","5","11","25","25","-5.05","235","17","54","7.23","7.23","-110.1",
"Kavanagh, Ryan","0","0","0","0","0","0","0","0","0","0","0","0","4","2","3","50","75","4.91","8","2","3","25","37.5","0.91","84","7","21","8.33","25","-44.82","6","3","65","6","18","9.23","27.69","-31.32","4","2","3","50","50","-0.65","75","7","20","9.33","9.33","-35.82",
"Keenan, Darragh","0","0","0","0","0","0","0","0","0","0","0","0","6","1","4","16.67","66.67","1","18","1","5","5.56","27.78","-11","922","68","189","7.38","20.5","-249.61","7","6","415","33","93","7.95","22.41","-169.61","49","17","27","34.69","34.69","-0.57","612","50","144","8.17","8.17","-113.7",
"Kennedy, J W","0","0","0","0","0","0","4","0","1","0","25","-4","10","2","4","20","40","0","15","2","6","13.33","40","-5","868","185","396","21.31","45.62","-148.75","5","5","565","118","254","20.88","44.96","-100.6","215","100","155","46.51","46.51","-0.88","289","35","97","12.11","12.11","-97.24",
"Kidd, Mr J","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","-1","1","0","0","0","0","-1","12","1","4","8.33","33.33","-5.5","46","3","9","1","3","11.11","33.33","-2.5","0","0","0","0","0","0","2","0","0","0","0","-2",
"King, D","0","0","0","0","0","0","2","0","0","0","0","-2","4","0","0","0","0","-4","8","3","4","37.5","50","20.5","634","54","172","8.52","27.13","-177.06","12","6","310","21","84","6.77","27.1","-135.17","52","16","35","30.77","30.77","1.61","407","36","113","8.85","8.85","-79.09",
"King, Mr P A","0","0","0","0","0","0","1","0","0","0","0","-1","1","0","0","0","0","-1","2","0","0","0","0","-2","57","6","14","10.53","24.56","-3.05","64","5","28","5","11","17.86","39.29","14.95","4","1","2","25","25","-2.38","12","2","5","16.67","16.67","3.33",
"Kingscote, Richard","0","0","0","0","0","0","0","0","0","0","0","0","7","1","1","14.29","14.29","-2.67","22","4","4","18.18","18.18","21.58","1196","132","403","11.04","33.7","-418.85","6","7","577","57","180","9.88","31.2","-208.06","183","53","109","28.96","28.96","-43.71","722","79","234","10.94","10.94","-248.28",
"Kirrane, Sean","3","0","0","0","0","-3","3","0","0","0","0","-3","14","1","2","7.14","14.29","-7.5","27","1","4","3.7","14.81","-20.5","589","62","167","10.53","28.35","-49.76","4","7","306","29","81","9.48","26.47","-22.37","42","11","24","26.19","26.19","-3.01","485","58","151","11.96","11.96","15.04",
"Lambert, Finn","1","0","0","0","0","-1","1","0","0","0","0","-1","1","0","0","0","0","-1","1","0","0","0","0","-1","289","28","76","9.69","26.3","-104.63","24","2","130","11","29","8.46","22.31","-54.79","38","12","23","31.58","31.58","-2.01","205","20","53","9.76","9.76","-62.04",
"Langley, Miss Taryn","0","0","0","0","0","0","0","0","0","0","0","0","1","0","1","0","100","-1","3","0","1","0","33.33","-3","39","3","13","7.69","33.33","-26.25","16","4","31","1","11","3.23","35.48","-28","2","2","2","100","100","3.75","37","3","12","8.11","8.11","-24.25",
"Larson, Frederick","1","0","0","0","0","-1","2","0","0","0","0","-2","5","1","1","20","20","-1.5","14","2","4","14.29","28.57","-9.1","448","42","128","9.38","28.57","-163.72","4","4","159","12","41","7.55","25.79","-77.51","53","11","32","20.75","20.75","-28.68","362","33","105","9.12","9.12","-122.77",
