Jockey,14Day_Runs,14Day_Wins,14Day_Places,14Day_Win_Strike,14Day_Place_Strike,14Day_SP_ProfitLoss,2YR_Runs,2YR_Wins,2YR_Places,2YR_Win_Strike,2YR_Place_Strike,2YR_SP_ProfitLoss,DaysSinceWin,RunsSinceWin,1YR_Runs,1YR_Wins,1YR_Places,1YR_Win_Strike,1YR_Place_Strike,1YR_SP_ProfitLoss,2yr_fav_Runs,2yr_fav_Wins,2yr_fav_Places,2yr_fav_Win_Strike,2yr_fav_Place_Strike,2yr_fav_SP_ProfitLoss,2yr_hcap_Runs,2yr_hcap_Wins,2yr_hcap_Places,2yr_hcap_Win_Strike,2yr_hcap_Place_Strike,2yr_hcap_SP_ProfitLoss,
"Anderson, Joe","2","0","0","0","0","-2","135","11","37","8.15","27.41","-68","228","23","84","7","23","8.33","27.38","-38.87","11","3","7","27.27","27.27","-3.5","114","11","35","9.65","9.65","-47",
"Andrews, Bridget","14","1","3","7.14","21.43","-11.12","238","29","66","12.18","27.73","-68.81","13","11","108","12","24","11.11","22.22","-56.19","35","15","22","42.86","42.86","0.69","124","7","25","5.65","5.65","-65.05",
"Andrews, Jack","1","0","1","0","100","-1","180","23","58","12.78","32.22","-36.75","21","2","151","16","43","10.6","28.48","-85.69","26","7","13","26.92","26.92","-12.58","126","15","44","11.9","11.9","-32.59",
"Armson, Philip","14","1","2","7.14","14.29","112","444","37","109","8.33","24.55","-87.59","8","8","318","32","93","10.06","29.25","-34.42","45","8","24","17.78","17.78","-17.88","391","35","104","8.95","8.95","-164.92",
"Barry, Mr J C","0","0","0","0","0","0","193","8","32","4.15","16.58","-77.17","186","39","87","5","17","5.75","19.54","4.83","8","1","2","12.5","12.5","-3.67","36","2","6","5.56","5.56","-25.67",
"Bass, David","19","5","11","26.32","57.89","11.21","537","76","176","14.15","32.77","-128.02","2","3","238","36","89","15.13","37.39","-26.8","98","27","55","27.55","27.55","-28.66","295","34","88","11.53","11.53","-87.63",
"Bellamy, Tom","31","1","9","3.23","29.03","-26.5","793","96","257","12.11","32.41","-240.12","14","27","431","51","152","11.83","35.27","-158.12","85","35","52","41.18","41.18","8.17","459","56","152","12.2","12.2","-138.21",
"Benson, Miss G","0","0","0","0","0","0","23","1","7","4.35","30.43","-8","504","22","19","0","6","0","31.58","-19","0","0","0","0","0","0","9","1","3","11.11","11.11","6",
"Best, J A","16","0","3","0","18.75","-16","786","48","157","6.11","19.97","-359.32","46","60","337","18","62","5.34","18.4","-207.96","40","14","20","35","35","2.77","477","36","114","7.55","7.55","-161.47",
"Bewley, Callum","11","0","1","0","9.09","-11","558","32","107","5.73","19.18","-272.49","24","20","287","13","49","4.53","17.07","-186.37","35","9","18","25.71","25.71","-8.45","320","24","76","7.5","7.5","-150.62",
"Bewley, Jonathon","2","0","0","0","0","-2","122","16","41","13.11","33.61","-35.46","17","3","74","11","25","14.86","33.78","-22.96","10","4","5","40","40","1.54","94","15","37","15.96","15.96","-11.96",
"Blackmore, Rachael","23","1","7","4.35","30.43","-18","904","144","347","15.93","38.38","-305.02","4","7","466","61","161","13.09","34.55","-168.27","216","75","133","34.72","34.72","-42.96","349","27","103","7.74","7.74","-132.21",
