Jockey,14Day_Runs,14Day_Wins,14Day_Places,14Day_Win_Strike,14Day_Place_Strike,14Day_SP_ProfitLoss,2YR_Runs,2YR_Wins,2YR_Places,2YR_Win_Strike,2YR_Place_Strike,2YR_SP_ProfitLoss,DaysSinceWin,RunsSinceWin,1YR_Runs,1YR_Wins,1YR_Places,1YR_Win_Strike,1YR_Place_Strike,1YR_SP_ProfitLoss,2yr_fav_Runs,2yr_fav_Wins,2yr_fav_Places,2yr_fav_Win_Strike,2yr_fav_Place_Strike,2yr_fav_SP_ProfitLoss,2yr_hcap_Runs,2yr_hcap_Wins,2yr_hcap_Places,2yr_hcap_Win_Strike,2yr_hcap_Place_Strike,2yr_hcap_SP_ProfitLoss,
"Allan, David","42","9","17","21.43","40.48","3","1198","147","385","12.27","32.14","-133.98","5","8","595","73","196","12.27","32.94","-144.37","193","64","117","33.16","33.16","2.51","900","129","308","14.33","14.33","-104.92",
"Andrews, Mr L D","0","0","0","0","0","0","1","0","0","0","0","-1","9999","9999","1","0","0","0","0","-1","0","0","0","0","0","0","0","0","0","0","0","0",
"Atzeni, Andrea","23","6","10","26.09","43.48","5.67","923","151","350","16.36","37.92","-109.84","3","5","394","79","165","20.05","41.88","7.05","179","64","113","35.75","35.75","-14.99","479","83","178","17.33","17.33","-27.87",
"Barron, Mr R W","1","0","0","0","0","-1","77","2","13","2.6","16.88","-49","112","24","54","1","10","1.85","18.52","-28","3","1","2","33.33","33.33","-1","8","0","2","0","0","-8",
"Barry, Mr J C","2","0","2","0","100","-2","196","9","28","4.59","14.29","-63.17","80","21","88","5","15","5.68","17.05","3.83","8","1","2","12.5","12.5","-3.67","34","2","5","5.88","5.88","-23.67",
"Bass, George","14","0","4","0","28.57","-14","442","39","111","8.82","25.11","-58.57","18","21","190","18","47","9.47","24.74","9.01","25","10","14","40","40","4.43","351","35","94","9.97","9.97","-29.07",
"Beasley, Connor","27","3","14","11.11","51.85","-8.57","1127","145","396","12.87","35.14","-86.27","6","7","709","90","246","12.69","34.7","-50.1","179","49","106","27.37","27.37","-15.67","799","114","303","14.27","14.27","32.67",
"Bennett, Charlie","19","1","3","5.26","15.79","-14.5","712","38","127","5.34","17.84","-365.68","5","6","306","8","43","2.61","14.05","-221.62","33","7","15","21.21","21.21","-12.47","519","36","114","6.94","6.94","-178.93",
"Bishop, Charles","24","7","11","29.17","45.83","3.98","802","70","179","8.73","22.32","-275.91","2","3","290","29","73","10","25.17","-22.51","54","20","36","37.04","37.04","5.52","485","37","105","7.63","7.63","-165.19",
"Blackmore, Rachael","29","5","9","17.24","31.03","-9.24","993","169","397","17.02","39.98","-256.44","7","9","381","59","143","15.49","37.53","-117.53","231","81","144","35.06","35.06","-49.21","381","34","113","8.92","8.92","-106.21",
"Brassil, C","7","0","4","0","57.14","-7","84","4","21","4.76","25","-53.8","35","15","56","3","18","5.36","32.14","-35.8","6","1","3","16.67","16.67","-3.8","46","2","13","4.35","4.35","-30",
"Breslin, Andrew","5","0","1","0","20","-5","315","21","70","6.67","22.22","-103.37","42","18","127","12","28","9.45","22.05","-17.87","13","3","5","23.08","23.08","-5.12","276","21","68","7.61","7.61","-64.37",
"Brookes, Aiden","14","3","4","21.43","28.57","-1","186","23","49","12.37","26.34","-0.37","10","7","126","19","34","15.08","26.98","24.63","17","6","10","35.29","35.29","0.63","161","23","47","14.29","14.29","24.63",
"Brooks, Chelsea","1","0","0","0","0","-1","13","2","2","15.38","15.38","30","157","7","8","2","2","25","25","35","0","0","0","0","0","0","13","2","2","15.38","15.38","30",
"Brouder, Gavin","5","1","1","20","20","29","284","19","54","6.69","19.01","-19.64","14","5","139","10","26","7.19","18.71","38.7","8","2","4","25","25","-1.47","197","13","41","6.6","6.6","-31.97",
"Buckley, Kieran","15","3","9","20","60","1.88","219","26","74","11.87","33.79","-52.98","2","1","136","17","48","12.5","35.29","-30.3","21","9","14","42.86","42.86","6.77","171","21","54","12.28","12.28","-41.92",
"Buick, William","37","6","16","16.22","43.24","-5.27","1726","380","750","22.02","43.45","-65.85","2","8","836","201","386","24.04","46.17","-66.4","573","225","372","39.27","39.27","8","967","176","362","18.2","18.2","-156.57",
"Burke, Mr W J","0","0","0","0","0","0","14","0","2","0","14.29","-14","9999","9999","10","0","1","0","10","-10","0","0","0","0","0","0","0","0","0","0","0","0",
"Burns, Harry","6","0","1","0","16.67","-6","275","29","65","10.55","23.64","-101.2","35","15","182","19","40","10.44","21.98","-69.95","34","7","16","20.59","20.59","-15.45","225","26","55","11.56","11.56","-64.2",
"Byrnes, Mr P","7","1","2","14.29","28.57","-4.9","91","13","29","14.29","31.87","-34.92","11","2","24","4","9","16.67","37.5","-1.02","11","7","8","63.64","63.64","11.58","19","2","5","10.53","10.53","-4",
"Callan, N","34","7","12","20.59","35.29","-8.59","413","63","148","15.25","35.84","82.45","4","7","401","61","144","15.21","35.91","66.95","67","20","39","29.85","29.85","-8.52","271","43","94","15.87","15.87","41.77",
"Canavan, Jordan J","1","0","0","0","0","-1","93","3","10","3.23","10.75","-79.17","150","23","56","3","6","5.36","10.71","-42.17","3","1","1","33.33","33.33","1.33","40","2","6","5","5","-30.5",
"Carberry, Peter","6","0","0","0","0","-6","266","6","29","2.26","10.9","-215.5","85","33","153","4","19","2.61","12.42","-127.5","6","1","3","16.67","16.67","-3.5","134","5","20","3.73","3.73","-92",
"Carver, William","8","1","3","12.5","37.5","-0.5","341","32","73","9.38","21.41","-133.43","8","5","163","13","32","7.98","19.63","-69.46","35","10","19","28.57","28.57","-8.76","258","27","60","10.47","10.47","-68.91",
