Jockey,1Day_Runs,1Day_Wins,1Day_Places,1Day_Win_Strike,1Day_Place_Strike,1Day_SP_ProfitLoss,3Day_Runs,3Day_Wins,3Day_Places,3Day_Win_Strike,3Day_Place_Strike,3Day_SP_ProfitLoss,7Day_Runs,7Day_Wins,7Day_Places,7Day_Win_Strike,7Day_Place_Strike,7Day_SP_ProfitLoss,14Day_Runs,14Day_Wins,14Day_Places,14Day_Win_Strike,14Day_Place_Strike,14Day_SP_ProfitLoss,2YR_Runs,2YR_Wins,2YR_Places,2YR_Win_Strike,2YR_Place_Strike,2YR_SP_ProfitLoss,DaysSinceWin,RunsSinceWin,1YR_Runs,1YR_Wins,1YR_Places,1YR_Win_Strike,1YR_Place_Strike,1YR_SP_ProfitLoss,2yr_fav_Runs,2yr_fav_Wins,2yr_fav_Places,2yr_fav_Win_Strike,2yr_fav_Place_Strike,2yr_fav_SP_ProfitLoss,2yr_hcap_Runs,2yr_hcap_Wins,2yr_hcap_Places,2yr_hcap_Win_Strike,2yr_hcap_Place_Strike,2yr_hcap_SP_ProfitLoss,
"Da Silva, Raul","0","0","0","0","0","0","1","0","0","0","0","-1","2","0","0","0","0","-2","6","0","0","0","0","-6","114","7","24","6.14","21.05","-40.22","181","43","69","5","14","7.25","20.29","-40.55","7","1","4","14.29","14.29","-5.38","67","2","10","2.99","2.99","-21.67",
"Davies, Harry","0","0","0","0","0","0","3","0","0","0","0","-3","9","1","2","11.11","22.22","-4","25","4","5","16","20","10","907","98","282","10.8","31.09","-185.67","4","4","544","59","174","10.85","31.99","-84.61","105","30","61","28.57","28.57","-16.63","598","54","170","9.03","9.03","-206.54",
"Dawson, R","3","0","1","0","33.33","-3","8","0","1","0","12.5","-8","11","1","2","9.09","18.18","30","30","4","8","13.33","26.67","83.63","561","60","166","10.7","29.59","-4.93","7","11","212","18","56","8.49","26.42","-10.81","80","19","43","23.75","23.75","-24.93","374","40","111","10.7","10.7","-12.47",
"Deutsch, Charlie","0","0","0","0","0","0","2","0","1","0","50","-2","3","0","1","0","33.33","-3","4","0","1","0","25","-4","620","79","182","12.74","29.35","-240.5","60","15","349","53","111","15.19","31.81","-100.93","115","34","65","29.57","29.57","-24.71","462","64","137","13.85","13.85","-146.18",
"Dobie, Georgia","2","0","2","0","100","-2","5","0","2","0","40","-5","8","0","3","0","37.5","-8","15","0","4","0","26.67","-15","448","23","84","5.13","18.75","-234.75","19","19","244","15","46","6.15","18.85","-106.5","18","3","8","16.67","16.67","-8.75","344","18","71","5.23","5.23","-174.25",
"Doughty, Jack","4","0","2","0","50","-4","12","0","5","0","41.67","-12","15","1","6","6.67","40","-12.25","30","4","10","13.33","33.33","-4.42","284","38","90","13.38","31.69","-44.56","5","13","284","38","90","13.38","31.69","-44.56","44","15","31","34.09","34.09","-0.06","244","34","76","13.93","13.93","-26.06",
"Doyle, Hollie","1","0","0","0","0","-1","8","0","2","0","25","-8","29","4","10","13.79","34.48","2.43","59","8","19","13.56","32.2","-0.94","1754","237","560","13.51","31.93","-431.82","4","13","1009","127","338","12.59","33.5","-327.46","280","93","160","33.21","33.21","-28.17","1215","160","369","13.17","13.17","-276.59",
"Doyle, James","0","0","0","0","0","0","7","1","5","14.29","71.43","-2.5","10","2","6","20","60","-3.88","25","8","15","32","60","1.26","897","173","380","19.29","42.36","-213.67","3","5","432","78","181","18.06","41.9","-118.5","287","109","188","37.98","37.98","-37.93","398","68","147","17.09","17.09","-75.47",
"Dunne, R T","0","0","0","0","0","0","1","0","0","0","0","-1","4","0","2","0","50","-4","8","0","4","0","50","-8","519","35","124","6.74","23.89","-238.42","20","9","267","16","66","5.99","24.72","-156.05","38","8","20","21.05","21.05","-10.33","341","26","89","7.62","7.62","-168.08",
"Eaves, Tom","0","0","0","0","0","0","3","0","0","0","0","-3","11","0","3","0","27.27","-11","30","1","7","3.33","23.33","-17","1341","107","326","7.98","24.31","-360.86","11","20","704","57","173","8.1","24.57","-153.99","75","23","47","30.67","30.67","-11.45","958","72","239","7.52","7.52","-316.79",
"Edmunds, Lewis","0","0","0","0","0","0","5","0","2","0","40","-5","12","0","3","0","25","-12","30","2","6","6.67","20","-13.75","948","106","282","11.18","29.75","-166.43","9","14","520","59","172","11.35","33.08","-154.41","105","35","64","33.33","33.33","8.99","733","96","241","13.1","13.1","-15.67",
"Edwards, Lee","0","0","0","0","0","0","1","0","0","0","0","-1","2","0","1","0","50","-2","3","0","1","0","33.33","-3","334","27","76","8.08","22.75","-78.87","58","10","171","16","44","9.36","25.73","-37","22","3","8","13.64","13.64","-9.75","204","22","55","10.78","10.78","-41.75",
"Egan, David","1","0","1","0","100","-1","8","2","3","25","37.5","5","19","2","5","10.53","26.32","-6","44","6","17","13.64","38.64","-16","1574","187","506","11.88","32.15","-355.98","3","5","767","96","245","12.52","31.94","-88.63","170","57","109","33.53","33.53","-4.22","949","108","285","11.38","11.38","-135.47",
"Egan, John","0","0","0","0","0","0","3","0","0","0","0","-3","4","0","0","0","0","-4","9","0","1","0","11.11","-9","401","29","90","7.23","22.44","-216.65","40","28","178","9","36","5.06","20.22","-101.67","28","9","19","32.14","32.14","-0.65","295","25","78","8.47","8.47","-125.98",
"Elliott, Rhys","0","0","0","0","0","0","4","0","2","0","50","-4","11","0","2","0","18.18","-11","22","0","3","0","13.64","-22","130","11","37","8.46","28.46","-42.42","30","42","128","11","37","8.59","28.91","-40.42","12","3","5","25","25","-0.92","119","10","33","8.4","8.4","-36.42",
"England, Jonathan","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","-1","305","47","113","15.41","37.05","-48.97","19","2","169","24","53","14.2","31.36","-27.58","66","20","42","30.3","30.3","-10.26","237","42","103","17.72","17.72","-22.42",
"Ewing, Sam","0","0","0","0","0","0","3","0","1","0","33.33","-3","6","1","2","16.67","33.33","-2.5","7","1","2","14.29","28.57","-3.5","671","52","166","7.75","24.74","-226.47","7","4","379","37","95","9.76","25.07","-46.25","47","11","26","23.4","23.4","-21.88","318","23","66","7.23","7.23","-48.71",
"Fanning, Joe","0","0","0","0","0","0","6","0","2","0","33.33","-6","18","0","2","0","11.11","-18","32","2","5","6.25","15.63","-21.17","996","147","336","14.76","33.73","-71.71","13","30","567","80","190","14.11","33.51","-53.22","145","51","91","35.17","35.17","-1.7","779","111","257","14.25","14.25","-78.62",
"Farmer, Shay","0","0","0","0","0","0","1","0","0","0","0","-1","1","0","0","0","0","-1","1","0","0","0","0","-1","25","4","7","16","28","17.75","34","7","25","4","7","16","28","17.75","0","0","0","0","0","0","23","4","7","17.39","17.39","19.75",
"Farragher, Adam J","0","0","0","0","0","0","4","0","0","0","0","-4","10","1","3","10","30","-6.25","17","1","3","5.88","17.65","-13.25","847","89","209","10.51","24.68","-230.8","6","7","483","45","108","9.32","22.36","-122.15","86","33","57","38.37","38.37","9.62","589","68","156","11.54","11.54","-133.25",
"Featherstone, Mr William","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","-1","46","5","14","10.87","30.43","-5.15","58","4","27","2","9","7.41","33.33","-7","5","1","3","20","20","-2.9","42","5","14","11.9","11.9","-1.15",
"Feilden, Sam","0","0","0","0","0","0","1","0","0","0","0","-1","2","0","0","0","0","-2","4","0","0","0","0","-4","149","11","40","7.38","26.85","-61.75","25","9","78","4","15","5.13","19.23","-47.75","8","2","6","25","25","-2.25","130","10","36","7.69","7.69","-55.75",
"Fenelon, S","0","0","0","0","0","0","0","0","0","0","0","0","1","1","1","100","100","1.38","3","1","2","33.33","66.67","-0.62","267","8","33","3","12.36","-145.62","7","1","139","6","20","4.32","14.39","-42.62","7","1","3","14.29","14.29","-3","137","4","20","2.92","2.92","-65",
"Fentiman, Duran","0","0","0","0","0","0","3","0","0","0","0","-3","10","0","3","0","30","-10","24","1","7","4.17","29.17","-15","629","31","118","4.93","18.76","-246.06","9","14","307","23","71","7.49","23.13","-25.09","25","3","12","12","12","-18.22","510","29","104","5.69","5.69","-134.59",
"Fisher, Taylor","5","1","1","20","20","1.5","9","1","2","11.11","22.22","-2.5","10","1","2","10","20","-3.5","18","1","4","5.56","22.22","-11.5","507","59","161","11.64","31.76","-187.94","1","2","167","16","48","9.58","28.74","-71.04","57","20","34","35.09","35.09","8.32","428","47","136","10.98","10.98","-168.66",
"Fraser, Kaiya","0","0","0","0","0","0","1","0","1","0","100","-1","7","3","4","42.86","57.14","6.75","16","5","7","31.25","43.75","16.75","273","37","96","13.55","35.16","-50.78","4","2","144","17","49","11.81","34.03","-41.17","52","15","29","28.85","28.85","-8.36","239","35","88","14.64","14.64","-39.78",
"Gainford, Mr J C","0","0","0","0","0","0","3","0","1","0","33.33","-3","5","0","2","0","40","-5","9","1","4","11.11","44.44","6","523","46","128","8.8","24.47","-140.55","12","9","265","20","64","7.55","24.15","-91.55","34","12","20","35.29","35.29","0.74","229","16","49","6.99","6.99","-23.75",
"Garritty, Billy","1","0","0","0","0","-1","2","0","1","0","50","-2","13","0","3","0","23.08","-13","24","0","5","0","20.83","-24","890","101","265","11.35","29.78","28.15","15","25","451","50","128","11.09","28.38","29.91","89","27","51","30.34","30.34","-12.38","656","73","192","11.13","11.13","-140.6",
"Garritty, Jack","0","0","0","0","0","0","2","0","0","0","0","-2","6","1","2","16.67","33.33","-1.5","14","1","4","7.14","28.57","-9.5","438","40","137","9.13","31.28","-149.99","7","6","211","17","65","8.06","30.81","-78.12","47","11","29","23.4","23.4","-9.99","311","33","104","10.61","10.61","-58.37",
"Ghiani, Marco","0","0","0","0","0","0","5","0","2","0","40","-5","11","0","3","0","27.27","-11","28","2","9","7.14","32.14","-20.5","792","98","257","12.37","32.45","-102.15","8","12","541","67","173","12.38","31.98","-202.7","121","42","72","34.71","34.71","2.12","548","75","189","13.69","13.69","-116.28",
"Gibson, Anna","1","0","0","0","0","-1","1","0","0","0","0","-1","1","0","0","0","0","-1","1","0","0","0","0","-1","101","6","15","5.94","14.85","-33.62","101","21","68","2","6","2.94","8.82","-36","6","1","2","16.67","16.67","-3.62","99","6","14","6.06","6.06","-31.62",
"Gillard, Fergus","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","279","35","82","12.54","29.39","-67.24","77","5","148","21","42","14.19","28.38","-0.45","35","16","27","45.71","45.71","13.38","203","29","67","14.29","14.29","-53.65",
"Gleeson, Mr J L","0","0","0","0","0","0","1","1","1","100","100","1.5","3","2","2","66.67","66.67","4","3","2","2","66.67","66.67","4","230","35","96","15.22","41.74","-25.27","3","1","134","16","52","11.94","38.81","-79.86","40","16","26","40","40","-6.85","31","0","4","0","0","-31",
"Gordon, Josephine","0","0","0","0","0","0","3","1","1","33.33","33.33","3","6","1","1","16.67","16.67","0","12","2","3","16.67","25","6","526","41","120","7.79","22.81","-150.63","2","1","269","22","61","8.18","22.68","-44.76","30","8","16","26.67","26.67","4.29","436","37","106","8.49","8.49","-83.88",
"Greatrex, Edward","2","1","2","50","100","0.2","9","3","5","33.33","55.56","5.7","10","3","5","30","50","4.7","14","3","6","21.43","42.86","0.7","139","26","51","18.71","36.69","173.53","1","2","139","26","51","18.71","36.69","173.53","20","7","12","35","35","0.03","84","19","36","22.62","22.62","165.03",
"Hammond, Charlie","0","0","0","0","0","0","0","0","0","0","0","0","2","0","0","0","0","-2","9","0","1","0","11.11","-9","574","71","164","12.37","28.57","-143.71","25","14","281","38","88","13.52","31.32","-85.42","49","19","33","38.78","38.78","3.5","409","49","119","11.98","11.98","-86.81",
"Hardie, Cameron","0","0","0","0","0","0","4","1","1","25","25","15","18","3","4","16.67","22.22","15.25","32","3","5","9.38","15.63","1.25","1606","61","267","3.8","16.63","-890.63","3","4","787","28","117","3.56","14.87","-372.42","46","6","22","13.04","13.04","-30.71","1278","49","222","3.83","3.83","-780.62",
"Harney, Gearoid","0","0","0","0","0","0","0","0","0","0","0","0","2","0","0","0","0","-2","2","0","0","0","0","-2","118","11","40","9.32","33.9","-32.79","282","38","77","5","24","6.49","31.17","-50.75","13","3","8","23.08","23.08","-1.87","90","9","33","10","10","-12.37",
"Harris, Bradley","0","0","0","0","0","0","0","0","0","0","0","0","3","0","1","0","33.33","-3","4","0","1","0","25","-4","260","39","96","15","36.92","10.41","122","36","143","17","55","11.89","38.46","25.39","47","16","28","34.04","34.04","-6.09","190","26","65","13.68","13.68","15.25",
"Hart, Jason","0","0","0","0","0","0","9","1","2","11.11","22.22","-5.75","21","2","5","9.52","23.81","-2.75","45","4","10","8.89","22.22","-21.24","1904","216","624","11.34","32.77","-484.57","3","9","969","97","297","10.01","30.65","-307.52","289","82","168","28.37","28.37","-43.64","1402","154","455","10.98","10.98","-342.34",
"Harvey, A","0","0","0","0","0","0","3","0","0","0","0","-3","6","0","1","0","16.67","-6","10","1","4","10","40","-7.12","254","29","85","11.42","33.46","-68.76","12","10","177","18","55","10.17","31.07","-49.27","26","11","17","42.31","42.31","5.03","114","11","35","9.65","9.65","-31.52",
"Havlin, Robert","0","0","0","0","0","0","3","2","2","66.67","66.67","6.75","8","3","4","37.5","50","4.5","17","6","8","35.29","47.06","6.13","1197","186","450","15.54","37.59","-243.79","3","2","601","85","216","14.14","35.94","-133.96","192","78","128","40.63","40.63","-0.39","703","108","261","15.36","15.36","-100.99",
"Heard, Tyler","4","1","2","25","50","9","6","1","2","16.67","33.33","7","8","1","2","12.5","25","5","16","2","3","12.5","18.75","10","322","26","82","8.07","25.47","-74.78","1","1","232","22","67","9.48","28.88","-12.78","20","7","12","35","35","2.14","240","18","56","7.5","7.5","-84.66",
"Heffernan, J A","1","0","1","0","100","-1","4","0","1","0","25","-4","15","0","2","0","13.33","-15","32","2","7","6.25","21.88","-23.5","1079","108","291","10.01","26.97","-224.75","9","17","503","44","132","8.75","26.24","-120.89","104","41","78","39.42","39.42","6.89","517","27","109","5.22","5.22","-214.16",
"Hogan, D E","0","0","0","0","0","0","4","0","2","0","50","-4","8","0","3","0","37.5","-8","17","2","5","11.76","29.41","0","816","81","241","9.93","29.53","-78.76","9","10","458","48","134","10.48","29.26","-21.94","64","19","38","29.69","29.69","-3.83","574","65","182","11.32","11.32","10.3",
"Hogan, Mr J","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2","1","1","50","50","11","317","45","92","14.2","29.02","-66.98","9","2","137","19","37","13.87","27.01","5.8","60","21","35","35","35","-6.24","232","31","62","13.36","13.36","-28.41",
"Hornby, Rob","5","1","2","20","40","-3.56","13","3","4","23.08","30.77","7.94","23","6","9","26.09","39.13","17.69","38","8","14","21.05","36.84","10.94","1306","128","347","9.8","26.57","-306.15","1","4","645","62","163","9.61","25.27","-185.6","136","33","78","24.26","24.26","-50.02","797","80","213","10.04","10.04","-115.31",
"Houlihan, Sean M","0","0","0","0","0","0","0","0","0","0","0","0","2","0","0","0","0","-2","2","0","0","0","0","-2","489","23","90","4.7","18.4","-274.3","96","25","237","6","39","2.53","16.46","-174.93","16","4","8","25","25","-7.3","294","19","66","6.46","6.46","-92.62",
"Howarth, Christian","1","0","1","0","100","-1","1","0","1","0","100","-1","3","0","2","0","66.67","-3","10","0","3","0","30","-10","480","29","101","6.04","21.04","-145.34","23","16","258","12","46","4.65","17.83","-180.92","26","5","11","19.23","19.23","-12.67","395","24","88","6.08","6.08","-100.17",
"Hughes, Brian","0","0","0","0","0","0","1","0","0","0","0","-1","4","1","3","25","75","-1","12","3","7","25","58.33","-3.63","1532","236","558","15.4","36.42","-344.84","7","4","680","93","229","13.68","33.68","-147.19","299","96","167","32.11","32.11","-71.88","1037","145","347","13.98","13.98","-276.05",
"Hutchinson, Callum","3","0","0","0","0","-3","8","0","1","0","12.5","-8","11","0","1","0","9.09","-11","21","3","4","14.29","19.05","-2","539","52","130","9.65","24.12","-133.35","11","14","325","28","77","8.62","23.69","-96.47","34","9","17","26.47","26.47","-1.19","432","46","110","10.65","10.65","-96.18",
"Jamin, Pierre-Louis","0","0","0","0","0","0","4","1","1","25","25","-2.2","8","1","1","12.5","12.5","-6.2","13","1","2","7.69","15.38","-11.2","407","50","124","12.29","30.47","-92.35","2","2","214","26","60","12.15","28.04","-33.24","43","16","31","37.21","37.21","-0.68","249","25","78","10.04","10.04","-64.46",
"Jary, Alex","0","0","0","0","0","0","2","0","1","0","50","-2","4","0","2","0","50","-4","11","1","4","9.09","36.36","-6.67","364","27","84","7.42","23.08","-152.64","11","5","214","17","46","7.94","21.5","-74.22","20","4","10","20","20","-8.05","314","24","75","7.64","7.64","-118.17",
"Johns, Alan","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","-1","336","30","84","8.93","25","-87.71","156","31","156","9","36","5.77","23.08","-91","26","7","10","26.92","26.92","-2.42","242","27","70","11.16","11.16","-24.21",
"Johnston, Dylan","0","0","0","0","0","0","0","0","0","0","0","0","1","1","1","100","100","25","2","1","1","50","50","24","287","33","100","11.5","34.84","-63.6","5","1","145","22","57","15.17","39.31","-6.35","31","9","19","29.03","29.03","-10.18","239","28","87","11.72","11.72","-46.43",
"Jones, Ethan","0","0","0","0","0","0","3","0","0","0","0","-3","4","0","0","0","0","-4","10","0","0","0","0","-10","221","22","67","9.95","30.32","-99.85","29","21","204","21","61","10.29","29.9","-91.35","21","8","15","38.1","38.1","0.49","193","19","60","9.84","9.84","-83.05",
"Keane, C T","1","1","1","100","100","12","9","2","4","22.22","44.44","6.2","18","3","10","16.67","55.56","1.7","40","4","14","10","35","-16.8","1611","227","581","14.09","36.06","-338.01","1","1","801","121","297","15.11","37.08","-145.97","339","99","193","29.2","29.2","-59.13","821","102","270","12.42","12.42","-128.98",
