Jockey,14Day_Runs,14Day_Wins,14Day_Places,14Day_Win_Strike,14Day_Place_Strike,14Day_SP_ProfitLoss,2YR_Runs,2YR_Wins,2YR_Places,2YR_Win_Strike,2YR_Place_Strike,2YR_SP_ProfitLoss,DaysSinceWin,RunsSinceWin,1YR_Runs,1YR_Wins,1YR_Places,1YR_Win_Strike,1YR_Place_Strike,1YR_SP_ProfitLoss,2yr_fav_Runs,2yr_fav_Wins,2yr_fav_Places,2yr_fav_Win_Strike,2yr_fav_Place_Strike,2yr_fav_SP_ProfitLoss,2yr_hcap_Runs,2yr_hcap_Wins,2yr_hcap_Places,2yr_hcap_Win_Strike,2yr_hcap_Place_Strike,2yr_hcap_SP_ProfitLoss,
"Andrews, Bridget","3","0","0","0","0","-3","241","31","62","12.86","25.73","-62.23","17","4","108","11","23","10.19","21.3","-58.64","33","15","20","45.45","45.45","3.52","125","8","22","6.4","6.4","-60.05",
"Armson, Philip","7","0","0","0","0","-7","455","37","112","8.13","24.62","-98.59","50","31","307","30","90","9.77","29.32","-30.92","44","8","25","18.18","18.18","-16.88","395","35","106","8.86","8.86","-168.92",
"Bass, David","17","3","7","17.65","41.18","-1.2","525","74","170","14.1","32.38","-125.03","4","5","231","35","82","15.15","35.5","-30","93","25","56","26.88","26.88","-27.97","289","33","86","11.42","11.42","-96.56",
"Bass, George","2","0","0","0","0","-2","441","39","106","8.84","24.04","-69.19","89","32","240","23","56","9.58","23.33","-52.86","25","9","13","36","36","-1.19","332","34","87","10.24","10.24","-29.69",
"Bellamy, Tom","30","1","6","3.33","20","-25.5","805","94","254","11.68","31.55","-256.87","7","10","418","49","137","11.72","32.78","-130.54","81","33","48","40.74","40.74","7.17","474","57","152","12.03","12.03","-128.71",
"Bennett, Charlie","13","0","3","0","23.08","-13","684","28","123","4.09","17.98","-412.29","36","23","318","12","52","3.77","16.35","-230.12","26","4","12","15.38","15.38","-12","491","27","110","5.5","5.5","-221.79",
"Berry, Mr R A","0","0","0","0","0","0","21","1","3","4.76","14.29","-12","363","15","15","1","3","6.67","20","-6","0","0","0","0","0","0","5","1","2","20","20","4",
"Bishop, Charles","8","0","1","0","12.5","-8","730","62","178","8.49","24.38","-241.15","31","15","357","36","95","10.08","26.61","-136.81","54","18","35","33.33","33.33","-2.97","436","33","99","7.57","7.57","-130.31",
"Blackmore, Rachael","13","2","4","15.38","30.77","-8","881","137","335","15.55","38.02","-306.82","6","2","461","63","161","13.67","34.92","-167.34","207","68","127","32.85","32.85","-50.14","348","26","105","7.47","7.47","-134.46",
"Boinville, Nico","10","2","2","20","20","-1.67","677","143","259","21.12","38.26","-81.59","4","1","268","53","95","19.78","35.45","-41.8","225","90","130","40","40","-20.5","309","48","96","15.53","15.53","0.4",
"Bowen, James C","26","1","9","3.85","34.62","-19","752","118","265","15.69","35.24","-43.65","9","14","341","55","120","16.13","35.19","-6.64","131","47","86","35.88","35.88","2.34","465","80","165","17.2","17.2","77.52",
"Bowen, Sean P","29","3","9","10.34","31.03","-12.5","1093","203","406","18.57","37.15","5.55","1","1","589","118","235","20.03","39.9","146.7","264","110","169","41.67","41.67","2.63","712","125","252","17.56","17.56","-57.77",
"Brace, Connor","7","1","2","14.29","28.57","-2","356","44","99","12.36","27.81","-19.96","1","1","189","28","51","14.81","26.98","-43.73","36","15","21","41.67","41.67","9.91","201","29","60","14.43","14.43","8.27",
"Brace, Mr J","7","0","1","0","14.29","-7","56","9","17","16.07","30.36","17.88","19","8","53","9","16","16.98","30.19","20.88","7","3","4","42.86","42.86","1.88","53","9","17","16.98","16.98","20.88",
"Bradley, Paddy","12","0","2","0","16.67","-12","94","6","26","6.38","27.66","-42.67","38","20","94","6","26","6.38","27.66","-42.67","5","0","2","0","0","-5","69","6","22","8.7","8.7","-17.67",
"Brennan, Nathan","0","0","0","0","0","0","102","9","22","8.82","21.57","-34.21","169","20","43","5","12","11.63","27.91","-23.21","14","3","9","21.43","21.43","-6.54","71","7","13","9.86","9.86","-16.54",
"Brogan, Kevin","5","0","0","0","0","-5","533","73","184","13.7","34.52","-52.66","15","6","264","34","84","12.88","31.82","11.28","99","32","62","32.32","32.32","-18.9","427","62","157","14.52","14.52","-78.16",
