Jockey,1Day_Runs,1Day_Wins,1Day_Places,1Day_Win_Strike,1Day_Place_Strike,1Day_SP_ProfitLoss,3Day_Runs,3Day_Wins,3Day_Places,3Day_Win_Strike,3Day_Place_Strike,3Day_SP_ProfitLoss,7Day_Runs,7Day_Wins,7Day_Places,7Day_Win_Strike,7Day_Place_Strike,7Day_SP_ProfitLoss,14Day_Runs,14Day_Wins,14Day_Places,14Day_Win_Strike,14Day_Place_Strike,14Day_SP_ProfitLoss,2YR_Runs,2YR_Wins,2YR_Places,2YR_Win_Strike,2YR_Place_Strike,2YR_SP_ProfitLoss,DaysSinceWin,RunsSinceWin,1YR_Runs,1YR_Wins,1YR_Places,1YR_Win_Strike,1YR_Place_Strike,1YR_SP_ProfitLoss,2yr_fav_Runs,2yr_fav_Wins,2yr_fav_Places,2yr_fav_Win_Strike,2yr_fav_Place_Strike,2yr_fav_SP_ProfitLoss,2yr_hcap_Runs,2yr_hcap_Wins,2yr_hcap_Places,2yr_hcap_Win_Strike,2yr_hcap_Place_Strike,2yr_hcap_SP_ProfitLoss,
"Cox, William","2","0","0","0","0","-2","5","0","0","0","0","-5","8","0","0","0","0","-8","13","1","1","7.69","7.69","28","428","14","53","3.27","12.38","-166.5","8","9","252","9","32","3.57","12.7","-23.5","7","0","2","0","0","-7","287","10","41","3.48","3.48","-63.5",
"Crowley, Jim","0","0","0","0","0","0","2","0","0","0","0","-2","13","1","1","7.69","7.69","-7","24","1","5","4.17","20.83","-18","765","126","262","16.47","34.25","-87.09","7","11","399","54","122","13.53","30.58","-106.77","158","61","100","38.61","38.61","-2.91","404","51","130","12.62","12.62","-56.78",
"Dace, Jack","0","0","0","0","0","0","0","0","0","0","0","0","2","1","1","50","50","24","5","1","1","20","20","21","18","2","3","11.11","16.67","14.5","7","1","18","2","3","11.11","16.67","14.5","1","0","0","0","0","-1","18","2","3","11.11","11.11","14.5",
"Davies, Harry","0","0","0","0","0","0","3","0","1","0","33.33","-3","16","1","2","6.25","12.5","-9.5","19","3","4","15.79","21.05","11","913","101","286","11.06","31.33","-183.04","7","14","550","60","177","10.91","32.18","-82.36","109","33","64","30.28","30.28","-11.5","603","56","173","9.29","9.29","-205.66",
"Dawson, R","0","0","0","0","0","0","2","1","1","50","50","39","10","2","3","20","30","33.88","25","4","7","16","28","88.63","564","61","169","10.82","29.96","-1.43","3","2","203","18","55","8.87","27.09","-1.81","80","19","45","23.75","23.75","-24.93","374","41","113","10.96","10.96","-5.97",
"Deutsch, Charlie","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","-1","3","0","0","0","0","-3","617","79","181","12.8","29.34","-237.5","56","12","347","53","110","15.27","31.7","-98.93","114","34","65","29.82","29.82","-23.71","459","64","136","13.94","13.94","-143.18",
"Doyle, Hollie","4","1","2","25","50","11","16","3","6","18.75","37.5","13.33","30","4","9","13.33","30","1.96","56","8","18","14.29","32.14","2.59","1765","240","564","13.6","31.95","-422.71","1","3","1011","129","338","12.76","33.43","-315.23","280","92","159","32.86","32.86","-30.27","1220","162","372","13.28","13.28","-270.76",
"Doyle, James","0","0","0","0","0","0","1","1","1","100","100","0.62","13","6","8","46.15","61.54","7.03","29","9","15","31.03","51.72","-1.64","888","172","375","19.37","42.23","-209.17","2","1","432","80","181","18.52","41.9","-116.98","286","109","187","38.11","38.11","-36.93","395","68","145","17.22","17.22","-72.47",
"Eaves, Tom","5","0","3","0","60","-5","7","0","3","0","42.86","-7","19","1","5","5.26","26.32","-6","35","2","8","5.71","22.86","-13","1353","107","330","7.91","24.39","-372.86","7","16","706","58","175","8.22","24.79","-144.99","75","23","47","30.67","30.67","-11.45","968","72","243","7.44","7.44","-326.79",
"Edwards, Lee","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","-1","2","0","0","0","0","-2","334","28","76","8.38","22.75","-67.87","54","8","170","16","43","9.41","25.29","-36","22","3","8","13.64","13.64","-9.75","203","22","54","10.84","10.84","-40.75",
"Egan, David","0","0","0","0","0","0","6","0","2","0","33.33","-6","24","1","8","4.17","33.33","-19","46","8","23","17.39","50","-9","1576","187","507","11.87","32.17","-359.48","4","9","763","96","245","12.58","32.11","-77.13","168","56","107","33.33","33.33","-7.22","948","108","285","11.39","11.39","-132.47",
"Elliott, Rhys","1","0","0","0","0","-1","4","0","0","0","0","-4","8","0","1","0","12.5","-8","19","0","3","0","15.79","-19","123","11","35","8.94","28.46","-35.42","26","35","121","11","35","9.09","28.93","-33.42","11","3","4","27.27","27.27","0.08","112","10","31","8.93","8.93","-29.42",
"Fallon, Cieren","0","0","0","0","0","0","0","0","0","0","0","0","13","1","3","7.69","23.08","13","27","2","7","7.41","25.93","1.1","887","115","273","12.97","30.78","-209.35","5","3","383","58","118","15.14","30.81","-64.34","111","37","60","33.33","33.33","-13.48","545","65","157","11.93","11.93","-150.51",
"Fanning, Joe","3","0","0","0","0","-3","8","0","0","0","0","-8","16","0","1","0","6.25","-16","33","3","6","9.09","18.18","-18.92","986","147","334","14.91","33.87","-61.71","9","20","564","80","190","14.18","33.69","-50.22","145","51","91","35.17","35.17","-1.7","771","111","255","14.4","14.4","-70.62",
"Farragher, Adam J","0","0","0","0","0","0","5","1","2","20","40","-1.25","7","1","2","14.29","28.57","-3.25","19","1","3","5.26","15.79","-15.25","847","89","210","10.51","24.79","-230.8","2","2","486","46","112","9.47","23.05","-121.65","85","33","57","38.82","38.82","10.62","589","68","157","11.54","11.54","-133.25",
"Feilden, Sam","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","-1","4","0","0","0","0","-4","148","11","40","7.43","27.03","-60.75","21","7","76","4","15","5.26","19.74","-45.75","8","2","6","25","25","-2.25","128","10","36","7.81","7.81","-53.75",
"Fentiman, Duran","1","0","1","0","100","-1","5","0","2","0","40","-5","15","1","5","6.67","33.33","-6","28","3","8","10.71","28.57","-4.5","635","31","118","4.88","18.58","-252.06","5","9","307","24","71","7.82","23.13","-16.59","25","3","12","12","12","-18.22","517","29","104","5.61","5.61","-141.59",
"Fraser, Kaiya","1","0","0","0","0","-1","4","1","1","25","25","-0.75","8","2","2","25","25","-0.75","19","3","4","15.79","21.05","3.25","272","35","93","12.87","34.19","-60.28","3","3","143","15","46","10.49","32.17","-50.67","50","14","27","28","28","-8.36","238","33","85","13.87","13.87","-49.28",
"Garritty, Billy","1","0","0","0","0","-1","3","0","0","0","0","-3","10","0","2","0","20","-10","16","1","3","6.25","18.75","-14","887","101","264","11.39","29.76","31.15","11","15","444","50","126","11.26","28.38","36.91","88","27","51","30.68","30.68","-11.38","653","73","190","11.18","11.18","-137.6",
"Ghiani, Marco","0","0","0","0","0","0","3","0","0","0","0","-3","9","1","4","11.11","44.44","-6.5","27","3","8","11.11","29.63","-13.5","784","98","254","12.5","32.4","-94.15","4","4","543","67","170","12.34","31.31","-204.7","121","42","72","34.71","34.71","2.12","542","75","187","13.84","13.84","-110.28",
"Gordon, Josephine","0","0","0","0","0","0","2","0","0","0","0","-2","5","1","2","20","40","7","11","1","2","9.09","18.18","1","528","40","119","7.58","22.54","-158.63","5","4","276","22","62","7.97","22.46","-53.26","30","8","16","26.67","26.67","4.29","437","36","105","8.24","8.24","-90.88",
"Gray, S A","2","0","0","0","0","-2","6","0","3","0","50","-6","15","0","3","0","20","-15","22","1","5","4.55","22.73","-18.75","730","64","183","8.77","25.07","-118.82","8","17","343","34","90","9.91","26.24","-61.4","46","15","30","32.61","32.61","-1.85","504","39","119","7.74","7.74","-81.84",
"Greatrex, Edward","0","0","0","0","0","0","0","0","0","0","0","0","3","0","1","0","33.33","-3","4","0","1","0","25","-4","129","23","46","17.83","35.66","168.83","23","12","129","23","46","17.83","35.66","168.83","18","6","10","33.33","33.33","-0.17","77","17","32","22.08","22.08","163.33",
"Hardie, Cameron","4","0","0","0","0","-4","10","1","1","10","10","-6.75","17","1","1","5.88","5.88","-13.75","28","1","2","3.57","7.14","-24.75","1609","59","264","3.67","16.41","-923.63","3","10","787","26","114","3.3","14.49","-402.42","46","6","22","13.04","13.04","-30.71","1280","47","219","3.67","3.67","-812.62",
"Hart, Jason","5","1","2","20","40","10","10","1","2","10","20","5","26","2","5","7.69","19.23","-8.37","49","4","15","8.16","30.61","-23.99","1911","218","624","11.41","32.65","-471.32","1","3","973","98","300","10.07","30.83","-303.57","289","82","168","28.37","28.37","-43.39","1406","155","454","11.02","11.02","-329.59",
"Havlin, Robert","2","1","2","50","100","0.75","4","1","2","25","50","-1.25","9","1","3","11.11","33.33","-6.25","17","5","9","29.41","52.94","0.88","1211","187","454","15.44","37.49","-257.41","1","1","603","84","217","13.93","35.99","-144.35","193","78","129","40.41","40.41","-1.89","709","107","261","15.09","15.09","-113.99",
"Heard, Tyler","0","0","0","0","0","0","1","0","0","0","0","-1","7","1","1","14.29","14.29","6","14","2","3","14.29","21.43","5.5","321","25","80","7.79","24.92","-86.78","7","5","225","21","65","9.33","28.89","-18.78","20","7","12","35","35","2.14","239","17","54","7.11","7.11","-96.66",
"Hogan, D E","1","0","0","0","0","-1","3","0","1","0","33.33","-3","8","1","2","12.5","25","1","20","2","4","10","20","-3","818","82","241","10.02","29.46","0.24","5","5","460","49","135","10.65","29.35","-21.06","64","19","38","29.69","29.69","-3.83","576","65","183","11.28","11.28","8.3",
"Hornby, Rob","2","0","0","0","0","-2","6","2","3","33.33","50","11.75","15","3","7","20","46.67","5.5","30","6","11","20","36.67","13.5","1306","126","347","9.65","26.57","-319.59","2","3","640","59","160","9.22","25","-199.79","136","32","78","23.53","23.53","-49.96","795","80","214","10.06","10.06","-123.31",
"Houlihan, Niall F","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","405","38","86","9.38","21.23","-122.36","57","2","195","16","39","8.21","20","-114.2","39","15","24","38.46","38.46","-1.49","260","19","54","7.31","7.31","-158.52",
"Houlihan, Sean M","0","0","0","0","0","0","1","0","0","0","0","-1","1","0","0","0","0","-1","2","0","0","0","0","-2","489","23","90","4.7","18.4","-274.3","92","24","239","7","41","2.93","17.15","-147.93","16","4","8","25","25","-7.3","294","19","66","6.46","6.46","-92.62",
"Howarth, Christian","0","0","0","0","0","0","1","0","0","0","0","-1","5","0","0","0","0","-5","10","0","1","0","10","-10","486","30","102","6.17","20.99","-110.34","19","14","267","12","46","4.49","17.23","-189.92","25","5","10","20","20","-11.67","398","24","88","6.03","6.03","-103.17",
"Jamin, Pierre-Louis","1","0","0","0","0","-1","2","0","0","0","0","-2","6","0","1","0","16.67","-6","9","0","1","0","11.11","-9","404","49","123","12.13","30.45","-91.15","15","10","210","25","60","11.9","28.57","-31.04","41","15","30","36.59","36.59","-0.48","248","25","78","10.08","10.08","-63.46",
"Keenan, Darragh","0","0","0","0","0","0","2","0","0","0","0","-2","10","0","2","0","20","-10","26","3","6","11.54","23.08","-0.75","904","67","184","7.41","20.35","-238.61","9","13","415","32","92","7.71","22.17","-176.61","48","17","26","35.42","35.42","0.43","600","49","140","8.17","8.17","-108.7",
"Kingscote, Richard","0","0","0","0","0","0","1","0","1","0","100","-1","8","0","1","0","12.5","-8","27","1","7","3.7","25.93","-20.5","1225","133","415","10.86","33.88","-462.96","12","17","593","57","192","9.61","32.38","-248.06","199","56","117","28.14","28.14","-52.49","741","79","242","10.66","10.66","-259.61",
"Kirrane, Sean","3","0","0","0","0","-3","3","0","0","0","0","-3","3","0","0","0","0","-3","18","2","6","11.11","33.33","-7","590","63","167","10.68","28.31","-25.76","9","4","303","31","84","10.23","27.72","-14.12","43","11","23","25.58","25.58","-4.01","488","59","152","12.09","12.09","37.04",
"Larson, Frederick","1","0","1","0","100","-1","4","0","1","0","25","-4","8","0","1","0","12.5","-8","16","2","4","12.5","25","-5.75","455","41","129","9.01","28.35","-170.12","9","11","166","12","45","7.23","27.11","-76.91","53","9","30","16.98","16.98","-33.58","368","33","106","8.97","8.97","-126.77",
"Leavy, Mr Joe","2","0","1","0","50","-2","4","1","2","25","50","-0.5","15","4","8","26.67","53.33","14","36","8","16","22.22","44.44","17.46","446","54","157","12.11","35.2","8.38","2","3","360","48","132","13.33","36.67","-4.62","40","13","24","32.5","32.5","1.09","384","44","138","11.46","11.46","-0.41",
"Levey, S M","0","0","0","0","0","0","0","0","0","0","0","0","12","1","4","8.33","33.33","-7.5","28","3","11","10.71","39.29","-17.37","943","98","301","10.39","31.92","-154.88","6","6","433","40","131","9.24","30.25","-95.76","85","21","48","24.71","24.71","-22.33","511","50","173","9.78","9.78","-114.51",
"Loughnane, Mr Billy","3","0","0","0","0","-3","12","0","4","0","33.33","-12","27","2","11","7.41","40.74","-19.42","59","5","21","8.47","35.59","-23.92","1812","252","621","13.91","34.27","-230.32","5","14","1189","157","403","13.2","33.89","-102","300","95","169","31.67","31.67","-25.85","1376","191","474","13.88","13.88","-172.16",
"Mangan, Gina","0","0","0","0","0","0","1","0","0","0","0","-1","6","0","0","0","0","-6","15","0","1","0","6.67","-15","539","55","140","10.2","25.97","-99.27","15","16","320","36","90","11.25","28.13","-46.61","50","16","32","32","32","4.73","417","47","121","11.27","11.27","-38.27",
"Marquand, Tom","3","1","1","33.33","33.33","0.25","7","1","4","14.29","57.14","-3.75","23","7","12","30.43","52.17","28.25","57","14","27","24.56","47.37","28.25","1608","247","572","15.36","35.57","-167.13","1","2","799","122","296","15.27","37.05","-60.26","302","104","178","34.44","34.44","-24.11","947","131","320","13.83","13.83","-120.48",
"Marsh, Finley","2","0","1","0","50","-2","5","1","2","20","40","2","6","1","2","16.67","33.33","1","25","2","9","8","36","-13.67","773","98","242","12.68","31.31","28.34","3","5","516","67","166","12.98","32.17","37.26","90","28","55","31.11","31.11","-7.31","575","78","193","13.57","13.57","-55.92",
"Marshall, Tom Kiely","0","0","0","0","0","0","0","0","0","0","0","0","2","0","2","0","100","-2","7","1","5","14.29","71.43","-3","162","8","35","4.94","21.6","-11.17","12","6","94","6","25","6.38","26.6","-41.17","6","1","4","16.67","16.67","-2","152","8","33","5.26","5.26","-1.17",
"Mason, Joanna","3","0","1","0","33.33","-3","6","0","1","0","16.67","-6","12","0","1","0","8.33","-12","28","1","6","3.57","21.43","-18","986","109","307","11.05","31.14","-157.62","9","18","598","73","196","12.21","32.78","-26.86","104","22","54","21.15","21.15","-33.53","831","95","273","11.43","11.43","-124.94",
"McDonald, P J","4","2","3","50","75","14.75","9","2","4","22.22","44.44","9.75","20","3","8","15","40","0.75","34","6","14","17.65","41.18","5.51","953","116","329","12.17","34.52","-115.06","1","2","412","55","153","13.35","37.14","76.29","119","39","70","32.77","32.77","-13.85","635","73","200","11.5","11.5","-57.22",
"McEntee, Grace","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","-1","1","0","0","0","0","-1","212","17","46","8.02","21.7","-55.99","85","19","142","9","29","6.34","20.42","-35.12","14","5","9","35.71","35.71","-0.99","170","13","38","7.65","7.65","-40.99",
"McManoman, Faye","0","0","0","0","0","0","3","0","1","0","33.33","-3","5","1","2","20","40","10","5","1","2","20","40","10","460","30","94","6.52","20.43","-141.37","4","5","198","12","40","6.06","20.2","-102.87","18","3","9","16.67","16.67","-8","364","27","84","7.42","7.42","-58.17",
"McSweeney, O","0","0","0","0","0","0","1","0","0","0","0","-1","5","0","1","0","20","-5","10","1","2","10","20","-6.25","347","31","86","8.93","24.78","-87.46","14","10","216","22","56","10.19","25.93","-14.62","25","7","15","28","28","4.16","247","22","69","8.91","8.91","-76.09",
"Mitchell, Jack","0","0","0","0","0","0","2","0","1","0","50","-2","9","0","2","0","22.22","-9","32","2","10","6.25","31.25","-25.14","1238","186","486","15.02","39.26","-322.78","8","14","668","99","264","14.82","39.52","-170.81","287","88","175","30.66","30.66","-67.35","806","121","312","15.01","15.01","-115.4",
"Mohd, Shariq","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2","0","0","0","0","-2","95","10","30","10.53","31.58","2.1","77","16","47","5","15","10.64","31.91","1.1","7","1","5","14.29","14.29","-4.9","80","10","25","12.5","12.5","17.1",
"Moore, Ryan","0","0","0","0","0","0","3","2","3","66.67","100","8.12","9","3","4","33.33","44.44","3.37","17","8","9","47.06","52.94","26.9","861","223","434","25.9","50.41","-125.15","2","1","388","106","199","27.32","51.29","-39.42","367","149","246","40.6","40.6","-41.15","252","42","95","16.67","16.67","-44.73",
"Morris, Luke","0","0","0","0","0","0","9","2","4","22.22","44.44","1.88","19","3","9","15.79","47.37","-2.62","43","4","18","9.3","41.86","-24.24","2121","188","572","8.86","26.97","-620.76","2","4","953","86","253","9.02","26.55","-322.62","191","58","111","30.37","30.37","-30.96","1563","142","423","9.09","9.09","-418.72",
"Mortensen, Mikkel","1","0","0","0","0","-1","2","0","0","0","0","-2","4","0","1","0","25","-4","10","0","1","0","10","-10","127","12","31","9.45","24.41","-44.42","23","15","83","7","20","8.43","24.1","-38.5","12","2","4","16.67","16.67","-5.67","114","12","30","10.53","10.53","-31.42",
"Mullen, Andrew","4","0","1","0","25","-4","7","0","1","0","14.29","-7","12","0","1","0","8.33","-12","26","0","5","0","19.23","-26","1137","98","283","8.62","24.89","-348.83","20","41","572","45","132","7.87","23.08","-169.81","82","22","51","26.83","26.83","-19.07","890","81","225","9.1","9.1","-219.28",
"Mulrennan, Paul","4","1","2","25","50","1.5","4","1","2","25","50","1.5","4","1","2","25","50","1.5","16","3","6","18.75","37.5","-0.09","1537","190","488","12.36","31.75","-290.4","1","3","711","90","225","12.66","31.65","-198.82","259","78","157","30.12","30.12","-21.96","1202","153","390","12.73","12.73","-196.81",
"Murphy, Oisin","0","0","0","0","0","0","8","2","2","25","25","-5.66","27","5","9","18.52","33.33","-17.01","61","12","26","19.67","42.62","-26.68","1854","355","833","19.15","44.93","-232.69","2","6","1102","227","539","20.6","48.91","-99.53","544","182","344","33.46","33.46","-42.77","1125","189","448","16.8","16.8","-244.21",
"Murtagh, Connor","1","0","0","0","0","-1","5","0","2","0","40","-5","8","0","2","0","25","-8","14","0","3","0","21.43","-14","311","18","66","5.79","21.22","-144.54","22","22","142","11","40","7.75","28.17","-53.54","11","2","6","18.18","18.18","-2.62","208","15","56","7.21","7.21","-59.79",
"Muscutt, D","5","2","4","40","80","2.25","9","4","7","44.44","77.78","4.2","16","4","10","25","62.5","-2.8","37","8","19","21.62","51.35","-4.3","1717","217","586","12.64","34.13","-505.65","1","2","799","92","258","11.51","32.29","-259.91","299","93","184","31.1","31.1","-27.98","1152","153","417","13.28","13.28","-275.08",
"Nolan, D","2","0","0","0","0","-2","6","1","3","16.67","50","-2","11","2","4","18.18","36.36","-3.5","26","3","6","11.54","23.08","-14","802","97","256","12.09","31.92","-154.16","2","5","539","65","169","12.06","31.35","-131.17","99","25","52","25.25","25.25","-15.45","638","81","208","12.7","12.7","-80.78",
"Noonan, David G","1","0","0","0","0","-1","2","1","1","50","50","2.5","4","1","1","25","25","0.5","8","1","1","12.5","12.5","-3.5","766","62","157","8.09","20.5","-132.96","3","2","411","34","83","8.27","20.19","-52.53","44","15","29","34.09","34.09","-3.22","506","36","100","7.11","7.11","-124.93",
"ONeill, Jonjo (Jr)","2","0","0","0","0","-2","2","0","0","0","0","-2","3","0","0","0","0","-3","5","0","1","0","20","-5","823","117","273","14.22","33.17","-312.17","22","11","402","52","128","12.94","31.84","-155.9","155","58","95","37.42","37.42","-25.83","469","58","127","12.37","12.37","-162.13",
"ONeill, K T","3","0","1","0","33.33","-3","10","1","3","10","30","3","18","2","7","11.11","38.89","8","39","3","11","7.69","28.21","-10.62","1541","139","405","9.02","26.28","-312.28","2","7","789","73","218","9.25","27.63","-247.22","117","38","73","32.48","32.48","-14.02","1132","94","289","8.3","8.3","-279.04",
"Orr, Oisin","4","0","1","0","25","-4","8","1","2","12.5","25","11","24","1","7","4.17","29.17","-5","44","3","12","6.82","27.27","-8.5","1131","137","373","12.11","32.98","-331.68","2","6","630","74","189","11.75","30","-193.54","149","47","80","31.54","31.54","-3.48","789","86","239","10.9","10.9","-241.26",
"Osborne, Saffie","0","0","0","0","0","0","0","0","0","0","0","0","6","0","2","0","33.33","-6","29","6","11","20.69","37.93","15","1233","164","394","13.3","31.95","-25.72","8","7","611","91","205","14.89","33.55","-14.39","132","50","81","37.88","37.88","22.49","871","125","296","14.35","14.35","133.2",
"Peate, Jonny","1","0","0","0","0","-1","3","0","1","0","33.33","-3","6","1","2","16.67","33.33","5","12","3","4","25","33.33","6.58","698","62","180","8.88","25.79","-231.04","6","5","356","31","96","8.71","26.97","-91.87","59","18","37","30.51","30.51","-3.61","586","58","158","9.9","9.9","-140.54",
"Pinchin, Miss L M","0","0","0","0","0","0","0","0","0","0","0","0","3","1","1","33.33","33.33","2","4","1","1","25","25","1","394","42","103","10.66","26.14","-150.69","4","1","228","20","54","8.77","23.68","-106.26","39","12","17","30.77","30.77","-3.43","293","33","81","11.26","11.26","-86.73",
"Pyle, William","0","0","0","0","0","0","2","0","2","0","100","-2","5","0","3","0","60","-5","9","1","4","11.11","44.44","10","442","41","125","9.28","28.28","-145.25","12","8","248","26","72","10.48","29.03","-37.66","47","11","32","23.4","23.4","-5.58","362","35","102","9.67","9.67","-95.25",
"Queally, T P","1","0","0","0","0","-1","3","0","0","0","0","-3","5","0","0","0","0","-5","14","2","3","14.29","21.43","-1.87","509","62","137","12.18","26.92","-65.84","11","8","233","25","51","10.73","21.89","-90.45","61","25","41","40.98","40.98","15.16","384","51","106","13.28","13.28","-54.46",
"Quinlan, Jack","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","3","0","0","0","0","-3","552","56","138","10.14","25","-180.62","15","4","261","21","54","8.05","20.69","-87.83","47","16","28","34.04","34.04","-4.28","312","33","76","10.58","10.58","-76.63",
"Rawlinson, Ali","1","0","0","0","0","-1","2","0","0","0","0","-2","8","0","2","0","25","-8","20","2","4","10","20","-6.5","709","75","198","10.58","27.93","-90.06","8","9","395","39","120","9.87","30.38","-80.29","55","16","30","29.09","29.09","-8.31","576","63","170","10.94","10.94","-44.06",
"Robinson, Ben","1","0","1","0","100","-1","6","1","4","16.67","66.67","0","10","2","5","20","50","5.5","20","5","9","25","45","10.25","656","61","184","9.3","28.05","-151.92","2","3","355","32","101","9.01","28.45","-102.66","44","15","28","34.09","34.09","3.96","498","52","154","10.44","10.44","-66.68",
"Rodriguez, Callum","0","0","0","0","0","0","4","0","2","0","50","-4","18","3","6","16.67","33.33","-4.25","29","6","13","20.69","44.83","-7.64","734","128","300","17.44","40.87","-94.16","5","9","394","73","175","18.53","44.42","-68.49","167","61","98","36.53","36.53","-2.16","510","88","212","17.25","17.25","-28.9",
