Jockey,14Day_Runs,14Day_Wins,14Day_Places,14Day_Win_Strike,14Day_Place_Strike,14Day_SP_ProfitLoss,2YR_Runs,2YR_Wins,2YR_Places,2YR_Win_Strike,2YR_Place_Strike,2YR_SP_ProfitLoss,DaysSinceWin,RunsSinceWin,1YR_Runs,1YR_Wins,1YR_Places,1YR_Win_Strike,1YR_Place_Strike,1YR_SP_ProfitLoss,2yr_fav_Runs,2yr_fav_Wins,2yr_fav_Places,2yr_fav_Win_Strike,2yr_fav_Place_Strike,2yr_fav_SP_ProfitLoss,2yr_hcap_Runs,2yr_hcap_Wins,2yr_hcap_Places,2yr_hcap_Win_Strike,2yr_hcap_Place_Strike,2yr_hcap_SP_ProfitLoss,
"Anderson, Mr A","2","0","2","0","100","-2","231","11","36","4.76","15.58","-135.75","106","34","150","8","26","5.33","17.33","-79.5","6","1","2","16.67","16.67","-2.25","172","9","31","5.23","5.23","-89.25",
"Bailey, Katelyn","0","0","0","0","0","0","13","0","0","0","0","-13","9999","9999","13","0","0","0","0","-13","0","0","0","0","0","0","11","0","0","0","0","-11",
"Bass, George","9","0","3","0","33.33","-9","381","34","100","8.92","26.25","-70.4","40","29","180","14","51","7.78","28.33","-84.04","24","9","13","37.5","37.5","3.27","288","30","84","10.42","10.42","-43.9",
"Beasley, Connor","35","5","15","14.29","42.86","-9.29","1453","169","492","11.63","33.86","-205.8","4","3","725","80","246","11.03","33.93","-141.45","206","50","120","24.27","24.27","-51.65","1048","124","362","11.83","11.83","-85.35",
"Bennett, Charlie","12","1","3","8.33","25","-5.5","575","18","95","3.13","16.52","-419.62","6","7","270","8","50","2.96","18.52","-216","21","3","10","14.29","14.29","-9.5","410","15","79","3.66","3.66","-271.12",
"Bennett, Miss N","1","0","0","0","0","-1","41","6","13","14.63","31.71","41.5","166","18","25","5","8","20","32","28.5","3","0","1","0","0","-3","34","6","11","17.65","17.65","48.5",
"Bird, Sean","5","0","0","0","0","-5","116","3","8","2.59","6.9","-32","75","24","71","2","6","2.82","8.45","-16","2","0","0","0","0","-2","77","2","5","2.6","2.6","-19",
"Bishop, Charles","21","2","6","9.52","28.57","-5.5","704","69","191","9.8","27.13","-185.01","9","15","406","40","119","9.85","29.31","-153.33","68","22","40","32.35","32.35","-14.13","417","34","99","8.15","8.15","-96.7",
"Bowen, S D","19","2","7","10.53","36.84","-4.5","372","27","89","7.26","23.92","-64.29","2","1","234","22","58","9.4","24.79","-0.29","25","6","13","24","24","-6.79","304","20","70","6.58","6.58","-56.29",
"Bradley, Paddy","15","1","1","6.67","6.67","-11","287","23","71","8.01","24.74","-98.84","6","2","249","21","61","8.43","24.5","-73.84","19","1","7","5.26","5.26","-15.5","220","22","63","10","10","-35.34",
