Jockey,1Day_Runs,1Day_Wins,1Day_Places,1Day_Win_Strike,1Day_Place_Strike,1Day_SP_ProfitLoss,3Day_Runs,3Day_Wins,3Day_Places,3Day_Win_Strike,3Day_Place_Strike,3Day_SP_ProfitLoss,7Day_Runs,7Day_Wins,7Day_Places,7Day_Win_Strike,7Day_Place_Strike,7Day_SP_ProfitLoss,14Day_Runs,14Day_Wins,14Day_Places,14Day_Win_Strike,14Day_Place_Strike,14Day_SP_ProfitLoss,2YR_Runs,2YR_Wins,2YR_Places,2YR_Win_Strike,2YR_Place_Strike,2YR_SP_ProfitLoss,DaysSinceWin,RunsSinceWin,1YR_Runs,1YR_Wins,1YR_Places,1YR_Win_Strike,1YR_Place_Strike,1YR_SP_ProfitLoss,2yr_fav_Runs,2yr_fav_Wins,2yr_fav_Places,2yr_fav_Win_Strike,2yr_fav_Place_Strike,2yr_fav_SP_ProfitLoss,2yr_hcap_Runs,2yr_hcap_Wins,2yr_hcap_Places,2yr_hcap_Win_Strike,2yr_hcap_Place_Strike,2yr_hcap_SP_ProfitLoss,
"Colgan, R C","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","-1","10","0","0","0","0","-10","664","33","103","4.97","15.51","-82.71","16","14","304","14","49","4.61","16.12","88.75","19","6","9","31.58","31.58","-0.04","354","16","62","4.52","4.52","-134",
"Coltherd, Sam W","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","-1","380","27","78","7.11","20.53","-185.05","95","9","207","17","45","8.21","21.74","-79.38","25","5","13","20","20","-15.09","271","20","61","7.38","7.38","-107.13",
"Cosgrave, Pat","1","0","1","0","100","-1","5","1","2","20","40","7","11","1","4","9.09","36.36","1","22","2","6","9.09","27.27","-0.5","433","53","130","12.24","30.02","-111.19","3","5","222","26","60","11.71","27.03","-34.47","53","26","37","49.06","49.06","19.9","317","39","100","12.3","12.3","-83.93",
"Costello, Dougie","3","0","0","0","0","-3","6","1","1","16.67","16.67","0","10","1","2","10","20","-4","25","3","6","12","24","-10.25","710","63","170","8.87","23.94","-241.89","2","5","342","27","77","7.89","22.51","-157.65","53","15","34","28.3","28.3","-14.05","540","51","133","9.44","9.44","-135.7",
"Coughlan, Laura","1","0","0","0","0","-1","3","0","0","0","0","-3","4","0","0","0","0","-4","10","0","2","0","20","-10","214","17","46","7.94","21.5","-22.17","53","26","106","6","18","5.66","16.98","-31.5","15","4","8","26.67","26.67","-3.67","174","14","37","8.05","8.05","-13.17",
"Crouch, Hector","2","0","0","0","0","-2","7","0","2","0","28.57","-7","16","2","4","12.5","25","-10.2","19","2","4","10.53","21.05","-13.2","963","144","326","14.95","33.85","-151.5","5","15","494","71","176","14.37","35.63","-92.7","174","55","101","31.61","31.61","-21.16","538","82","183","15.24","15.24","-38",
"Crowley, Jim","0","0","0","0","0","0","4","0","1","0","25","-4","15","3","6","20","40","5.5","31","4","8","12.9","25.81","-4.5","767","126","262","16.43","34.16","-81.47","4","8","407","57","125","14","30.71","-94.27","156","60","99","38.46","38.46","-3.29","405","49","128","12.1","12.1","-66.16",
"Da Silva, Raul","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","-1","5","0","0","0","0","-5","113","7","23","6.19","20.35","-39.22","183","43","69","5","14","7.25","20.29","-40.55","6","1","3","16.67","16.67","-4.38","67","2","10","2.99","2.99","-21.67",
"Davies, Harry","1","0","0","0","0","-1","6","1","2","16.67","33.33","7","12","2","3","16.67","25","6","29","4","6","13.79","20.69","-2","909","98","281","10.78","30.91","-180.17","3","6","549","60","176","10.93","32.06","-76.61","104","30","61","28.85","28.85","-15.63","597","54","169","9.05","9.05","-198.04",
"Dawson, R","1","0","0","0","0","-1","6","0","1","0","16.67","-6","12","0","1","0","8.33","-12","25","2","5","8","20","18.88","560","60","165","10.71","29.46","-3.93","9","14","215","18","56","8.37","26.05","-13.81","80","19","43","23.75","23.75","-24.93","373","40","110","10.72","10.72","-11.47",
"Deegan, R","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","3","0","2","0","66.67","-3","400","16","56","4","14","-279","56","25","203","6","29","2.96","14.29","-152","13","3","9","23.08","23.08","-2.5","187","10","40","5.35","5.35","-101",
"Dobb, Lewis","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","120","10","23","8.33","19.17","-68.25","213","3","36","4","6","11.11","16.67","-17.5","12","4","4","33.33","33.33","-1.75","107","9","22","8.41","8.41","-58.75",
"Donoghue, K M","0","0","0","0","0","0","0","0","0","0","0","0","2","0","0","0","0","-2","2","0","0","0","0","-2","867","125","300","14.42","34.6","-302.37","21","6","421","64","157","15.2","37.29","-140.13","171","63","113","36.84","36.84","-6.2","421","50","132","11.88","11.88","-144.07",
"Doughty, Jack","4","0","0","0","0","-4","12","0","4","0","33.33","-12","21","1","8","4.76","38.1","-18.25","35","3","11","8.57","31.43","-11.25","292","38","92","13.01","31.51","-52.56","7","21","292","38","92","13.01","31.51","-52.56","45","15","31","33.33","33.33","-1.06","251","34","78","13.55","13.55","-33.06",
"Doyle, Hollie","4","0","3","0","75","-4","11","2","8","18.18","72.73","0","27","4","14","14.81","51.85","1.1","57","8","23","14.04","40.35","-3.94","1764","239","568","13.55","32.2","-430.82","2","8","1014","129","346","12.72","34.12","-321.46","281","94","161","33.45","33.45","-26.17","1222","160","375","13.09","13.09","-283.59",
"Doyle, James","2","0","2","0","100","-2","3","0","3","0","100","-3","12","1","8","8.33","66.67","-7.5","27","8","17","29.63","62.96","-0.74","900","173","383","19.22","42.56","-216.67","5","8","435","78","184","17.93","42.3","-121.5","288","109","189","37.85","37.85","-38.93","399","68","148","17.04","17.04","-76.47",
"Doyle, R A","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","4","0","0","0","0","-4","433","21","76","4.85","17.55","-248.98","19","6","221","9","33","4.07","14.93","-119.62","21","5","13","23.81","23.81","-2.86","187","11","39","5.88","5.88","-70.12",
"Dunne, R T","0","0","0","0","0","0","1","0","0","0","0","-1","4","0","2","0","50","-4","9","0","4","0","44.44","-9","520","35","124","6.73","23.85","-239.42","22","10","268","16","66","5.97","24.63","-157.05","38","8","20","21.05","21.05","-10.33","341","26","89","7.62","7.62","-168.08",
"Eaves, Tom","1","0","0","0","0","-1","6","0","0","0","0","-6","15","0","3","0","20","-15","32","1","6","3.13","18.75","-19","1342","107","323","7.97","24.07","-361.86","13","26","704","57","172","8.1","24.43","-153.99","74","23","46","31.08","31.08","-10.45","959","72","237","7.51","7.51","-317.79",
"Edmunds, Lewis","1","0","0","0","0","-1","4","0","0","0","0","-4","10","0","2","0","20","-10","25","1","5","4","20","-21.75","949","106","282","11.17","29.72","-167.43","11","18","524","59","172","11.26","32.82","-158.41","106","35","64","33.02","33.02","7.99","734","96","241","13.08","13.08","-16.67",
"Egan, David","2","0","0","0","0","-2","8","0","1","0","12.5","-8","20","2","3","10","15","-7","49","6","15","12.24","30.61","-21","1573","183","501","11.63","31.85","-371.78","5","12","772","96","245","12.44","31.74","-93.63","168","55","107","32.74","32.74","-7.52","950","108","285","11.37","11.37","-136.47",
"Egan, John","0","0","0","0","0","0","1","0","0","0","0","-1","4","0","0","0","0","-4","9","0","0","0","0","-9","400","29","90","7.25","22.5","-215.65","42","29","179","9","36","5.03","20.11","-102.67","28","9","19","32.14","32.14","-0.65","294","25","78","8.5","8.5","-124.98",
"Enright, P T","0","0","0","0","0","0","0","0","0","0","0","0","3","0","0","0","0","-3","10","0","2","0","20","-10","1018","62","206","6.09","20.24","-371.61","26","25","504","31","104","6.15","20.63","-197.5","62","14","39","22.58","22.58","-12.45","530","44","143","8.3","8.3","-81.38",
"Ewing, Sam","0","0","0","0","0","0","0","0","0","0","0","0","3","0","1","0","33.33","-3","7","1","2","14.29","28.57","-3.5","668","52","166","7.78","24.85","-223.47","9","4","379","37","95","9.76","25.07","-46.25","47","11","26","23.4","23.4","-21.88","317","23","66","7.26","7.26","-47.71",
"Fallon, Cieren","0","0","0","0","0","0","3","0","1","0","33.33","-3","7","1","3","14.29","42.86","27","22","2","6","9.09","27.27","38","870","113","268","12.99","30.8","-174.85","4","5","379","59","119","15.57","31.4","-26.34","110","37","60","33.64","33.64","-12.48","534","63","155","11.8","11.8","-152.01",
"Fanning, Joe","4","1","1","25","25","-1.25","9","3","4","33.33","44.44","2.63","22","3","6","13.64","27.27","-10.37","37","3","7","8.11","18.92","-25.37","1005","150","340","14.93","33.83","-69.08","1","4","572","82","192","14.34","33.57","-49.47","147","53","93","36.05","36.05","1.43","786","114","261","14.5","14.5","-73.99",
"Farragher, Adam J","2","0","0","0","0","-2","4","0","0","0","0","-4","9","0","1","0","11.11","-9","18","1","3","5.56","16.67","-14.25","849","89","209","10.48","24.62","-232.8","8","11","484","44","106","9.09","21.9","-133.15","86","33","57","38.37","38.37","9.62","590","68","156","11.53","11.53","-134.25",
"Fentiman, Duran","1","0","0","0","0","-1","3","0","0","0","0","-3","9","0","2","0","22.22","-9","25","1","6","4","24","-16","629","31","118","4.93","18.76","-246.06","11","17","309","23","71","7.44","22.98","-27.09","25","3","12","12","12","-18.22","510","29","104","5.69","5.69","-134.59",
"Fisher, Taylor","0","0","0","0","0","0","6","1","1","16.67","16.67","0.5","10","1","2","10","20","-3.5","17","1","3","5.88","17.65","-10.5","507","59","161","11.64","31.76","-187.94","3","3","163","16","48","9.82","29.45","-67.04","57","20","34","35.09","35.09","8.32","427","47","136","11.01","11.01","-167.66",
"Fitzgerald, S","0","0","0","0","0","0","0","0","0","0","0","0","2","0","1","0","50","-2","7","1","2","14.29","28.57","2.5","395","25","88","6.33","22.28","-167.04","9","3","177","17","53","9.6","29.94","5.38","19","7","10","36.84","36.84","2.46","194","17","53","8.76","8.76","-31.04",
"Flanagan, S W","0","0","0","0","0","0","0","0","0","0","0","0","3","0","0","0","0","-3","6","0","1","0","16.67","-6","706","62","193","8.78","27.34","-282.38","75","30","351","38","108","10.83","30.77","-84.47","51","19","34","37.25","37.25","-1.24","331","21","85","6.34","6.34","-160.61",
"Fox, Derek R","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","6","0","0","0","0","-6","501","68","172","13.57","34.33","-39.16","60","19","293","34","98","11.6","33.45","-127.77","79","26","44","32.91","32.91","-1.49","323","38","100","11.76","11.76","-55.95",
"Fraser, Kaiya","1","0","0","0","0","-1","3","0","0","0","0","-3","7","2","3","28.57","42.86","3.5","15","5","6","33.33","40","17.75","276","37","96","13.41","34.78","-53.78","6","5","146","17","49","11.64","33.56","-43.17","53","15","29","28.3","28.3","-9.36","242","35","88","14.46","14.46","-42.78",
"Gainford, Mr J C","0","0","0","0","0","0","1","0","0","0","0","-1","4","0","1","0","25","-4","10","1","4","10","40","5","524","46","128","8.78","24.43","-141.55","14","10","262","19","62","7.25","23.66","-94.55","34","12","20","35.29","35.29","0.74","230","16","49","6.96","6.96","-24.75",
"Garritty, Billy","3","0","0","0","0","-3","7","0","0","0","0","-7","17","0","3","0","17.65","-17","28","0","5","0","17.86","-28","890","101","265","11.35","29.78","28.15","17","31","456","50","128","10.96","28.07","24.91","89","27","51","30.34","30.34","-12.38","656","73","192","11.13","11.13","-140.6",
"Garritty, Jack","3","1","3","33.33","100","7","4","1","3","25","75","6","7","1","3","14.29","42.86","3","17","2","7","11.76","41.18","-2.5","437","41","139","9.38","31.81","-138.99","1","1","214","18","68","8.41","31.78","-71.12","47","11","29","23.4","23.4","-9.99","309","34","105","11","11","-46.37",
"Ghiani, Marco","2","0","0","0","0","-2","8","1","1","12.5","12.5","1","16","1","4","6.25","25","-7","31","2","9","6.45","29.03","-19.5","800","99","258","12.38","32.25","-101.15","3","7","547","66","172","12.07","31.44","-205.7","121","42","72","34.71","34.71","2.12","553","75","189","13.56","13.56","-121.28",
"Gillard, Mr T","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","-1","4","0","1","0","25","-4","391","36","92","9.21","23.53","-30.3","82","22","178","17","41","9.55","23.03","65.09","21","10","11","47.62","47.62","6.84","292","30","70","10.27","10.27","-9.46",
"Greatrex, Edward","1","0","0","0","0","-1","5","1","3","20","60","-2.8","13","3","6","23.08","46.15","1.7","16","3","7","18.75","43.75","-1.3","142","26","52","18.31","36.62","170.53","3","5","142","26","52","18.31","36.62","170.53","21","7","13","33.33","33.33","-0.97","87","19","37","21.84","21.84","162.03",
"Hamilton, Jamie","0","0","0","0","0","0","0","0","0","0","0","0","2","0","0","0","0","-2","5","0","1","0","20","-5","597","56","164","9.38","27.47","-171.23","63","14","304","24","75","7.89","24.67","-69.55","63","18","37","28.57","28.57","-18.47","385","35","108","9.09","9.09","-148.01",
"Hardie, Cameron","2","0","0","0","0","-2","7","0","0","0","0","-7","19","2","3","10.53","15.79","11","34","3","4","8.82","11.76","-0.75","1607","61","266","3.8","16.55","-891.63","5","11","792","28","117","3.54","14.77","-377.42","45","6","22","13.33","13.33","-29.71","1278","49","221","3.83","3.83","-780.62",
"Harney, T P","0","0","0","0","0","0","0","0","0","0","0","0","3","0","1","0","33.33","-3","5","0","2","0","40","-5","196","10","38","5.1","19.39","-113.79","23","10","134","8","23","5.97","17.16","-64.29","11","2","6","18.18","18.18","-3.12","96","4","21","4.17","4.17","-62.17",
"Hart, Jason","4","1","1","25","25","0.5","11","2","3","18.18","27.27","-0.5","27","4","8","14.81","29.63","1.75","52","5","12","9.62","23.08","-20.62","1903","217","624","11.4","32.79","-486.07","1","4","972","97","297","9.98","30.56","-309.27","290","82","168","28.28","28.28","-44.64","1402","154","454","10.98","10.98","-349.34",
"Harvey, A","0","0","0","0","0","0","1","0","0","0","0","-1","4","0","0","0","0","-4","11","1","4","9.09","36.36","-8.12","255","29","85","11.37","33.33","-69.76","14","11","177","18","55","10.17","31.07","-49.27","26","11","17","42.31","42.31","5.03","114","11","35","9.65","9.65","-31.52",
"Havlin, Robert","3","0","0","0","0","-3","5","0","0","0","0","-5","11","3","4","27.27","36.36","1.5","21","5","7","23.81","33.33","-0.5","1199","186","449","15.51","37.45","-245.79","5","7","606","85","216","14.03","35.64","-138.96","191","78","128","40.84","40.84","0.61","705","108","260","15.32","15.32","-102.99",
"Hayes, Brian","0","0","0","0","0","0","0","0","0","0","0","0","2","0","0","0","0","-2","3","0","0","0","0","-3","546","42","133","7.69","24.36","-151.27","23","8","254","21","62","8.27","24.41","16.14","44","14","24","31.82","31.82","-8.16","249","15","63","6.02","6.02","-87.59",
"Hogan, C M","0","0","0","0","0","0","0","0","0","0","0","0","4","0","1","0","25","-4","4","0","1","0","25","-4","65","3","9","4.62","13.85","-10.5","278","32","50","2","7","4","14","-29.5","5","0","1","0","0","-5","56","3","9","5.36","5.36","-1.5",
"Hogan, D E","3","1","2","33.33","66.67","5.5","3","1","2","33.33","66.67","5.5","9","1","4","11.11","44.44","-0.5","17","2","6","11.76","35.29","0.5","817","82","243","10.04","29.74","-71.26","1","2","455","48","135","10.55","29.67","-19.94","64","19","38","29.69","29.69","-3.83","576","66","184","11.46","11.46","16.8",
"Hornby, Rob","0","0","0","0","0","0","8","1","2","12.5","25","-6.56","22","4","6","18.18","27.27","0.94","38","7","13","18.42","34.21","5.44","1303","128","347","9.82","26.63","-303.15","3","7","643","62","162","9.64","25.19","-183.6","136","33","78","24.26","24.26","-50.02","797","80","213","10.04","10.04","-115.31",
"Howarth, Christian","2","0","1","0","50","-2","4","0","2","0","50","-4","5","0","3","0","60","-5","10","0","3","0","30","-10","479","28","101","5.85","21.09","-185.34","25","19","258","12","46","4.65","17.83","-180.92","26","5","11","19.23","19.23","-12.67","395","23","88","5.82","5.82","-141.17",
"Hughes, Brian","0","0","0","0","0","0","2","0","1","0","50","-2","3","0","1","0","33.33","-3","14","3","8","21.43","57.14","-5.63","1534","236","559","15.38","36.44","-346.84","9","6","681","92","229","13.51","33.63","-152.52","299","96","167","32.11","32.11","-71.88","1039","145","348","13.96","13.96","-278.05",
"Jakes, Tommie","1","0","1","0","100","-1","1","0","1","0","100","-1","2","0","2","0","100","-2","9","2","4","22.22","44.44","-0.59","279","36","79","12.9","28.32","41.81","8","3","232","31","69","13.36","29.74","24.81","37","9","21","24.32","24.32","-8.32","242","32","72","13.22","13.22","12.18",
"Jamin, Pierre-Louis","0","0","0","0","0","0","2","1","1","50","50","5.5","9","2","2","22.22","22.22","0.3","15","2","3","13.33","20","-5.7","405","51","124","12.59","30.62","-82.85","2","1","216","27","61","12.5","28.24","-27.74","43","16","31","37.21","37.21","-0.68","246","25","77","10.16","10.16","-61.46",
"Jary, Alex","1","0","0","0","0","-1","4","0","1","0","25","-4","7","0","3","0","42.86","-7","12","1","5","8.33","41.67","-7.67","368","27","85","7.34","23.1","-156.64","13","9","218","17","47","7.8","21.56","-78.22","21","4","11","19.05","19.05","-9.05","318","24","76","7.55","7.55","-122.17",
"Kavanagh, Peter J","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","4","0","2","0","50","-4","304","22","68","7.24","22.37","-160.47","25","9","152","10","38","6.58","25","-91.35","20","5","11","25","25","-5.05","234","17","54","7.26","7.26","-109.1",
"Keeley, Aidan","1","0","0","0","0","-1","2","0","0","0","0","-2","6","0","2","0","33.33","-6","9","0","3","0","33.33","-9","642","69","187","10.75","29.13","-123.96","19","14","295","39","95","13.22","32.2","-61.25","46","19","30","41.3","41.3","4.88","538","59","165","10.97","10.97","-125.9",
"Keenan, Darragh","3","0","0","0","0","-3","6","0","0","0","0","-6","12","0","1","0","8.33","-12","24","0","3","0","12.5","-24","916","67","185","7.31","20.2","-250.61","15","25","416","32","92","7.69","22.12","-177.61","48","17","26","35.42","35.42","0.43","609","49","141","8.05","8.05","-117.7",
"Keniry, L P","0","0","0","0","0","0","4","0","1","0","25","-4","7","0","1","0","14.29","-7","21","2","6","9.52","28.57","-8.67","569","38","107","6.68","18.8","-171.33","8","9","344","24","67","6.98","19.48","-159.93","18","6","8","33.33","33.33","-5.24","391","26","82","6.65","6.65","-142.34",
"Kennedy, J W","0","0","0","0","0","0","0","0","0","0","0","0","5","0","2","0","40","-5","12","1","5","8.33","41.67","-10.17","858","183","392","21.33","45.69","-148.75","9","8","564","118","256","20.92","45.39","-101.6","211","100","153","47.39","47.39","3.12","287","35","97","12.2","12.2","-95.24",
"King, D","1","0","1","0","100","-1","1","0","1","0","100","-1","4","3","4","75","100","24.5","13","4","7","30.77","53.85","19","640","56","178","8.75","27.81","-153.06","5","2","314","22","87","7.01","27.71","-135.92","52","16","35","30.77","30.77","1.61","413","38","119","9.2","9.2","-55.09",
"Kingscote, Richard","2","1","1","50","50","0.25","10","2","2","20","20","18.25","15","3","3","20","20","24.25","27","3","5","11.11","18.52","12.25","1214","134","411","11.04","33.86","-434.71","1","1","591","58","186","9.81","31.47","-217.64","192","56","115","29.17","29.17","-46.24","732","79","238","10.79","10.79","-259.36",
"Kirrane, Sean","3","0","1","0","33.33","-3","5","0","1","0","20","-5","13","0","2","0","15.38","-13","13","0","2","0","15.38","-13","587","61","166","10.39","28.28","-54.26","15","14","303","30","84","9.9","27.72","-16.12","43","11","24","25.58","25.58","-4.01","484","57","150","11.78","11.78","9.54",
"Lee, Clifford","1","0","0","0","0","-1","6","0","1","0","16.67","-6","13","0","2","0","15.38","-13","26","3","7","11.54","26.92","-2","1324","173","440","13.07","33.23","-333.45","9","14","670","89","222","13.28","33.13","-171.8","194","64","113","32.99","32.99","-18.73","811","101","235","12.45","12.45","-132.62",
"Levey, S M","0","0","0","0","0","0","2","1","1","50","50","5.5","11","2","4","18.18","36.36","0.25","25","3","8","12","32","-9.25","950","100","305","10.53","32.11","-150.63","2","1","423","40","132","9.46","31.21","-84.51","86","22","49","25.58","25.58","-19.58","513","50","173","9.75","9.75","-116.51",
"Loughnane, Mr Billy","4","1","2","25","50","-2.56","12","1","4","8.33","33.33","-10.56","29","2","9","6.9","31.03","-22.06","59","5","23","8.47","38.98","-38.48","1838","254","630","13.82","34.28","-249.38","1","3","1194","154","406","12.9","34","-127.94","303","96","171","31.68","31.68","-27.41","1392","192","479","13.79","13.79","-182.66",
"Lynn, Bruce","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2","0","0","0","0","-2","367","40","125","10.9","34.06","-92.33","87","20","192","24","62","12.5","32.29","-32.37","36","13","27","36.11","36.11","12.51","273","34","109","12.45","12.45","-48.54",
