Jockey,14Day_Runs,14Day_Wins,14Day_Places,14Day_Win_Strike,14Day_Place_Strike,14Day_SP_ProfitLoss,2YR_Runs,2YR_Wins,2YR_Places,2YR_Win_Strike,2YR_Place_Strike,2YR_SP_ProfitLoss,DaysSinceWin,RunsSinceWin,1YR_Runs,1YR_Wins,1YR_Places,1YR_Win_Strike,1YR_Place_Strike,1YR_SP_ProfitLoss,2yr_fav_Runs,2yr_fav_Wins,2yr_fav_Places,2yr_fav_Win_Strike,2yr_fav_Place_Strike,2yr_fav_SP_ProfitLoss,2yr_hcap_Runs,2yr_hcap_Wins,2yr_hcap_Places,2yr_hcap_Win_Strike,2yr_hcap_Place_Strike,2yr_hcap_SP_ProfitLoss,
"Anderson, Joe","11","1","3","9.09","27.27","-7.5","191","24","63","12.57","32.98","-52.04","1","2","125","20","47","16","37.6","-6.67","16","5","11","31.25","31.25","0.13","153","20","55","13.07","13.07","-40.79",
"Andrews, Gina","0","0","0","0","0","0","53","13","24","24.53","45.28","-7.63","50","3","23","5","9","21.74","39.13","-5.5","14","8","10","57.14","57.14","10.12","26","6","13","23.08","23.08","-2.5",
"Atkins, Mr Harry","9","1","2","11.11","22.22","32","59","4","12","6.78","20.34","4.38","9","8","56","3","10","5.36","17.86","-3.62","4","1","2","25","25","-1.12","49","4","9","8.16","8.16","14.38",
"Austin, Edward","6","1","3","16.67","50","2","160","14","31","8.75","19.38","-40.47","1","1","82","5","14","6.1","17.07","-40.47","12","7","9","58.33","58.33","8.53","122","12","27","9.84","9.84","-23.97",
"Bannister, Harry A A","21","1","6","4.76","28.57","-15","462","53","149","11.47","32.25","-132.09","12","18","285","25","86","8.77","30.18","-108.48","81","21","40","25.93","25.93","-28","325","41","109","12.62","12.62","-82.34",
"Bellamy, Tom","37","6","12","16.22","32.43","23.67","867","100","273","11.53","31.49","-252.25","2","3","461","54","138","11.71","29.93","-112.81","91","35","54","38.46","38.46","-8.46","527","59","161","11.2","11.2","-201.07",
"Best, J A","20","1","2","5","10","-17.75","645","30","118","4.65","18.29","-317.24","5","10","369","18","75","4.88","20.33","-166.2","31","10","15","32.26","32.26","2.43","422","27","102","6.4","6.4","-120.49",
"Bewley, Callum","3","0","1","0","33.33","-3","269","15","48","5.58","17.84","-143.79","33","9","55","6","10","10.91","18.18","9.83","12","3","5","25","25","-4","153","12","37","7.84","7.84","-51.67",
"Bishop, Charles","4","1","2","25","50","7","765","78","204","10.2","26.67","-236.53","5","1","400","42","109","10.5","27.25","-88.63","78","27","46","34.62","34.62","-9.15","449","41","109","9.13","9.13","-133.72",
"Blackmore, Rachael","23","1","9","4.35","39.13","-8","900","129","330","14.33","36.67","-269.59","9","14","438","67","168","15.3","38.36","-135.87","187","61","117","32.62","32.62","-32.96","362","31","103","8.56","8.56","-118.59",
