Jockey,14Day_Runs,14Day_Wins,14Day_Places,14Day_Win_Strike,14Day_Place_Strike,14Day_SP_ProfitLoss,2YR_Runs,2YR_Wins,2YR_Places,2YR_Win_Strike,2YR_Place_Strike,2YR_SP_ProfitLoss,DaysSinceWin,RunsSinceWin,1YR_Runs,1YR_Wins,1YR_Places,1YR_Win_Strike,1YR_Place_Strike,1YR_SP_ProfitLoss,2yr_fav_Runs,2yr_fav_Wins,2yr_fav_Places,2yr_fav_Win_Strike,2yr_fav_Place_Strike,2yr_fav_SP_ProfitLoss,2yr_hcap_Runs,2yr_hcap_Wins,2yr_hcap_Places,2yr_hcap_Win_Strike,2yr_hcap_Place_Strike,2yr_hcap_SP_ProfitLoss,
"Allan, David","43","7","21","16.28","48.84","38.88","1298","128","395","9.86","30.43","-319.02","2","9","615","63","193","10.24","31.38","-148.32","149","40","87","26.85","26.85","-17.05","1005","105","325","10.45","10.45","-224.96",
"Armson, Philip","9","0","1","0","11.11","-9","369","18","58","4.88","15.72","-124.09","102","60","141","5","20","3.55","14.18","-113.17","23","1","9","4.35","4.35","-20","299","16","52","5.35","5.35","-184.42",
"Bannister, Harry A A","3","0","1","0","33.33","-3","438","39","120","8.9","27.4","-184.76","20","4","261","22","63","8.43","24.14","-129.94","55","14","25","25.45","25.45","-17.42","321","28","89","8.72","8.72","-120.82",
"Beasley, Connor","43","7","18","16.28","41.86","8.63","1290","151","447","11.71","34.65","-239.51","1","3","555","72","200","12.97","36.04","-94.45","171","48","106","28.07","28.07","-23.66","977","109","337","11.16","11.16","-220.85",
"Bellamy, Tom","10","2","5","20","50","-1.92","892","96","273","10.76","30.61","-295.53","12","6","434","50","142","11.52","32.72","-135.16","92","32","53","34.78","34.78","-11.7","556","57","163","10.25","10.25","-236.87",
"Best, J A","12","2","2","16.67","16.67","7","703","39","135","5.55","19.2","-277.48","7","4","382","28","82","7.33","21.47","-80.61","28","10","15","35.71","35.71","3.36","471","37","122","7.86","7.86","-67.48",
"Boinville, Nico","0","0","0","0","0","0","514","122","211","23.74","41.05","-30.42","40","4","239","55","97","23.01","40.59","-17.49","168","79","105","47.02","47.02","8.58","256","49","89","19.14","19.14","35.48",
"Bowen, James C","4","1","3","25","75","-1","683","91","240","13.32","35.14","-153.35","1","4","441","66","171","14.97","38.78","-71.86","120","38","77","31.67","31.67","-19.9","402","57","135","14.18","14.18","-31.62",
"Bowen, Sean P","31","7","17","22.58","54.84","7.83","1424","273","542","19.17","38.06","122.93","3","6","713","132","276","18.51","38.71","-14.07","354","144","210","40.68","40.68","-0.34","928","159","326","17.13","17.13","-60.46",
"Brace, Connor","5","0","0","0","0","-5","344","52","104","15.12","30.23","-9.32","86","40","172","22","52","12.79","30.23","0.21","40","18","26","45","45","9.02","193","28","61","14.51","14.51","10.5",
