Jockey,14Day_Runs,14Day_Wins,14Day_Places,14Day_Win_Strike,14Day_Place_Strike,14Day_SP_ProfitLoss,2YR_Runs,2YR_Wins,2YR_Places,2YR_Win_Strike,2YR_Place_Strike,2YR_SP_ProfitLoss,DaysSinceWin,RunsSinceWin,1YR_Runs,1YR_Wins,1YR_Places,1YR_Win_Strike,1YR_Place_Strike,1YR_SP_ProfitLoss,2yr_fav_Runs,2yr_fav_Wins,2yr_fav_Places,2yr_fav_Win_Strike,2yr_fav_Place_Strike,2yr_fav_SP_ProfitLoss,2yr_hcap_Runs,2yr_hcap_Wins,2yr_hcap_Places,2yr_hcap_Win_Strike,2yr_hcap_Place_Strike,2yr_hcap_SP_ProfitLoss,
"Allen, Mr D","2","0","0","0","0","-2","59","6","18","10.17","30.51","-4.87","354","26","29","1","7","3.45","24.14","-25.25","3","2","3","66.67","66.67","2.88","9","0","2","0","0","-9",
"Anderson, Mr A","7","0","0","0","0","-7","241","11","35","4.56","14.52","-153.5","27","16","111","7","15","6.31","13.51","-50.5","5","2","3","40","40","1","175","9","29","5.14","5.14","-100",
"Atzeni, Andrea","16","2","5","12.5","31.25","-8.75","878","149","339","16.97","38.61","-44.64","1","2","426","87","172","20.42","40.38","43.9","174","59","107","33.91","33.91","-18.42","469","79","169","16.84","16.84","-25.84",
"Bannister, Harry A A","13","0","6","0","46.15","-13","509","65","170","12.77","33.4","-95.25","19","16","164","19","58","11.59","35.37","-49.49","88","25","50","28.41","28.41","-20.67","314","46","110","14.65","14.65","-4.45",
"Barron, Mr R W","0","0","0","0","0","0","82","2","18","2.44","21.95","-50","144","12","55","2","15","3.64","27.27","-23","5","0","3","0","0","-5","13","0","4","0","0","-13",
"Barry, Mr J C","1","0","0","0","0","-1","166","6","27","3.61","16.27","-68.17","100","15","84","4","14","4.76","16.67","-18.67","4","1","1","25","25","0.33","34","1","4","2.94","2.94","-29.67",
"Bass, David","15","3","7","20","46.67","-5.84","501","66","163","13.17","32.53","-117.75","4","4","221","29","68","13.12","30.77","-52.6","78","19","46","24.36","24.36","-30.89","280","33","87","11.79","11.79","-54.28",
"Beasley, Connor","16","1","7","6.25","43.75","-13.12","1375","165","468","12","34.04","-223.32","6","10","743","81","245","10.9","32.97","-185.98","204","57","117","27.94","27.94","-15.13","975","124","345","12.72","12.72","-84.46",
"Bellamy, Tom","23","3","6","13.04","26.09","-14.2","842","97","264","11.52","31.35","-243.71","1","1","418","44","126","10.53","30.14","-117.61","85","35","52","41.18","41.18","7.58","509","60","161","11.79","11.79","-149.94",
"Bennett, Charlie","10","0","2","0","20","-10","668","27","121","4.04","18.11","-397.29","21","12","312","14","57","4.49","18.27","-216.12","21","3","10","14.29","14.29","-9.5","482","25","107","5.19","5.19","-221.29",
"Best, J A","18","1","3","5.56","16.67","-14","725","47","140","6.48","19.31","-254.28","9","8","264","10","33","3.79","12.5","-158.37","37","14","17","37.84","37.84","6.06","457","38","108","8.32","8.32","-84.18",
"Bird, Sean","8","0","2","0","25","-8","88","1","5","1.14","5.68","-59","339","46","49","1","4","2.04","8.16","-20","3","0","0","0","0","-3","66","1","3","1.52","1.52","-37",
