Jockey,14Day_Runs,14Day_Wins,14Day_Places,14Day_Win_Strike,14Day_Place_Strike,14Day_SP_ProfitLoss,2YR_Runs,2YR_Wins,2YR_Places,2YR_Win_Strike,2YR_Place_Strike,2YR_SP_ProfitLoss,DaysSinceWin,RunsSinceWin,1YR_Runs,1YR_Wins,1YR_Places,1YR_Win_Strike,1YR_Place_Strike,1YR_SP_ProfitLoss,2yr_fav_Runs,2yr_fav_Wins,2yr_fav_Places,2yr_fav_Win_Strike,2yr_fav_Place_Strike,2yr_fav_SP_ProfitLoss,2yr_hcap_Runs,2yr_hcap_Wins,2yr_hcap_Places,2yr_hcap_Win_Strike,2yr_hcap_Place_Strike,2yr_hcap_SP_ProfitLoss,
"Allan, David","3","0","0","0","0","-3","1357","137","405","10.1","29.85","-361.44","26","6","657","62","187","9.44","28.46","-233.27","177","52","101","29.38","29.38","-6.39","1052","114","336","10.84","10.84","-246.63",
"Anderson, Mr A","6","0","1","0","16.67","-6","188","8","31","4.26","16.49","-117.5","294","53","86","1","16","1.16","18.6","-76","5","0","1","0","0","-5","139","6","26","4.32","4.32","-81",
"Andrews, Gina","1","0","0","0","0","-1","55","12","22","21.82","40","-14.38","20","3","27","4","9","14.81","33.33","-13.62","13","7","8","53.85","53.85","6.37","27","6","14","22.22","22.22","-5.87",
"Andrews, Jack","0","0","0","0","0","0","105","13","31","12.38","29.52","-32.17","137","7","17","2","4","11.76","23.53","5","13","2","5","15.38","15.38","-10.42","72","9","23","12.5","12.5","-17.75",
"Bass, David","9","1","2","11.11","22.22","12","450","62","141","13.78","31.33","-72.18","10","8","235","34","74","14.47","31.49","-26.42","74","20","38","27.03","27.03","-28.16","253","34","77","13.44","13.44","1.63",
"Bellamy, Tom","17","2","6","11.76","35.29","-8.75","867","98","269","11.3","31.03","-284.66","8","9","448","52","135","11.61","30.13","-164.96","96","36","56","37.5","37.5","-11.12","532","58","160","10.9","10.9","-211.82",
"Bewley, Callum","8","0","1","0","12.5","-8","255","16","46","6.27","18.04","-124.21","18","12","83","8","16","9.64","19.28","-10.92","9","3","5","33.33","33.33","1.08","136","13","34","9.56","9.56","-29.09",
"Biddick, Mr W","1","0","1","0","100","-1","24","8","13","33.33","54.17","-0.7","21","2","9","3","5","33.33","55.56","3.2","12","6","8","50","50","1.3","4","0","0","0","0","-4",
"Blackmore, Rachael","7","1","3","14.29","42.86","-0.5","898","128","326","14.25","36.3","-282.96","2","2","435","66","163","15.17","37.47","-133.96","182","58","112","31.87","31.87","-36.46","363","32","103","8.82","8.82","-129.09",
"Boinville, Nico","4","0","1","0","25","-4","533","124","218","23.26","40.9","-18.97","21","9","270","64","118","23.7","43.7","2.47","183","77","108","42.08","42.08","-5.2","262","52","94","19.85","19.85","36.02",
"Bowen, James C","21","8","9","38.1","42.86","76.38","598","84","217","14.05","36.29","-90.51","1","1","282","45","118","15.96","41.84","-9.62","105","34","69","32.38","32.38","-14.86","346","53","119","15.32","15.32","13.11",
"Bowen, Miss S L","0","0","0","0","0","0","52","2","12","3.85","23.08","-39","31","2","27","2","6","7.41","22.22","-14","1","0","1","0","0","-1","52","2","12","3.85","3.85","-39",
"Bowen, Sean P","29","8","14","27.59","48.28","-5.61","1318","279","534","21.17","40.52","254.26","1","1","706","149","290","21.1","41.08","44.26","337","144","208","42.73","42.73","1.85","848","162","320","19.1","19.1","21.15",
"Brace, Connor","4","0","1","0","25","-4","340","56","104","16.47","30.59","-10.09","17","6","159","27","55","16.98","34.59","12.3","41","21","30","51.22","51.22","16.75","190","32","62","16.84","16.84","17.73",
"Brennan, P J","3","1","2","33.33","66.67","8","480","115","210","23.96","43.75","-27.63","10","2","178","37","69","20.79","38.76","-25.99","148","62","90","41.89","41.89","-12.53","233","53","86","22.75","22.75","-13.02",
"Breslin, Andrew","8","1","3","12.5","37.5","3","302","15","51","4.97","16.89","-137.37","9","4","179","8","33","4.47","18.44","-87.5","11","2","5","18.18","18.18","-5.12","265","14","44","5.28","5.28","-119.37",
"Brooke, Henry","21","3","6","14.29","28.57","-9.77","628","98","208","15.61","33.12","-95.81","2","2","347","52","109","14.99","31.41","-30.69","92","31","55","33.7","33.7","-3.58","422","74","152","17.54","17.54","-36.25",
"Brookes, Aiden","8","0","0","0","0","-8","390","34","82","8.72","21.03","24.21","41","22","222","13","40","5.86","18.02","-34.75","26","9","18","34.62","34.62","3.46","342","33","76","9.65","9.65","66.21",
"Brotherton, Miss S","0","0","0","0","0","0","74","6","23","8.11","31.08","-51.49","253","23","33","2","9","6.06","27.27","-28.37","16","4","10","25","25","-5.49","74","6","23","8.11","8.11","-51.49",
"Burke, Jonathan","16","2","3","12.5","18.75","-10.25","704","97","257","13.78","36.51","-223.07","6","8","296","41","113","13.85","38.18","-122.57","108","44","77","40.74","40.74","5.55","417","52","137","12.47","12.47","-133.57",
"Cagney, Eireann","0","0","0","0","0","0","56","8","21","14.29","37.5","6.13","48","5","32","5","13","15.63","40.63","3.25","4","3","4","75","75","5.13","56","8","21","14.29","14.29","6.13",
"Cannon, Tom J","16","1","5","6.25","31.25","-13.75","781","131","263","16.77","33.67","-158.28","8","9","366","49","110","13.39","30.05","-138.71","119","61","77","51.26","51.26","31.22","449","71","139","15.81","15.81","-89.2",
"Carson, William","14","1","4","7.14","28.57","-9.5","848","54","174","6.37","20.52","-319.87","7","8","469","35","103","7.46","21.96","-219.92","53","20","33","37.74","37.74","7.38","660","50","155","7.58","7.58","-159.72",
"Chapman, Ross","14","2","5","14.29","35.71","-2.17","362","35","75","9.67","20.72","-77.64","5","3","220","26","47","11.82","21.36","7.4","30","11","19","36.67","36.67","2.45","252","32","60","12.7","12.7","6.86",
"Cobden, Harry","35","13","17","37.14","48.57","4.28","1128","279","516","24.73","45.74","-118.52","1","1","696","160","310","22.99","44.54","-82.78","371","165","246","44.47","44.47","16.68","640","122","236","19.06","19.06","-103.91",
"Coltherd, Sam W","16","1","3","6.25","18.75","-11.67","320","24","62","7.5","19.38","-158.38","6","6","192","17","41","8.85","21.35","-76.96","23","4","11","17.39","17.39","-14.92","225","17","48","7.56","7.56","-94.46",
"Costello, Dougie","6","0","1","0","16.67","-6","730","67","169","9.18","23.15","-237.3","24","12","370","27","77","7.3","20.81","-147.12","58","14","33","24.14","24.14","-21.55","559","59","137","10.55","10.55","-113.29",
"Costello, Mr T","0","0","0","0","0","0","7","2","4","28.57","57.14","2.67","52","2","5","2","3","40","60","4.67","2","1","1","50","50","-0.33","2","0","1","0","0","-2",
"Davies, James","11","0","5","0","45.45","-11","508","32","93","6.3","18.31","-165.54","91","82","242","10","41","4.13","16.94","-131.04","23","6","12","26.09","26.09","-3.25","312","24","65","7.69","7.69","-34.37",
"Dennis, Phil","10","0","0","0","0","-10","775","61","203","7.87","26.19","-81.61","57","60","367","27","99","7.36","26.98","-115.74","58","15","32","25.86","25.86","-10.9","575","49","156","8.52","8.52","-23.11",
"Deutsch, Charlie","21","5","6","23.81","28.57","-1.08","552","69","162","12.5","29.35","-213.31","4","4","300","43","91","14.33","30.33","-111.39","109","29","58","26.61","26.61","-31.52","408","53","119","12.99","12.99","-136.24",
"Donoghue, K M","18","3","6","16.67","33.33","-4.4","813","113","264","13.9","32.47","-292.76","2","1","441","64","142","14.51","32.2","-192.02","145","57","95","39.31","39.31","-0.22","377","48","119","12.73","12.73","-114.29",
"Doyle, Alan","7","0","1","0","14.29","-7","171","10","29","5.85","16.96","-89.25","103","43","81","4","14","4.94","17.28","-39","10","4","6","40","40","2.25","131","8","21","6.11","6.11","-53.92",
"Doyle, Hollie","41","6","14","14.63","34.15","-8.77","1774","256","586","14.43","33.03","-408.49","3","6","956","132","301","13.81","31.49","-240.68","314","102","183","32.48","32.48","-45.61","1205","179","393","14.85","14.85","-185.36",
"Doyle, R A","5","0","0","0","0","-5","451","25","90","5.54","19.96","-208.86","57","23","219","10","44","4.57","20.09","-129","17","4","10","23.53","23.53","-1.74","193","11","46","5.7","5.7","-41",
"Eaves, Tom","23","2","6","8.7","26.09","1.67","1273","88","300","6.91","23.57","-405.53","5","7","690","48","170","6.96","24.64","-170.92","66","19","46","28.79","28.79","-14.58","919","62","226","6.75","6.75","-281.67",
"Edmunds, Lewis","11","1","4","9.09","36.36","-6.5","868","93","254","10.71","29.26","-133.33","12","11","456","54","138","11.84","30.26","-29.87","98","27","58","27.55","27.55","-15.99","661","78","213","11.8","11.8","-45.48",
"Egan, John","2","0","2","0","100","-2","500","41","124","8.2","24.8","-183.99","82","22","202","17","58","8.42","28.71","-88.06","30","11","21","36.67","36.67","1.18","373","34","104","9.12","9.12","-138.9",
"England, Jonathan","4","2","2","50","50","14","274","45","104","16.42","37.96","-25.22","2","2","146","20","56","13.7","38.36","-27.82","66","25","45","37.88","37.88","5.95","215","40","96","18.6","18.6","-7.25",
"Enright, P T","14","0","3","0","21.43","-14","1019","62","196","6.08","19.23","-424.89","26","30","519","30","106","5.78","20.42","-175.4","65","15","41","23.08","23.08","-13.23","522","47","134","9","9","-70.54",
"Evans, Miss Tilly","0","0","0","0","0","0","11","1","1","9.09","9.09","0","155","6","11","1","1","9.09","9.09","0","0","0","0","0","0","0","11","1","1","9.09","9.09","0",
"Ewing, Sam","14","2","5","14.29","35.71","-7.83","543","35","126","6.45","23.2","-244.5","10","11","199","14","48","7.04","24.12","-70.78","36","6","16","16.67","16.67","-17.33","280","19","58","6.79","6.79","-125.21",
"Farragher, Adam J","20","1","3","5","15","-15","622","65","156","10.45","25.08","-165.3","4","4","448","44","106","9.82","23.66","-105.27","67","28","44","41.79","41.79","10.45","449","51","119","11.36","11.36","-107.87",
"Flanagan, S W","10","1","1","10","10","-5","790","62","209","7.85","26.46","-352.99","2","1","448","36","120","8.04","26.79","-209.88","66","21","41","31.82","31.82","-6.16","399","29","105","7.27","7.27","-167.06",
"Fox, Derek R","21","5","8","23.81","38.1","-10.81","495","69","169","13.94","34.14","-9.77","2","2","220","31","80","14.09","36.36","-36.03","80","25","48","31.25","31.25","-5.89","321","41","102","12.77","12.77","-36.43",
"Gainford, Mr J C","10","2","4","20","40","15","550","53","132","9.64","24","-90.36","8","5","158","17","43","10.76","27.22","-43.55","41","13","21","31.71","31.71","-7.78","252","21","53","8.33","8.33","34.88",
"Garritty, Billy","12","2","5","16.67","41.67","65","837","96","262","11.47","31.3","24.2","4","5","468","60","144","12.82","30.77","30.17","80","23","51","28.75","28.75","-15.37","632","74","194","11.71","11.71","-101.67",
"Germany, Stephanie","0","0","0","0","0","0","4","0","0","0","0","-4","9999","9999","2","0","0","0","0","-2","0","0","0","0","0","0","4","0","0","0","0","-4",
"Gilligan, D J","15","3","6","20","40","-6.17","376","45","129","11.97","34.31","-95.85","9","9","266","39","103","14.66","38.72","-24.93","49","16","34","32.65","32.65","-3.35","256","28","83","10.94","10.94","-35.66",
"Gilligan, Jack G","4","1","2","25","50","2.5","211","8","33","3.79","15.64","-142.68","9","4","142","7","26","4.93","18.31","-81.68","10","3","5","30","30","-0.68","93","4","20","4.3","4.3","-45.25",
"Gingell, Mr Frederick","9","1","2","11.11","22.22","-1","186","29","72","15.59","38.71","-20.69","11","5","113","19","38","16.81","33.63","8.08","42","11","20","26.19","26.19","-15.19","158","24","62","15.19","15.19","-23.68",
"Hampson, Brodie","2","0","0","0","0","-2","123","15","43","12.2","34.96","-3.87","141","20","64","10","25","15.63","39.06","34.63","24","6","15","25","25","-3.12","117","15","43","12.82","12.82","2.13",
"Hardie, Cameron","29","1","6","3.45","20.69","-12","1594","58","287","3.64","18.01","-1084.12","9","17","864","30","143","3.47","16.55","-579.96","42","9","21","21.43","21.43","-18.45","1277","49","243","3.84","3.84","-839.78",
"Harney, T P","6","0","1","0","16.67","-6","153","12","37","7.84","24.18","-64.01","43","9","101","5","22","4.95","21.78","-57.67","7","2","5","28.57","28.57","2.83","67","6","17","8.96","8.96","-10.17",
"Hart, Jason","32","4","10","12.5","31.25","7.29","1826","232","612","12.71","33.52","-282.7","5","17","919","114","312","12.4","33.95","-176.09","275","85","173","30.91","30.91","-20.6","1341","173","447","12.9","12.9","-172.63",
"Hayes, Brian","7","1","3","14.29","42.86","27","581","48","140","8.26","24.1","-199.47","9","4","271","27","74","9.96","27.31","-17.09","42","19","25","45.24","45.24","7.14","265","16","62","6.04","6.04","-111.42",
"Herbison, Miss E","2","0","0","0","0","-2","31","0","5","0","16.13","-31","9999","9999","23","0","4","0","17.39","-23","2","0","0","0","0","-2","25","0","3","0","0","-25",
"Hogan, D E","14","2","8","14.29","57.14","0.91","742","80","231","10.78","31.13","-4.39","6","8","440","45","139","10.23","31.59","-22.14","60","20","33","33.33","33.33","0.83","522","61","175","11.69","11.69","22.13",
"Hogan, Mr J","5","1","2","20","40","6","321","42","94","13.08","29.28","-120.88","1","1","158","19","43","12.03","27.22","-42.24","58","21","33","36.21","36.21","-5.97","233","26","61","11.16","11.16","-82.31",
"Horrigan, Clodagh","0","0","0","0","0","0","1","0","0","0","0","-1","9999","9999","1","0","0","0","0","-1","0","0","0","0","0","0","1","0","0","0","0","-1",
"Hughes, Brian","36","5","10","13.89","27.78","-20.71","1680","293","641","17.44","38.15","-338.29","5","13","784","116","282","14.8","35.97","-213.7","380","128","211","33.68","33.68","-64.63","1152","187","408","16.23","16.23","-224.73",
"Jacob, Daryl","17","2","6","11.76","35.29","-12.1","582","86","213","14.78","36.6","-114.74","2","3","282","38","94","13.48","33.33","-62.94","95","36","57","37.89","37.89","-11.15","296","36","95","12.16","12.16","-54.34",
"James, Mr R","3","0","0","0","0","-3","70","5","21","7.14","30","-47.37","153","15","25","1","6","4","24","-21","15","3","8","20","20","-1.37","42","3","12","7.14","7.14","-27.62",
"James, S H","10","1","3","10","30","5","1231","139","348","11.29","28.27","-280.34","5","4","601","67","162","11.15","26.96","-114","126","37","59","29.37","29.37","-20.83","850","82","241","9.65","9.65","-223.49",
