Jockey,14Day_Runs,14Day_Wins,14Day_Places,14Day_Win_Strike,14Day_Place_Strike,14Day_SP_ProfitLoss,2YR_Runs,2YR_Wins,2YR_Places,2YR_Win_Strike,2YR_Place_Strike,2YR_SP_ProfitLoss,DaysSinceWin,RunsSinceWin,1YR_Runs,1YR_Wins,1YR_Places,1YR_Win_Strike,1YR_Place_Strike,1YR_SP_ProfitLoss,2yr_fav_Runs,2yr_fav_Wins,2yr_fav_Places,2yr_fav_Win_Strike,2yr_fav_Place_Strike,2yr_fav_SP_ProfitLoss,2yr_hcap_Runs,2yr_hcap_Wins,2yr_hcap_Places,2yr_hcap_Win_Strike,2yr_hcap_Place_Strike,2yr_hcap_SP_ProfitLoss,
"Allan, David","41","5","12","12.2","29.27","-20.75","1345","140","407","10.41","30.26","-336.69","2","7","647","66","189","10.2","29.21","-236.02","175","51","98","29.14","29.14","-9.27","1047","116","338","11.08","11.08","-231.51",
"Balfe, A","0","0","0","0","0","0","15","1","1","6.67","6.67","-2","30","1","15","1","1","6.67","6.67","-2","0","0","0","0","0","0","7","1","1","14.29","14.29","6",
"Bass, George","6","0","2","0","33.33","-6","384","37","108","9.64","28.13","-123.54","44","17","151","12","45","7.95","29.8","-83.26","22","8","11","36.36","36.36","-0.53","294","33","92","11.22","11.22","-50.87",
"Beasley, Connor","43","3","11","6.98","25.58","-14.5","1265","137","429","10.83","33.91","-297.26","4","12","529","58","184","10.96","34.78","-158.33","176","42","100","23.86","23.86","-52.53","936","101","319","10.79","10.79","-194.89",
"Bennett, Charlie","7","0","1","0","14.29","-7","450","18","84","4","18.67","-295.62","195","18","143","4","28","2.8","19.58","-85","14","3","6","21.43","21.43","-2.5","326","15","69","4.6","4.6","-188.12",
"Bishop, Charles","29","5","10","17.24","34.48","-4","809","92","222","11.37","27.44","-193.22","4","10","438","53","126","12.1","28.77","-34.45","85","33","52","38.82","38.82","4.41","491","51","123","10.39","10.39","-108.22",
"Blackmore, Rachael","23","5","9","21.74","39.13","-9.25","896","125","330","13.95","36.83","-285.85","6","11","420","58","158","13.81","37.62","-162.94","178","53","108","29.78","29.78","-45.4","367","31","103","8.45","8.45","-138.59",
"Bloss, Minty","0","0","0","0","0","0","7","0","2","0","28.57","-7","9999","9999","7","0","2","0","28.57","-7","0","0","0","0","0","0","7","0","2","0","0","-7",
"Boinville, Nico","22","5","8","22.73","36.36","-3.5","521","123","211","23.61","40.5","-35.16","4","3","252","59","105","23.41","41.67","-50.45","171","78","104","45.61","45.61","2.14","257","48","88","18.68","18.68","32.97",
"Bowen, S D","17","1","6","5.88","35.29","-9","428","31","108","7.24","25.23","-85.54","1","3","240","22","73","9.17","30.42","-22.29","32","8","18","25","25","-3.04","356","24","93","6.74","6.74","-66.54",
"Bradley, Paddy","13","1","3","7.69","23.08","13","489","43","129","8.79","26.38","-139.3","2","5","335","30","88","8.96","26.27","-104.63","30","6","15","20","20","-9.79","382","41","116","10.73","10.73","-39.8",
"Brassil, C","3","0","0","0","0","-3","205","12","44","5.85","21.46","-101.7","110","19","80","4","11","5","13.75","-32.5","10","3","5","30","30","-2.7","118","5","24","4.24","4.24","-77",
"Breslin, Andrew","10","0","3","0","30","-10","323","15","57","4.64","17.65","-153.37","23","15","209","9","41","4.31","19.62","-101.5","12","2","5","16.67","16.67","-6.12","283","14","50","4.95","4.95","-132.37",
"Brookes, Aiden","9","2","3","22.22","33.33","16","409","36","84","8.8","20.54","23.71","4","4","221","14","36","6.33","16.29","-19","26","9","18","34.62","34.62","3.46","362","35","79","9.67","9.67","64.71",
"Brown, O R","2","0","1","0","50","-2","11","0","2","0","18.18","-11","1228","21","11","0","2","0","18.18","-11","0","0","0","0","0","0","1","0","0","0","0","-1",
"Bryan, Joshua","8","0","1","0","12.5","-8","388","37","108","9.54","27.84","-150.17","27","11","203","17","55","8.37","27.09","-92.67","22","9","16","40.91","40.91","6.83","254","23","75","9.06","9.06","-108.42",
"Buckley, Kieran","12","2","4","16.67","33.33","-2.75","478","35","118","7.32","24.69","-253.21","5","4","210","13","40","6.19","19.05","-136.09","44","12","27","27.27","27.27","-9.96","268","22","76","8.21","8.21","-101.49",
"Buick, William","31","6","12","19.35","38.71","-12.62","1456","360","672","24.73","46.15","-118.31","5","1","715","165","313","23.08","43.78","-42.87","541","229","346","42.33","42.33","16.82","753","169","320","22.44","22.44","-15.18",
"Burns, Harry","0","0","0","0","0","0","333","32","88","9.61","26.43","-157.92","250","66","149","6","30","4.03","20.13","-115.84","25","7","12","28","28","-4.5","250","23","69","9.2","9.2","-108.41",
"Byrnes, Mr P","12","1","1","8.33","8.33","-9.75","325","34","80","10.46","24.62","-123.59","13","12","166","15","36","9.04","21.69","-60.77","38","16","26","42.11","42.11","7.16","175","19","41","10.86","10.86","-50.42",
"Callan, N","19","2","9","10.53","47.37","-8.5","1026","140","344","13.65","33.53","0.43","2","3","538","70","170","13.01","31.6","-45.57","150","49","91","32.67","32.67","-10.59","667","92","227","13.79","13.79","-2.86",
