Jockey,14Day_Runs,14Day_Wins,14Day_Places,14Day_Win_Strike,14Day_Place_Strike,14Day_SP_ProfitLoss,2YR_Runs,2YR_Wins,2YR_Places,2YR_Win_Strike,2YR_Place_Strike,2YR_SP_ProfitLoss,DaysSinceWin,RunsSinceWin,1YR_Runs,1YR_Wins,1YR_Places,1YR_Win_Strike,1YR_Place_Strike,1YR_SP_ProfitLoss,2yr_fav_Runs,2yr_fav_Wins,2yr_fav_Places,2yr_fav_Win_Strike,2yr_fav_Place_Strike,2yr_fav_SP_ProfitLoss,2yr_hcap_Runs,2yr_hcap_Wins,2yr_hcap_Places,2yr_hcap_Win_Strike,2yr_hcap_Place_Strike,2yr_hcap_SP_ProfitLoss,
"Allan, David","35","1","8","2.86","22.86","-29","1300","148","410","11.38","31.54","-140.93","9","23","693","72","215","10.39","31.02","-133.67","190","63","114","33.16","33.16","6.36","980","133","331","13.57","13.57","-81.36",
"Atzeni, Andrea","14","1","5","7.14","35.71","-10.75","865","147","331","16.99","38.27","-39.55","4","4","437","87","175","19.91","40.05","36.27","170","57","103","33.53","33.53","-18.25","472","78","169","16.53","16.53","-26.67",
"Barron, Mr R W","3","2","3","66.67","100","17","91","4","24","4.4","26.37","-39","1","1","58","4","20","6.9","34.48","-6","5","0","3","0","0","-5","14","1","5","7.14","7.14","-6",
"Barry, Mr B","1","0","0","0","0","-1","19","1","1","5.26","5.26","-9","581","18","11","0","0","0","0","-11","0","0","0","0","0","0","8","1","1","12.5","12.5","2",
"Bass, David","13","2","4","15.38","30.77","-7.96","498","65","163","13.05","32.73","-124.54","8","6","230","31","70","13.48","30.43","-53.81","78","19","45","24.36","24.36","-33.1","278","32","86","11.51","11.51","-61.03",
"Bass, George","7","2","3","28.57","42.86","-2.12","388","36","96","9.28","24.74","-65.65","3","1","234","25","62","10.68","26.5","-41.28","22","9","12","40.91","40.91","3.02","291","31","78","10.65","10.65","-38.15",
"Beasley, Connor","30","3","11","10","36.67","42.5","1392","165","474","11.85","34.05","-176.77","3","12","728","78","244","10.71","33.52","-141.31","202","56","118","27.72","27.72","-13.25","990","122","347","12.32","12.32","-74.41",
"Bellamy, Tom","28","2","9","7.14","32.14","-17.5","854","98","273","11.48","31.97","-250.71","3","6","440","47","136","10.68","30.91","-120.61","84","35","51","41.67","41.67","8.58","516","61","167","11.82","11.82","-151.94",
"Bennett, Charlie","9","1","3","11.11","33.33","-3","652","26","119","3.99","18.25","-386.79","7","4","305","14","57","4.59","18.69","-208.62","20","3","10","15","15","-8.5","471","24","105","5.1","5.1","-215.79",
"Bishop, Charles","11","2","5","18.18","45.45","7","687","63","171","9.17","24.89","-215.81","7","4","368","39","97","10.6","26.36","-155.27","59","21","38","35.59","35.59","-3.43","411","32","94","7.79","7.79","-117.9",
"Blackmore, Rachael","29","5","11","17.24","37.93","-2.55","843","129","323","15.3","38.32","-241.1","9","19","482","67","171","13.9","35.48","-129.91","195","63","123","32.31","32.31","-47.6","327","26","96","7.95","7.95","-108.46",
"Boinville, Nico","24","5","11","20.83","45.83","-5.43","618","138","239","22.33","38.67","-21.32","1","3","263","64","106","24.33","40.3","24.29","204","87","123","42.65","42.65","-3.48","297","54","99","18.18","18.18","70.14",
"Bowen, Sean P","33","3","10","9.09","30.3","-21.55","1158","221","436","19.08","37.65","36.63","1","3","654","126","249","19.27","38.07","128.96","280","114","175","40.71","40.71","-8.49","747","129","264","17.27","17.27","-55.07",
"Brennan, P J","13","1","2","7.69","15.38","-2","698","162","322","23.21","46.13","-111.44","2","2","288","75","129","26.04","44.79","2.71","213","95","142","44.6","44.6","11.26","346","72","137","20.81","20.81","-79.89",
