Jockey,14Day_Runs,14Day_Wins,14Day_Places,14Day_Win_Strike,14Day_Place_Strike,14Day_SP_ProfitLoss,2YR_Runs,2YR_Wins,2YR_Places,2YR_Win_Strike,2YR_Place_Strike,2YR_SP_ProfitLoss,DaysSinceWin,RunsSinceWin,1YR_Runs,1YR_Wins,1YR_Places,1YR_Win_Strike,1YR_Place_Strike,1YR_SP_ProfitLoss,2yr_fav_Runs,2yr_fav_Wins,2yr_fav_Places,2yr_fav_Win_Strike,2yr_fav_Place_Strike,2yr_fav_SP_ProfitLoss,2yr_hcap_Runs,2yr_hcap_Wins,2yr_hcap_Places,2yr_hcap_Win_Strike,2yr_hcap_Place_Strike,2yr_hcap_SP_ProfitLoss,
"Alexander, Mr Kit","0","0","0","0","0","0","15","4","6","26.67","40","23","48","2","10","1","3","10","30","-1","0","0","0","0","0","0","12","3","5","25","25","17",
"Atkins, Mr Harry","5","2","3","40","60","4.25","72","8","19","11.11","26.39","10.01","5","2","58","6","15","10.34","25.86","10.13","9","3","6","33.33","33.33","0.01","62","8","16","12.9","12.9","20.01",
"Austin, Edward","3","0","1","0","33.33","-3","155","12","29","7.74","18.71","-34.72","34","13","81","4","17","4.94","20.99","-24.6","10","6","8","60","60","7.78","112","9","24","8.04","8.04","-34.22",
"Bellamy, Tom","20","3","6","15","30","-3.2","852","93","259","10.92","30.4","-289.32","4","4","434","49","133","11.29","30.65","-171.71","89","33","52","37.08","37.08","-12.03","527","56","154","10.63","10.63","-205.2",
"Bennett, Charlie","2","0","0","0","0","-2","464","19","88","4.09","18.97","-304.12","169","8","152","5","31","3.29","20.39","-88","15","3","7","20","20","-3.5","338","16","73","4.73","4.73","-194.62",
"Berry, Mr J P","0","0","0","0","0","0","37","1","3","2.7","8.11","-30.5","600","24","14","0","1","0","7.14","-14","0","0","0","0","0","0","13","0","1","0","0","-13",
"Best, J A","14","1","1","7.14","7.14","-3","617","29","109","4.7","17.67","-303.94","4","3","353","19","76","5.38","21.53","-145.57","26","10","14","38.46","38.46","6.56","398","27","97","6.78","6.78","-106.94",
"Bewley, Callum","7","1","1","14.29","14.29","-2","244","17","44","6.97","18.03","-108.21","14","7","95","9","19","9.47","20","-17.92","8","3","5","37.5","37.5","2.08","129","14","36","10.85","10.85","-17.09",
"Bird, Sean","0","0","0","0","0","0","112","3","9","2.68","8.04","-28","287","44","63","2","5","3.17","7.94","-8","0","0","0","0","0","0","74","2","6","2.7","2.7","-16",
"Bishop, Charles","14","4","6","28.57","42.86","14.75","792","87","215","10.98","27.15","-211.22","4","5","419","48","118","11.46","28.16","-58.45","82","30","50","36.59","36.59","-5.59","476","47","117","9.87","9.87","-123.22",
"Blackmore, Rachael","15","0","2","0","13.33","-15","908","126","330","13.88","36.34","-289.27","23","29","433","61","161","14.09","37.18","-148.54","181","55","111","30.39","30.39","-43.57","373","32","103","8.58","8.58","-139.09",
"Bond, Alice","2","1","2","50","100","15","58","1","15","1.72","25.86","-41","3","1","30","1","8","3.33","26.67","-13","0","0","0","0","0","0","45","1","14","2.22","2.22","-28",
"Bowen, James C","16","0","1","0","6.25","-16","595","77","209","12.94","35.13","-131","19","22","313","46","124","14.7","39.62","-38.37","101","31","66","30.69","30.69","-17.47","344","48","116","13.95","13.95","-22.28",
"Bowen, S D","12","1","3","8.33","25","-7","413","30","102","7.26","24.7","-78.54","13","9","216","22","66","10.19","30.56","34.71","29","8","17","27.59","27.59","-0.04","343","24","87","7","7","-53.54",
"Boyden, Mr Oliver","0","0","0","0","0","0","12","2","3","16.67","25","8.25","69","3","10","2","2","20","20","10.25","0","0","0","0","0","0","10","2","3","20","20","10.25",
"Brouder, Gavin","5","1","1","20","20","-1.75","306","15","56","4.9","18.3","-137.37","4","3","169","8","33","4.73","19.53","-86.25","17","5","10","29.41","29.41","7.25","196","13","40","6.63","6.63","-34.75",
"Byrnes, Mr P","9","2","3","22.22","33.33","17","307","32","76","10.42","24.76","-116.34","5","5","173","15","35","8.67","20.23","-61.77","35","15","24","42.86","42.86","7.91","167","18","39","10.78","10.78","-50.92",
"Caffrey, Adam","11","3","6","27.27","54.55","5.08","538","58","153","10.78","28.44","-71.14","14","8","324","34","93","10.49","28.7","-68.8","56","17","36","30.36","30.36","4.87","440","49","125","11.14","11.14","-25.97",
"Callaghan, Mr K","5","1","3","20","60","29","262","27","60","10.31","22.9","-49.91","13","5","112","16","31","14.29","27.68","37.47","23","11","17","47.83","47.83","-0.41","185","15","38","8.11","8.11","-2.25",
"Carroll, G F","8","0","1","0","12.5","-8","1014","102","264","10.06","26.04","-261.39","42","15","528","56","135","10.61","25.57","-115.93","102","31","64","30.39","30.39","7.57","523","56","152","10.71","10.71","-102.3",
"Carson, William","12","1","5","8.33","41.67","-8.75","859","56","183","6.52","21.3","-306.62","13","11","469","36","111","7.68","23.67","-197.47","59","20","38","33.9","33.9","1.38","672","51","163","7.59","7.59","-168.47",
"Carver, Bryan","10","0","3","0","30","-10","374","38","93","10.16","24.87","-145.95","18","14","227","21","55","9.25","24.23","-93.33","35","16","23","45.71","45.71","7.09","258","29","70","11.24","11.24","-67.12",
"Catton, Luke","4","0","0","0","0","-4","302","30","72","9.93","23.84","-46.71","43","14","178","16","42","8.99","23.6","-55.47","20","5","10","25","25","-7.04","259","28","61","10.81","10.81","-58.71",
"Chadwick, Alex","2","1","1","50","50","0.5","60","10","19","16.67","31.67","-16.25","6","2","42","10","18","23.81","42.86","1.75","8","2","3","25","25","-3","43","9","16","20.93","20.93","-3.25",
"Chance, Miss Louise","0","0","0","0","0","0","1","0","0","0","0","-1","9999","9999","1","0","0","0","0","-1","0","0","0","0","0","0","1","0","0","0","0","-1",
"Chapman, Ross","5","1","1","20","20","-2.62","375","37","79","9.87","21.07","-83.26","8","2","207","24","44","11.59","21.26","-7.97","31","12","20","38.71","38.71","3.83","263","34","64","12.93","12.93","3.24",
"Clarke, Alyse Jane","1","0","0","0","0","-1","7","0","0","0","0","-7","9999","9999","7","0","0","0","0","-7","0","0","0","0","0","0","5","0","0","0","0","-5",
"Cleary, Jack","3","0","1","0","33.33","-3","243","13","44","5.35","18.11","-126.42","63","19","117","4","24","3.42","20.51","-73.5","15","4","7","26.67","26.67","0.58","167","10","28","5.99","5.99","-70.92",
"Clutterbuck, Rhys","15","3","6","20","40","14.1","730","66","181","9.04","24.79","-233.94","11","11","334","31","79","9.28","23.65","-73.34","72","18","39","25","25","-19.02","521","57","149","10.94","10.94","-106.42",
"Cobden, Harry","37","8","14","21.62","37.84","7","1142","287","525","25.13","45.97","-75.27","3","5","708","164","312","23.16","44.07","-63.35","378","171","252","45.24","45.24","24.18","646","127","241","19.66","19.66","-63.53",
