Jockey,14Day_Runs,14Day_Wins,14Day_Places,14Day_Win_Strike,14Day_Place_Strike,14Day_SP_ProfitLoss,2YR_Runs,2YR_Wins,2YR_Places,2YR_Win_Strike,2YR_Place_Strike,2YR_SP_ProfitLoss,DaysSinceWin,RunsSinceWin,1YR_Runs,1YR_Wins,1YR_Places,1YR_Win_Strike,1YR_Place_Strike,1YR_SP_ProfitLoss,2yr_fav_Runs,2yr_fav_Wins,2yr_fav_Places,2yr_fav_Win_Strike,2yr_fav_Place_Strike,2yr_fav_SP_ProfitLoss,2yr_hcap_Runs,2yr_hcap_Wins,2yr_hcap_Places,2yr_hcap_Win_Strike,2yr_hcap_Place_Strike,2yr_hcap_SP_ProfitLoss,
"Allan, David","54","6","15","11.11","27.78","-21.19","1279","134","393","10.48","30.73","-352.6","9","30","682","62","199","9.09","29.18","-177.23","173","57","104","32.95","32.95","9.7","979","116","322","11.85","11.85","-170.46",
"Anderson, Joe","0","0","0","0","0","0","160","22","56","13.75","35","-31.42","20","2","71","12","30","16.9","42.25","2.58","17","5","12","29.41","29.41","-2.5","132","18","49","13.64","13.64","-30.17",
"Bannister, Harry A A","0","0","0","0","0","0","505","63","170","12.48","33.66","-108.13","24","3","175","17","56","9.71","32","-51.8","91","25","51","27.47","27.47","-27.72","324","43","113","13.27","13.27","-34.33",
"Bass, George","11","0","1","0","9.09","-11","378","34","98","8.99","25.93","-67.4","24","18","185","15","50","8.11","27.03","-76.04","25","9","13","36","36","2.27","285","30","83","10.53","10.53","-40.9",
"Beasley, Connor","38","4","11","10.53","28.95","0","1454","170","492","11.69","33.84","-200.92","1","2","743","80","245","10.77","32.97","-148.82","204","51","119","25","25","-45.06","1045","125","362","11.96","11.96","-81.18",
"Bennett, Charlie","10","0","2","0","20","-10","580","17","93","2.93","16.03","-431.12","121","97","274","9","50","3.28","18.25","-209.5","21","3","10","14.29","14.29","-9.5","416","15","78","3.61","3.61","-277.12",
"Best, J A","2","0","0","0","0","-2","695","37","124","5.32","17.84","-357.06","18","6","330","12","54","3.64","16.36","-194.87","35","11","15","31.43","31.43","2.03","436","32","102","7.34","7.34","-130.71",
"Birkett, Mr R","1","0","1","0","100","-1","40","7","16","17.5","40","-0.5","208","9","19","4","9","21.05","47.37","3","4","1","1","25","25","0","40","7","16","17.5","17.5","-0.5",
"Bishop, Charles","29","4","6","13.79","20.69","-14.77","702","67","188","9.54","26.78","-197.51","5","8","409","39","117","9.54","28.61","-167","67","22","40","32.84","32.84","-13.13","412","31","95","7.52","7.52","-113.2",
"Boinville, Nico","1","1","1","100","100","12","593","132","228","22.26","38.45","-9.47","2","1","278","69","117","24.82","42.09","-1.26","196","84","115","42.86","42.86","-3.75","292","57","100","19.52","19.52","80.72",
"Bowen, Sean P","6","0","3","0","50","-6","1265","260","490","20.55","38.74","116.88","19","13","716","145","270","20.25","37.71","146","309","133","197","43.04","43.04","6.68","814","150","295","18.43","18.43","6.31",
"Bradley, Paddy","12","0","1","0","8.33","-12","270","22","69","8.15","25.56","-85.84","17","16","239","21","60","8.79","25.1","-61.34","19","1","7","5.26","5.26","-15.5","208","21","61","10.1","10.1","-27.34",
"Brennan, P J","0","0","0","0","0","0","628","137","276","21.82","43.95","-105.62","20","1","243","54","102","22.22","41.98","-28.3","186","81","121","43.55","43.55","4.77","313","66","120","21.09","21.09","-53.52",
