Jockey,14Day_Runs,14Day_Wins,14Day_Places,14Day_Win_Strike,14Day_Place_Strike,14Day_SP_ProfitLoss,2YR_Runs,2YR_Wins,2YR_Places,2YR_Win_Strike,2YR_Place_Strike,2YR_SP_ProfitLoss,DaysSinceWin,RunsSinceWin,1YR_Runs,1YR_Wins,1YR_Places,1YR_Win_Strike,1YR_Place_Strike,1YR_SP_ProfitLoss,2yr_fav_Runs,2yr_fav_Wins,2yr_fav_Places,2yr_fav_Win_Strike,2yr_fav_Place_Strike,2yr_fav_SP_ProfitLoss,2yr_hcap_Runs,2yr_hcap_Wins,2yr_hcap_Places,2yr_hcap_Win_Strike,2yr_hcap_Place_Strike,2yr_hcap_SP_ProfitLoss,
"Alexander, Mr Kit","1","0","0","0","0","-1","13","3","4","23.08","30.77","16","336","9","10","2","3","20","30","2","0","0","0","0","0","0","11","3","4","27.27","27.27","18",
"Anderson, Joe","4","1","1","25","25","22","189","24","62","12.7","32.8","-31.04","11","3","126","20","47","15.87","37.3","15.08","16","5","11","31.25","31.25","0.13","151","20","54","13.25","13.25","-19.79",
"Anderson, Mr A","1","0","0","0","0","-1","181","8","29","4.42","16.02","-110.5","270","39","83","2","16","2.41","19.28","-58","5","0","1","0","0","-5","134","6","24","4.48","4.48","-76",
"Andrews, Gina","2","0","0","0","0","-2","54","12","23","22.22","42.59","-11.01","64","5","25","5","9","20","36","-7.5","14","7","9","50","50","7.74","26","6","13","23.08","23.08","-2.5",
"Andrews, Mr D I J","0","0","0","0","0","0","38","5","12","13.16","31.58","4.88","16","1","22","4","8","18.18","36.36","15.38","4","1","2","25","25","-1.62","5","0","1","0","0","-5",
"Atkins, Mr Harry","3","0","2","0","66.67","-3","62","4","14","6.45","22.58","1.38","23","11","59","3","12","5.08","20.34","-6.62","5","1","3","20","20","-2.12","52","4","11","7.69","7.69","11.38",
"Bannister, Harry A A","10","1","3","10","30","-5","455","50","145","10.99","31.87","-133.44","10","6","282","26","85","9.22","30.14","-100.48","75","19","37","25.33","25.33","-25.6","322","38","105","11.8","11.8","-91.47",
"Bass, David","12","2","3","16.67","25","4","459","65","146","14.16","31.81","-87.42","3","2","235","34","74","14.47","31.49","-32.42","78","22","41","28.21","28.21","-26.65","257","36","80","14.01","14.01","-14.11",
"Bellamy, Tom","16","0","3","0","18.75","-16","864","96","266","11.11","30.79","-269.41","16","19","457","51","134","11.16","29.32","-123.21","89","34","52","38.2","38.2","-8.37","528","57","160","10.8","10.8","-210.32",
"Best, J A","20","2","2","10","10","-4","644","29","114","4.5","17.7","-319.82","10","15","375","20","77","5.33","20.53","-156.2","29","9","14","31.03","31.03","1.18","420","27","101","6.43","6.43","-117.82",
"Blackmore, Rachael","13","1","3","7.69","23.08","-6","896","127","326","14.17","36.38","-265.48","13","5","434","66","164","15.21","37.79","-135.12","182","58","113","31.87","31.87","-34.85","362","32","102","8.84","8.84","-111.59",
"Boinville, Nico","11","2","5","18.18","45.45","-2.77","545","125","219","22.94","40.18","-29.8","7","5","285","68","122","23.86","42.81","-5.26","186","78","108","41.94","41.94","-6.53","271","52","95","19.19","19.19","27.02",
"Bowen, James C","20","1","5","5","25","-16","590","79","210","13.39","35.59","-152.36","14","19","258","36","107","13.95","41.47","-88.5","102","35","69","34.31","34.31","-10.21","340","50","117","14.71","14.71","1.61",
"Bowen, Sean P","16","2","7","12.5","43.75","-11","1281","272","518","21.23","40.44","270.5","4","6","705","146","281","20.71","39.86","34.93","322","138","200","42.86","42.86","-0.41","821","155","311","18.88","18.88","28.01",
"Brace, Connor","4","1","2","25","50","8","341","58","105","17.01","30.79","-19.84","2","1","162","26","53","16.05","32.72","-16.2","41","22","31","53.66","53.66","20.75","190","33","62","17.37","17.37","4.98",
"Breslin, Andrew","4","0","3","0","75","-4","293","15","50","5.12","17.06","-136.12","40","12","172","7","30","4.07","17.44","-91.5","13","3","6","23.08","23.08","-3.87","258","14","44","5.43","5.43","-120.12",
"Brogan, Kevin","11","0","0","0","0","-11","441","42","112","9.52","25.4","-143.42","20","16","185","11","33","5.95","17.84","-135.87","39","14","27","35.9","35.9","-3.92","328","35","88","10.67","10.67","-133.73",
"Brooke, Henry","23","5","6","21.74","26.09","-5.75","599","93","199","15.53","33.22","-88.87","1","3","354","54","111","15.25","31.36","-35.12","90","30","54","33.33","33.33","-3.31","404","71","145","17.57","17.57","-33.08",
"Brookes, Aiden","7","0","1","0","14.29","-7","386","35","83","9.07","21.5","36.21","17","9","213","13","42","6.1","19.72","-25.75","26","9","18","34.62","34.62","3.46","336","34","77","10.12","10.12","80.21",
"Broughton, Mr T P","1","0","0","0","0","-1","64","16","29","25","45.31","32.79","15","2","42","13","18","30.95","42.86","45.08","14","8","10","57.14","57.14","6.79","40","13","19","32.5","32.5","15.46",
"Brown, O R","1","0","0","0","0","-1","4","0","0","0","0","-4","1154","14","4","0","0","0","0","-4","0","0","0","0","0","0","0","0","0","0","0","0",
"Burke, Jonathan","20","3","8","15","40","4","715","100","264","13.99","36.92","-219.41","6","5","309","42","125","13.59","40.45","-118.54","111","44","78","39.64","39.64","0.21","420","54","139","12.86","12.86","-122.82",
"Byrnes, Mr P","7","1","2","14.29","28.57","10","280","28","68","10","24.29","-123.42","6","3","165","13","31","7.88","18.79","-80.1","31","13","20","41.94","41.94","3.83","152","15","34","9.87","9.87","-51",
"Cannon, Tom J","20","4","10","20","50","-8.35","793","135","269","17.02","33.92","-147.78","7","10","386","55","119","14.25","30.83","-121.67","120","62","77","51.67","51.67","35.47","455","71","141","15.6","15.6","-91.95",
"Carver, Bryan","11","2","5","18.18","45.45","-5.99","374","43","100","11.5","26.74","-91.2","5","4","209","25","54","11.96","25.84","-63.91","41","17","28","41.46","41.46","3.84","260","33","76","12.69","12.69","-16.87",
"Cheleda, Angus","1","0","1","0","100","-1","134","13","37","9.7","27.61","-25.15","64","11","43","4","14","9.3","32.56","20.75","12","4","6","33.33","33.33","0.6","104","10","30","9.62","9.62","-5.9",
"Coakley, Ross","5","0","1","0","20","-5","787","95","259","12.07","32.91","-203.72","31","16","367","40","110","10.9","29.97","-126.66","106","34","62","32.08","32.08","-12.6","470","59","151","12.55","12.55","-101.86",
"Cobden, Harry","45","12","17","26.67","37.78","-6.29","1112","273","506","24.55","45.5","-104.54","1","1","681","155","303","22.76","44.49","-85.67","363","161","240","44.35","44.35","16.75","628","118","233","18.79","18.79","-99.17",
"Connor, Mr S","2","0","0","0","0","-2","32","2","10","6.25","31.25","-20.37","53","8","32","2","10","6.25","31.25","-20.37","3","1","2","33.33","33.33","-0.37","8","0","3","0","0","-8",
"Costello, Dougie","6","0","1","0","16.67","-6","733","68","172","9.28","23.47","-254.3","35","12","379","29","81","7.65","21.37","-166.62","58","14","33","24.14","24.14","-21.55","563","60","140","10.66","10.66","-131.29",
