Jockey,14Day_Runs,14Day_Wins,14Day_Places,14Day_Win_Strike,14Day_Place_Strike,14Day_SP_ProfitLoss,2YR_Runs,2YR_Wins,2YR_Places,2YR_Win_Strike,2YR_Place_Strike,2YR_SP_ProfitLoss,DaysSinceWin,RunsSinceWin,1YR_Runs,1YR_Wins,1YR_Places,1YR_Win_Strike,1YR_Place_Strike,1YR_SP_ProfitLoss,2yr_fav_Runs,2yr_fav_Wins,2yr_fav_Places,2yr_fav_Win_Strike,2yr_fav_Place_Strike,2yr_fav_SP_ProfitLoss,2yr_hcap_Runs,2yr_hcap_Wins,2yr_hcap_Places,2yr_hcap_Win_Strike,2yr_hcap_Place_Strike,2yr_hcap_SP_ProfitLoss,
"Anderson, Joe","3","0","0","0","0","-3","134","10","35","7.46","26.12","-79","294","29","66","4","16","6.06","24.24","-45.37","11","3","7","27.27","27.27","-3.5","113","10","33","8.85","8.85","-58",
"Armson, Philip","14","1","3","7.14","21.43","-6","469","37","114","7.89","24.31","-114.59","10","13","299","30","89","10.03","29.77","-24.42","44","8","25","18.18","18.18","-16.88","406","35","108","8.62","8.62","-181.92",
"Bannister, Harry A A","13","0","2","0","15.38","-13","496","64","159","12.9","32.06","-85.5","127","19","182","28","63","15.38","34.62","-28.61","82","25","47","30.49","30.49","-15.92","305","46","106","15.08","15.08","5.05",
"Bass, David","13","0","1","0","7.69","-13","519","71","167","13.68","32.18","-147.53","28","21","228","32","75","14.04","32.89","-46","92","25","55","27.17","27.17","-26.97","291","32","86","11","11","-106.06",
"Bastyan, Mitchell S","5","1","4","20","80","-0.67","386","49","126","12.69","32.64","-102.3","3","3","144","19","51","13.19","35.42","-66.68","52","18","34","34.62","34.62","-7.96","249","30","85","12.05","12.05","-65.43",
"Bellamy, Tom","23","3","10","13.04","43.48","-6.75","824","97","263","11.77","31.92","-259.62","1","2","406","45","136","11.08","33.5","-140.69","85","34","51","40","40","5.92","490","59","159","12.04","12.04","-135.46",
"Bennett, Charlie","8","0","1","0","12.5","-8","676","27","120","3.99","17.75","-411.29","60","33","315","12","53","3.81","16.83","-227.12","26","4","12","15.38","15.38","-12","487","26","107","5.34","5.34","-224.79",
"Best, J A","18","1","2","5.56","11.11","-7","753","46","147","6.11","19.52","-299.9","9","17","279","12","41","4.3","14.7","-154.04","37","14","18","37.84","37.84","6.44","460","37","110","8.04","8.04","-104.8",
"Boinville, Nico","14","2","8","14.29","57.14","-4.28","659","142","257","21.55","39","-62.73","10","9","260","52","92","20","35.38","-39.58","214","89","129","41.59","41.59","-10.64","308","51","99","16.56","16.56","14.15",
"Bowen, James C","26","2","8","7.69","30.77","-16","752","118","263","15.69","34.97","-62.65","3","4","336","46","110","13.69","32.74","-54.36","130","47","84","36.15","36.15","3.34","467","79","161","16.92","16.92","52.02",
"Brace, Connor","4","2","2","50","50","3.36","344","45","97","13.08","28.2","-1.96","6","1","178","30","49","16.85","27.53","-25.37","35","15","21","42.86","42.86","10.91","193","29","58","15.03","15.03","16.27",
"Bradley, Paddy","6","1","1","16.67","16.67","0","105","8","28","7.62","26.67","-39.17","3","1","105","8","28","7.62","26.67","-39.17","6","0","2","0","0","-6","78","8","24","10.26","10.26","-12.17",
"Brennan, P J","15","5","9","33.33","60","3.38","749","172","344","22.96","45.93","-84.26","1","1","315","80","148","25.4","46.98","-4.46","214","95","143","44.39","44.39","12.86","383","77","152","20.1","20.1","-65.65",
"Brooke, Henry","25","2","3","8","12","-17.4","667","74","196","11.09","29.39","-220.23","8","15","231","35","80","15.15","34.63","-52.7","74","27","47","36.49","36.49","8.53","412","56","137","13.59","13.59","-98.71",
"Brookes, Aiden","5","0","1","0","20","-5","261","29","64","11.11","24.52","21.96","51","25","171","22","42","12.87","24.56","44.46","22","7","13","31.82","31.82","-0.04","226","29","62","12.83","12.83","56.96",
"Bryan, Joshua","8","0","0","0","0","-8","327","33","92","10.09","28.13","-55.93","31","14","183","18","50","9.84","27.32","-82.02","29","10","24","34.48","34.48","0.36","206","21","61","10.19","10.19","-21.41",
"Buckley, Tom","5","2","2","40","40","4.5","286","34","95","11.89","33.22","-82.87","8","2","162","22","59","13.58","36.42","-45.12","42","16","29","38.1","38.1","5.28","216","25","77","11.57","11.57","-56.27",
"Burke, Jonathan","29","1","5","3.45","17.24","-25.25","896","122","297","13.62","33.15","-176.53","5","11","408","58","141","14.22","34.56","-104.21","110","44","72","40","40","9.25","551","74","182","13.43","13.43","-106.33",
