Jockey,14Day_Runs,14Day_Wins,14Day_Places,14Day_Win_Strike,14Day_Place_Strike,14Day_SP_ProfitLoss,2YR_Runs,2YR_Wins,2YR_Places,2YR_Win_Strike,2YR_Place_Strike,2YR_SP_ProfitLoss,DaysSinceWin,RunsSinceWin,1YR_Runs,1YR_Wins,1YR_Places,1YR_Win_Strike,1YR_Place_Strike,1YR_SP_ProfitLoss,2yr_fav_Runs,2yr_fav_Wins,2yr_fav_Places,2yr_fav_Win_Strike,2yr_fav_Place_Strike,2yr_fav_SP_ProfitLoss,2yr_hcap_Runs,2yr_hcap_Wins,2yr_hcap_Places,2yr_hcap_Win_Strike,2yr_hcap_Place_Strike,2yr_hcap_SP_ProfitLoss,
"Allan, David","5","1","2","20","40","-0.5","1280","151","405","11.8","31.64","-78.3","8","2","688","74","213","10.76","30.96","-118.92","193","62","115","32.12","32.12","0.61","961","135","326","14.05","14.05","-22.61",
"Anderson, Mr A","7","0","1","0","14.29","-7","251","10","36","3.98","14.34","-178.5","32","11","96","6","13","6.25","13.54","-50.5","5","2","3","40","40","1","186","8","29","4.3","4.3","-126",
"Bastyan, Mitchell S","7","2","4","28.57","57.14","3.83","384","50","126","13.02","32.81","-93.8","4","2","145","20","51","13.79","35.17","-61.18","51","18","34","35.29","35.29","-6.96","250","30","85","12","12","-66.43",
"Beasley, Connor","19","1","5","5.26","26.32","-16.25","1359","169","467","12.44","34.36","-165.45","11","11","750","89","254","11.87","33.87","-129.53","203","58","117","28.57","28.57","-10.76","968","128","347","13.22","13.22","-35.59",
"Bellamy, Tom","20","1","5","5","25","-13","834","96","264","11.51","31.65","-276.12","8","14","405","43","130","10.62","32.1","-151.6","89","34","52","38.2","38.2","1.92","498","59","160","11.85","11.85","-143.46",
"Bewley, Jonathon","2","0","0","0","0","-2","122","16","42","13.11","34.43","-35.46","90","10","65","10","24","15.38","36.92","-18.46","10","4","5","40","40","1.54","96","15","38","15.63","15.63","-13.96",
"Bowen, James C","25","2","6","8","24","-15","761","118","263","15.51","34.56","-71.65","10","14","328","43","102","13.11","31.1","-59.86","131","47","84","35.88","35.88","2.34","472","79","161","16.74","16.74","47.02",
"Brace, Mr J","4","0","2","0","50","-4","63","9","20","14.29","31.75","10.88","50","15","57","9","18","15.79","31.58","16.88","9","3","5","33.33","33.33","-0.12","58","9","19","15.52","15.52","15.88",
"Brooke, Henry","23","2","4","8.7","17.39","-14.5","676","76","200","11.24","29.59","-220.73","4","2","238","37","84","15.55","35.29","-51.2","78","28","49","35.9","35.9","7.53","420","58","141","13.81","13.81","-98.21",
"Brookes, Aiden","6","0","0","0","0","-6","261","29","63","11.11","24.14","21.96","58","27","170","21","40","12.35","23.53","35.96","22","7","13","31.82","31.82","-0.04","226","29","61","12.83","12.83","56.96",
"Brown, Miss Lucy","0","0","0","0","0","0","4","0","1","0","25","-4","9999","9999","3","0","1","0","33.33","-3","0","0","0","0","0","0","1","0","0","0","0","-1",
"Burke, Jonathan","27","3","5","11.11","18.52","-18.5","905","124","300","13.7","33.15","-180.78","1","1","402","56","137","13.93","34.08","-109.37","113","46","75","40.71","40.71","11","556","75","183","13.49","13.49","-108.08",
"Cannon, Tom J","26","4","10","15.38","38.46","-12.37","839","145","307","17.28","36.59","-158.96","1","2","402","80","151","19.9","37.56","-17.61","155","69","104","44.52","44.52","8.49","458","67","139","14.63","14.63","-116.6",
"Catton, Luke","4","1","2","25","50","0","190","19","45","10","23.68","-30.11","11","4","117","13","30","11.11","25.64","6.89","15","3","9","20","20","-6.61","168","18","40","10.71","10.71","-59.11",
"Chapman, Ross","13","1","4","7.69","30.77","-8","312","22","58","7.05","18.59","-35.78","14","13","119","8","21","6.72","17.65","-64.67","18","4","10","22.22","22.22","-4.74","217","20","47","9.22","9.22","-44.41",
"Cobden, Harry","43","6","19","13.95","44.19","-18.74","905","221","398","24.42","43.98","-125.57","2","5","430","118","203","27.44","47.21","-17.87","275","132","181","48","48","6.05","476","90","180","18.91","18.91","-48.02",
"Coltherd, Sam W","7","0","0","0","0","-7","377","29","94","7.69","24.93","-140.38","17","10","128","12","27","9.38","21.09","-62.71","30","10","18","33.33","33.33","2.54","269","27","78","10.04","10.04","-64.63",
"Cowley, Patrick","6","1","2","16.67","33.33","-0.5","96","12","22","12.5","22.92","-37.8","3","1","44","5","11","11.36","25","-18.75","6","3","3","50","50","2.2","68","10","15","14.71","14.71","-18.8",
"Davies, James","17","1","4","5.88","23.53","-8.5","547","42","97","7.68","17.73","-112.17","5","5","261","21","50","8.05","19.16","-36.5","20","6","12","30","30","-2.75","353","32","71","9.07","9.07","-14.67",
"Davis, D P","2","0","1","0","50","-2","45","5","15","11.11","33.33","-22.57","50","5","35","4","11","11.43","31.43","-18.07","5","2","3","40","40","-1.57","33","4","13","12.12","12.12","-11.75",
