Jockey,14Day_Runs,14Day_Wins,14Day_Places,14Day_Win_Strike,14Day_Place_Strike,14Day_SP_ProfitLoss,2YR_Runs,2YR_Wins,2YR_Places,2YR_Win_Strike,2YR_Place_Strike,2YR_SP_ProfitLoss,DaysSinceWin,RunsSinceWin,1YR_Runs,1YR_Wins,1YR_Places,1YR_Win_Strike,1YR_Place_Strike,1YR_SP_ProfitLoss,2yr_fav_Runs,2yr_fav_Wins,2yr_fav_Places,2yr_fav_Win_Strike,2yr_fav_Place_Strike,2yr_fav_SP_ProfitLoss,2yr_hcap_Runs,2yr_hcap_Wins,2yr_hcap_Places,2yr_hcap_Win_Strike,2yr_hcap_Place_Strike,2yr_hcap_SP_ProfitLoss,
"Allan, David","34","1","6","2.94","17.65","-29.67","1295","146","414","11.27","31.97","-118.89","8","22","691","74","210","10.71","30.39","-96.22","186","61","114","32.8","32.8","5.07","984","128","333","13.01","13.01","-115.32",
"Andrews, Bridget","17","6","7","35.29","41.18","62","267","35","68","13.11","25.47","-1.48","1","1","150","18","38","12","25.33","20.59","29","13","18","44.83","44.83","5.27","152","15","31","9.87","9.87","9.2",
"Beasley, Connor","44","8","19","18.18","43.18","1.58","1424","174","483","12.22","33.92","-137.64","2","8","757","81","251","10.7","33.16","-154.76","210","58","120","27.62","27.62","-18.95","1016","130","357","12.8","12.8","-32.03",
"Bellamy, Tom","23","4","4","17.39","17.39","-7.67","850","96","267","11.29","31.41","-277.38","4","8","450","48","135","10.67","30","-143.03","83","34","50","40.96","40.96","5.58","515","59","162","11.46","11.46","-176.19",
"Brace, Connor","7","1","2","14.29","28.57","-2.5","358","52","101","14.53","28.21","50.74","11","6","177","28","51","15.82","28.81","-16.59","36","16","23","44.44","44.44","11.61","200","33","60","16.5","16.5","59.27",
"Brennan, P J","13","4","5","30.77","38.46","10.44","684","158","312","23.1","45.61","-99.25","1","2","281","72","125","25.62","44.48","-2.53","209","93","139","44.5","44.5","11","339","74","134","21.83","21.83","-56.15",
"Breslin, Andrew","5","0","0","0","0","-5","238","15","49","6.3","20.59","-60.87","41","9","101","6","14","5.94","13.86","-38.87","10","3","3","30","30","-2.12","211","15","47","7.11","7.11","-33.87",
"Brookes, Aiden","12","2","2","16.67","16.67","0.5","302","33","76","10.93","25.17","29.71","5","4","198","24","47","12.12","23.74","45.21","26","9","16","34.62","34.62","3.71","262","33","71","12.6","12.6","69.71",
"Buick, William","58","14","26","24.14","44.83","15.94","1585","387","730","24.42","46.06","1.54","1","1","750","199","363","26.53","48.4","-30.79","566","234","365","41.34","41.34","14.3","859","190","357","22.12","22.12","24.45",
"Caffrey, Adam","11","1","3","9.09","27.27","8","303","25","72","8.25","23.76","-72.34","2","2","236","23","62","9.75","26.27","-48.34","22","6","12","27.27","27.27","0.33","250","22","58","8.8","8.8","-38.59",
