Jockey,14Day_Runs,14Day_Wins,14Day_Places,14Day_Win_Strike,14Day_Place_Strike,14Day_SP_ProfitLoss,2YR_Runs,2YR_Wins,2YR_Places,2YR_Win_Strike,2YR_Place_Strike,2YR_SP_ProfitLoss,DaysSinceWin,RunsSinceWin,1YR_Runs,1YR_Wins,1YR_Places,1YR_Win_Strike,1YR_Place_Strike,1YR_SP_ProfitLoss,2yr_fav_Runs,2yr_fav_Wins,2yr_fav_Places,2yr_fav_Win_Strike,2yr_fav_Place_Strike,2yr_fav_SP_ProfitLoss,2yr_hcap_Runs,2yr_hcap_Wins,2yr_hcap_Places,2yr_hcap_Win_Strike,2yr_hcap_Place_Strike,2yr_hcap_SP_ProfitLoss,
"Allen, Mr D","0","0","0","0","0","0","54","5","16","9.26","29.63","-9.62","33","3","26","2","7","7.69","26.92","-16.75","1","1","1","100","100","1.38","10","1","2","10","10","-4.5",
"Bannister, Harry A A","17","1","5","5.88","29.41","-12","466","54","150","11.59","32.19","-131.09","1","1","282","26","87","9.22","30.85","-100.48","81","21","40","25.93","25.93","-28","327","41","109","12.54","12.54","-84.34",
"Bass, David","15","0","3","0","20","-15","461","64","148","13.88","32.1","-88.42","18","23","232","33","74","14.22","31.9","-32.42","79","21","41","26.58","26.58","-30.65","257","34","79","13.23","13.23","-30.11",
"Bass, George","5","0","0","0","0","-5","384","36","102","9.38","26.56","-123.87","44","14","154","15","51","9.74","33.12","-73.38","21","7","10","33.33","33.33","-1.36","293","33","87","11.26","11.26","-48.37",
"Bellamy, Tom","30","4","8","13.33","26.67","16.67","866","98","271","11.32","31.29","-259.5","7","9","460","53","134","11.52","29.13","-118.81","90","35","53","38.89","38.89","-7.46","524","57","159","10.88","10.88","-206.32",
"Benson, Miss G","1","0","0","0","0","-1","39","2","9","5.13","23.08","1.5","124","10","19","1","2","5.26","10.53","-12.5","0","0","0","0","0","0","17","2","4","11.76","11.76","23.5",
"Best, J A","21","3","3","14.29","14.29","-2.75","645","31","117","4.81","18.14","-305.57","1","1","368","20","77","5.43","20.92","-149.2","30","10","15","33.33","33.33","3.43","420","27","101","6.43","6.43","-117.82",
"Beswick, Harrison","0","0","0","0","0","0","41","6","12","14.63","29.27","9.5","298","5","12","1","5","8.33","41.67","-9.25","1","1","1","100","100","1.75","21","5","8","23.81","23.81","25.75",
"Bewley, Callum","13","0","3","0","23.08","-13","275","15","50","5.45","18.18","-149.79","38","19","65","6","12","9.23","18.46","-0.17","11","3","5","27.27","27.27","-3","153","12","38","7.84","7.84","-51.67",
"Bishop, Charles","8","2","3","25","37.5","8.5","769","79","205","10.27","26.66","-235.03","5","4","403","43","109","10.67","27.05","-86.13","78","27","46","34.62","34.62","-9.15","453","42","110","9.27","9.27","-132.22",
"Boinville, Nico","1","0","0","0","0","-1","548","124","217","22.63","39.6","-39.5","17","8","286","72","124","25.17","43.36","2.08","189","78","110","41.27","41.27","-9.73","273","51","94","18.68","18.68","18.52",
"Bowen, James C","42","6","17","14.29","40.48","-10.12","598","82","216","13.71","36.12","-146.86","5","9","262","36","107","13.74","40.84","-92.5","104","36","70","34.62","34.62","-9.21","347","53","121","15.27","15.27","8.11",
"Bowen, Sean P","0","0","0","0","0","0","1283","272","518","21.2","40.37","269.05","44","2","695","145","276","20.86","39.71","43.18","322","137","200","42.55","42.55","-4.36","822","155","309","18.86","18.86","28.51",
"Brace, Connor","9","1","2","11.11","22.22","-5.5","343","57","103","16.62","30.03","-33.84","13","7","164","26","53","15.85","32.32","-28.47","42","22","31","52.38","52.38","19.75","190","33","61","17.37","17.37","4.98",
"Brassil, C","1","0","0","0","0","-1","192","12","44","6.25","22.92","-88.7","27","5","89","4","16","4.49","17.98","-41.5","9","3","5","33.33","33.33","-1.7","110","5","24","4.55","4.55","-69",
"Brennan, P J","13","3","4","23.08","30.77","-4.68","514","122","227","23.74","44.16","-46.41","2","3","198","41","78","20.71","39.39","-44.95","161","69","101","42.86","42.86","-7.31","249","56","94","22.49","22.49","-30.31",
"Brogan, Kevin","11","1","2","9.09","18.18","-6","445","45","118","10.11","26.52","-129.46","11","10","185","12","34","6.49","18.38","-132.87","42","15","29","35.71","35.71","-4.29","332","37","93","11.14","11.14","-124.1",
"Brooke, Henry","27","5","11","18.52","40.74","9.5","591","91","197","15.4","33.33","-87.12","2","3","359","56","117","15.6","32.59","-33.42","88","28","52","31.82","31.82","-7.56","398","70","144","17.59","17.59","-30.83",
"Brookes, Aiden","5","1","1","20","20","0.5","384","35","84","9.11","21.88","38.21","8","3","213","14","43","6.57","20.19","3.25","26","9","18","34.62","34.62","3.46","335","34","78","10.15","10.15","81.21",
"Broughton, Mr T P","5","1","2","20","40","1.5","64","16","29","25","45.31","32.79","6","2","43","13","18","30.23","41.86","44.08","14","8","10","57.14","57.14","6.79","40","13","19","32.5","32.5","15.46",
"Bryan, Joshua","3","0","3","0","100","-3","390","37","110","9.49","28.21","-159.82","24","9","206","19","60","9.22","29.13","-76.8","23","9","16","39.13","39.13","3.68","255","23","77","9.02","9.02","-103.17",
"Buckley, Kieran","11","0","1","0","9.09","-11","472","34","118","7.2","25","-245.96","44","33","240","11","48","4.58","20","-181.39","45","12","27","26.67","26.67","-9.96","276","22","75","7.97","7.97","-106.74",
"Buckley, Tom","2","0","0","0","0","-2","243","33","86","13.58","35.39","-76.06","61","12","78","11","27","14.1","34.62","-27.94","42","17","32","40.48","40.48","6.26","177","26","69","14.69","14.69","-30.96",
"Burke, Jonathan","28","3","15","10.71","53.57","-10.67","723","102","269","14.11","37.21","-221.91","4","6","315","45","129","14.29","40.95","-115.79","113","45","79","39.82","39.82","0.21","424","53","141","12.5","12.5","-135.32",
"Burke-Ott, A","0","0","0","0","0","0","24","2","5","8.33","20.83","-7.25","350","15","16","1","2","6.25","12.5","-3","1","1","1","100","100","2.75","12","2","5","16.67","16.67","4.75",
"Byrnes, Mr P","7","0","0","0","0","-7","276","27","66","9.78","23.91","-136.42","90","33","165","14","31","8.48","18.79","-86.1","31","13","20","41.94","41.94","3.83","151","14","33","9.27","9.27","-67",
"Cannon, Tom J","22","4","7","18.18","31.82","-0.12","788","136","266","17.26","33.76","-135.14","2","5","392","55","118","14.03","30.1","-130.31","119","62","76","52.1","52.1","38.61","453","72","141","15.89","15.89","-86.45",
"Carson, William","19","1","2","5.26","10.53","-16.25","846","54","171","6.38","20.21","-305.92","6","10","474","32","97","6.75","20.46","-237.42","53","21","33","39.62","39.62","9.33","655","50","151","7.63","7.63","-142.77",
"Carver, Bryan","15","1","2","6.67","13.33","-12.37","369","42","97","11.38","26.29","-88.58","2","3","207","24","53","11.59","25.6","-64.29","40","16","27","40","40","2.46","255","32","73","12.55","12.55","-14.25",
"Chapman, Ross","16","1","3","6.25","18.75","-10.5","334","29","65","8.68","19.46","-79.34","6","8","218","21","44","9.63","20.18","-17.67","26","9","16","34.62","34.62","1.08","230","26","50","11.3","11.3","-0.84",
