Jockey,14Day_Runs,14Day_Wins,14Day_Places,14Day_Win_Strike,14Day_Place_Strike,14Day_SP_ProfitLoss,2YR_Runs,2YR_Wins,2YR_Places,2YR_Win_Strike,2YR_Place_Strike,2YR_SP_ProfitLoss,DaysSinceWin,RunsSinceWin,1YR_Runs,1YR_Wins,1YR_Places,1YR_Win_Strike,1YR_Place_Strike,1YR_SP_ProfitLoss,2yr_fav_Runs,2yr_fav_Wins,2yr_fav_Places,2yr_fav_Win_Strike,2yr_fav_Place_Strike,2yr_fav_SP_ProfitLoss,2yr_hcap_Runs,2yr_hcap_Wins,2yr_hcap_Places,2yr_hcap_Win_Strike,2yr_hcap_Place_Strike,2yr_hcap_SP_ProfitLoss,
"Allan, David","0","0","0","0","0","0","1311","130","390","9.92","29.75","-356.57","42","8","657","62","191","9.44","29.07","-228.77","170","51","98","30","30","-2.02","1020","108","324","10.59","10.59","-253.13",
"Anderson, Joe","3","1","1","33.33","33.33","2","178","24","63","13.48","35.39","-31.54","13","3","99","18","40","18.18","40.4","10.33","17","5","11","29.41","29.41","-0.87","145","20","54","13.79","13.79","-25.29",
"Bannister, Harry A A","12","0","2","0","16.67","-12","476","58","160","12.18","33.61","-81.17","24","21","227","20","71","8.81","31.28","-74.64","86","23","44","26.74","26.74","-23.58","324","42","113","12.96","12.96","-36.42",
"Bass, David","6","0","1","0","16.67","-6","454","68","161","14.98","35.46","-58.17","15","7","226","36","78","15.93","34.51","-14.62","79","21","43","26.58","26.58","-30.65","251","36","87","14.34","14.34","-15.36",
"Bellamy, Tom","17","0","5","0","29.41","-17","862","99","277","11.48","32.13","-277.94","23","36","443","49","132","11.06","29.8","-133.11","94","34","53","36.17","36.17","-15.6","523","60","164","11.47","11.47","-191.16",
"Berry, Mr J P","1","0","1","0","100","-1","35","1","4","2.86","11.43","-28.5","485","19","11","0","1","0","9.09","-11","0","0","0","0","0","0","10","0","1","0","0","-10",
"Best, J A","16","0","3","0","18.75","-16","677","35","129","5.17","19.05","-308.91","21","29","354","15","70","4.24","19.77","-166.95","34","10","15","29.41","29.41","0.43","432","31","108","7.18","7.18","-95.16",
"Blackmore, Rachael","18","2","8","11.11","44.44","-13.6","901","126","332","13.98","36.85","-307.6","3","7","434","65","171","14.98","39.4","-126.58","199","63","121","31.66","31.66","-46.22","366","28","102","7.65","7.65","-148.59",
"Boinville, Nico","13","3","5","23.08","38.46","-7.59","588","132","231","22.45","39.29","-58.34","3","1","298","74","128","24.83","42.95","0.69","205","87","120","42.44","42.44","-7.86","289","56","101","19.38","19.38","29.85",
"Bowen, James C","17","2","9","11.76","52.94","-9","545","70","188","12.84","34.5","-118.97","12","12","218","16","72","7.34","33.03","-133.75","86","30","59","34.88","34.88","-1.64","332","50","117","15.06","15.06","28.36",
"Bowen, Sean P","23","6","11","26.09","47.83","6.5","1339","272","525","20.31","39.21","208.26","1","1","759","156","295","20.55","38.87","267.9","326","139","203","42.64","42.64","-3.4","857","153","312","17.85","17.85","-19.06",
"Brennan, P J","7","2","3","28.57","42.86","-0.12","545","125","240","22.94","44.04","-66.17","10","2","196","38","76","19.39","38.78","-42.69","159","72","104","45.28","45.28","4.56","268","57","102","21.27","21.27","-40.93",
"Brogan, Kevin","7","0","1","0","14.29","-7","473","51","130","10.78","27.48","-119.38","21","11","192","14","40","7.29","20.83","-129.24","51","19","36","37.25","37.25","-0.21","360","43","104","11.94","11.94","-114.02",
"Bromley, Ben","5","0","1","0","20","-5","153","20","49","13.07","32.03","-59.78","17","8","92","12","32","13.04","34.78","-42.03","20","7","14","35","35","-2.03","112","14","36","12.5","12.5","-45.13",
"Buckley, Kieran","4","0","0","0","0","-4","455","33","115","7.25","25.27","-231.84","21","11","243","11","52","4.53","21.4","-171.27","43","12","26","27.91","27.91","-5.34","275","23","76","8.36","8.36","-100.74",
"Burke, Jonathan","12","1","4","8.33","33.33","-7","731","103","257","14.09","35.16","-201.38","1","1","288","35","106","12.15","36.81","-143.03","109","47","78","43.12","43.12","17.11","427","55","133","12.88","12.88","-139.12",
"Cannon, Tom J","21","3","5","14.29","23.81","-13.5","809","135","275","16.69","33.99","-153.81","3","6","393","52","116","13.23","29.52","-73.3","127","63","82","49.61","49.61","29.94","457","70","136","15.32","15.32","-84.43",
"Carver, Bryan","8","0","1","0","12.5","-8","301","37","87","12.29","28.9","-48.96","61","49","183","25","54","13.66","29.51","-23.54","33","14","23","42.42","42.42","4.58","212","29","66","13.68","13.68","10.62",
"Cheleda, Angus","2","1","1","50","50","0.25","148","14","42","9.46","28.38","-29.15","3","2","43","5","14","11.63","32.56","27.75","13","3","8","23.08","23.08","-3.4","118","11","36","9.32","9.32","-9.9",
"Clutterbuck, Rhys","4","0","0","0","0","-4","736","76","194","10.33","26.36","-165.92","17","6","323","28","80","8.67","24.77","-99.57","81","22","45","27.16","27.16","-17","520","63","158","12.12","12.12","-57.47",
"Cobden, Harry","27","7","10","25.93","37.04","-8.76","1033","246","456","23.81","44.14","-131.61","3","1","619","139","276","22.46","44.59","-106.22","325","147","210","45.23","45.23","9.69","583","106","213","18.18","18.18","-108.13",
"Cole, Morgan","9","1","1","11.11","11.11","-3.5","259","24","70","9.27","27.03","-137.86","8","9","166","18","46","10.84","27.71","-74.66","21","7","10","33.33","33.33","-0.94","219","22","62","10.05","10.05","-104.16",
"Collier, Ellis","2","0","0","0","0","-2","122","7","15","5.74","12.3","-63.75","21","7","64","2","7","3.13","10.94","-43.5","6","1","1","16.67","16.67","-2.75","104","6","13","5.77","5.77","-58.75",
"Condon, R J","4","0","1","0","25","-4","332","16","70","4.82","21.08","-172.55","21","10","136","5","23","3.68","16.91","-86.8","18","4","11","22.22","22.22","-7.05","186","8","39","4.3","4.3","-100.75",
"Connor, Mr S","0","0","0","0","0","0","19","1","5","5.26","26.32","-10","109","9","19","1","5","5.26","26.32","-10","0","0","0","0","0","0","4","0","1","0","0","-4",
"Coughlan, Laura","2","0","1","0","50","-2","218","21","54","9.63","24.77","-8.54","75","7","102","12","26","11.76","25.49","32.33","19","6","9","31.58","31.58","-1.54","203","19","51","9.36","9.36","-17.04",
"Davies, Harry","15","2","5","13.33","33.33","8","877","116","291","13.23","33.18","-188.64","6","10","421","49","129","11.64","30.64","-65.48","128","39","73","30.47","30.47","-16.13","668","82","209","12.28","12.28","-147.98",
"Davies, James","12","0","2","0","16.67","-12","515","37","93","7.18","18.06","-163.54","29","32","251","16","46","6.37","18.33","-133.04","26","7","14","26.92","26.92","-1.75","317","28","65","8.83","8.83","-41.37",
"Dennis, Phil","16","1","5","6.25","31.25","-6","752","63","195","8.38","25.93","-20.98","4","7","351","30","92","8.55","26.21","58.76","58","16","32","27.59","27.59","-8.77","552","51","156","9.24","9.24","37.52",
"Deutsch, Charlie","18","3","5","16.67","27.78","-7.66","557","80","174","14.36","31.24","-185.84","3","4","270","36","75","13.33","27.78","-93.83","123","39","65","31.71","31.71","-18.55","406","58","123","14.29","14.29","-118.39",
"Dingle, Rex","17","2","5","11.76","29.41","-8.5","482","75","156","15.56","32.37","34.66","11","10","254","36","80","14.17","31.5","-21.77","80","28","42","35","35","-10.13","266","49","93","18.42","18.42","159.58",
"Donoghue, K M","17","1","2","5.88","11.76","-14","806","105","246","13.03","30.52","-294.49","9","11","449","61","139","13.59","30.96","-211.78","128","48","82","37.5","37.5","-4.58","357","42","106","11.76","11.76","-98.89",
"Doyle, Mr D","3","0","1","0","33.33","-3","80","3","25","3.75","31.25","-65","63","17","63","3","22","4.76","34.92","-48","3","2","3","66.67","66.67","5","20","2","11","10","10","-8.5",
"Doyle, R A","9","0","1","0","11.11","-9","453","26","88","5.74","19.43","-184.86","51","40","224","14","49","6.25","21.88","-118.36","14","4","8","28.57","28.57","1.26","192","12","42","6.25","6.25","-28",
"Dunne, R T","7","1","2","14.29","28.57","-2.67","311","21","70","6.75","22.51","-132.04","4","3","247","17","59","6.88","23.89","-81.17","22","4","8","18.18","18.18","-6.62","187","15","47","8.02","8.02","-93.79",
"Durrell, Mr T","6","0","2","0","33.33","-6","243","32","77","13.17","31.69","-101.16","24","17","130","15","42","11.54","32.31","-44.94","31","15","20","48.39","48.39","4.53","162","18","47","11.11","11.11","-51.09",
"Eaves, Tom","10","1","1","10","10","24","1163","81","270","6.96","23.22","-385.66","3","4","665","49","163","7.37","24.51","-195.5","60","19","43","31.67","31.67","-5.5","841","58","201","6.9","6.9","-287.25",
"Edmunds, Lewis","10","2","4","20","40","7","824","87","229","10.56","27.79","-96.85","1","1","447","46","119","10.29","26.62","-37.67","83","24","47","28.92","28.92","-10.51","618","70","188","11.33","11.33","-51.5",
"Egan, David","21","2","7","9.52","33.33","-17.52","1458","179","479","12.28","32.85","-417.47","3","3","791","87","253","11","31.98","-260.27","182","64","121","35.16","35.16","-15.17","853","87","237","10.2","10.2","-235.67",
"Emsley, Miss C","0","0","0","0","0","0","28","3","9","10.71","32.14","-13.88","16","1","11","1","2","9.09","18.18","-3","2","1","1","50","50","-0.38","19","2","5","10.53","10.53","-12.88",
