Jockey,14Day_Runs,14Day_Wins,14Day_Places,14Day_Win_Strike,14Day_Place_Strike,14Day_SP_ProfitLoss,2YR_Runs,2YR_Wins,2YR_Places,2YR_Win_Strike,2YR_Place_Strike,2YR_SP_ProfitLoss,DaysSinceWin,RunsSinceWin,1YR_Runs,1YR_Wins,1YR_Places,1YR_Win_Strike,1YR_Place_Strike,1YR_SP_ProfitLoss,2yr_fav_Runs,2yr_fav_Wins,2yr_fav_Places,2yr_fav_Win_Strike,2yr_fav_Place_Strike,2yr_fav_SP_ProfitLoss,2yr_hcap_Runs,2yr_hcap_Wins,2yr_hcap_Places,2yr_hcap_Win_Strike,2yr_hcap_Place_Strike,2yr_hcap_SP_ProfitLoss,
"Allan, David","9","1","2","11.11","22.22","-4","1345","136","401","10.11","29.81","-353.44","6","3","664","63","192","9.49","28.92","-237.02","175","52","100","29.71","29.71","-4.39","1042","113","332","10.84","10.84","-240.63",
"Anderson, Joe","5","0","1","0","20","-5","183","23","61","12.57","33.33","-47.54","18","7","117","19","44","16.24","37.61","-2.17","15","5","10","33.33","33.33","1.13","147","19","53","12.93","12.93","-38.29",
"Atkins, Mr Harry","4","0","1","0","25","-4","51","3","10","5.88","19.61","-28.62","207","28","48","2","8","4.17","16.67","-36.62","4","1","2","25","25","-1.12","41","3","7","7.32","7.32","-18.62",
"Bannister, Harry A A","20","1","2","5","10","-14","463","56","151","12.1","32.61","-80.76","3","6","280","25","84","8.93","30","-103.48","84","21","42","25","25","-31","324","43","110","13.27","13.27","-36.01",
"Bass, David","12","1","1","8.33","8.33","-3.5","457","66","150","14.44","32.82","-70.92","4","8","233","33","73","14.16","31.33","-33.42","78","21","42","26.92","26.92","-29.65","254","36","81","14.17","14.17","-13.61",
"Bellamy, Tom","23","3","7","13.04","30.43","-2.5","855","98","269","11.46","31.46","-273.42","1","2","455","52","138","11.43","30.33","-144.23","92","34","53","36.96","36.96","-11.13","520","59","162","11.35","11.35","-191.74",
"Blackmore, Rachael","15","1","4","6.67","26.67","-9","899","129","330","14.35","36.71","-282.42","13","15","437","67","167","15.33","38.22","-108.87","191","62","118","32.46","32.46","-35.79","362","30","101","8.29","8.29","-133.59",
"Boinville, Nico","11","1","6","9.09","54.55","-8.62","558","126","222","22.58","39.78","-46.38","3","7","301","74","133","24.58","44.19","-3.2","191","80","112","41.88","41.88","-8.61","275","51","94","18.55","18.55","16.52",
"Bowen, James C","17","5","9","29.41","52.94","3.68","578","81","209","14.01","36.16","-126.86","1","1","248","32","98","12.9","39.52","-100.38","98","36","66","36.73","36.73","-3.08","343","53","123","15.45","15.45","10.36",
"Brace, Connor","3","1","1","33.33","33.33","9","343","56","103","16.33","30.03","-37.34","13","3","160","28","54","17.5","33.75","0.39","43","21","30","48.84","48.84","15.25","189","33","62","17.46","17.46","5.98",
"Brennan, P J","8","1","3","12.5","37.5","0.5","514","121","227","23.54","44.16","-42.93","4","6","201","44","84","21.89","41.79","-33.89","158","69","101","43.67","43.67","-3.62","250","57","96","22.8","22.8","-21.31",
"Breslin, Andrew","6","0","1","0","16.67","-6","292","16","49","5.48","16.78","-133.12","17","7","167","7","27","4.19","16.17","-86.5","14","4","6","28.57","28.57","-2.87","260","15","44","5.77","5.77","-120.12",
"Brooke, Henry","13","0","3","0","23.08","-13","589","89","191","15.11","32.43","-107.37","16","16","358","53","109","14.8","30.45","-61.32","86","28","50","32.56","32.56","-4.06","391","67","139","17.14","17.14","-49.58",
"Brookes, Aiden","6","0","1","0","16.67","-6","381","35","85","9.19","22.31","45.21","36","18","214","13","43","6.07","20.09","-3.25","26","9","18","34.62","34.62","3.46","332","34","78","10.24","10.24","88.21",
"Brouder, Gavin","3","0","1","0","33.33","-3","310","16","58","5.16","18.71","-75.42","27","5","176","10","36","5.68","20.45","-84.62","16","5","9","31.25","31.25","7.2","198","13","41","6.57","6.57","-37.8",
