Jockey,14Day_Runs,14Day_Wins,14Day_Places,14Day_Win_Strike,14Day_Place_Strike,14Day_SP_ProfitLoss,2YR_Runs,2YR_Wins,2YR_Places,2YR_Win_Strike,2YR_Place_Strike,2YR_SP_ProfitLoss,DaysSinceWin,RunsSinceWin,1YR_Runs,1YR_Wins,1YR_Places,1YR_Win_Strike,1YR_Place_Strike,1YR_SP_ProfitLoss,2yr_fav_Runs,2yr_fav_Wins,2yr_fav_Places,2yr_fav_Win_Strike,2yr_fav_Place_Strike,2yr_fav_SP_ProfitLoss,2yr_hcap_Runs,2yr_hcap_Wins,2yr_hcap_Places,2yr_hcap_Win_Strike,2yr_hcap_Place_Strike,2yr_hcap_SP_ProfitLoss,
"Allan, David","46","7","15","15.22","32.61","-10.46","1241","154","405","12.41","32.63","-142.87","3","8","602","77","194","12.79","32.23","-154.63","187","63","112","33.69","33.69","1.37","927","132","322","14.24","14.24","-106.42",
"Andrews, Gina","0","0","0","0","0","0","50","16","26","32","52","10.78","34","2","28","9","14","32.14","50","9.37","13","7","11","53.85","53.85","4.03","21","6","9","28.57","28.57","9.5",
"Armson, Philip","18","0","3","0","16.67","-18","343","31","87","9.04","25.36","-62.21","19","23","231","22","71","9.52","30.74","-118.54","27","5","16","18.52","18.52","-9.84","305","30","83","9.84","9.84","-36.21",
"Atzeni, Andrea","20","9","11","45","55","13.37","996","152","375","15.26","37.65","-179.32","5","1","399","70","162","17.54","40.6","-62.16","187","61","118","32.62","32.62","-31.22","519","84","193","16.18","16.18","-63.79",
"Atzori, Lorenzo","1","0","1","0","100","-1","37","0","5","0","13.51","-37","1057","43","20","0","2","0","10","-20","1","0","1","0","0","-1","31","0","5","0","0","-31",
"Austin, Edward","1","0","0","0","0","-1","78","7","17","8.97","21.79","-28","75","16","75","7","17","9.33","22.67","-25","7","2","5","28.57","28.57","-0.5","59","4","12","6.78","6.78","-35",
"Barron, Mr R W","0","0","0","0","0","0","68","2","12","2.94","17.65","-40","62","14","45","1","9","2.22","20","-19","2","1","2","50","50","0","4","0","1","0","0","-4",
"Bass, George","17","3","5","17.65","29.41","3.88","416","39","105","9.38","25.24","-44.32","8","10","158","15","33","9.49","20.89","19.51","27","11","16","40.74","40.74","5.43","326","33","85","10.12","10.12","-23.07",
"Beasley, Connor","37","2","8","5.41","21.62","-26","1082","138","381","12.75","35.21","-91.93","9","27","707","97","249","13.72","35.22","36.91","171","46","101","26.9","26.9","-12.58","764","109","292","14.27","14.27","22.81",
"Beech, Aled J","4","0","0","0","0","-4","227","15","37","6.61","16.3","-120.29","59","25","175","11","27","6.29","15.43","-98.29","9","4","7","44.44","44.44","3.38","170","13","32","7.65","7.65","-79.79",
"Bellamy, Tom","10","1","3","10","30","-8.95","798","97","247","12.16","30.95","-199.54","8","7","409","52","137","12.71","33.5","-134.64","84","34","54","40.48","40.48","11.8","458","59","144","12.88","12.88","-72.39",
"Bennett, Charlie","13","1","1","7.69","7.69","-4.5","726","40","130","5.51","17.91","-333.68","12","12","310","11","46","3.55","14.84","-193.62","32","7","15","21.88","21.88","-11.47","514","38","115","7.39","7.39","-127.93",
"Berry, Mr J P","0","0","0","0","0","0","35","0","7","0","20","-35","977","42","17","0","2","0","11.76","-17","0","0","0","0","0","0","12","0","1","0","0","-12",
"Berry, Mr R A","0","0","0","0","0","0","14","1","1","7.14","7.14","-5","165","4","9","1","1","11.11","11.11","0","0","0","0","0","0","0","3","1","1","33.33","33.33","6",
