Jockey,14Day_Runs,14Day_Wins,14Day_Places,14Day_Win_Strike,14Day_Place_Strike,14Day_SP_ProfitLoss,2YR_Runs,2YR_Wins,2YR_Places,2YR_Win_Strike,2YR_Place_Strike,2YR_SP_ProfitLoss,DaysSinceWin,RunsSinceWin,1YR_Runs,1YR_Wins,1YR_Places,1YR_Win_Strike,1YR_Place_Strike,1YR_SP_ProfitLoss,2yr_fav_Runs,2yr_fav_Wins,2yr_fav_Places,2yr_fav_Win_Strike,2yr_fav_Place_Strike,2yr_fav_SP_ProfitLoss,2yr_hcap_Runs,2yr_hcap_Wins,2yr_hcap_Places,2yr_hcap_Win_Strike,2yr_hcap_Place_Strike,2yr_hcap_SP_ProfitLoss,
"Abbas, G","0","0","0","0","0","0","2","0","0","0","0","-2","9999","9999","1","0","0","0","0","-1","0","0","0","0","0","0","0","0","0","0","0","0",
"Armson, Philip","20","1","6","5","30","-13","379","35","101","9.23","26.65","-79.92","3","5","262","26","84","9.92","32.06","-131.25","36","7","21","19.44","19.44","-11.88","340","34","97","10","10","-52.92",
"Atzeni, Andrea","20","4","7","20","35","1.62","945","148","353","15.66","37.35","-148.66","1","1","392","76","162","19.39","41.33","-25","180","63","115","35","35","-17.81","490","81","181","16.53","16.53","-47.66",
"Bannister, Harry A A","3","1","2","33.33","66.67","2.5","622","78","191","12.54","30.71","-94.57","7","2","327","45","112","13.76","34.25","-54.51","84","28","48","33.33","33.33","-9.24","377","54","121","14.32","14.32","-10.97",
"Barron, Mr R W","3","0","0","0","0","-3","76","2","13","2.63","17.11","-48","90","22","53","1","10","1.89","18.87","-27","3","1","2","33.33","33.33","-1","7","0","2","0","0","-7",
"Barry, Mr J C","6","0","1","0","16.67","-6","192","9","26","4.69","13.54","-59.17","58","14","85","5","14","5.88","16.47","6.83","8","1","2","12.5","12.5","-3.67","34","2","5","5.88","5.88","-23.67",
"Bass, David","2","0","1","0","50","-2","612","97","208","15.85","33.99","-79.36","68","14","253","32","87","12.65","34.39","-68.31","114","42","72","36.84","36.84","-2.69","337","44","104","13.06","13.06","-96.64",
"Bass, George","11","2","5","18.18","45.45","2","430","40","110","9.3","25.58","-48.32","7","7","173","17","39","9.83","22.54","17.51","26","10","15","38.46","38.46","3.43","336","34","88","10.12","10.12","-23.07",
"Bastyan, Mitchell S","3","1","3","33.33","100","-0.62","411","49","133","11.92","32.36","-88.61","3","2","214","32","81","14.95","37.85","-39.8","50","17","36","34","34","-6.69","281","32","99","11.39","11.39","-51.89",
"Beasley, Connor","40","3","9","7.5","22.5","-27","1119","142","391","12.69","34.94","-116.4","5","16","711","89","245","12.52","34.46","-56.23","177","48","105","27.12","27.12","-14.97","792","112","298","14.14","14.14","3.34",
"Bellamy, Mr A","1","0","0","0","0","-1","106","9","26","8.49","24.53","-49.25","156","24","62","7","21","11.29","33.87","-12.75","14","5","7","35.71","35.71","3","89","8","22","8.99","8.99","-34.25",
"Bellamy, Tom","8","2","5","25","62.5","4.67","794","96","248","12.09","31.23","-198.37","11","5","405","51","137","12.59","33.83","-144.22","83","34","53","40.96","40.96","10.97","459","59","145","12.85","12.85","-67.39",
"Bennett, Charlie","12","0","2","0","16.67","-12","707","40","122","5.66","17.26","-346.18","23","26","302","8","41","2.65","13.58","-216.62","33","7","15","21.21","21.21","-12.47","508","38","110","7.48","7.48","-153.43",
"Bishop, Charles","13","2","2","15.38","15.38","3.5","819","66","175","8.06","21.37","-309.89","6","7","291","23","65","7.9","22.34","-59.24","51","17","32","33.33","33.33","0.12","494","36","105","7.29","7.29","-168.54",
"Blackmore, Rachael","18","3","5","16.67","27.78","-9.18","1002","163","398","16.27","39.72","-309.95","8","9","336","50","128","14.88","38.1","-138.29","225","78","142","34.67","34.67","-49.72","385","30","114","7.79","7.79","-149.34",
"Bowen, James C","8","1","2","12.5","25","-2","733","113","273","15.42","37.24","-71.13","12","8","329","57","123","17.33","37.39","31.52","111","43","78","38.74","38.74","10.49","460","72","176","15.65","15.65","20.18",
"Bowen, Miss S L","1","0","0","0","0","-1","78","2","13","2.56","16.67","-51.5","166","16","33","1","7","3.03","21.21","-23.5","6","0","1","0","0","-6","75","2","13","2.67","2.67","-48.5",
"Bowen, S D","4","0","1","0","25","-4","119","5","25","4.2","21.01","-45","30","14","119","5","25","4.2","21.01","-45","6","1","2","16.67","16.67","-3.5","90","3","14","3.33","3.33","-52",
"Bowen, Sean P","26","5","10","19.23","38.46","-9.93","1072","207","397","19.31","37.03","-85.34","1","2","548","115","215","20.99","39.23","-33.71","240","110","160","45.83","45.83","36.99","722","135","257","18.7","18.7","-20.72",
"Brace, Connor","5","1","2","20","40","-2.75","401","42","115","10.47","28.68","-53.74","2","1","201","26","56","12.94","27.86","44.11","39","13","21","33.33","33.33","-1.37","241","27","68","11.2","11.2","-21.01",
"Bradley, Paddy","3","1","1","33.33","33.33","3.5","23","1","6","4.35","26.09","-16.5","2","1","19","1","6","5.26","31.58","-12.5","2","0","1","0","0","-2","20","1","6","5","5","-13.5",
"Brennan, P J","16","7","9","43.75","56.25","3.74","902","189","399","20.95","44.24","-74.78","2","1","382","83","173","21.73","45.29","-75.2","244","100","159","40.98","40.98","4.5","477","88","182","18.45","18.45","7.52",
"Brooke, Henry","13","0","3","0","23.08","-13","667","62","177","9.3","26.54","-267.09","23","15","289","25","78","8.65","26.99","-134.26","58","20","33","34.48","34.48","3.37","415","43","115","10.36","10.36","-144.34",
"Brotherton, Miss S","1","0","0","0","0","-1","69","11","27","15.94","39.13","-25.18","26","5","34","4","12","11.76","35.29","-14.87","20","7","13","35","35","0.49","69","11","27","15.94","15.94","-25.18",
"Brouder, Gearoid","3","0","0","0","0","-3","290","12","36","4.14","12.41","-134.67","20","6","100","3","10","3","10","-2","5","1","1","20","20","-0.5","149","9","26","6.04","6.04","-91.17",
"Bryan, Joshua","3","2","2","66.67","66.67","2.5","314","29","89","9.24","28.34","-65.93","5","1","158","18","46","11.39","29.11","6.48","29","7","21","24.14","24.14","-8.89","212","20","59","9.43","9.43","-30.91",
"Buckley, Kieran","10","1","4","10","40","-3","203","24","64","11.82","31.53","-50.11","13","8","118","14","37","11.86","31.36","-29.18","21","9","14","42.86","42.86","7.64","161","20","49","12.42","12.42","-38.05",
"Buick, William","49","18","28","36.73","57.14","4.39","1728","382","762","22.11","44.1","-72.7","1","5","872","209","400","23.97","45.87","-47.96","575","229","377","39.83","39.83","18.65","973","180","374","18.5","18.5","-149.01",
"Burke, Jonathan","8","1","4","12.5","50","-4","886","118","283","13.32","31.94","-181.38","4","1","448","65","140","14.51","31.25","-49.73","110","46","66","41.82","41.82","25.16","549","75","182","13.66","13.66","-92.48",
"Burns, Harry","4","1","1","25","25","-0.25","264","29","64","10.98","24.24","-90.2","13","4","187","21","44","11.23","23.53","-66.45","32","7","16","21.88","21.88","-13.45","216","26","55","12.04","12.04","-55.2",
"Cale, Sydney","0","0","0","0","0","0","5","0","2","0","40","-5","9999","9999","5","0","2","0","40","-5","0","0","0","0","0","0","3","0","1","0","0","-3",
"Callan, N","34","8","15","23.53","44.12","-2.3","357","54","127","15.13","35.57","97.29","1","3","357","54","127","15.13","35.57","97.29","52","14","28","26.92","26.92","-13.93","232","37","80","15.95","15.95","57.77",
"Carroll, G F","26","4","8","15.38","30.77","3.5","1017","86","260","8.46","25.57","-148.33","8","9","490","40","124","8.16","25.31","-157.58","83","23","49","27.71","27.71","-4.29","542","51","148","9.41","9.41","33.29",
"Carson, William","16","2","2","12.5","12.5","-10.7","798","52","160","6.52","20.05","-166.83","5","8","413","24","77","5.81","18.64","-148.75","44","18","32","40.91","40.91","13.79","598","45","130","7.53","7.53","-181.04",
"Carver, William","10","0","2","0","20","-10","336","30","70","8.93","20.83","-138.31","29","21","156","14","32","8.97","20.51","-50.46","34","9","18","26.47","26.47","-10.14","254","25","57","9.84","9.84","-74.79",
"Cleary, Jack","3","0","2","0","66.67","-3","110","7","16","6.36","14.55","40","88","36","73","5","12","6.85","16.44","11","2","0","1","0","0","-2","87","7","15","8.05","8.05","63",
"Cleary, R P","12","0","0","0","0","-12","816","23","114","2.82","13.97","-512.12","16","13","376","13","53","3.46","14.1","-216","15","1","6","6.67","6.67","-12.62","502","17","81","3.39","3.39","-265.5",
"Clutterbuck, Rhys","18","2","6","11.11","33.33","-10.62","616","77","182","12.5","29.55","-94.07","8","12","388","50","114","12.89","29.38","-48.7","82","25","46","30.49","30.49","-5.15","491","66","158","13.44","13.44","-55.52",
