Jockey,14Day_Runs,14Day_Wins,14Day_Places,14Day_Win_Strike,14Day_Place_Strike,14Day_SP_ProfitLoss,2YR_Runs,2YR_Wins,2YR_Places,2YR_Win_Strike,2YR_Place_Strike,2YR_SP_ProfitLoss,DaysSinceWin,RunsSinceWin,1YR_Runs,1YR_Wins,1YR_Places,1YR_Win_Strike,1YR_Place_Strike,1YR_SP_ProfitLoss,2yr_fav_Runs,2yr_fav_Wins,2yr_fav_Places,2yr_fav_Win_Strike,2yr_fav_Place_Strike,2yr_fav_SP_ProfitLoss,2yr_hcap_Runs,2yr_hcap_Wins,2yr_hcap_Places,2yr_hcap_Win_Strike,2yr_hcap_Place_Strike,2yr_hcap_SP_ProfitLoss,
"Allan, David","48","8","17","16.67","35.42","-14.71","1210","146","385","12.07","31.82","-155.73","2","7","603","76","198","12.6","32.84","-132.29","194","64","117","32.99","32.99","1.51","911","128","308","14.05","14.05","-125.67",
"Atzeni, Andrea","33","11","15","33.33","45.45","31.94","931","154","354","16.54","38.02","-104.72","2","2","399","82","166","20.55","41.6","19.61","179","65","115","36.31","36.31","-12.37","482","83","179","17.22","17.22","-30.16",
"Atzori, Lorenzo","2","0","0","0","0","-2","40","0","6","0","15","-40","1100","47","22","0","3","0","13.64","-22","1","0","1","0","0","-1","34","0","6","0","0","-34",
"Bass, George","24","1","7","4.17","29.17","-20","445","40","114","8.99","25.62","-58.32","11","18","193","19","47","9.84","24.35","12.51","25","10","14","40","40","4.43","351","35","94","9.97","9.97","-29.07",
"Beasley, Connor","33","4","13","12.12","39.39","2.18","1128","144","394","12.77","34.93","-99.27","2","4","714","90","248","12.61","34.73","-62.6","178","49","106","27.53","27.53","-14.67","801","113","302","14.11","14.11","18.67",
"Bennett, Charlie","21","0","6","0","28.57","-21","711","38","126","5.34","17.72","-363.68","38","49","303","7","42","2.31","13.86","-223.12","33","7","15","21.21","21.21","-12.47","515","36","113","6.99","6.99","-173.93",
"Berry, Mr J P","1","0","0","0","0","-1","33","0","6","0","18.18","-33","1020","45","19","0","2","0","10.53","-19","0","0","0","0","0","0","9","0","1","0","0","-9",
"Bishop, Charles","26","4","8","15.38","30.77","-0.77","812","70","179","8.62","22.04","-277.66","1","1","290","25","68","8.62","23.45","-42.26","55","19","36","34.55","34.55","0.02","491","37","105","7.54","7.54","-163.44",
"Blackmore, Rachael","31","8","12","25.81","38.71","26.76","1002","169","397","16.87","39.62","-268.94","1","3","369","58","140","15.72","37.94","-113.53","230","81","144","35.22","35.22","-48.21","386","33","112","8.55","8.55","-119.21",
"Bowen, S D","4","0","0","0","0","-4","124","5","26","4.03","20.97","-50","45","19","124","5","26","4.03","20.97","-50","6","1","2","16.67","16.67","-3.5","95","3","15","3.16","3.16","-57",
"Bradley, Paddy","10","0","2","0","20","-10","31","1","8","3.23","25.81","-24.5","17","12","30","1","8","3.33","26.67","-23.5","2","0","1","0","0","-2","25","1","8","4","4","-18.5",
"Bradnam, Joe","3","0","1","0","33.33","-3","32","0","6","0","18.75","-32","1083","38","24","0","4","0","16.67","-24","2","0","0","0","0","-2","29","0","5","0","0","-29",
"Brouder, Gavin","8","1","1","12.5","12.5","26","282","19","54","6.74","19.15","-17.64","7","3","139","12","28","8.63","20.14","76.7","8","2","4","25","25","-1.47","196","13","41","6.63","6.63","-30.97",
"Brouder, Gearoid","5","1","1","20","20","0.5","279","13","37","4.66","13.26","-118.17","7","3","100","4","10","4","10","3.5","5","1","1","20","20","-0.5","144","9","26","6.25","6.25","-86.17",
"Bryan, Joshua","6","0","2","0","33.33","-6","312","29","88","9.29","28.21","-63.93","20","8","151","16","42","10.6","27.81","3.98","28","7","21","25","25","-7.89","209","20","58","9.57","9.57","-27.91",
"Buckley, Kieran","12","1","8","8.33","66.67","-5","215","25","73","11.63","33.95","-55.11","7","9","131","15","46","11.45","35.11","-35.18","21","9","14","42.86","42.86","7.64","169","21","54","12.43","12.43","-39.05",
"Buckley, Tom","5","0","0","0","0","-5","264","31","81","11.74","30.68","-88.61","26","9","145","16","43","11.03","29.66","-55.12","44","18","31","40.91","40.91","8.04","208","24","69","11.54","11.54","-65.01",
"Buick, William","38","7","15","18.42","39.47","-13.22","1716","377","746","21.97","43.47","-72.61","1","5","847","201","389","23.73","45.93","-73.88","568","224","370","39.44","39.44","12.24","964","176","362","18.26","18.26","-156.82",
"Burns, Harry","8","0","0","0","0","-8","273","29","64","10.62","23.44","-99.2","28","13","186","19","39","10.22","20.97","-73.95","34","7","16","20.59","20.59","-15.45","224","26","55","11.61","11.61","-63.2",
"Byrne, C J","1","0","0","0","0","-1","7","0","0","0","0","-7","9999","9999","3","0","0","0","0","-3","0","0","0","0","0","0","0","0","0","0","0","0",
"Callaghan, Mr K","6","0","1","0","16.67","-6","95","7","19","7.37","20","-44.07","63","38","88","6","17","6.82","19.32","-52.07","8","2","6","25","25","-4.07","54","2","8","3.7","3.7","-32",
