Jockey,14Day_Runs,14Day_Wins,14Day_Places,14Day_Win_Strike,14Day_Place_Strike,14Day_SP_ProfitLoss,2YR_Runs,2YR_Wins,2YR_Places,2YR_Win_Strike,2YR_Place_Strike,2YR_SP_ProfitLoss,DaysSinceWin,RunsSinceWin,1YR_Runs,1YR_Wins,1YR_Places,1YR_Win_Strike,1YR_Place_Strike,1YR_SP_ProfitLoss,2yr_fav_Runs,2yr_fav_Wins,2yr_fav_Places,2yr_fav_Win_Strike,2yr_fav_Place_Strike,2yr_fav_SP_ProfitLoss,2yr_hcap_Runs,2yr_hcap_Wins,2yr_hcap_Places,2yr_hcap_Win_Strike,2yr_hcap_Place_Strike,2yr_hcap_SP_ProfitLoss,
"Allan, David","14","1","6","7.14","42.86","-8","1363","138","411","10.12","30.15","-361.44","2","8","654","63","190","9.63","29.05","-224.27","176","52","101","29.55","29.55","-5.39","1059","115","339","10.86","10.86","-247.63",
"Anderson, Joe","8","1","1","12.5","12.5","1","188","25","63","13.3","33.51","-10.41","9","4","137","18","46","13.14","33.58","-1.12","18","6","12","33.33","33.33","0.76","153","20","53","13.07","13.07","-11.16",
"Armson, Philip","8","0","1","0","12.5","-8","418","34","105","8.13","25.12","-93.47","73","33","134","6","20","4.48","14.93","-96.67","46","5","25","10.87","10.87","-30.21","350","32","98","9.14","9.14","-155.8",
"Austin, Edward","4","1","1","25","25","7","158","13","30","8.23","18.99","-26.72","5","3","83","5","18","6.02","21.69","-15.6","10","6","8","60","60","7.78","115","10","25","8.7","8.7","-26.22",
"Bannister, Harry A A","11","1","2","9.09","18.18","-9.38","435","46","135","10.57","31.03","-160.06","3","3","269","24","75","8.92","27.88","-120.82","67","18","35","26.87","26.87","-22.72","307","32","94","10.42","10.42","-108.34",
"Bass, George","5","0","2","0","40","-5","384","38","106","9.9","27.6","-113.54","23","8","153","15","47","9.8","30.72","-74.88","21","8","11","38.1","38.1","0.47","295","34","90","11.53","11.53","-41.87",
"Bewley, Callum","8","0","2","0","25","-8","246","17","45","6.91","18.29","-110.21","19","11","99","9","21","9.09","21.21","-21.92","8","3","5","37.5","37.5","2.08","131","14","36","10.69","10.69","-19.09",
"Bird, Sean","1","0","0","0","0","-1","111","3","9","2.7","8.11","-27","292","45","63","2","5","3.17","7.94","-8","0","0","0","0","0","0","73","2","6","2.74","2.74","-15",
"Bishop, Charles","14","4","4","28.57","28.57","20.75","794","88","215","11.08","27.08","-203.72","5","4","421","49","117","11.64","27.79","-50.95","83","30","50","36.14","36.14","-6.59","477","48","118","10.06","10.06","-114.72",
"Boinville, Nico","7","1","2","14.29","28.57","-5","505","118","205","23.37","40.59","-25.18","8","2","260","60","110","23.08","42.31","-44.1","169","73","102","43.2","43.2","-4.58","249","49","87","19.68","19.68","43.72",
"Bowen, James C","12","2","3","16.67","25","-1","589","78","209","13.24","35.48","-120","1","1","317","48","127","15.14","40.06","-31.37","102","31","67","30.39","30.39","-18.47","339","49","116","14.45","14.45","-12.28",
"Bowen, S D","11","0","3","0","27.27","-11","417","30","103","7.19","24.7","-82.54","18","16","223","22","67","9.87","30.04","27.71","29","8","17","27.59","27.59","-0.04","346","24","88","6.94","6.94","-56.54",
"Bowen, Sean P","23","5","9","21.74","39.13","8.46","1330","277","536","20.83","40.3","228.8","6","3","695","146","287","21.01","41.29","39.86","340","142","211","41.76","41.76","-7.44","854","157","318","18.38","18.38","3.64",
"Bradley, Paddy","14","2","6","14.29","42.86","-0.17","468","42","123","8.97","26.28","-144.3","2","1","328","30","84","9.15","25.61","-89.63","29","6","15","20.69","20.69","-8.79","364","40","110","10.99","10.99","-47.8",
"Brooke, Henry","18","4","8","22.22","44.44","-3","660","102","218","15.45","33.03","-112.81","3","1","342","52","107","15.2","31.29","-34.19","95","32","57","33.68","33.68","-4.33","447","77","160","17.23","17.23","-48.5",
"Brookes, Aiden","8","1","2","12.5","25","-2.5","399","34","81","8.52","20.3","8.71","8","5","226","13","37","5.75","16.37","-45.25","26","9","18","34.62","34.62","3.46","352","33","76","9.38","9.38","49.71",
"Brown, Pippa","0","0","0","0","0","0","39","4","11","10.26","28.21","-7.5","152","11","29","3","7","10.34","24.14","-7.5","1","0","0","0","0","-1","30","4","10","13.33","13.33","1.5",
"Burke, Jonathan","13","1","3","7.69","23.08","-4.5","702","96","252","13.68","35.9","-219.9","9","7","285","38","109","13.33","38.25","-111.98","108","44","77","40.74","40.74","5.55","418","52","136","12.44","12.44","-130.4",
"Butler, D","0","0","0","0","0","0","17","1","2","5.88","11.76","-13.25","264","6","14","1","2","7.14","14.29","-10.25","1","1","1","100","100","2.75","4","1","1","25","25","-0.25",
"Caffrey, Adam","7","1","2","14.29","28.57","-0.5","540","59","154","10.93","28.52","-66.64","3","1","326","35","94","10.74","28.83","-64.3","57","18","37","31.58","31.58","10.37","442","50","126","11.31","11.31","-21.47",
"Callan, N","25","2","6","8","24","6.5","1029","143","346","13.9","33.62","41.93","4","6","538","76","176","14.13","32.71","-7.94","153","49","94","32.03","32.03","-13.59","670","96","232","14.33","14.33","43.14",
"Cannon, Tom J","9","0","2","0","22.22","-9","773","120","249","15.52","32.21","-170.25","15","10","358","46","108","12.85","30.17","-134.84","108","52","65","48.15","48.15","21.25","447","63","132","14.09","14.09","-111.8",
