Jockey,14Day_Runs,14Day_Wins,14Day_Places,14Day_Win_Strike,14Day_Place_Strike,14Day_SP_ProfitLoss,2YR_Runs,2YR_Wins,2YR_Places,2YR_Win_Strike,2YR_Place_Strike,2YR_SP_ProfitLoss,DaysSinceWin,RunsSinceWin,1YR_Runs,1YR_Wins,1YR_Places,1YR_Win_Strike,1YR_Place_Strike,1YR_SP_ProfitLoss,2yr_fav_Runs,2yr_fav_Wins,2yr_fav_Places,2yr_fav_Win_Strike,2yr_fav_Place_Strike,2yr_fav_SP_ProfitLoss,2yr_hcap_Runs,2yr_hcap_Wins,2yr_hcap_Places,2yr_hcap_Win_Strike,2yr_hcap_Place_Strike,2yr_hcap_SP_ProfitLoss,
"Abbott, Benjamin","0","0","0","0","0","0","6","0","0","0","0","-6","9999","9999","2","0","0","0","0","-2","0","0","0","0","0","0","2","0","0","0","0","-2",
"Ahern, Miss S","1","1","1","100","100","6","40","2","9","5","22.5","-20","10","1","17","1","5","5.88","29.41","-10","0","0","0","0","0","0","21","2","7","9.52","9.52","-1",
"Anderson, Mr A","5","1","2","20","40","10","244","11","37","4.51","15.16","-156.5","2","1","100","7","15","7","15","-39.5","4","2","3","50","50","2","181","9","31","4.97","4.97","-106",
"Andrews, Bridget","5","1","3","20","60","-1.25","241","28","60","11.62","24.9","-102.75","8","5","107","11","26","10.28","24.3","-50.41","29","13","18","44.83","44.83","3","134","10","28","7.46","7.46","-52.3",
"Atkins, Mr Harry","1","0","1","0","100","-1","9","1","3","11.11","33.33","2","145","6","7","1","3","14.29","42.86","4","0","0","0","0","0","0","6","1","1","16.67","16.67","5",
"Bannister, Harry A A","17","2","3","11.76","17.65","-4.75","513","67","167","13.06","32.55","-75.5","4","1","175","25","58","14.29","33.14","-26.79","84","26","48","30.95","30.95","-14.17","317","49","111","15.46","15.46","20.05",
"Bass, David","8","1","2","12.5","25","7","503","65","162","12.92","32.21","-138.16","13","8","216","28","67","12.96","31.02","-46.76","83","21","51","25.3","25.3","-32.85","282","31","84","10.99","10.99","-81.81",
"Bellamy, Tom","23","0","4","0","17.39","-23","842","96","269","11.4","31.95","-245.22","15","24","419","46","135","10.98","32.22","-119.7","89","35","53","39.33","39.33","4.32","505","59","163","11.68","11.68","-149.06",
"Berry, Mr R A","1","0","0","0","0","-1","26","1","4","3.85","15.38","-17","420","21","19","0","3","0","15.79","-19","0","0","0","0","0","0","7","1","2","14.29","14.29","2",
"Best, J A","17","2","4","11.76","23.53","7","735","48","148","6.53","20.14","-259.15","8","14","266","11","39","4.14","14.66","-138.87","36","14","18","38.89","38.89","6.19","459","39","113","8.5","8.5","-81.05",
"Blackmore, Rachael","9","2","5","22.22","55.56","-2.88","865","130","334","15.03","38.61","-265.64","1","1","461","61","160","13.23","34.71","-148.62","204","64","127","31.37","31.37","-58.07","334","23","99","6.89","6.89","-130.59",
"Boinville, Nico","11","4","5","36.36","45.45","-1.73","640","140","246","21.88","38.44","-67.18","2","2","264","61","101","23.11","38.26","-17.94","207","87","126","42.03","42.03","-11.51","311","54","101","17.36","17.36","22.4",
"Bowen, Sean P","26","1","5","3.85","19.23","-21.5","1106","212","412","19.17","37.25","54.69","8","16","611","129","245","21.11","40.1","207.25","264","111","171","42.05","42.05","-0.73","727","128","253","17.61","17.61","-41.05",
"Brace, Connor","6","1","1","16.67","16.67","2.5","335","46","94","13.73","28.06","30.74","1","1","180","29","49","16.11","27.22","-21.39","35","15","21","42.86","42.86","11.11","196","31","58","15.82","15.82","42.77",
"Brace, Mr J","3","0","0","0","0","-3","72","10","22","13.89","30.56","6.38","18","6","61","9","18","14.75","29.51","8.38","9","3","5","33.33","33.33","-0.12","66","10","21","15.15","15.15","12.38",
"Brennan, P J","11","3","4","27.27","36.36","-2.68","727","166","336","22.83","46.22","-115","2","4","303","78","141","25.74","46.53","-2.64","215","93","142","43.26","43.26","4.95","375","76","148","20.27","20.27","-76.23",
"Brett, Tommy N","0","0","0","0","0","0","161","6","27","3.73","16.77","-44.67","71","3","56","2","10","3.57","17.86","-11","8","1","3","12.5","12.5","-4","91","2","18","2.2","2.2","-82.67",
"Brouder, Gavin","6","0","0","0","0","-6","295","18","51","6.1","17.29","-25.97","25","11","137","7","23","5.11","16.79","13","8","2","2","25","25","-1.3","186","12","36","6.45","6.45","-17.3",
"Brouder, Gearoid","7","0","0","0","0","-7","227","6","22","2.64","9.69","-98","53","20","120","5","11","4.17","9.17","0.5","3","0","0","0","0","-3","109","3","15","2.75","2.75","-78.5",
"Buckley, Kieran","9","1","5","11.11","55.56","-6.8","351","38","108","10.83","30.77","-108.11","10","8","240","22","73","9.17","30.42","-88.62","46","16","31","34.78","34.78","3.64","231","30","74","12.99","12.99","-20.42",
"Burke, Jonathan","20","3","9","15","45","2.83","895","127","302","14.19","33.74","-181.75","8","11","410","56","144","13.66","35.12","-102.5","117","48","76","41.03","41.03","11.7","551","78","182","14.16","14.16","-103.25",
"Burke, Mr W J","0","0","0","0","0","0","17","0","3","0","17.65","-17","9999","9999","4","0","1","0","25","-4","0","0","0","0","0","0","0","0","0","0","0","0",
"Callaghan, Mr K","5","0","0","0","0","-5","164","11","33","6.71","20.12","-102.38","40","9","144","10","28","6.94","19.44","-86.88","13","5","11","38.46","38.46","-1.88","102","4","17","3.92","3.92","-61.5",
"Carberry, Peter","13","2","5","15.38","38.46","1.5","313","10","44","3.19","14.06","-241.5","7","4","170","7","27","4.12","15.88","-119","11","2","4","18.18","18.18","-5.5","158","8","34","5.06","5.06","-103",
"Carver, Bryan","4","1","1","25","25","-0.5","292","38","88","13.01","30.14","-61.63","2","3","167","20","44","11.98","26.35","-58.62","34","16","23","47.06","47.06","12.16","216","29","68","13.43","13.43","-19.78",
"Codd, Mr J J","2","1","1","50","50","1","261","52","130","19.92","49.81","-88.52","7","1","97","19","49","19.59","50.52","-45.05","90","33","63","36.67","36.67","-17.79","21","1","8","4.76","4.76","-12",
"Coleman, A","7","2","2","28.57","28.57","3","600","118","246","19.67","41","-149.56","10","6","229","37","81","16.16","35.37","-79.24","157","62","104","39.49","39.49","-18.32","271","37","79","13.65","13.65","-67.6",
"Condon, R J","5","0","1","0","20","-5","265","13","58","4.91","21.89","-113.75","81","34","210","8","46","3.81","21.9","-160.25","12","2","6","16.67","16.67","-7.25","146","7","35","4.79","4.79","-47.75",
"Cooper, Bryan J","1","1","1","100","100","7.5","600","72","200","12","33.33","-140.86","6","1","259","29","87","11.2","33.59","-87.45","95","32","64","33.68","33.68","-4.57","265","33","92","12.45","12.45","44.38",
"Cowley, Patrick","2","1","1","50","50","2.33","101","14","24","13.86","23.76","-36.47","6","1","49","7","13","14.29","26.53","-17.42","7","4","4","57.14","57.14","5.53","72","11","16","15.28","15.28","-18.47",
"Cullinan, Mr C","3","0","0","0","0","-3","72","2","5","2.78","6.94","-53","314","32","34","1","2","2.94","5.88","-19","0","0","0","0","0","0","37","1","3","2.7","2.7","-22",
"Davies, James","14","2","3","14.29","21.43","5","536","42","97","7.84","18.1","-98.17","3","3","267","22","52","8.24","19.48","-35.5","20","6","12","30","30","-2.75","342","31","69","9.06","9.06","-11.67",
"Deegan, R","6","0","1","0","16.67","-6","643","34","121","5.29","18.82","-353.2","73","47","291","17","48","5.84","16.49","-107.17","21","6","12","28.57","28.57","-1.86","316","20","80","6.33","6.33","-129.5",
"Dempsey, Luke","10","0","1","0","10","-10","763","51","151","6.68","19.79","-340.51","17","16","324","23","60","7.1","18.52","-188.59","39","12","27","30.77","30.77","-8.29","367","21","65","5.72","5.72","-113.67",
"Deutsch, Charlie","16","0","3","0","18.75","-16","566","78","188","13.78","33.22","-166.12","20","26","252","26","71","10.32","28.17","-101.92","117","34","61","29.06","29.06","-26.45","408","59","133","14.46","14.46","-91.87",
"Dingle, Rex","12","2","6","16.67","50","2.88","454","68","142","14.98","31.28","39.51","10","8","219","35","67","15.98","30.59","-25.12","72","31","43","43.06","43.06","4.72","251","41","81","16.33","16.33","113.19",
"Donoghue, K M","17","1","5","5.88","29.41","-14.25","617","75","187","12.16","30.31","-140.23","7","6","374","50","123","13.37","32.89","-96.24","78","27","50","34.62","34.62","-4.11","245","32","76","13.06","13.06","-19.21",
"Donovan, Philip","3","0","0","0","0","-3","282","9","45","3.19","15.96","-111","55","12","95","2","16","2.11","16.84","-21","8","1","4","12.5","12.5","-4","145","7","25","4.83","4.83","-25",
"Doyle, Jack","0","0","0","0","0","0","25","4","11","16","44","-14.05","272","11","13","2","7","15.38","53.85","-6.25","5","3","4","60","60","1.45","1","0","0","0","0","-1",
"Doyle, R A","5","0","0","0","0","-5","467","25","85","5.35","18.2","-61.36","17","7","231","15","46","6.49","19.91","-78.86","12","4","9","33.33","33.33","0.76","212","11","42","5.19","5.19","97.5",
"Dunne, R T","18","1","6","5.56","33.33","33","368","35","96","9.51","26.09","-117.04","10","16","156","11","34","7.05","21.79","-40.37","37","13","16","35.14","35.14","-1.42","235","21","68","8.94","8.94","-118.62",
"Durrell, Mr T","0","0","0","0","0","0","183","22","49","12.02","26.78","-88.84","57","11","117","16","36","13.68","30.77","-73.84","20","9","13","45","45","-1.15","129","10","26","7.75","7.75","-62.07",
"Edwards, Lee","8","1","2","12.5","25","-5.62","349","27","79","7.74","22.64","-57.79","8","7","163","16","35","9.82","21.47","6.71","17","6","10","35.29","35.29","3","226","21","62","9.29","9.29","-10.42",
"Elvin, Miss P","0","0","0","0","0","0","58","2","14","3.45","24.14","77","355","28","28","1","9","3.57","32.14","6","0","0","0","0","0","0","19","2","5","10.53","10.53","116",
"Enright, P T","22","1","5","4.55","22.73","-18.87","823","54","170","6.56","20.66","-328.48","6","6","499","32","90","6.41","18.04","-248.49","53","10","31","18.87","18.87","-17.99","420","38","112","9.05","9.05","-64.37",
"Ewing, Sam","20","0","3","0","15","-20","784","56","183","7.14","23.34","-280.09","27","38","345","21","79","6.09","22.9","-174.72","55","10","24","18.18","18.18","-19.54","508","40","120","7.87","7.87","-199.08",
"Farrell, Sean C","0","0","0","0","0","0","16","1","3","6.25","18.75","-10.5","274","7","8","1","2","12.5","25","-2.5","0","0","0","0","0","0","9","0","2","0","0","-9",
"Fitzgerald, S","2","0","0","0","0","-2","579","54","173","9.33","29.88","-133.97","112","45","202","16","57","7.92","28.22","-105.72","53","17","30","32.08","32.08","-4.05","331","30","101","9.06","9.06","-38.04",
"Flanagan, S W","11","2","3","18.18","27.27","-3.75","782","59","199","7.54","25.45","-217.72","7","3","337","25","88","7.42","26.11","-149.11","65","13","38","20","20","-29.36","399","33","103","8.27","8.27","-32.31",
"Foley, J B","5","0","0","0","0","-5","605","60","153","9.92","25.29","-227.6","150","52","263","18","51","6.84","19.39","-145.29","62","18","33","29.03","29.03","-10.93","365","38","88","10.41","10.41","-87.54",
"Fox, Ned","1","1","1","100","100","11","86","14","29","16.28","33.72","17.76","9","1","48","7","16","14.58","33.33","33.5","17","4","9","23.53","23.53","-5.99","72","11","25","15.28","15.28","-4.24",
"Frost, Bryony","15","2","5","13.33","33.33","-10.31","408","68","132","16.67","32.35","-113.89","7","9","136","18","42","13.24","30.88","-41.2","72","36","46","50","50","15.7","221","32","60","14.48","14.48","-79.79",
"Gainford, Mr J C","21","2","12","9.52","57.14","-10.75","801","91","224","11.36","27.97","-97.31","1","4","393","36","90","9.16","22.9","-47.81","93","25","50","26.88","26.88","-10.76","418","41","105","9.81","9.81","-6.69",
"Gale, Miss Elizabeth","3","0","1","0","33.33","-3","18","2","6","11.11","33.33","-10.75","111","15","18","2","6","11.11","33.33","-10.75","2","1","2","50","50","0.25","15","2","5","13.33","13.33","-7.75",
