Jockey,14Day_Runs,14Day_Wins,14Day_Places,14Day_Win_Strike,14Day_Place_Strike,14Day_SP_ProfitLoss,2YR_Runs,2YR_Wins,2YR_Places,2YR_Win_Strike,2YR_Place_Strike,2YR_SP_ProfitLoss,DaysSinceWin,RunsSinceWin,1YR_Runs,1YR_Wins,1YR_Places,1YR_Win_Strike,1YR_Place_Strike,1YR_SP_ProfitLoss,2yr_fav_Runs,2yr_fav_Wins,2yr_fav_Places,2yr_fav_Win_Strike,2yr_fav_Place_Strike,2yr_fav_SP_ProfitLoss,2yr_hcap_Runs,2yr_hcap_Wins,2yr_hcap_Places,2yr_hcap_Win_Strike,2yr_hcap_Place_Strike,2yr_hcap_SP_ProfitLoss,
"Ahern, Miss S","1","0","1","0","100","-1","41","1","8","2.44","19.51","-28","639","34","16","0","5","0","31.25","-16","0","0","0","0","0","0","22","1","6","4.55","4.55","-9",
"Allan, David","9","1","5","11.11","55.56","-6.25","1288","152","409","11.8","31.75","-83.55","2","1","696","75","217","10.78","31.18","-124.17","195","63","116","32.31","32.31","1.36","968","136","330","14.05","14.05","-26.86",
"Anderson, Mr A","3","0","0","0","0","-3","249","10","36","4.02","14.46","-176.5","41","14","97","6","13","6.19","13.4","-51.5","5","2","3","40","40","1","185","8","29","4.32","4.32","-125",
"Austin, Edward","5","1","1","20","20","-2.37","121","13","26","10.74","21.49","-22.87","6","4","78","11","16","14.1","20.51","6.13","12","6","10","50","50","7.13","87","9","20","10.34","10.34","-24.37",
"Bannister, Harry A A","13","2","8","15.38","61.54","9.75","502","66","165","13.15","32.87","-68.75","1","3","175","24","61","13.71","34.86","-37.21","83","26","48","31.33","31.33","-13.17","308","48","109","15.58","15.58","24.8",
"Barron, Mr R W","0","0","0","0","0","0","83","2","16","2.41","19.28","-51","102","8","55","2","14","3.64","25.45","-23","4","0","2","0","0","-4","11","0","3","0","0","-11",
"Barry, Mr J C","2","0","0","0","0","-2","190","9","31","4.74","16.32","-68.17","58","6","83","6","16","7.23","19.28","14.83","8","1","2","12.5","12.5","-3.67","37","2","6","5.41","5.41","-26.67",
"Bastyan, Mitchell S","12","2","5","16.67","41.67","-3.12","385","49","126","12.73","32.73","-107.67","4","5","149","21","53","14.09","35.57","-62.8","53","19","35","35.85","35.85","-6.58","250","28","85","11.2","11.2","-81.68",
"Beasley, Connor","23","1","9","4.35","39.13","-18.5","1371","170","472","12.4","34.43","-172.95","3","7","758","89","257","11.74","33.91","-142.03","205","58","119","28.29","28.29","-12.76","977","129","351","13.2","13.2","-40.09",
"Bellamy, Tom","24","4","8","16.67","33.33","28.9","835","98","269","11.74","32.22","-231.22","3","6","414","46","136","11.11","32.85","-114.7","90","35","53","38.89","38.89","3.32","502","61","164","12.15","12.15","-139.06",
"Best, J A","8","1","2","12.5","25","-4.25","751","46","148","6.13","19.71","-299.15","5","4","267","10","39","3.75","14.61","-157.87","37","14","18","37.84","37.84","5.19","461","37","111","8.03","8.03","-107.05",
"Beswick, Harrison","1","0","1","0","100","-1","77","9","18","11.69","23.38","4.58","20","3","27","5","8","18.52","29.63","20.75","3","1","2","33.33","33.33","1.33","42","7","14","16.67","16.67","20.83",
"Blackmore, Rachael","15","4","7","26.67","46.67","2","878","132","336","15.03","38.27","-272.26","4","3","462","61","162","13.2","35.06","-130.49","205","64","124","31.22","31.22","-57.94","343","24","102","7","7","-135.09",
"Boinville, Nico","18","7","8","38.89","44.44","1.57","652","145","257","22.24","39.42","-46.59","5","4","259","57","96","22.01","37.07","-22.21","209","89","128","42.58","42.58","-7.25","310","53","101","17.1","17.1","19.9",
"Bowen, James C","24","0","3","0","12.5","-24","753","115","256","15.27","34","-83.03","19","30","337","43","105","12.76","31.16","-68.86","129","46","82","35.66","35.66","1.96","467","77","156","16.49","16.49","39.64",
"Bowen, Sean P","15","2","6","13.33","40","-10.57","1092","212","412","19.41","37.73","79.31","1","1","581","127","240","21.86","41.31","231.75","262","111","169","42.37","42.37","3.39","714","128","254","17.93","17.93","-19.4",
"Brace, Mr J","5","1","2","20","40","-0.5","67","10","21","14.93","31.34","11.38","1","1","60","9","18","15","30","9.38","9","3","5","33.33","33.33","-0.12","62","10","20","16.13","16.13","16.38",
"Brennan, P J","10","2","6","20","60","-6.28","733","168","341","22.92","46.52","-113.37","4","7","308","80","147","25.97","47.73","-4.24","214","95","144","44.39","44.39","12.08","378","76","150","20.11","20.11","-75.55",
"Breslin, Andrew","1","0","0","0","0","-1","261","15","54","5.75","20.69","-98.87","230","50","121","7","19","5.79","15.7","-47.87","10","3","3","30","30","-2.12","236","15","52","6.36","6.36","-73.87",
"Brogan, Kevin","12","1","2","8.33","16.67","-9","534","73","184","13.67","34.46","-62.53","14","11","254","29","76","11.42","29.92","-22.05","99","33","63","33.33","33.33","-16.27","429","62","158","14.45","14.45","-79.03",
"Brooke, Henry","28","6","13","21.43","46.43","-8.55","683","77","204","11.27","29.87","-240.66","2","2","258","41","93","15.89","36.05","-60.25","80","28","49","35","35","5.4","428","60","146","14.02","14.02","-116.76",
"Brookes, Aiden","7","1","2","14.29","28.57","22","266","30","65","11.28","24.44","45.96","7","3","173","22","41","12.72","23.7","61.96","22","7","13","31.82","31.82","-0.04","228","30","62","13.16","13.16","83.96",
"Burke-Ott, A","1","0","0","0","0","-1","9","1","3","11.11","33.33","-5.25","257","9","9","1","3","11.11","33.33","-5.25","1","1","1","100","100","2.75","4","1","3","25","25","-0.25",
"Cannon, Tom J","35","6","12","17.14","34.29","-10.74","845","145","302","17.16","35.74","-158.96","2","4","417","82","156","19.66","37.41","-20.98","154","70","103","45.45","45.45","12.49","461","68","140","14.75","14.75","-107.85",
"Carberry, L J","1","0","0","0","0","-1","20","0","1","0","5","-20","9999","9999","10","0","1","0","10","-10","0","0","0","0","0","0","7","0","1","0","0","-7",
"Carson, William","14","0","0","0","0","-14","775","36","130","4.65","16.77","-199.09","42","41","377","21","72","5.57","19.1","-92.5","30","11","18","36.67","36.67","3.66","565","30","104","5.31","5.31","-174.05",
"Carver, Bryan","11","3","6","27.27","54.55","0.67","300","38","93","12.67","31","-69.63","1","1","168","21","47","12.5","27.98","-18.62","35","15","23","42.86","42.86","8.91","220","31","72","14.09","14.09","-18.78",
"Chapman, Ross","10","0","1","0","10","-10","311","22","59","7.07","18.97","-34.78","23","21","127","8","22","6.3","17.32","-72.67","19","4","11","21.05","21.05","-5.74","218","20","48","9.17","9.17","-45.41",
"Cherchi, Stefano","3","0","2","0","66.67","-3","592","61","182","10.3","30.74","-162.6","49","29","311","26","89","8.36","28.62","-69.47","61","21","38","34.43","34.43","-3.43","420","46","127","10.95","10.95","-125.15",
"Coakley, Ross","12","2","6","16.67","50","5.33","638","80","221","12.54","34.64","-144.81","7","5","421","53","150","12.59","35.63","-85.16","79","29","50","36.71","36.71","1.23","393","52","132","13.23","13.23","-75.3",
"Cody, Miss E","0","0","0","0","0","0","13","2","6","15.38","46.15","8","58","1","8","2","5","25","62.5","13","1","0","1","0","0","-1","2","1","2","50","50","2",
"Coltherd, Sam W","11","1","1","9.09","9.09","-5.5","379","30","95","7.92","25.07","-136.88","4","5","132","11","26","8.33","19.7","-74.21","30","10","18","33.33","33.33","2.54","269","27","78","10.04","10.04","-64.63",
"Connor, Mr S","0","0","0","0","0","0","4","0","1","0","25","-4","9999","9999","4","0","1","0","25","-4","0","0","0","0","0","0","0","0","0","0","0","0",
"Costello, Dougie","12","3","5","25","41.67","6.5","758","75","189","9.89","24.93","-242.27","6","6","358","40","92","11.17","25.7","-86.68","64","22","39","34.38","34.38","-1.77","567","64","149","11.29","11.29","-124.87",
"Costello, Miss L","2","0","0","0","0","-2","28","0","3","0","10.71","-28","9999","9999","14","0","0","0","0","-14","0","0","0","0","0","0","11","0","2","0","0","-11",
"Cowley, Patrick","3","2","2","66.67","66.67","4.5","98","13","23","13.27","23.47","-37.8","8","1","46","6","12","13.04","26.09","-18.75","6","3","3","50","50","2.2","69","10","15","14.49","14.49","-19.8",
"Davies, James","17","1","4","5.88","23.53","-8.5","548","42","99","7.66","18.07","-113.17","14","16","267","21","52","7.87","19.48","-42.5","20","6","12","30","30","-2.75","350","32","73","9.14","9.14","-11.67",
"Dawes, Rose","10","1","2","10","20","-7","139","18","40","12.95","28.78","-20.55","7","3","89","12","23","13.48","25.84","-13.75","12","5","7","41.67","41.67","5.7","118","17","36","14.41","14.41","-2.55",
"Dempsey, Luke","12","1","2","8.33","16.67","-9","754","50","148","6.63","19.63","-336.01","12","11","329","25","61","7.6","18.54","-191.79","37","12","26","32.43","32.43","-6.29","367","21","64","5.72","5.72","-113.67",
"Dennis, Phil","11","1","3","9.09","27.27","10","731","55","185","7.52","25.31","8.69","13","10","419","35","108","8.35","25.78","22.26","54","14","30","25.93","25.93","-11.14","554","43","151","7.76","7.76","-44.89",
"Dingle, Rex","13","3","4","23.08","30.77","-1.77","456","66","136","14.47","29.82","27.13","2","3","216","36","65","16.67","30.09","-17.64","68","30","39","44.12","44.12","5.84","252","39","76","15.48","15.48","101.81",
"Downing, George","1","0","0","0","0","-1","378","24","81","6.35","21.43","-173.99","16","2","238","17","58","7.14","24.37","-95.74","21","7","13","33.33","33.33","1.88","235","19","57","8.09","8.09","-107.24",
"Dowson, Thomas","10","1","3","10","30","2","389","27","70","6.94","17.99","-162.19","1","2","161","12","33","7.45","20.5","-27.92","22","7","11","31.82","31.82","-5.69","238","19","54","7.98","7.98","-86.02",
"Doyle, Jack","1","0","0","0","0","-1","26","4","10","15.38","38.46","-15.05","255","10","13","3","7","23.08","53.85","-4.25","5","3","4","60","60","1.45","2","0","0","0","0","-2",
"Doyle, Miss S M","0","0","0","0","0","0","23","1","5","4.35","21.74","-13","402","15","12","0","2","0","16.67","-12","1","0","0","0","0","-1","11","0","3","0","0","-11",
"Doyle, Mr D","0","0","0","0","0","0","22","0","3","0","13.64","-22","9999","9999","22","0","3","0","13.64","-22","0","0","0","0","0","0","0","0","0","0","0","0",
"Doyle, R A","13","2","5","15.38","38.46","-7.74","481","28","89","5.82","18.5","-26.41","5","5","235","14","47","5.96","20","-85.24","13","5","10","38.46","38.46","4.09","217","13","45","5.99","5.99","102.33",
"Eaves, Tom","23","4","5","17.39","21.74","-7.2","1130","69","243","6.11","21.5","-490.35","5","7","563","37","124","6.57","22.02","-227.61","58","18","37","31.03","31.03","-4.32","788","50","174","6.35","6.35","-266.44",
"Edmunds, Lewis","10","3","4","30","40","12","776","75","216","9.66","27.84","-195.53","1","2","412","38","115","9.22","27.91","-110.46","85","22","44","25.88","25.88","-21.86","565","57","166","10.09","10.09","-162.12",
"Edwards, Alex","9","1","3","11.11","33.33","-1.5","309","28","90","9.06","29.13","38.34","3","2","136","11","34","8.09","25","41.2","37","6","17","16.22","16.22","-19.51","152","14","38","9.21","9.21","-2.09",
"Egan, David","12","1","2","8.33","16.67","-7.67","1347","159","437","11.8","32.44","-426.24","12","11","681","93","229","13.66","33.63","-166.87","192","63","129","32.81","32.81","-23.08","791","83","239","10.49","10.49","-198.78",
"Elvin, Miss P","2","0","1","0","50","-2","57","2","15","3.51","26.32","78","338","26","27","1","9","3.7","33.33","7","0","0","0","0","0","0","18","2","6","11.11","11.11","117",
"England, Jonathan","6","0","3","0","50","-6","281","37","96","13.17","34.16","-84.65","41","15","130","26","48","20","36.92","9.85","64","20","40","31.25","31.25","2.52","237","34","92","14.35","14.35","-60.68",
"Ewing, Sam","15","2","8","13.33","53.33","-7.37","765","58","182","7.58","23.79","-244.59","10","14","340","22","80","6.47","23.53","-163.22","53","10","23","18.87","18.87","-17.54","500","41","121","8.2","8.2","-186.58",
"Fentiman, Duran","4","0","0","0","0","-4","722","37","140","5.12","19.39","-315.01","125","45","371","20","80","5.39","21.56","-174.97","33","6","17","18.18","18.18","-11.01","564","29","119","5.14","5.14","-263.54",
"Fisher, Jonathan","6","1","1","16.67","16.67","3","309","21","66","6.8","21.36","-105","6","1","183","13","41","7.1","22.4","-79.75","7","2","3","28.57","28.57","0","275","20","59","7.27","7.27","-88",
"Fisher, Taylor","3","0","2","0","66.67","-3","233","27","75","11.59","32.19","-48.5","36","23","233","27","75","11.59","32.19","-48.5","24","6","13","25","25","-5.96","203","24","65","11.82","11.82","-64",
"Fox, Miss F","0","0","0","0","0","0","12","0","1","0","8.33","-12","9999","9999","2","0","0","0","0","-2","0","0","0","0","0","0","4","0","0","0","0","-4",
"Frost, Bryony","14","4","4","28.57","28.57","8.19","413","70","132","16.95","31.96","-94.44","1","3","132","17","37","12.88","28.03","-49.27","71","35","45","49.3","49.3","13.15","226","34","63","15.04","15.04","-51.04",
"Gainford, Mr J C","28","4","8","14.29","28.57","-7.29","808","90","221","11.14","27.35","-77.39","1","3","387","35","80","9.04","20.67","-42.89","88","23","45","26.14","26.14","-11.34","427","42","107","9.84","9.84","-2.69",
