Jockey,1Day_Runs,1Day_Wins,1Day_Places,1Day_Win_Strike,1Day_Place_Strike,1Day_SP_ProfitLoss,3Day_Runs,3Day_Wins,3Day_Places,3Day_Win_Strike,3Day_Place_Strike,3Day_SP_ProfitLoss,7Day_Runs,7Day_Wins,7Day_Places,7Day_Win_Strike,7Day_Place_Strike,7Day_SP_ProfitLoss,14Day_Runs,14Day_Wins,14Day_Places,14Day_Win_Strike,14Day_Place_Strike,14Day_SP_ProfitLoss,2YR_Runs,2YR_Wins,2YR_Places,2YR_Win_Strike,2YR_Place_Strike,2YR_SP_ProfitLoss,DaysSinceWin,RunsSinceWin,1YR_Runs,1YR_Wins,1YR_Places,1YR_Win_Strike,1YR_Place_Strike,1YR_SP_ProfitLoss,2yr_fav_Runs,2yr_fav_Wins,2yr_fav_Places,2yr_fav_Win_Strike,2yr_fav_Place_Strike,2yr_fav_SP_ProfitLoss,2yr_hcap_Runs,2yr_hcap_Wins,2yr_hcap_Places,2yr_hcap_Win_Strike,2yr_hcap_Place_Strike,2yr_hcap_SP_ProfitLoss,
"Beasley, Connor","1","0","0","0","0","-1","9","0","2","0","22.22","-9","9","0","2","0","22.22","-9","9","0","2","0","22.22","-9","1271","142","435","11.17","34.23","-289.44","31","49","534","59","181","11.05","33.9","-151.32","169","44","105","26.04","26.04","-34.26","963","101","322","10.49","10.49","-276.43",
"Bird, Sean","0","0","0","0","0","0","1","0","0","0","0","-1","1","0","0","0","0","-1","3","0","0","0","0","-3","132","3","12","2.27","9.09","-62","48","12","61","1","6","1.64","9.84","-46","0","0","0","0","0","0","86","2","9","2.33","2.33","-42",
"Bishop, Charles","0","0","0","0","0","0","2","0","0","0","0","-2","11","1","3","9.09","27.27","-8.5","23","1","7","4.35","30.43","-20.5","857","88","245","10.27","28.59","-225.47","5","6","451","48","128","10.64","28.38","-87.04","84","33","53","39.29","39.29","2.45","523","53","142","10.13","10.13","-72.77",
"Bowen, S D","0","0","0","0","0","0","6","0","3","0","50","-6","20","1","5","5","25","-14","40","3","12","7.5","30","-28.12","609","58","166","9.52","27.26","-119.95","6","17","368","35","106","9.51","28.8","-118.16","62","18","39","29.03","29.03","-5.28","510","46","143","9.02","9.02","-87.28",
"Bowers-Carter, Miss Aaliyah","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","15","0","1","0","6.67","-15","9999","9999","9","0","1","0","11.11","-9","0","0","0","0","0","0","15","0","1","0","0","-15",
"Bradley, Paddy","3","0","2","0","66.67","-3","4","0","2","0","50","-4","10","2","6","20","60","-3.25","23","4","9","17.39","39.13","-7.75","593","51","150","8.6","25.3","-155.55","5","6","341","29","87","8.5","25.51","-90.71","35","8","16","22.86","22.86","-9.54","450","46","131","10.22","10.22","-36.05",
"Bradnam, Joe","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","-1","3","0","0","0","0","-3","74","4","19","5.41","25.68","-51","68","16","37","2","11","5.41","29.73","-29.75","4","2","2","50","50","3.75","64","4","19","6.25","6.25","-41",
"Breslin, Andrew","1","0","0","0","0","-1","1","0","0","0","0","-1","5","0","1","0","20","-5","8","1","2","12.5","25","11","372","17","70","4.57","18.82","-169","14","8","265","15","58","5.66","21.89","-91","11","1","4","9.09","9.09","-7.75","317","15","60","4.73","4.73","-148",
"Brookes, Aiden","0","0","0","0","0","0","0","0","0","0","0","0","5","1","1","20","20","6","14","1","3","7.14","21.43","-3","455","31","84","6.81","18.46","75.58","6","4","246","15","43","6.1","17.48","-2","22","5","14","22.73","22.73","-1.17","403","30","78","7.44","7.44","121.58",
"Brotherton, Miss S","0","0","0","0","0","0","1","0","0","0","0","-1","2","1","1","50","50","5","4","1","1","25","25","3","67","6","19","8.96","28.36","-39.87","4","2","29","2","11","6.9","37.93","-16.5","15","4","7","26.67","26.67","-1.87","67","6","19","8.96","8.96","-39.87",
