Jockey,14Day_Runs,14Day_Wins,14Day_Places,14Day_Win_Strike,14Day_Place_Strike,14Day_SP_ProfitLoss,2YR_Runs,2YR_Wins,2YR_Places,2YR_Win_Strike,2YR_Place_Strike,2YR_SP_ProfitLoss,DaysSinceWin,RunsSinceWin,1YR_Runs,1YR_Wins,1YR_Places,1YR_Win_Strike,1YR_Place_Strike,1YR_SP_ProfitLoss,2yr_fav_Runs,2yr_fav_Wins,2yr_fav_Places,2yr_fav_Win_Strike,2yr_fav_Place_Strike,2yr_fav_SP_ProfitLoss,2yr_hcap_Runs,2yr_hcap_Wins,2yr_hcap_Places,2yr_hcap_Win_Strike,2yr_hcap_Place_Strike,2yr_hcap_SP_ProfitLoss,
"Allan, David","49","6","12","12.24","24.49","-16.42","1272","125","375","9.83","29.48","-380.07","2","4","681","64","197","9.4","28.93","-215.61","163","52","96","31.9","31.9","10.98","987","107","314","10.84","10.84","-215.13",
"Barron, Mr R W","6","2","2","33.33","33.33","8.5","117","9","34","7.69","29.06","-26.5","1","1","64","8","22","12.5","34.38","0.5","7","1","4","14.29","14.29","-2.5","18","3","8","16.67","16.67","9.5",
"Beasley, Connor","41","4","15","9.76","36.59","-17.75","1466","170","507","11.6","34.58","-230.72","2","4","717","80","246","11.16","34.31","-135.2","209","52","123","24.88","24.88","-48.4","1059","124","372","11.71","11.71","-113.6",
"Bellamy, Tom","5","0","3","0","60","-5","873","96","273","11","31.27","-307.59","62","28","464","44","131","9.48","28.23","-156.94","85","33","50","38.82","38.82","-4.54","537","60","171","11.17","11.17","-199.9",
"Bennett, Charlie","5","0","2","0","40","-5","564","17","94","3.01","16.67","-442.62","32","19","249","7","48","2.81","19.28","-208","21","3","11","14.29","14.29","-9.5","405","14","78","3.46","3.46","-300.12",
"Benson, Miss G","0","0","0","0","0","0","32","1","9","3.13","28.13","2","280","11","14","1","4","7.14","28.57","20","0","0","0","0","0","0","14","1","3","7.14","7.14","20",
"Bishop, Charles","17","1","2","5.88","11.76","-14.5","709","70","193","9.87","27.22","-196.91","11","16","405","39","116","9.63","28.64","-146.21","71","24","43","33.8","33.8","-12.53","417","35","99","8.39","8.39","-110.6",
"Blackmore, Rachael","21","5","8","23.81","38.1","-4.8","876","129","325","14.73","37.1","-260.32","3","5","435","64","164","14.71","37.7","-111.25","202","67","126","33.17","33.17","-45.11","351","27","97","7.69","7.69","-128.59",
"Bowen, Sean P","23","5","9","21.74","39.13","11.5","1298","264","504","20.34","38.83","130.52","2","1","747","148","281","19.81","37.62","163.98","317","136","201","42.9","42.9","8.52","842","153","307","18.17","18.17","22.61",
"Bradley, Paddy","10","2","4","20","40","12","308","27","79","8.77","25.65","-82.09","6","3","254","24","65","9.45","25.59","-54.09","22","3","10","13.64","13.64","-11.75","239","26","71","10.88","10.88","-16.59",
"Breslin, Andrew","20","1","3","5","15","-5","269","15","43","5.58","15.99","-115.87","2","2","122","4","16","3.28","13.11","-74.75","13","3","4","23.08","23.08","-5.12","238","15","39","6.3","6.3","-84.87",
"Brouder, Gavin","9","1","2","11.11","22.22","-3.5","305","16","59","5.25","19.34","-44.42","10","6","180","10","39","5.56","21.67","-69.62","12","3","7","25","25","0.2","194","12","39","6.19","6.19","-24.8",
"Bryan, Joshua","5","0","0","0","0","-5","361","36","98","9.97","27.15","-58.27","44","30","196","20","52","10.2","26.53","-52","22","8","15","36.36","36.36","2.48","219","22","64","10.05","10.05","-30.87",
"Buckley, Kieran","7","0","1","0","14.29","-7","448","35","120","7.81","26.79","-205.84","84","43","272","16","57","5.88","20.96","-154.27","46","13","28","28.26","28.26","-3.34","278","24","78","8.63","8.63","-91.74",
"Carson, William","17","2","6","11.76","35.29","32.5","813","43","146","5.29","17.96","-374.97","2","4","468","22","80","4.7","17.09","-249.97","42","15","24","35.71","35.71","3.28","614","39","124","6.35","6.35","-203.82",
"Catton, Luke","9","0","1","0","11.11","-9","258","26","61","10.08","23.64","-25.66","23","18","152","13","33","8.55","21.71","-45.05","16","5","8","31.25","31.25","-2.66","228","25","53","10.96","10.96","-46.66",
"Cleary, Harry","0","0","0","0","0","0","8","0","1","0","12.5","-8","9999","9999","1","0","0","0","0","-1","0","0","0","0","0","0","2","0","1","0","0","-2",
"Cleary, Mr Paddy","0","0","0","0","0","0","8","0","0","0","0","-8","9999","9999","5","0","0","0","0","-5","0","0","0","0","0","0","2","0","0","0","0","-2",
"Cobden, Harry","12","2","4","16.67","33.33","-5.25","997","237","441","23.77","44.23","-117.04","10","8","585","146","275","24.96","47.01","-39.18","302","140","193","46.36","46.36","9.54","569","104","216","18.28","18.28","-85.46",
"Cody, Miss E","0","0","0","0","0","0","23","3","10","13.04","43.48","49","56","5","17","3","8","17.65","47.06","55","2","0","2","0","0","-2","7","1","4","14.29","14.29","-3",
"Cole, Morgan","15","2","6","13.33","40","0","226","20","61","8.85","26.99","-128.49","1","1","123","14","34","11.38","27.64","-55.29","21","6","12","28.57","28.57","-3.57","192","18","54","9.38","9.38","-100.79",
"Collier, Miss A","0","0","0","0","0","0","25","0","7","0","28","-25","765","28","11","0","4","0","36.36","-11","2","0","2","0","0","-2","25","0","7","0","0","-25",
"Costello, Dougie","15","1","2","6.67","13.33","-7.5","740","72","185","9.73","25","-258.59","6","10","363","34","87","9.37","23.97","-86.49","67","20","39","29.85","29.85","-13.34","559","63","148","11.27","11.27","-129.08",
"Cox, William","1","0","0","0","0","-1","401","21","76","5.24","18.95","-213.54","93","69","185","5","23","2.7","12.43","-152","13","3","6","23.08","23.08","-4.12","294","19","64","6.46","6.46","-117.54",
"Crawford, Miss Hannah","0","0","0","0","0","0","5","0","1","0","20","-5","9999","9999","5","0","1","0","20","-5","1","0","0","0","0","-1","5","0","1","0","0","-5",
"Croot, Elle-May","3","0","0","0","0","-3","160","12","42","7.5","26.25","-66.25","75","28","106","8","28","7.55","26.42","-38.75","8","1","6","12.5","12.5","-4.25","136","11","34","8.09","8.09","-47.25",
"Crowley, Jim","34","5","12","14.71","35.29","-10.87","768","157","299","20.44","38.93","75.92","2","3","378","70","141","18.52","37.3","-2.9","175","71","117","40.57","40.57","-2.52","375","60","134","16","16","-3.74",
"Cullinan, Mr C","4","1","1","25","25","8","81","4","9","4.94","11.11","-43","10","1","54","2","7","3.7","12.96","-35","1","0","1","0","0","-1","32","3","4","9.38","9.38","2",
"Curtis, B A","43","9","20","20.93","46.51","13.25","1154","184","430","15.94","37.26","-139.84","2","2","594","87","223","14.65","37.54","-36.9","223","81","142","36.32","36.32","1.9","827","132","297","15.96","15.96","-27.81",
"Dingle, Rex","3","1","1","33.33","33.33","0","459","71","151","15.47","32.9","33.69","8","2","238","37","75","15.55","31.51","-22.02","79","32","47","40.51","40.51","-0.6","243","43","84","17.7","17.7","116.71",
"Dobie, Georgia","10","1","1","10","10","-8","396","22","75","5.56","18.94","-128.37","14","10","200","9","36","4.5","18","-122.25","23","6","10","26.09","26.09","-3.37","323","19","68","5.88","5.88","-166.87",
"Donoghue, K M","26","6","10","23.08","38.46","-9.2","760","98","229","12.89","30.13","-260.01","1","3","456","65","149","14.25","32.68","-161.17","108","43","71","39.81","39.81","1.27","333","41","96","12.31","12.31","-68.39",
"Doyle, Hollie","48","6","17","12.5","35.42","-14.25","1921","287","646","14.94","33.63","-349.41","7","17","759","115","231","15.15","30.43","-89.11","348","114","201","32.76","32.76","-48.78","1281","193","426","15.07","15.07","-120.32",
"Doyle, Miss S M","0","0","0","0","0","0","20","1","3","5","15","-10","623","19","4","0","0","0","0","-4","0","0","0","0","0","0","10","0","2","0","0","-10",
"Doyle, R A","7","1","2","14.29","28.57","5","440","25","82","5.68","18.64","-178.86","12","7","215","13","45","6.05","20.93","-120.36","14","4","8","28.57","28.57","1.26","188","11","39","5.85","5.85","-31",
"Dunne, R T","5","0","1","0","20","-5","294","22","67","7.48","22.79","-107.87","21","7","257","19","59","7.39","22.96","-87.37","26","4","7","15.38","15.38","-10.62","181","15","46","8.29","8.29","-86.62",
"Durrell, Mr T","2","1","1","50","50","3.5","222","32","69","14.41","31.08","-69.33","13","2","118","15","38","12.71","32.2","-39.61","28","14","18","50","50","5.86","157","18","39","11.46","11.46","-37.09",
"Easterby, William","0","0","0","0","0","0","52","9","16","17.31","30.77","24.76","176","10","35","5","8","14.29","22.86","-7.74","4","2","3","50","50","2.38","41","8","15","19.51","19.51","32.76",
"Eaves, Tom","42","1","13","2.38","30.95","-35.5","1130","75","250","6.64","22.12","-422.41","6","10","647","49","157","7.57","24.27","-232.87","53","18","40","33.96","33.96","-1.5","822","55","190","6.69","6.69","-271.25",
"Edmunds, Lewis","25","1","8","4","32","-16","804","91","228","11.32","28.36","-29.69","13","25","422","47","114","11.14","27.01","1.41","81","24","45","29.63","29.63","-11.85","599","72","182","12.02","12.02","-22.59",
"Egan, David","50","6","13","12","26","-14.25","1406","165","460","11.74","32.72","-473.63","2","3","795","84","248","10.57","31.19","-278.44","178","62","120","34.83","34.83","-20.95","825","80","233","9.7","9.7","-259.92",
"Elvin, Miss P","0","0","0","0","0","0","54","2","11","3.7","20.37","-17.12","177","17","34","1","6","2.94","17.65","-31.12","2","1","1","50","50","0.88","21","2","5","9.52","9.52","15.88",
"Enright, P T","35","1","6","2.86","17.14","-32.62","923","52","175","5.63","18.96","-420.35","1","1","543","32","105","5.89","19.34","-200.73","58","10","34","17.24","17.24","-23.36","475","37","117","7.79","7.79","-114.62",
"Eyston, Miss T","1","0","0","0","0","-1","74","9","18","12.16","24.32","-19.35","20","2","32","4","6","12.5","18.75","-3.25","7","3","4","42.86","42.86","2.9","60","9","18","15","15","-5.35",
"Fallon, Cieren","33","5","12","15.15","36.36","-7.17","1059","121","344","11.43","32.48","-365.48","3","5","496","57","150","11.49","30.24","-137.18","142","40","80","28.17","28.17","-38.56","620","65","189","10.48","10.48","-190.21",
"Fanning, Joe","49","11","18","22.45","36.73","22.33","896","124","298","13.84","33.26","-182.33","2","5","480","79","166","16.46","34.58","4.72","120","43","72","35.83","35.83","-5.94","665","94","223","14.14","14.14","-130.97",
"Farragher, Adam J","22","2","4","9.09","18.18","26.5","455","58","135","12.75","29.67","-98.46","9","11","367","46","103","12.53","28.07","-56.15","63","30","44","47.62","47.62","21.29","343","45","106","13.12","13.12","-85.56",
"Fentiman, Duran","15","0","3","0","20","-15","696","25","121","3.59","17.39","-412.47","17","18","306","6","46","1.96","15.03","-211","22","3","11","13.64","13.64","-13.47","555","20","100","3.6","3.6","-328",
"Fisher, Taylor","13","1","3","7.69","23.08","-7.5","440","57","142","12.95","32.27","-97.73","9","5","338","41","111","12.13","32.84","-124.9","52","20","31","38.46","38.46","11.73","380","48","124","12.63","12.63","-105.24",
"Fitzgerald, S","11","0","3","0","27.27","-11","564","36","133","6.38","23.58","-300.32","80","64","229","8","38","3.49","16.59","-183.42","43","15","25","34.88","34.88","3.18","311","23","80","7.4","7.4","-111.54",
