Jockey,14Day_Runs,14Day_Wins,14Day_Places,14Day_Win_Strike,14Day_Place_Strike,14Day_SP_ProfitLoss,2YR_Runs,2YR_Wins,2YR_Places,2YR_Win_Strike,2YR_Place_Strike,2YR_SP_ProfitLoss,DaysSinceWin,RunsSinceWin,1YR_Runs,1YR_Wins,1YR_Places,1YR_Win_Strike,1YR_Place_Strike,1YR_SP_ProfitLoss,2yr_fav_Runs,2yr_fav_Wins,2yr_fav_Places,2yr_fav_Win_Strike,2yr_fav_Place_Strike,2yr_fav_SP_ProfitLoss,2yr_hcap_Runs,2yr_hcap_Wins,2yr_hcap_Places,2yr_hcap_Win_Strike,2yr_hcap_Place_Strike,2yr_hcap_SP_ProfitLoss,
"Allan, David","47","2","11","4.26","23.4","-37.75","1298","142","398","10.94","30.66","-307.38","1","1","700","66","205","9.43","29.29","-151.7","181","60","106","33.15","33.15","8.84","986","125","325","12.68","12.68","-111.62",
"Armson, Philip","2","0","0","0","0","-2","477","38","119","7.97","24.95","-136.17","44","18","238","14","43","5.88","18.07","-18.29","46","7","25","15.22","15.22","-23.21","411","36","111","8.76","8.76","-200.5",
"Beasley, Connor","37","3","9","8.11","24.32","-18.75","1438","173","489","12.03","34.01","-132.79","9","19","734","78","241","10.63","32.83","-150.68","203","53","117","26.11","26.11","-35.68","1029","128","361","12.44","12.44","-32.43",
"Bellamy, Tom","8","1","2","12.5","25","-5.12","863","98","270","11.36","31.29","-286.34","5","2","456","47","134","10.31","29.39","-147.7","82","34","50","41.46","41.46","5.96","529","61","168","11.53","11.53","-186.15",
"Bennett, Charlie","6","0","1","0","16.67","-6","603","20","103","3.32","17.08","-440.12","80","66","297","10","57","3.37","19.19","-228","21","3","10","14.29","14.29","-9.5","435","18","90","4.14","4.14","-282.12",
"Best, J A","13","0","2","0","15.38","-13","693","40","126","5.77","18.18","-323.06","82","65","316","11","47","3.48","14.87","-191.87","37","13","17","35.14","35.14","4.53","436","35","104","8.03","8.03","-98.71",
"Blackmore, Rachael","13","2","5","15.38","38.46","-2.5","788","118","297","14.97","37.69","-224.21","4","6","460","68","170","14.78","36.96","-102.35","183","61","116","33.33","33.33","-39","305","23","89","7.54","7.54","-100.71",
"Boinville, Nico","4","1","2","25","50","-1.75","603","134","230","22.22","38.14","-18.76","13","4","276","67","114","24.28","41.3","-13.93","199","85","116","42.71","42.71","-2.54","296","57","100","19.26","19.26","71.55",
"Bradley, Paddy","16","1","7","6.25","43.75","-12.5","226","19","63","8.41","27.88","-69.17","13","15","212","19","58","8.96","27.36","-55.17","16","1","7","6.25","6.25","-12.5","174","18","55","10.34","10.34","-20.67",
"Brennan, P J","1","0","0","0","0","-1","644","144","289","22.36","44.88","-100.71","34","8","263","64","116","24.33","44.11","-15.62","190","83","124","43.68","43.68","5.42","319","68","126","21.32","21.32","-53.64",
"Breslin, Andrew","15","0","2","0","13.33","-15","210","14","35","6.67","16.67","-36.87","92","31","86","1","8","1.16","9.3","-63","10","3","3","30","30","-2.12","185","14","32","7.57","7.57","-11.87",
"Brouder, Gavin","6","0","1","0","16.67","-6","303","18","54","5.94","17.82","-35.42","121","45","168","7","27","4.17","16.07","-82.12","9","2","3","22.22","22.22","-2.3","194","12","37","6.19","6.19","-25.3",
"Buick, William","56","16","26","28.57","46.43","4.05","1613","379","728","23.5","45.13","-111.8","3","13","730","178","337","24.38","46.16","-47.36","569","226","358","39.72","39.72","-11.96","870","185","355","21.26","21.26","-74.5",
"Burns, Harry","13","0","1","0","7.69","-13","392","46","109","11.73","27.81","-123.38","22","21","197","25","62","12.69","31.47","-56.18","39","10","21","25.64","25.64","-9.71","313","36","88","11.5","11.5","-82.62",
"Caffrey, Adam","13","1","3","7.69","23.08","2","357","33","85","9.24","23.81","-47.76","4","2","279","31","73","11.11","26.16","-12.76","28","9","15","32.14","32.14","4.58","291","28","66","9.62","9.62","-8.59",
"Callan, N","33","5","13","15.15","39.39","-1.42","824","124","289","15.05","35.07","148.88","4","6","510","78","180","15.29","35.29","40.29","122","39","74","31.97","31.97","-8.47","539","82","196","15.21","15.21","81.05",
