Jockey,14Day_Runs,14Day_Wins,14Day_Places,14Day_Win_Strike,14Day_Place_Strike,14Day_SP_ProfitLoss,2YR_Runs,2YR_Wins,2YR_Places,2YR_Win_Strike,2YR_Place_Strike,2YR_SP_ProfitLoss,DaysSinceWin,RunsSinceWin,1YR_Runs,1YR_Wins,1YR_Places,1YR_Win_Strike,1YR_Place_Strike,1YR_SP_ProfitLoss,2yr_fav_Runs,2yr_fav_Wins,2yr_fav_Places,2yr_fav_Win_Strike,2yr_fav_Place_Strike,2yr_fav_SP_ProfitLoss,2yr_hcap_Runs,2yr_hcap_Wins,2yr_hcap_Places,2yr_hcap_Win_Strike,2yr_hcap_Place_Strike,2yr_hcap_SP_ProfitLoss,
"Aherne, Mr J","0","0","0","0","0","0","13","0","1","0","7.69","-13","9999","9999","4","0","1","0","25","-4","0","0","0","0","0","0","10","0","1","0","0","-10",
"Austin, Edward","3","0","1","0","33.33","-3","157","13","30","8.28","19.11","-58.87","247","46","78","6","12","7.69","15.38","-29.87","12","6","10","50","50","7.13","118","9","24","7.63","7.63","-55.37",
"Barry, Mr B","0","0","0","0","0","0","16","0","0","0","0","-16","757","19","7","0","0","0","0","-7","0","0","0","0","0","0","6","0","0","0","0","-6",
"Bass, David","7","3","3","42.86","42.86","5.63","474","71","168","14.98","35.44","-44.37","9","3","234","39","81","16.67","34.62","9.77","75","21","42","28","28","-24.35","258","35","85","13.57","13.57","-15.36",
"Bellamy, Tom","15","5","7","33.33","46.67","2.84","870","99","274","11.38","31.49","-281.88","3","1","460","48","133","10.43","28.91","-126.46","87","33","50","37.93","37.93","-8.04","533","60","168","11.26","11.26","-197.56",
"Best, J A","7","1","3","14.29","42.86","-4","705","39","132","5.53","18.72","-302.56","3","3","340","14","63","4.12","18.53","-117.25","36","12","16","33.33","33.33","4.03","448","34","110","7.59","7.59","-78.21",
"Blackmore, Rachael","11","1","3","9.09","27.27","-8.12","891","130","329","14.59","36.92","-272.44","11","7","434","63","165","14.52","38.02","-114.37","205","68","127","33.17","33.17","-45.23","359","27","100","7.52","7.52","-136.59",
"Boinville, Nico","5","1","1","20","20","-2.37","583","129","224","22.13","38.42","-21.67","11","4","280","67","116","23.93","41.43","-15.23","196","84","115","42.86","42.86","-1.12","292","56","99","19.18","19.18","63.02",
"Bowen, James C","8","0","4","0","50","-8","542","74","183","13.65","33.76","-91.22","260","49","209","16","60","7.66","28.71","-81.21","90","30","59","33.33","33.33","-4.64","339","52","115","15.34","15.34","42.74",
"Bowen, S D","3","0","0","0","0","-3","398","30","97","7.54","24.37","-76.54","31","4","236","23","62","9.75","26.27","2.21","31","8","17","25.81","25.81","-4.54","326","23","78","7.06","7.06","-64.54",
"Bowen, Sean P","28","3","7","10.71","25","-16.17","1315","269","510","20.46","38.78","115.27","5","2","766","152","289","19.84","37.73","147.27","324","140","206","43.21","43.21","9.44","846","154","307","18.2","18.2","11.07",
"Brace, Connor","7","0","2","0","28.57","-7","363","55","112","15.15","30.85","-2.72","18","9","172","28","57","16.28","33.14","-22.61","44","20","31","45.45","45.45","12.37","202","33","65","16.34","16.34","39.1",
"Brogan, Kevin","2","0","0","0","0","-2","500","61","150","12.2","30","-117.84","151","34","201","14","49","6.97","24.38","-66.74","65","26","47","40","40","1","386","51","122","13.21","13.21","-115.34",
"Bromley, Ben","4","0","2","0","50","-4","146","21","49","14.38","33.56","-47.03","19","5","101","16","38","15.84","37.62","-29.28","20","7","14","35","35","-2.78","109","15","36","13.76","13.76","-36.38",
"Brooke, Henry","18","5","7","27.78","38.89","7.63","595","80","187","13.45","31.43","-138.7","3","5","332","52","106","15.66","31.93","-65.66","78","25","46","32.05","32.05","-6.31","391","61","136","15.6","15.6","-91.33",
"Brouder, Gavin","8","0","0","0","0","-8","306","16","58","5.23","18.95","-45.42","30","17","182","10","39","5.49","21.43","-71.62","12","3","7","25","25","0.2","195","12","38","6.15","6.15","-25.8",
"Burke, Jonathan","14","2","7","14.29","50","-7.25","745","102","246","13.69","33.02","-175.77","1","1","314","40","107","12.74","34.08","-117.34","97","41","66","42.27","42.27","10.72","441","56","129","12.7","12.7","-129.17",
"Byrnes, Mr P","10","0","2","0","20","-10","226","26","62","11.5","27.43","-105.42","16","12","182","19","45","10.44","24.73","-91.27","30","13","19","43.33","43.33","4.83","123","13","29","10.57","10.57","-58",
"Caffrey, Adam","16","2","4","12.5","25","-4.5","472","43","124","9.11","26.27","-86.26","4","6","336","31","90","9.23","26.79","-84.34","42","9","25","21.43","21.43","-9.42","385","34","98","8.83","8.83","-52.09",
